,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type
917,10.1111/jcom.12150+2.0,10.1111/jcom.12150,https://academic.oup.com/joc/article/65/2/300/4082328,2015,Defecting from the Gutenberg Legacy: Employing Images to Test Knowledge Gaps,Journal of Communication,3.0,2.0,Ozen Bas,Ozen,Bas,"1 The Media School, Indiana University, Bloomington, IN 47405, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ozen+Bas,https://www.google.com/search?q=Ozen+Bas+the+media+school+indiana+university+bloomington+in+usa,male,0.73,121.0,Low,Ozen Bas,Ozen,Bas,"1 The Media School, Indiana University, Bloomington, IN 47405, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ozen+Bas,https://www.google.com/search?q=Ozen+Bas+the+media+school+indiana+university+bloomington+in+usa,white,Low,0.0868849,0.10696755,0.093516976,0.71263057,0.71263057,0.10696755,0.605663,the media school indiana university bloomington in usa,"1 The Media School, Indiana University, Bloomington, IN 47405, USA",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R
6848,10.1111/j.1468-2958.1989.tb00198.x+2.0,10.1111/j.1468-2958.1989.tb00198.x,https://academic.oup.com/hcr/article/15/4/523/4584131,1989,Social Contagion and Multiplexity: Communication Networks as Predictors of Commitment and Role Ambiguity,Human Communication Research,2.0,2.0,J. David Johnson,David,Johnson,"2 J. David Johnson (Ph.D., Michigan State University, 1978) is an Associate Professor at Michigan State University. The authors would like to acknowledge the assistance of Dr. Frank Tutzauer and Mary Beth Eckert in reviewing earlier drafts of this article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Johnson,https://www.google.com/search?q=J.+David+Johnson+j+david+johnson+is+an+associate+professor+at+michigan+state+university+the+authors+would+like+to+acknowledge+the+assistance+of+dr+frank+tutzauer+and+mary+beth+eckert+in+reviewing+earlier+drafts+of+this+article,male,0.99,501011.0,High,J. David Johnson,David,Johnson,"2 J. David Johnson (Ph.D., Michigan State University, 1978) is an Associate Professor at Michigan State University. The authors would like to acknowledge the assistance of Dr. Frank Tutzauer and Mary Beth Eckert in reviewing earlier drafts of this article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Johnson,https://www.google.com/search?q=J.+David+Johnson+j+david+johnson+is+an+associate+professor+at+michigan+state+university+the+authors+would+like+to+acknowledge+the+assistance+of+dr+frank+tutzauer+and+mary+beth+eckert+in+reviewing+earlier+drafts+of+this+article,white,Low,0.0057858448,0.3642752,0.021121541,0.60881746,0.60881746,0.3642752,0.24454227,j david johnson is an associate professor at michigan state university the authors would like to acknowledge the assistance of dr frank tutzauer and mary beth eckert in reviewing earlier drafts of this article,"2 J. David Johnson (Ph.D., Michigan State University, 1978) is an Associate Professor at Michigan State University. The authors would like to acknowledge the assistance of Dr. Frank Tutzauer and Mary Beth Eckert in reviewing earlier drafts of this article",Michigan State University,Exact,https://ror.org/05hs6h993,R
8703,10.1093/jcmc/zmab017+1.0,10.1093/jcmc/zmab017,https://academic.oup.com/jcmc/article/26/6/422/6376010,2021,Re-domestication of Internet Technologies: Digital Exclusion or Digital Choice?,Journal of Computer-Mediated Communication,1.0,1.0,Darja Grošelj,Darja,Grošelj,"University of Ljubljana, Faculty of Social Sciences , Ljubljana,  Slovenia    Oxford Internet Institute, University of Oxford , Oxford,  UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Darja+Grošelj,https://www.google.com/search?q=Darja+Gro%C5%A1elj+university+of+ljubljana+faculty+of+social+sciences+ljubljana+slovenia+oxford+internet+institute+university+of+oxford+oxford+uk,female,0.98,1569.0,Low,Darja Grošelj,Darja,Grošelj,"University of Ljubljana, Faculty of Social Sciences , Ljubljana,  Slovenia    Oxford Internet Institute, University of Oxford , Oxford,  UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Darja+Grošelj,https://www.google.com/search?q=Darja+Gro%C5%A1elj+university+of+ljubljana+faculty+of+social+sciences+ljubljana+slovenia+oxford+internet+institute+university+of+oxford+oxford+uk,white,High,0.0041686976,0.07488365,0.033688188,0.88725936,0.88725936,0.07488365,0.8123757,university of ljubljana faculty of social sciences ljubljana slovenia oxford internet institute university of oxford oxford uk,"University of Ljubljana, Faculty of Social Sciences , Ljubljana,  Slovenia    Oxford Internet Institute, University of Oxford , Oxford,  UK",University of Ljubljana,Exact,https://ror.org/05njb9z20,R
6341,10.1111/j.1468-2958.2000.tb00757.x+2.0,10.1111/j.1468-2958.2000.tb00757.x,https://academic.oup.com/hcr/article/26/2/234/4554812,2000,The Impact of Politeness and Relationship on Perceived Quality of Advice About a Problem,Human Communication Research,2.0,2.0,Erina L. MacGeorge,Erina,Macgeorge,"2 (Ph.D., University of Illinois at Urbana-Champaign, 1999) is an assistant professor in the communication program at George Washington University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erina+Macgeorge,https://www.google.com/search?q=Erina+L.+MacGeorge+is+an+assistant+professor+in+the+communication+program+at+george+washington+university,female,0.98,626.0,Low,Erina L. MacGeorge,Erina,Macgeorge,"2 (Ph.D., University of Illinois at Urbana-Champaign, 1999) is an assistant professor in the communication program at George Washington University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erina+Macgeorge,https://www.google.com/search?q=Erina+L.+MacGeorge+is+an+assistant+professor+in+the+communication+program+at+george+washington+university,white,High,0.019124815,0.026512543,0.03351224,0.9208504,0.9208504,0.03351224,0.88733816,is an assistant professor in the communication program at george washington university,"2 (Ph.D., University of Illinois at Urbana-Champaign, 1999) is an assistant professor in the communication program at George Washington University",George Washington University,Exact,https://ror.org/00y4zzh67,R
2139,10.1111/j.1460-2466.2004.tb02630.x+4.0,10.1111/j.1460-2466.2004.tb02630.x,https://academic.oup.com/joc/article/54/2/302/4102937,2004,Argument and Decision Making in Computer-Mediated Groups,Journal of Communication,4.0,4.0,Miriam J. Metzger,Miriam,Metzger,"2 Andrew J. Flanagin (PhD, University of Southern California) is an associate professor and Miriam Metzger (PhD, University of Southern California) is an assistant professor in the UCSB Department of Communication",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miriam+Metzger,https://www.google.com/search?q=Miriam+J.+Metzger+andrew+j+flanagin+is+an+associate+professor+and+miriam+metzger+is+an+assistant+professor+in+the+ucsb+department+of+communication,female,0.98,47010.0,High,Miriam J. Metzger,Miriam,Metzger,"2 Andrew J. Flanagin (PhD, University of Southern California) is an associate professor and Miriam Metzger (PhD, University of Southern California) is an assistant professor in the UCSB Department of Communication",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miriam+Metzger,https://www.google.com/search?q=Miriam+J.+Metzger+andrew+j+flanagin+is+an+associate+professor+and+miriam+metzger+is+an+assistant+professor+in+the+ucsb+department+of+communication,white,High,0.0031677645,0.0016138743,0.017762695,0.97745574,0.97745574,0.017762695,0.959693,andrew j flanagin is an associate professor and miriam metzger is an assistant professor in the ucsb department of communication,"2 Andrew J. Flanagin (PhD, University of Southern California) is an associate professor and Miriam Metzger (PhD, University of Southern California) is an assistant professor in the UCSB Department of Communication",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R
224,10.1093/joc/jqz052+28.0,10.1093/joc/jqz052,https://academic.oup.com/joc/article/71/1/1/5803422,2021,An Agenda for Open Science in Communication,Journal of Communication,37.0,28.0,Nicole Krämer,Nicole,Krämer,"Department of Computer Science and Applied Cognitive Science,  University of Duisburg-Essen , 47057 Duisburg,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicole+Krämer,https://www.google.com/search?q=Nicole+Kr%C3%A4mer+department+of+computer+science+and+applied+cognitive+science+university+of+duisburg+essen+duisburg+germany,female,0.98,102075.0,High,Nicole Krämer,Nicole,Krämer,"Department of Computer Science and Applied Cognitive Science,  University of Duisburg-Essen , 47057 Duisburg,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicole+Krämer,https://www.google.com/search?q=Nicole+Kr%C3%A4mer+department+of+computer+science+and+applied+cognitive+science+university+of+duisburg+essen+duisburg+germany,white,High,0.004994368,0.0032618658,0.024970485,0.96677333,0.96677333,0.024970485,0.94180286,department of computer science and applied cognitive science university of duisburg essen duisburg germany,"Department of Computer Science and Applied Cognitive Science,  University of Duisburg-Essen , 47057 Duisburg,  Germany",University of Duisburg-Essen,API_QUERY,https://ror.org/04mz5ra38,R
1218,10.1111/jcom.12022+3.0,10.1111/jcom.12022,https://academic.oup.com/joc/article/63/2/393/4086013,2013,Is Disney the Nicest Place on Earth? A Content Analysis of Prosocial Behavior in Animated Disney Films,Journal of Communication,4.0,3.0,Ashley M. Fraser,Ashley,Fraser,"1 School of Family Life, Brigham Young University, Provo, UT, 84602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Fraser,https://www.google.com/search?q=Ashley+M.+Fraser+school+of+family+life+brigham+young+university+provo+ut+usa,female,0.61,13738.0,Low,Ashley M. Fraser,Ashley,Fraser,"1 School of Family Life, Brigham Young University, Provo, UT, 84602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Fraser,https://www.google.com/search?q=Ashley+M.+Fraser+school+of+family+life+brigham+young+university+provo+ut+usa,white,High,0.0072058057,0.12919098,0.030866724,0.83273655,0.83273655,0.12919098,0.7035456,school of family life brigham young university provo ut usa,"1 School of Family Life, Brigham Young University, Provo, UT, 84602, USA",Brigham Young University,Exact,https://ror.org/047rhhm47,R
9918,10.1111/j.1083-6101.2007.00366.x+2.0,10.1111/j.1083-6101.2007.00366.x,https://academic.oup.com/jcmc/article/12/3/1122/4583048,2007,"Technological Modernization, the Internet, and Religion in Singapore",Journal of Computer-Mediated Communication,2.0,2.0,Pauline Hope Cheong,Pauline,Cheong,"2 School of Informatics, Department of Communication University at Buffalo, State University of New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pauline+Cheong,https://www.google.com/search?q=Pauline+Hope+Cheong+school+of+informatics+department+of+communication+university+at+buffalo+state+university+of+new+york,female,0.98,56233.0,High,Pauline Hope Cheong,Pauline,Cheong,"2 School of Informatics, Department of Communication University at Buffalo, State University of New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pauline+Cheong,https://www.google.com/search?q=Pauline+Hope+Cheong+school+of+informatics+department+of+communication+university+at+buffalo+state+university+of+new+york,api,High,0.952826,0.0040700883,0.009719408,0.033384446,0.952826,0.033384446,0.9194416,school of informatics department of communication university at buffalo state university of new york,"2 School of Informatics, Department of Communication University at Buffalo, State University of New York",State University of New York,Exact,https://ror.org/01q1z8k08,R
10440,10.1111/j.1083-6101.2000.tb00343.x+1.0,10.1111/j.1083-6101.2000.tb00343.x,https://academic.oup.com/jcmc/article/5/3/JCMC538/4584192,2000,The Effects of Electronic Commerce on the Structure of Intermediation,Journal of Computer-Mediated Communication,1.0,1.0,Stefan W. Schmitz,Stefan,Schmitz,"1 (Mag. (Vienna University of Economics), MSc (LSE), Dr. (Vienna University)) is a research fellow at the Research Unit for Institutional Change and European Integration (ICE) at the Austrian Academy of Sciences and a lecturer at the Vienna University of Economics. In his research he focuses on the digital economy, monetary economics, and the Austrian School of Economics. Past projects include numerous studies on telecommunication and mobile communication, and “Bankerwartungen und intertemporale Fehlkoordination” (dissertation, Vienna University, Dept. of Econ.).",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stefan+Schmitz,https://www.google.com/search?q=Stefan+W.+Schmitz+msc+dr+is+a+research+fellow+at+the+research+unit+for+institutional+change+and+european+integration+at+the+austrian+academy+of+sciences+and+a+lecturer+at+the+vienna+university+of+economics+in+his+research+he+focuses+on+the+digital+economy+monetary+economics+and+the+austrian+school+of+economics+past+projects+include+numerous+studies+on+telecommunication+and+mobile+communication+and+bankerwartungen+und+intertemporale+fehlkoordination,male,0.98,83987.0,High,Stefan W. Schmitz,Stefan,Schmitz,"1 (Mag. (Vienna University of Economics), MSc (LSE), Dr. (Vienna University)) is a research fellow at the Research Unit for Institutional Change and European Integration (ICE) at the Austrian Academy of Sciences and a lecturer at the Vienna University of Economics. In his research he focuses on the digital economy, monetary economics, and the Austrian School of Economics. Past projects include numerous studies on telecommunication and mobile communication, and “Bankerwartungen und intertemporale Fehlkoordination” (dissertation, Vienna University, Dept. of Econ.).",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stefan+Schmitz,https://www.google.com/search?q=Stefan+W.+Schmitz+msc+dr+is+a+research+fellow+at+the+research+unit+for+institutional+change+and+european+integration+at+the+austrian+academy+of+sciences+and+a+lecturer+at+the+vienna+university+of+economics+in+his+research+he+focuses+on+the+digital+economy+monetary+economics+and+the+austrian+school+of+economics+past+projects+include+numerous+studies+on+telecommunication+and+mobile+communication+and+bankerwartungen+und+intertemporale+fehlkoordination,white,High,0.007102513,0.0018642421,0.028890833,0.9621424,0.9621424,0.028890833,0.93325156,msc dr is a research fellow at the research unit for institutional change and european integration at the austrian academy of sciences and a lecturer at the vienna university of economics in his research he focuses on the digital economy monetary economics and the austrian school of economics past projects include numerous studies on telecommunication and mobile communication and bankerwartungen und intertemporale fehlkoordination,"1 (Mag. (Vienna University of Economics), MSc (LSE), Dr. (Vienna University)) is a research fellow at the Research Unit for Institutional Change and European Integration (ICE) at the Austrian Academy of Sciences and a lecturer at the Vienna University of Economics. In his research he focuses on the digital economy, monetary economics, and the Austrian School of Economics. Past projects include numerous studies on telecommunication and mobile communication, and “Bankerwartungen und intertemporale Fehlkoordination” (dissertation, Vienna University, Dept. of Econ.).",International Centre for Research on the Environment and the Economy,API_QUERY,https://ror.org/0419szn97,R
928,10.1111/jcom.12146+1.0,10.1111/jcom.12146,https://academic.oup.com/joc/article/65/2/373/4082355,2015,Being a “Good Parent” in Parent–Teacher Conferences,Journal of Communication,1.0,1.0,Danielle Pillet-Shore,Danielle,Pillet-Shore,"1 Department of Communication, University of New Hampshire, Durham, NH 03824, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Danielle+Pillet-Shore,https://www.google.com/search?q=Danielle+Pillet-Shore+department+of+communication+university+of+new+hampshire+durham+nh+usa,female,0.97,21788.0,High,Danielle Pillet-Shore,Danielle,Pillet-Shore,"1 Department of Communication, University of New Hampshire, Durham, NH 03824, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Danielle+Pillet-Shore,https://www.google.com/search?q=Danielle+Pillet-Shore+department+of+communication+university+of+new+hampshire+durham+nh+usa,white,High,0.011131011,0.08714077,0.032675423,0.8690528,0.8690528,0.08714077,0.7819121,department of communication university of new hampshire durham nh usa,"1 Department of Communication, University of New Hampshire, Durham, NH 03824, USA",University of New Hampshire,Exact,https://ror.org/01rmh9n78,R
5502,10.1111/hcre.12044+4.0,10.1111/hcre.12044,https://academic.oup.com/hcr/article/41/1/128/4064417,2015,Does Avatar Appearance Matter? How Team Visual Similarity and Member–Avatar Similarity Influence Virtual Team Performance,Human Communication Research,5.0,4.0,Marleen Huysman,Marleen,Huysman,"3 Department of Business Administration, Knowledge, Information &amp; Networks Research Group, VU University Amsterdam, 1081 HV, Amsterdam, the Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marleen+Huysman,https://www.google.com/search?q=Marleen+Huysman+department+of+business+administration+knowledge+information+amp+networks+research+group+vu+university+amsterdam+hv+amsterdam+the+netherlands,female,0.99,4046.0,High,Marleen Huysman,Marleen,Huysman,"3 Department of Business Administration, Knowledge, Information &amp; Networks Research Group, VU University Amsterdam, 1081 HV, Amsterdam, the Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marleen+Huysman,https://www.google.com/search?q=Marleen+Huysman+department+of+business+administration+knowledge+information+amp+networks+research+group+vu+university+amsterdam+hv+amsterdam+the+netherlands,white,High,0.051561404,0.02994604,0.027298283,0.89119434,0.89119434,0.051561404,0.8396329,department of business administration knowledge information amp networks research group vu university amsterdam hv amsterdam the netherlands,"3 Department of Business Administration, Knowledge, Information &amp; Networks Research Group, VU University Amsterdam, 1081 HV, Amsterdam, the Netherlands,",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R
9508,10.1111/j.1083-6101.2011.01550.x+2.0,10.1111/j.1083-6101.2011.01550.x,https://academic.oup.com/jcmc/article/16/3/445/4001451,2011,Building Stronger Ties with Alumni Through Facebook to Increase Volunteerism and Charitable Giving,Journal of Computer-Mediated Communication,2.0,2.0,Y. Connie Yuan,Connie,Yuan,2 Cornell University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Connie+Yuan,https://www.google.com/search?q=Y.+Connie+Yuan+cornell+university,female,0.96,4087.0,High,Y. Connie Yuan,Connie,Yuan,2 Cornell University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Connie+Yuan,https://www.google.com/search?q=Y.+Connie+Yuan+cornell+university,api,High,0.9676298,0.011742885,0.0034875756,0.01713967,0.9676298,0.01713967,0.9504901,cornell university,2 Cornell University,Cornell University,Exact,https://ror.org/05bnh6r87,R
4961,10.1111/j.1460-2466.1951.tb00113.x+1.0,10.1111/j.1460-2466.1951.tb00113.x,https://academic.oup.com/joc/article/1/2/30/4070464,1951,Wanted: Skilled Communicators in the Air Force,Journal of Communication,1.0,1.0,K. B. Clark,K.,Clark,"1 Captain United States Air Force R.O.T.C., University of Washington, Seattle, Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Clark,https://www.google.com/search?q=K.+B.+Clark+captain+united+states+air+force+r+o+t+c+university+of+washington+seattle+washington,,0.0,0.0,Low,K. B. Clark,K.,Clark,"1 Captain United States Air Force R.O.T.C., University of Washington, Seattle, Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Clark,https://www.google.com/search?q=K.+B.+Clark+captain+united+states+air+force+r+o+t+c+university+of+washington+seattle+washington,white,Low,0.0046624797,0.18819875,0.024370613,0.7827682,0.7827682,0.18819875,0.59456944,captain united states air force r o t c university of washington seattle washington,"1 Captain United States Air Force R.O.T.C., University of Washington, Seattle, Washington",University of Washington,Exact,https://ror.org/00cvxb145,R
4498,10.1111/j.1460-2466.1972.tb00130.x+1.0,10.1111/j.1460-2466.1972.tb00130.x,https://academic.oup.com/joc/article/22/1/48/4560946,1972,Selective Exposure: The Potential Boomerang Effect,Journal of Communication,4.0,1.0,David L. Paletz,David,Paletz,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Paletz,https://www.google.com/search?q=David+L.+Paletz+david+l+paletz+is+assistant+professor+of+political+science+and+director+of+internship+programs+in+public+policy+in+the+institute+of+policy+sciences+and+public+affairs+at+duke+university,male,0.99,501011.0,High,David L. Paletz,David,Paletz,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Paletz,https://www.google.com/search?q=David+L.+Paletz+david+l+paletz+is+assistant+professor+of+political+science+and+director+of+internship+programs+in+public+policy+in+the+institute+of+policy+sciences+and+public+affairs+at+duke+university,white,High,0.0015843202,0.014205934,0.02066518,0.96354455,0.96354455,0.02066518,0.9428794,david l paletz is assistant professor of political science and director of internship programs in public policy in the institute of policy sciences and public affairs at duke university,"1 David L. Paletz (Ph.D., University of California at Los Angeles, 1970) is Assistant Professor of Political Science and Director of Internship Programs in Public Policy in the Institute of Policy Sciences and Public Affairs at Duke University",Duke University,Exact,https://ror.org/00py81415,R
7726,10.1093/ct/qtaa016+1.0,10.1093/ct/qtaa016,https://academic.oup.com/ct/article/31/4/884/5908823,2021,"Media Ethics, Moral Controversies, and the Sociology of Critique",Communication Theory,1.0,1.0,Thomas Hove,Thomas,Hove,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Hove,https://www.google.com/search?q=Thomas+Hove+department+of+advertising+and+public+relations+college+of+communication+hanyang+university+ansan+gyeonggi+do+south+korea,male,0.99,176440.0,High,Thomas Hove,Thomas,Hove,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Hove,https://www.google.com/search?q=Thomas+Hove+department+of+advertising+and+public+relations+college+of+communication+hanyang+university+ansan+gyeonggi+do+south+korea,white,Low,0.00891586,0.19682324,0.027043214,0.76721776,0.76721776,0.19682324,0.5703945,department of advertising and public relations college of communication hanyang university ansan gyeonggi do south korea,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",Hanyang University,Exact,https://ror.org/046865y68,R
10712,10.1093/ccc/tcab035+1.0,10.1093/ccc/tcab035,https://academic.oup.com/ccc/article/14/3/518/6307130,2021,Climate Strikes in Millennial India: Social Capital and “On-Ground” Networks in Digital-First Movements,"Communication, Culture and Critique",3.0,1.0,Aasim Khan,Aasim,Khan,"Department of Social Sciences and Humanities, IIIT-Delhi",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aasim+Khan,https://www.google.com/search?q=Aasim+Khan+department+of+social+sciences+and+humanities+iiit+delhi,male,0.98,92.0,Low,Aasim Khan,Aasim,Khan,"Department of Social Sciences and Humanities, IIIT-Delhi",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aasim+Khan,https://www.google.com/search?q=Aasim+Khan+department+of+social+sciences+and+humanities+iiit+delhi,api,High,0.86475915,0.056772694,0.00733893,0.07112929,0.86475915,0.07112929,0.7936299,department of social sciences and humanities iiit delhi,"Department of Social Sciences and Humanities, IIIT-Delhi",University of Social Sciences and Humanities,API_QUERY,https://ror.org/0407f1r36,R
8575,10.1111/j.1468-2885.1994.tb00093.x+2.0,10.1111/j.1468-2885.1994.tb00093.x,https://academic.oup.com/ct/article/4/4/259/4259821,1994,In Defense of Symbolic Convergence Theory: A Look at the Theory and Its Criticisms after Two Decades,Communication Theory,3.0,2.0,John F. Craan,John,Craan,"2 John Cragan is professor, Department of Communication, Illinois State University, Normal, IL 61701",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Craan,https://www.google.com/search?q=John+F.+Craan+john+cragan+is+professor+department+of+communication+illinois+state+university+normal+il,male,0.99,218952.0,High,John F. Craan,John,Craan,"2 John Cragan is professor, Department of Communication, Illinois State University, Normal, IL 61701",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Craan,https://www.google.com/search?q=John+F.+Craan+john+cragan+is+professor+department+of+communication+illinois+state+university+normal+il,white,High,0.0041130837,0.010608383,0.04077529,0.9445033,0.9445033,0.04077529,0.903728,john cragan is professor department of communication illinois state university normal il,"2 John Cragan is professor, Department of Communication, Illinois State University, Normal, IL 61701",Illinois State University,Exact,https://ror.org/050kcr883,R
1154,10.1111/jcom.12045+2.0,10.1111/jcom.12045,https://academic.oup.com/joc/article/63/4/721/4086094,2013,Digital Divides From Access to Activities: Comparing Mobile and Personal Computer Internet Users,Journal of Communication,2.0,2.0,Ronald E. Rice,Ronald,Rice,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA, 93106-4020, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ronald+Rice,https://www.google.com/search?q=Ronald+E.+Rice+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca+usa,male,0.99,23684.0,High,Ronald E. Rice,Ronald,Rice,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA, 93106-4020, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ronald+Rice,https://www.google.com/search?q=Ronald+E.+Rice+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca+usa,white,High,0.002250125,0.1547193,0.02684485,0.8161857,0.8161857,0.1547193,0.6614664,department of communication university of california santa barbara santa barbara ca usa,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA, 93106-4020, USA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R
6806,10.1111/j.1468-2958.1990.tb00215.x+1.0,10.1111/j.1468-2958.1990.tb00215.x,https://academic.oup.com/hcr/article/16/3/355/4575787,1990,Background Television as an Inhibitor of Cognitive Processing,Human Communication Research,2.0,1.0,G. Blake Armstrong,Blake,Armstrong,"1 G. Blake Armstrong is Assistant Professor in the Department of Communication Arts, University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Blake+Armstrong,https://www.google.com/search?q=G.+Blake+Armstrong+g+blake+armstrong+is+assistant+professor+in+the+department+of+communication+arts+university+of+wisconsin+madison,male,0.96,2426.0,High,G. Blake Armstrong,Blake,Armstrong,"1 G. Blake Armstrong is Assistant Professor in the Department of Communication Arts, University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Blake+Armstrong,https://www.google.com/search?q=G.+Blake+Armstrong+g+blake+armstrong+is+assistant+professor+in+the+department+of+communication+arts+university+of+wisconsin+madison,white,Low,0.002269565,0.21651828,0.03226599,0.74894613,0.74894613,0.21651828,0.53242785,g blake armstrong is assistant professor in the department of communication arts university of wisconsin madison,"1 G. Blake Armstrong is Assistant Professor in the Department of Communication Arts, University of Wisconsin—Madison",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R
4705,10.1111/j.1460-2466.1964.tb02364.x+1.0,10.1111/j.1460-2466.1964.tb02364.x,https://academic.oup.com/joc/article/14/3/183/4569125,1964,Dimensions of “Lecture Comprehension”: A Factor Analysis of Listening Test Items,Journal of Communication,3.0,1.0,David Bateman,David,Bateman,"1 David Bateman, Graduate Assistant, Bureau of Business Research Management Department, Southern Illinois University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Bateman,https://www.google.com/search?q=David+Bateman+david+bateman+graduate+assistant+bureau+of+business+research+management+department+southern+illinois+university,male,0.99,501011.0,High,David Bateman,David,Bateman,"1 David Bateman, Graduate Assistant, Bureau of Business Research Management Department, Southern Illinois University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Bateman,https://www.google.com/search?q=David+Bateman+david+bateman+graduate+assistant+bureau+of+business+research+management+department+southern+illinois+university,white,High,0.008249409,0.06004238,0.022731334,0.9089768,0.9089768,0.06004238,0.8489344,david bateman graduate assistant bureau of business research management department southern illinois university,"1 David Bateman, Graduate Assistant, Bureau of Business Research Management Department, Southern Illinois University",Southern Illinois University Edwardsville,API_QUERY,https://ror.org/04cqs5j56,R
