,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10300,10.1111/j.1083-6101.2003.tb00216.x+2.0,10.1111/j.1083-6101.2003.tb00216.x,https://academic.oup.com/jcmc/article/8/3/JCMC834/4584288,2003,The Social Affordances of the Internet for Networked Individualism,Journal of Computer-Mediated Communication,7.0,2.0,Anabel Quan-Haase,Anabel,Quan-Haase,"2 Doctoral student at the Faculty of Information Studies, University of Toronto. She has been a Fellow of the Knowledge Media Design Institute and the McLuhan Program in Culture and Technology. Her articles address the nature of Internet-related social change for social integration and information flow. Her articles have examined the implications of these changes for communities and her thesis focuses on organizations.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anabel+Quan-Haase,https://www.google.com/search?q=Anabel+Quan-Haase+doctoral+student+at+the+faculty+of+information+studies+university+of+toronto+she+has+been+a+fellow+of+the+knowledge+media+design+institute+and+the+mcluhan+program+in+culture+and+technology+her+articles+address+the+nature+of+internet+related+social+change+for+social+integration+and+information+flow+her+articles+have+examined+the+implications+of+these+changes+for+communities+and+her+thesis+focuses+on+organizations,female,0.99,8071.0,High,Anabel Quan-Haase,Anabel,Quan-Haase,"2 Doctoral student at the Faculty of Information Studies, University of Toronto. She has been a Fellow of the Knowledge Media Design Institute and the McLuhan Program in Culture and Technology. Her articles address the nature of Internet-related social change for social integration and information flow. Her articles have examined the implications of these changes for communities and her thesis focuses on organizations.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anabel+Quan-Haase,https://www.google.com/search?q=Anabel+Quan-Haase+doctoral+student+at+the+faculty+of+information+studies+university+of+toronto+she+has+been+a+fellow+of+the+knowledge+media+design+institute+and+the+mcluhan+program+in+culture+and+technology+her+articles+address+the+nature+of+internet+related+social+change+for+social+integration+and+information+flow+her+articles+have+examined+the+implications+of+these+changes+for+communities+and+her+thesis+focuses+on+organizations,white,High,0.007897577,0.006573098,0.032156132,0.9533732,0.9533732,0.032156132,0.9212171,doctoral student at the faculty of information studies university of toronto she has been a fellow of the knowledge media design institute and the mcluhan program in culture and technology her articles address the nature of internet related social change for social integration and information flow her articles have examined the implications of these changes for communities and her thesis focuses on organizations,"2 Doctoral student at the Faculty of Information Studies, University of Toronto. She has been a Fellow of the Knowledge Media Design Institute and the McLuhan Program in Culture and Technology. Her articles address the nature of Internet-related social change for social integration and information flow. Her articles have examined the implications of these changes for communities and her thesis focuses on organizations.",University of Toronto,Exact,https://ror.org/03dbr7087,R,,
10263,10.1111/j.1083-6101.2003.tb00358.x+2.0,10.1111/j.1083-6101.2003.tb00358.x,https://academic.oup.com/jcmc/article/9/1/JCMC918/4614491,2003,Greeklish and Greekness: Trends and Discourses of “Glocalness”,Journal of Computer-Mediated Communication,2.0,2.0,Bessie Mitsikopoulou,Bessie,Mitsikopoulou,"2 Full-time Lecturer in the Department of Language and Linguistics, Faculty of English Studies, National and Kapodistrian University of Athens. Her areas of special interest include critical discourse analysis, ICT in language education, educational linguistics, critical and academic literacy.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bessie+Mitsikopoulou,https://www.google.com/search?q=Bessie+Mitsikopoulou+full+time+lecturer+in+the+department+of+language+and+linguistics+faculty+of+english+studies+national+and+kapodistrian+university+of+athens+her+areas+of+special+interest+include+critical+discourse+analysis+ict+in+language+education+educational+linguistics+critical+and+academic+literacy,female,0.97,239.0,Low,Bessie Mitsikopoulou,Bessie,Mitsikopoulou,"2 Full-time Lecturer in the Department of Language and Linguistics, Faculty of English Studies, National and Kapodistrian University of Athens. Her areas of special interest include critical discourse analysis, ICT in language education, educational linguistics, critical and academic literacy.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bessie+Mitsikopoulou,https://www.google.com/search?q=Bessie+Mitsikopoulou+full+time+lecturer+in+the+department+of+language+and+linguistics+faculty+of+english+studies+national+and+kapodistrian+university+of+athens+her+areas+of+special+interest+include+critical+discourse+analysis+ict+in+language+education+educational+linguistics+critical+and+academic+literacy,white,High,0.015216018,0.057044916,0.045045998,0.88269305,0.88269305,0.057044916,0.8256481,full time lecturer in the department of language and linguistics faculty of english studies national and kapodistrian university of athens her areas of special interest include critical discourse analysis ict in language education educational linguistics critical and academic literacy,"2 Full-time Lecturer in the Department of Language and Linguistics, Faculty of English Studies, National and Kapodistrian University of Athens. Her areas of special interest include critical discourse analysis, ICT in language education, educational linguistics, critical and academic literacy.",National and Kapodistrian University of Athens,Exact,https://ror.org/04gnjpq42,R,,
2196,10.1111/j.1460-2466.2003.tb02600.x+3.0,10.1111/j.1460-2466.2003.tb02600.x,https://academic.oup.com/joc/article/53/3/427/4102893,2003,The West Wing as Endorsement of the U.S. Presidency: Expanding the Bounds of Priming in Political Communication,Journal of Communication,7.0,3.0,David A. Tschida,David,Tschida,"2 Owen Pillion, David A. Tschida, Greg G. Armfield, Kristin L. Cherry, and Amy R. Daulton are doctoral students in the Department of Communication, University of Missouri-Columbia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Tschida,https://www.google.com/search?q=David+A.+Tschida+owen+pillion+david+a+tschida+greg+g+armfield+kristin+l+cherry+and+amy+r+daulton+are+doctoral+students+in+the+department+of+communication+university+of+missouri+columbia,male,0.99,501011.0,High,David A. Tschida,David,Tschida,"2 Owen Pillion, David A. Tschida, Greg G. Armfield, Kristin L. Cherry, and Amy R. Daulton are doctoral students in the Department of Communication, University of Missouri-Columbia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Tschida,https://www.google.com/search?q=David+A.+Tschida+owen+pillion+david+a+tschida+greg+g+armfield+kristin+l+cherry+and+amy+r+daulton+are+doctoral+students+in+the+department+of+communication+university+of+missouri+columbia,white,Low,0.16322415,0.012526942,0.380947,0.4433019,0.4433019,0.380947,0.062354892,owen pillion david a tschida greg g armfield kristin l cherry and amy r daulton are doctoral students in the department of communication university of missouri columbia,"2 Owen Pillion, David A. Tschida, Greg G. Armfield, Kristin L. Cherry, and Amy R. Daulton are doctoral students in the Department of Communication, University of Missouri-Columbia",University of Missouri,Exact,https://ror.org/02ymw8z06,R,,
2176,10.1111/j.1460-2466.2003.tb02912.x+3.0,10.1111/j.1460-2466.2003.tb02912.x,https://academic.oup.com/joc/article/53/4/587/4102888,2003,Social Influence of an International Celebrity: Responses to the Death of Princess Diana,Journal of Communication,3.0,3.0,Mihai C. Bocarnea,Mihai,Bocarnea,"3 Mihai C. Bocarnea (PhD, Regent University) is an assistant professor in the School of Leadership Studies at Regent University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mihai+Bocarnea,https://www.google.com/search?q=Mihai+C.+Bocarnea+mihai+c+bocarnea+is+an+assistant+professor+in+the+school+of+leadership+studies+at+regent+university,male,0.96,16701.0,High,Mihai C. Bocarnea,Mihai,Bocarnea,"3 Mihai C. Bocarnea (PhD, Regent University) is an assistant professor in the School of Leadership Studies at Regent University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mihai+Bocarnea,https://www.google.com/search?q=Mihai+C.+Bocarnea+mihai+c+bocarnea+is+an+assistant+professor+in+the+school+of+leadership+studies+at+regent+university,hispanic,Low,0.024287097,0.047444686,0.6220906,0.30617765,0.6220906,0.30617765,0.31591293,mihai c bocarnea is an assistant professor in the school of leadership studies at regent university,"3 Mihai C. Bocarnea (PhD, Regent University) is an assistant professor in the School of Leadership Studies at Regent University",Regent University,Exact,https://ror.org/00jhyq802,R,,
6176,10.1111/j.1468-2958.2003.tb00835.x+2.0,10.1111/j.1468-2958.2003.tb00835.x,https://academic.oup.com/hcr/article/29/2/153/4331309,2003,Building Interorganizational Relationships That Build Nations,Human Communication Research,2.0,2.0,Marya L. Doerfel,Marya,Doerfel,1 Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marya+Doerfel,https://www.google.com/search?q=Marya+L.+Doerfel+rutgers+university,female,0.98,2726.0,High,Marya L. Doerfel,Marya,Doerfel,1 Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marya+Doerfel,https://www.google.com/search?q=Marya+L.+Doerfel+rutgers+university,white,High,0.0014143698,0.0006787055,0.01607877,0.98182815,0.98182815,0.01607877,0.9657494,rutgers university,1 Rutgers University,"Rutgers, The State University of New Jersey",API_QUERY,https://ror.org/05vt9qd57,R,,
6160,10.1111/j.1468-2958.2003.tb00858.x+1.0,10.1111/j.1468-2958.2003.tb00858.x,https://academic.oup.com/hcr/article/29/4/600/4331514,2003,In Search of the Assembly Bonus Effect: Continued Exploration of CommunicationÃÂÃÂs Role in Group Memory,Human Communication Research,1.0,1.0,Kathleen M. Propp,Kathleen,Propp,1 Western Michigan University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Propp,https://www.google.com/search?q=Kathleen+M.+Propp+western+michigan+university,female,0.98,8685.0,High,Kathleen M. Propp,Kathleen,Propp,1 Western Michigan University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Propp,https://www.google.com/search?q=Kathleen+M.+Propp+western+michigan+university,white,High,0.0016113215,0.019325608,0.019671151,0.9593919,0.9593919,0.019671151,0.93972075,western michigan university,1 Western Michigan University,Western Michigan University,Exact,https://ror.org/04j198w64,R,,
2174,10.1111/j.1460-2466.2003.tb02912.x+1.0,10.1111/j.1460-2466.2003.tb02912.x,https://academic.oup.com/joc/article/53/4/587/4102888,2003,Social Influence of an International Celebrity: Responses to the Death of Princess Diana,Journal of Communication,3.0,1.0,William J. Brown,William,Brown,"1 William J. Brown (PhD, University of Southern California) is a professor and research fellow in the School of Communication Arts at Regent University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Brown,https://www.google.com/search?q=William+J.+Brown+william+j+brown+is+a+professor+and+research+fellow+in+the+school+of+communication+arts+at+regent+university,male,0.99,64097.0,High,William J. Brown,William,Brown,"1 William J. Brown (PhD, University of Southern California) is a professor and research fellow in the School of Communication Arts at Regent University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Brown,https://www.google.com/search?q=William+J.+Brown+william+j+brown+is+a+professor+and+research+fellow+in+the+school+of+communication+arts+at+regent+university,white,Low,0.003042825,0.3984711,0.026544778,0.57194126,0.57194126,0.3984711,0.17347017,william j brown is a professor and research fellow in the school of communication arts at regent university,"1 William J. Brown (PhD, University of Southern California) is a professor and research fellow in the School of Communication Arts at Regent University",Regent University,Exact,https://ror.org/00jhyq802,R,,
2185,10.1111/j.1460-2466.2003.tb02916.x+2.0,10.1111/j.1460-2466.2003.tb02916.x,https://academic.oup.com/joc/article/53/4/658/4102963,2003,A Socialization Perspective on Male and Female Reporting,Journal of Communication,2.0,2.0,Esther Thorson,Esther,Thorson,"2 Esther Thorson (PhD, University of Minnesota) is associate dean of graduate studies at the University of Missouri, Columbia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Esther+Thorson,https://www.google.com/search?q=Esther+Thorson+esther+thorson+is+associate+dean+of+graduate+studies+at+the+university+of+missouri+columbia,female,0.99,43885.0,High,Esther Thorson,Esther,Thorson,"2 Esther Thorson (PhD, University of Minnesota) is associate dean of graduate studies at the University of Missouri, Columbia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Esther+Thorson,https://www.google.com/search?q=Esther+Thorson+esther+thorson+is+associate+dean+of+graduate+studies+at+the+university+of+missouri+columbia,white,Low,0.009380672,0.16931319,0.022717763,0.7985884,0.7985884,0.16931319,0.6292752,esther thorson is associate dean of graduate studies at the university of missouri columbia,"2 Esther Thorson (PhD, University of Minnesota) is associate dean of graduate studies at the University of Missouri, Columbia",University of Missouri,Exact,https://ror.org/02ymw8z06,R,,
10274,10.1111/j.1083-6101.2003.tb00362.x+2.0,10.1111/j.1083-6101.2003.tb00362.x,https://academic.oup.com/jcmc/article/9/1/JCMC913/4614503,2003,Gender and Turn Allocation in a Thai Chat Room,Journal of Computer-Mediated Communication,2.0,2.0,Susan C. Herring,Susan,Herring,"2 Professor of Information Science and Linguistics at Indiana University Bloomington. She has been researching gender and CMC since 1991. Soon thereafter she began integrating this work with other language-focused CMC research in a linguistic approach known as computer-mediated discourse analysis. Currently, she is focusing on expanding the CMDA paradigm to multilingual and multimodal online communication.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Herring,https://www.google.com/search?q=Susan+C.+Herring+professor+of+information+science+and+linguistics+at+indiana+university+bloomington+she+has+been+researching+gender+and+cmc+since+soon+thereafter+she+began+integrating+this+work+with+other+language+focused+cmc+research+in+a+linguistic+approach+known+as+computer+mediated+discourse+analysis+currently+she+is+focusing+on+expanding+the+cmda+paradigm+to+multilingual+and+multimodal+online+communication,female,0.98,32184.0,High,Susan C. Herring,Susan,Herring,"2 Professor of Information Science and Linguistics at Indiana University Bloomington. She has been researching gender and CMC since 1991. Soon thereafter she began integrating this work with other language-focused CMC research in a linguistic approach known as computer-mediated discourse analysis. Currently, she is focusing on expanding the CMDA paradigm to multilingual and multimodal online communication.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Herring,https://www.google.com/search?q=Susan+C.+Herring+professor+of+information+science+and+linguistics+at+indiana+university+bloomington+she+has+been+researching+gender+and+cmc+since+soon+thereafter+she+began+integrating+this+work+with+other+language+focused+cmc+research+in+a+linguistic+approach+known+as+computer+mediated+discourse+analysis+currently+she+is+focusing+on+expanding+the+cmda+paradigm+to+multilingual+and+multimodal+online+communication,white,High,0.0030030024,0.1489645,0.031454213,0.81657827,0.81657827,0.1489645,0.66761374,professor of information science and linguistics at indiana university bloomington she has been researching gender and cmc since soon thereafter she began integrating this work with other language focused cmc research in a linguistic approach known as computer mediated discourse analysis currently she is focusing on expanding the cmda paradigm to multilingual and multimodal online communication,"2 Professor of Information Science and Linguistics at Indiana University Bloomington. She has been researching gender and CMC since 1991. Soon thereafter she began integrating this work with other language-focused CMC research in a linguistic approach known as computer-mediated discourse analysis. Currently, she is focusing on expanding the CMDA paradigm to multilingual and multimodal online communication.",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R,,
6184,10.1111/j.1468-2958.2003.tb00837.x+7.0,10.1111/j.1468-2958.2003.tb00837.x,https://academic.oup.com/hcr/article/29/2/210/4331414,2003,Self-Construal Scales Lack Validity,Human Communication Research,9.0,7.0,Sun Young Lee,Sun,Lee,"3 Gwen M. Wittenbaum, Sachiyo Morinaga Shearman, Sun Young Lee, Donghun Chung, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sun+Lee,https://www.google.com/search?q=Sun+Young+Lee+gwen+m+wittenbaum+sachiyo+morinaga+shearman+sun+young+lee+donghun+chung+michigan+state+university,male,0.52,6975.0,Low,Sun Young Lee,Sun,Lee,"3 Gwen M. Wittenbaum, Sachiyo Morinaga Shearman, Sun Young Lee, Donghun Chung, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sun+Lee,https://www.google.com/search?q=Sun+Young+Lee+gwen+m+wittenbaum+sachiyo+morinaga+shearman+sun+young+lee+donghun+chung+michigan+state+university,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,gwen m wittenbaum sachiyo morinaga shearman sun young lee donghun chung michigan state university,"3 Gwen M. Wittenbaum, Sachiyo Morinaga Shearman, Sun Young Lee, Donghun Chung, Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
6163,10.1111/j.1468-2958.2003.tb00860.x+1.0,10.1111/j.1468-2958.2003.tb00860.x,https://academic.oup.com/hcr/article/29/4/616/4331525,2003,Putting Communication into the Study of Group Memory,Human Communication Research,1.0,1.0,Gwen M. Wittenbaum,Gwen,Wittenbaum,1 Michigan State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gwen+Wittenbaum,https://www.google.com/search?q=Gwen+M.+Wittenbaum+michigan+state+university,female,0.79,8968.0,Low,Gwen M. Wittenbaum,Gwen,Wittenbaum,1 Michigan State University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gwen+Wittenbaum,https://www.google.com/search?q=Gwen+M.+Wittenbaum+michigan+state+university,white,High,0.0029558865,0.005390164,0.018845906,0.972808,0.972808,0.018845906,0.9539621,michigan state university,1 Michigan State University,Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10292,10.1111/j.1083-6101.2003.tb00225.x+1.0,10.1111/j.1083-6101.2003.tb00225.x,https://academic.oup.com/jcmc/article/8/4/JCMC846/4584291,2003,State Legislators' Perceptions of the Use of E-mail in Constituent Communication,Journal of Computer-Mediated Communication,1.0,1.0,Mary Lou Sheffer,Mary,Sheffer,"1 Doctoral candidate in the Manship School of Communication, Louisiana State University. Her research focuses on political communication, especially computer-mediated communication, and the future of sports broadcasting. She has worked for the last two months as a media consultant for an Illinois state Representative. In addition to her political experience, she worked for ten years in both television news and production.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Sheffer,https://www.google.com/search?q=Mary+Lou+Sheffer+doctoral+candidate+in+the+manship+school+of+communication+louisiana+state+university+her+research+focuses+on+political+communication+especially+computer+mediated+communication+and+the+future+of+sports+broadcasting+she+has+worked+for+the+last+two+months+as+a+media+consultant+for+an+illinois+state+representative+in+addition+to+her+political+experience+she+worked+for+ten+years+in+both+television+news+and+production,female,0.99,142684.0,High,Mary Lou Sheffer,Mary,Sheffer,"1 Doctoral candidate in the Manship School of Communication, Louisiana State University. Her research focuses on political communication, especially computer-mediated communication, and the future of sports broadcasting. She has worked for the last two months as a media consultant for an Illinois state Representative. In addition to her political experience, she worked for ten years in both television news and production.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Sheffer,https://www.google.com/search?q=Mary+Lou+Sheffer+doctoral+candidate+in+the+manship+school+of+communication+louisiana+state+university+her+research+focuses+on+political+communication+especially+computer+mediated+communication+and+the+future+of+sports+broadcasting+she+has+worked+for+the+last+two+months+as+a+media+consultant+for+an+illinois+state+representative+in+addition+to+her+political+experience+she+worked+for+ten+years+in+both+television+news+and+production,white,High,0.016808597,0.0022502772,0.014802925,0.9661382,0.9661382,0.016808597,0.9493296,doctoral candidate in the manship school of communication louisiana state university her research focuses on political communication especially computer mediated communication and the future of sports broadcasting she has worked for the last two months as a media consultant for an illinois state representative in addition to her political experience she worked for ten years in both television news and production,"1 Doctoral candidate in the Manship School of Communication, Louisiana State University. Her research focuses on political communication, especially computer-mediated communication, and the future of sports broadcasting. She has worked for the last two months as a media consultant for an Illinois state Representative. In addition to her political experience, she worked for ten years in both television news and production.",Louisiana State University,Exact,https://ror.org/05ect4e57,R,,
10301,10.1111/j.1083-6101.2003.tb00216.x+3.0,10.1111/j.1083-6101.2003.tb00216.x,https://academic.oup.com/jcmc/article/8/3/JCMC834/4584288,2003,The Social Affordances of the Internet for Networked Individualism,Journal of Computer-Mediated Communication,7.0,3.0,Jeffrey Boase,Jeffrey,Boase,"3 University of Toronto doctoral student has been examining the interaction between new technology and social networks. He has co-authored four published papers, and he has been a principal designer of the National Geographic Survey 2001 Technology and Community sections. In summer 2002, he completed a two month internship at Nara in the R&amp;D department of NTT, Japan's largest communication company. At present, he is collaborating with Barry Wellman and the Pew Internet and American Life project to examine how the Internet may be affecting weak ties.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Boase,https://www.google.com/search?q=Jeffrey+Boase+university+of+toronto+doctoral+student+has+been+examining+the+interaction+between+new+technology+and+social+networks+he+has+co+authored+four+published+papers+and+he+has+been+a+principal+designer+of+the+national+geographic+survey+technology+and+community+sections+in+summer+he+completed+a+two+month+internship+at+nara+in+the+r+amp+d+department+of+ntt+japan+s+largest+communication+company+at+present+he+is+collaborating+with+barry+wellman+and+the+pew+internet+and+american+life+project+to+examine+how+the+internet+may+be+affecting+weak+ties,male,0.99,22034.0,High,Jeffrey Boase,Jeffrey,Boase,"3 University of Toronto doctoral student has been examining the interaction between new technology and social networks. He has co-authored four published papers, and he has been a principal designer of the National Geographic Survey 2001 Technology and Community sections. In summer 2002, he completed a two month internship at Nara in the R&amp;D department of NTT, Japan's largest communication company. At present, he is collaborating with Barry Wellman and the Pew Internet and American Life project to examine how the Internet may be affecting weak ties.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Boase,https://www.google.com/search?q=Jeffrey+Boase+university+of+toronto+doctoral+student+has+been+examining+the+interaction+between+new+technology+and+social+networks+he+has+co+authored+four+published+papers+and+he+has+been+a+principal+designer+of+the+national+geographic+survey+technology+and+community+sections+in+summer+he+completed+a+two+month+internship+at+nara+in+the+r+amp+d+department+of+ntt+japan+s+largest+communication+company+at+present+he+is+collaborating+with+barry+wellman+and+the+pew+internet+and+american+life+project+to+examine+how+the+internet+may+be+affecting+weak+ties,white,High,0.022246622,0.066557415,0.033149406,0.8780465,0.8780465,0.066557415,0.8114891,university of toronto doctoral student has been examining the interaction between new technology and social networks he has co authored four published papers and he has been a principal designer of the national geographic survey technology and community sections in summer he completed a two month internship at nara in the r amp d department of ntt japan s largest communication company at present he is collaborating with barry wellman and the pew internet and american life project to examine how the internet may be affecting weak ties,"3 University of Toronto doctoral student has been examining the interaction between new technology and social networks. He has co-authored four published papers, and he has been a principal designer of the National Geographic Survey 2001 Technology and Community sections. In summer 2002, he completed a two month internship at Nara in the R&amp;D department of NTT, Japan's largest communication company. At present, he is collaborating with Barry Wellman and the Pew Internet and American Life project to examine how the Internet may be affecting weak ties.",University of Toronto,Exact,https://ror.org/03dbr7087,R,,
2241,10.1111/j.1460-2466.2003.tb03006.x+1.0,10.1111/j.1460-2466.2003.tb03006.x,https://academic.oup.com/joc/article/53/1/74/4102902,2003,The Impact of Background Radio and Television on High School Students' Homework Performance,Journal of Communication,3.0,1.0,Marina M. Pool,Marina,Pool,"1 Marina M. Pool is a doctoral candidate at the Center for Child and Media Studies at Leiden University, the Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marina+Pool,https://www.google.com/search?q=Marina+M.+Pool+marina+m+pool+is+a+doctoral+candidate+at+the+center+for+child+and+media+studies+at+leiden+university+the+netherlands,female,0.98,109549.0,High,Marina M. Pool,Marina,Pool,"1 Marina M. Pool is a doctoral candidate at the Center for Child and Media Studies at Leiden University, the Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marina+Pool,https://www.google.com/search?q=Marina+M.+Pool+marina+m+pool+is+a+doctoral+candidate+at+the+center+for+child+and+media+studies+at+leiden+university+the+netherlands,white,High,0.01477429,0.05033462,0.036928717,0.89796245,0.89796245,0.05033462,0.8476278,marina m pool is a doctoral candidate at the center for child and media studies at leiden university the netherlands,"1 Marina M. Pool is a doctoral candidate at the Center for Child and Media Studies at Leiden University, the Netherlands",Leiden University,Exact,https://ror.org/027bh9e22,R,,
6170,10.1111/j.1468-2958.2003.tb00845.x+2.0,10.1111/j.1468-2958.2003.tb00845.x,https://academic.oup.com/hcr/article/29/3/400/4331460,2003,When the “Stakes” are Communicative: The Lamb's and the Lion's Share During Nonprofit Planned Change,Human Communication Research,3.0,2.0,Brian K. Richardson,Brian,Richardson,2 University of North Texas,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Richardson,https://www.google.com/search?q=Brian+K.+Richardson+university+of+north+texas,male,0.99,51483.0,High,Brian K. Richardson,Brian,Richardson,2 University of North Texas,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Richardson,https://www.google.com/search?q=Brian+K.+Richardson+university+of+north+texas,white,Low,0.0056959414,0.36554685,0.026505295,0.60225195,0.60225195,0.36554685,0.2367051,university of north texas,2 University of North Texas,University of North Texas,Exact,https://ror.org/00v97ad02,R,,
6191,10.1111/j.1468-2958.2003.tb00840.x+3.0,10.1111/j.1468-2958.2003.tb00840.x,https://academic.oup.com/hcr/article/29/2/291/4331497,2003,The (In)validity of Self-Construal Scales Revisited,Human Communication Research,6.0,3.0,Hee Sun Park,Hee,Park,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hee+Park,https://www.google.com/search?q=Hee+Sun+Park+timothy+r+levine+mary+jiang+bresnahan+hee+sun+park+michigan+state+university,female,0.54,1805.0,Low,Hee Sun Park,Hee,Park,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hee+Park,https://www.google.com/search?q=Hee+Sun+Park+timothy+r+levine+mary+jiang+bresnahan+hee+sun+park+michigan+state+university,api,High,0.83203495,0.0073800655,0.00672649,0.15385848,0.83203495,0.15385848,0.67817646,timothy r levine mary jiang bresnahan hee sun park michigan state university,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10312,10.1111/j.1083-6101.2003.tb00209.x+2.0,10.1111/j.1083-6101.2003.tb00209.x,https://academic.oup.com/jcmc/article/8/2/JCMC827/4584284,2003,Dicing with Deception: People with Disabilities' Strategies for Managing Safety and Identity Online,Journal of Computer-Mediated Communication,2.0,2.0,Keith Tuffin,Keith,Tuffin,"2 Senior lecturer in the School of Psychology at Massey University where he teaches critical social psychology and discursive psychology. His research interests include political discourse and constructionist approaches to emotion, culture and identity. He is currently working on Understanding Critical Social Psychology (Sage).",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Keith+Tuffin,https://www.google.com/search?q=Keith+Tuffin+senior+lecturer+in+the+school+of+psychology+at+massey+university+where+he+teaches+critical+social+psychology+and+discursive+psychology+his+research+interests+include+political+discourse+and+constructionist+approaches+to+emotion+culture+and+identity+he+is+currently+working+on+understanding+critical+social+psychology,male,0.98,14549.0,High,Keith Tuffin,Keith,Tuffin,"2 Senior lecturer in the School of Psychology at Massey University where he teaches critical social psychology and discursive psychology. His research interests include political discourse and constructionist approaches to emotion, culture and identity. He is currently working on Understanding Critical Social Psychology (Sage).",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Keith+Tuffin,https://www.google.com/search?q=Keith+Tuffin+senior+lecturer+in+the+school+of+psychology+at+massey+university+where+he+teaches+critical+social+psychology+and+discursive+psychology+his+research+interests+include+political+discourse+and+constructionist+approaches+to+emotion+culture+and+identity+he+is+currently+working+on+understanding+critical+social+psychology,white,Low,0.0036336055,0.30771884,0.020125058,0.66852254,0.66852254,0.30771884,0.3608037,senior lecturer in the school of psychology at massey university where he teaches critical social psychology and discursive psychology his research interests include political discourse and constructionist approaches to emotion culture and identity he is currently working on understanding critical social psychology,"2 Senior lecturer in the School of Psychology at Massey University where he teaches critical social psychology and discursive psychology. His research interests include political discourse and constructionist approaches to emotion, culture and identity. He is currently working on Understanding Critical Social Psychology (Sage).",Massey University,Exact,https://ror.org/052czxv31,R,,
