,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10828,10.1093/ccc/tcz002+1.0,10.1093/ccc/tcz002,https://academic.oup.com/ccc/article/12/1/72/5364024,2019,Dadvertising: Representations of Fatherhood in Procter & Gamble’s Tide Commercials,"Communication, Culture and Critique",1.0,1.0,Caroline F Leader,Caroline,Leader,"Communication Arts, University of Wisconsin–Madison, 821 University Avenue, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Caroline+Leader,https://www.google.com/search?q=Caroline+F+Leader+communication+arts+university+of+wisconsin+madison+university+avenue+madison+wi+usa,female,0.98,64753.0,High,Caroline F Leader,Caroline,Leader,"Communication Arts, University of Wisconsin–Madison, 821 University Avenue, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Caroline+Leader,https://www.google.com/search?q=Caroline+F+Leader+communication+arts+university+of+wisconsin+madison+university+avenue+madison+wi+usa,white,High,0.012705584,0.077904135,0.022491474,0.8868989,0.8868989,0.077904135,0.80899477,communication arts university of wisconsin madison university avenue madison wi usa,"Communication Arts, University of Wisconsin–Madison, 821 University Avenue, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
433,10.1093/joc/jqy054+1.0,10.1093/joc/jqy054,https://academic.oup.com/joc/article/69/1/73/5145784,2019,Meta-Analysis of Anger and Persuasion: An Empirical Integration of Four Models,Journal of Communication,4.0,1.0,Nathan Walter,Nathan,Walter,"School of Communication, Northwestern University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nathan+Walter,https://www.google.com/search?q=Nathan+Walter+school+of+communication+northwestern+university+usa,male,0.99,20181.0,High,Nathan Walter,Nathan,Walter,"School of Communication, Northwestern University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nathan+Walter,https://www.google.com/search?q=Nathan+Walter+school+of+communication+northwestern+university+usa,white,High,0.0044384957,0.06020423,0.027436327,0.9079209,0.9079209,0.06020423,0.8477167,school of communication northwestern university usa,"School of Communication, Northwestern University, USA",Northwestern University,Exact,https://ror.org/00m6w7z96,R,,
7816,10.1093/ct/qtz005+1.0,10.1093/ct/qtz005,https://academic.oup.com/ct/article/29/4/383/5475561,2019,Rhetorical Arbitrage: The Rhetoric of the Sharing Economy,Communication Theory,1.0,1.0,Christopher Michael Duerringer,Christopher,Duerringer,"Communication Studies, California State University , Long Beach, CA 90840,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Duerringer,https://www.google.com/search?q=Christopher+Michael+Duerringer+communication+studies+california+state+university+long+beach+ca+usa,male,0.99,53539.0,High,Christopher Michael Duerringer,Christopher,Duerringer,"Communication Studies, California State University , Long Beach, CA 90840,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Duerringer,https://www.google.com/search?q=Christopher+Michael+Duerringer+communication+studies+california+state+university+long+beach+ca+usa,white,High,0.004776362,0.017146293,0.025524098,0.9525533,0.9525533,0.025524098,0.9270292,communication studies california state university long beach ca usa,"Communication Studies, California State University , Long Beach, CA 90840,  USA","California State University, Long Beach",API_QUERY,https://ror.org/0080fxk18,R,,
10794,10.1093/ccc/tcz027+1.0,10.1093/ccc/tcz027,https://academic.oup.com/ccc/article/12/4/519/5556080,2019,Blind Submission,"Communication, Culture and Critique",1.0,1.0,Lamiyah Bahrainwala,Lamiyah,Bahrainwala,"Communication Studies Department Southwestern University, Austin, TX 78722, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lamiyah+Bahrainwala,https://www.google.com/search?q=Lamiyah+Bahrainwala+communication+studies+department+southwestern+university+austin+tx+usa,female,1.0,5.0,Low,Lamiyah Bahrainwala,Lamiyah,Bahrainwala,"Communication Studies Department Southwestern University, Austin, TX 78722, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lamiyah+Bahrainwala,https://www.google.com/search?q=Lamiyah+Bahrainwala+communication+studies+department+southwestern+university+austin+tx+usa,api,Low,0.75852454,0.021710247,0.03897797,0.18078716,0.75852454,0.18078716,0.5777374,communication studies department southwestern university austin tx usa,"Communication Studies Department Southwestern University, Austin, TX 78722, USA",Southwestern University,Exact,https://ror.org/05wawev23,R,,
7835,10.1093/ct/qty023+2.0,10.1093/ct/qty023,https://academic.oup.com/ct/article/29/2/191/5113024,2019,News Media as Knowledge Brokers in Public Policymaking Processes,Communication Theory,2.0,2.0,Matthew S Weber,Matthew,Weber,"Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55455, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Weber,https://www.google.com/search?q=Matthew+S+Weber+journalism+and+mass+communication+university+of+minnesota+minneapolis+mn+usa,male,1.0,35521.0,High,Matthew S Weber,Matthew,Weber,"Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55455, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Weber,https://www.google.com/search?q=Matthew+S+Weber+journalism+and+mass+communication+university+of+minnesota+minneapolis+mn+usa,white,High,0.0070608472,0.015042267,0.019892989,0.95800394,0.95800394,0.019892989,0.93811095,journalism and mass communication university of minnesota minneapolis mn usa,"Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55455, USA",University of Minnesota,Exact,https://ror.org/017zqws13,R,,
8861,10.1093/jcmc/zmy025+4.0,10.1093/jcmc/zmy025,https://academic.oup.com/jcmc/article/24/2/73/5299216,2019,"Facebook and Face-to-Face: Examining the Short- and Long-Term Reciprocal Effects of Interactions, Perceived Social Support, and Depression among International Students",Journal of Computer-Mediated Communication,4.0,4.0,Harry Ganzeboom,Harry,Ganzeboom,"Department of Sociology, VU University Amsterdam, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harry+Ganzeboom,https://www.google.com/search?q=Harry+Ganzeboom+department+of+sociology+vu+university+amsterdam+hv+amsterdam+the+netherlands,male,0.98,24264.0,High,Harry Ganzeboom,Harry,Ganzeboom,"Department of Sociology, VU University Amsterdam, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harry+Ganzeboom,https://www.google.com/search?q=Harry+Ganzeboom+department+of+sociology+vu+university+amsterdam+hv+amsterdam+the+netherlands,white,High,0.0034899465,0.11049185,0.030761512,0.85525674,0.85525674,0.11049185,0.74476486,department of sociology vu university amsterdam hv amsterdam the netherlands,"Department of Sociology, VU University Amsterdam, 1081 HV Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
10811,10.1093/ccc/tcz031+5.0,10.1093/ccc/tcz031,https://academic.oup.com/ccc/article/12/3/416/5573583,2019,The Rise of Transgender and Gender Diverse Representation in the Media: Impacts on the Population,"Communication, Culture and Critique",8.0,5.0,T Zachary Huit,Zachary,Huit,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Zachary+Huit,https://www.google.com/search?q=T+Zachary+Huit+department+of+psychology+university+of+nebraska+lincoln+lincoln+ne+usa,male,0.99,2836.0,High,T Zachary Huit,Zachary,Huit,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Zachary+Huit,https://www.google.com/search?q=T+Zachary+Huit+department+of+psychology+university+of+nebraska+lincoln+lincoln+ne+usa,white,Low,0.05775247,0.18769094,0.026474062,0.7280826,0.7280826,0.18769094,0.5403917,department of psychology university of nebraska lincoln lincoln ne usa,"Department of Psychology,  University of Nebraska-Lincoln , Lincoln, NE,  USA",University of Nebraska–Lincoln,API_QUERY,https://ror.org/043mer456,R,,
424,10.1093/joc/jqy063+1.0,10.1093/joc/jqy063,https://academic.oup.com/joc/article/69/1/26/5281189,2019,Idols of Promotion: The Triumph of Self-Branding in an Age of Precarity,Journal of Communication,2.0,1.0,Brooke Erin Duffy,Brooke,Duffy,"Department of Communication, Cornell University, Ithaca, NY",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brooke+Duffy,https://www.google.com/search?q=Brooke+Erin+Duffy+department+of+communication+cornell+university+ithaca+ny,female,0.91,1146.0,Low,Brooke Erin Duffy,Brooke,Duffy,"Department of Communication, Cornell University, Ithaca, NY",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brooke+Duffy,https://www.google.com/search?q=Brooke+Erin+Duffy+department+of+communication+cornell+university+ithaca+ny,white,High,0.0017832272,0.012516491,0.006921098,0.97877926,0.97877926,0.012516491,0.96626276,department of communication cornell university ithaca ny,"Department of Communication, Cornell University, Ithaca, NY",Cornell University,Exact,https://ror.org/05bnh6r87,R,,
8834,10.1093/jcmc/zmz013+3.0,10.1093/jcmc/zmz013,https://academic.oup.com/jcmc/article/24/5/259/5583692,2019,Digital Communication Media Use and Psychological Well-Being: A Meta-Analysis,Journal of Computer-Mediated Communication,4.0,3.0,Chia-chen Yang,Chia-chen,Yang,"School of Educational Foundations, Leadership and Aviation,  Oklahoma State University , Stillwater, OK,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chia-chen+Yang,https://www.google.com/search?q=Chia-chen+Yang+school+of+educational+foundations+leadership+and+aviation+oklahoma+state+university+stillwater+ok+usa,female,1.0,3.0,Low,Chia-chen Yang,Chia-chen,Yang,"School of Educational Foundations, Leadership and Aviation,  Oklahoma State University , Stillwater, OK,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chia-chen+Yang,https://www.google.com/search?q=Chia-chen+Yang+school+of+educational+foundations+leadership+and+aviation+oklahoma+state+university+stillwater+ok+usa,api,High,0.9888481,0.0011417709,0.0049591605,0.005050975,0.9888481,0.005050975,0.98379713,school of educational foundations leadership and aviation oklahoma state university stillwater ok usa,"School of Educational Foundations, Leadership and Aviation,  Oklahoma State University , Stillwater, OK,  USA",Oklahoma State University,Exact,https://ror.org/01g9vbr38,R,,
10800,10.1093/ccc/tcz029+1.0,10.1093/ccc/tcz029,https://academic.oup.com/ccc/article/12/4/590/5560010,2019,Snapchat’s Dialectics of Socialization: Revisiting the Theory of the Spectacle for a Critical Political Economy of Social Media,"Communication, Culture and Critique",1.0,1.0,Marco Briziarelli,Marco,Briziarelli,"Department of Communication &amp; Journalism, University of New Mexico , Albuquerque, NM 87131-0001, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marco+Briziarelli,https://www.google.com/search?q=Marco+Briziarelli+department+of+communication+amp+journalism+university+of+new+mexico+albuquerque+nm+usa,male,0.99,357670.0,High,Marco Briziarelli,Marco,Briziarelli,"Department of Communication &amp; Journalism, University of New Mexico , Albuquerque, NM 87131-0001, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marco+Briziarelli,https://www.google.com/search?q=Marco+Briziarelli+department+of+communication+amp+journalism+university+of+new+mexico+albuquerque+nm+usa,white,High,0.0020869463,0.007133212,0.03002439,0.9607555,0.9607555,0.03002439,0.9307311,department of communication amp journalism university of new mexico albuquerque nm usa,"Department of Communication &amp; Journalism, University of New Mexico , Albuquerque, NM 87131-0001, USA",University of New Mexico,Exact,https://ror.org/05fs6jp91,R,,
8846,10.1093/jcmc/zmz009+6.0,10.1093/jcmc/zmz009,https://academic.oup.com/jcmc/article/24/4/182/5489530,2019,"Whose Lives Matter? Mass Shootings and Social Media Discourses of Sympathy and Policy, 2012–2014",Journal of Computer-Mediated Communication,10.0,6.0,Jiyoun Suk,Jiyoun,Suk,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jiyoun+Suk,https://www.google.com/search?q=Jiyoun+Suk+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+madison+wi+usa,female,0.95,73.0,Low,Jiyoun Suk,Jiyoun,Suk,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jiyoun+Suk,https://www.google.com/search?q=Jiyoun+Suk+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+madison+wi+usa,api,Low,0.5883227,0.009834813,0.02672166,0.37512082,0.5883227,0.37512082,0.21320188,school of journalism amp mass communication university of wisconsin madison madison wi usa,"School of Journalism &amp; Mass Communication, University of Wisconsin Madison, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
10788,10.1093/ccc/tcz039+1.0,10.1093/ccc/tcz039,https://academic.oup.com/ccc/article/12/4/476/5628040,2019,Bugs: Rethinking the History of Computing,"Communication, Culture and Critique",2.0,1.0,Cait McKinney,Cait,Mckinney,"School of Communication, Simon Fraser University , 8888 University Drive, Burnaby, BC V5A 1S6,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cait+Mckinney,https://www.google.com/search?q=Cait+McKinney+school+of+communication+simon+fraser+university+university+drive+burnaby+bc+v+a+s+canada,female,0.91,77.0,Low,Cait McKinney,Cait,Mckinney,"School of Communication, Simon Fraser University , 8888 University Drive, Burnaby, BC V5A 1S6,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cait+Mckinney,https://www.google.com/search?q=Cait+McKinney+school+of+communication+simon+fraser+university+university+drive+burnaby+bc+v+a+s+canada,white,Low,0.0041972003,0.2648714,0.029747173,0.7011842,0.7011842,0.2648714,0.43631282,school of communication simon fraser university university drive burnaby bc v a s canada,"School of Communication, Simon Fraser University , 8888 University Drive, Burnaby, BC V5A 1S6,  Canada",Simon Fraser University,Exact,https://ror.org/0213rcc28,R,,
10790,10.1093/ccc/tcz025+1.0,10.1093/ccc/tcz025,https://academic.oup.com/ccc/article/12/4/499/5560017,2019,The Mutual Domestication of Users and Algorithmic Recommendations on Netflix,"Communication, Culture and Critique",4.0,1.0,Ignacio Siles,Ignacio,Siles,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ignacio+Siles,https://www.google.com/search?q=Ignacio+Siles+school+of+communication+universidad+de+costa+rica+ap+san+jose+costa+rica,male,0.99,9789.0,High,Ignacio Siles,Ignacio,Siles,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ignacio+Siles,https://www.google.com/search?q=Ignacio+Siles+school+of+communication+universidad+de+costa+rica+ap+san+jose+costa+rica,white,Low,0.027018862,0.16860178,0.29739597,0.50698334,0.50698334,0.29739597,0.20958737,school of communication universidad de costa rica ap san jose costa rica,"School of Communication, Universidad de Costa Rica AP 2060 , San Jose, Costa Rica",,API_QUERY,,R,,
408,10.1093/joc/jqz003+2.0,10.1093/joc/jqz003,https://academic.oup.com/joc/article/69/2/124/5365444,2019,Child’s Play? Assessing the Bidirectional Longitudinal Relationship between Gaming and Intelligence in Early Childhood,Journal of Communication,3.0,2.0,Jessica Taylor Piotrowski,Jessica,Piotrowski,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jessica+Piotrowski,https://www.google.com/search?q=Jessica+Taylor+Piotrowski+amsterdam+school+of+communication+research+university+of+amsterdam+ng+amsterdam+the+netherlands,female,0.98,144795.0,High,Jessica Taylor Piotrowski,Jessica,Piotrowski,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jessica+Piotrowski,https://www.google.com/search?q=Jessica+Taylor+Piotrowski+amsterdam+school+of+communication+research+university+of+amsterdam+ng+amsterdam+the+netherlands,white,High,0.00095655676,0.00018366677,0.0119099235,0.98694986,0.98694986,0.0119099235,0.97503996,amsterdam school of communication research university of amsterdam ng amsterdam the netherlands,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
383,10.1093/joc/jqz028+1.0,10.1093/joc/jqz028,https://academic.oup.com/joc/article/69/5/490/5586243,2019,From Partisan Media to Misperception: Affective Polarization as Mediator,Journal of Communication,3.0,1.0,R Kelly Garrett,Kelly,Garrett,"School of Communication , Ohio State University, Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R+Kelly+Garrett+school+of+communication+ohio+state+university+columbus+oh+usa,female,0.87,40778.0,High,R Kelly Garrett,Kelly,Garrett,"School of Communication , Ohio State University, Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R+Kelly+Garrett+school+of+communication+ohio+state+university+columbus+oh+usa,white,Low,0.0076681413,0.18748328,0.0226605,0.78218806,0.78218806,0.18748328,0.59470475,school of communication ohio state university columbus oh usa,"School of Communication , Ohio State University, Columbus, OH 43210,  USA",Columbus State University,API_QUERY,https://ror.org/002nf6z37,R,,
405,10.1093/joc/jqz015+1.0,10.1093/joc/jqz015,https://academic.oup.com/joc/article/69/3/320/5487115,2019,"Endure, Invest, Ignore: How French and American Journalists React to Economic Constraints and Technological Transformations",Journal of Communication,2.0,1.0,Matthew Powers,Matthew,Powers,"Department of Communication, University of Washington, Seattle, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Powers,https://www.google.com/search?q=Matthew+Powers+department+of+communication+university+of+washington+seattle+usa,male,1.0,35521.0,High,Matthew Powers,Matthew,Powers,"Department of Communication, University of Washington, Seattle, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Powers,https://www.google.com/search?q=Matthew+Powers+department+of+communication+university+of+washington+seattle+usa,white,High,0.0019926731,0.094449766,0.0238275,0.87973,0.87973,0.094449766,0.7852802,department of communication university of washington seattle usa,"Department of Communication, University of Washington, Seattle, USA",University of Washington,Exact,https://ror.org/00cvxb145,R,,
404,10.1093/joc/jqz014+3.0,10.1093/joc/jqz014,https://academic.oup.com/joc/article/69/3/298/5481803,2019,The Potential for Narrative Correctives to Combat Misinformation,Journal of Communication,3.0,3.0,Joseph N Cappella,Joseph,Cappella,"Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella,https://www.google.com/search?q=Joseph+N+Cappella+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,male,0.99,60259.0,High,Joseph N Cappella,Joseph,Cappella,"Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella,https://www.google.com/search?q=Joseph+N+Cappella+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,white,High,0.0021509465,0.014054085,0.025670072,0.9581248,0.9581248,0.025670072,0.93245476,annenberg school for communication university of pennsylvania philadelphia pa usa,"Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,,
362,10.1093/joc/jqz033+6.0,10.1093/joc/jqz033,https://academic.oup.com/joc/article/69/6/563/5671615,2019,"Toward an Aggregate, Implicit, and Dynamic Model of Norm Formation: Capturing Large-Scale Media Representations of Dynamic Descriptive Norms Through Automated and Crowdsourced Content Analysis",Journal of Communication,7.0,6.0,Sherry Emery,Sherry,Emery,"Social Data Collaboratory , NORC at the University of Chicago, Chicago, IL 60603, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sherry+Emery,https://www.google.com/search?q=Sherry+Emery+social+data+collaboratory+norc+at+the+university+of+chicago+chicago+il+usa,female,0.9,3544.0,High,Sherry Emery,Sherry,Emery,"Social Data Collaboratory , NORC at the University of Chicago, Chicago, IL 60603, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sherry+Emery,https://www.google.com/search?q=Sherry+Emery+social+data+collaboratory+norc+at+the+university+of+chicago+chicago+il+usa,white,High,0.0052590733,0.08228738,0.02567399,0.8867796,0.8867796,0.08228738,0.80449224,social data collaboratory norc at the university of chicago chicago il usa,"Social Data Collaboratory , NORC at the University of Chicago, Chicago, IL 60603, USA",University of Chicago,Exact,https://ror.org/024mw5h28,R,,
5187,10.1093/hcr/hqz004+4.0,10.1093/hcr/hqz004,https://academic.oup.com/hcr/article/45/3/334/5382473,2019,Effects of Second Screening: Building Social Media Social Capital through Dual Screen Use,Human Communication Research,4.0,4.0,James Liu,James,Liu,"School of Psychology, Massey University, North Shore Auckland, New Zealand",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Liu,https://www.google.com/search?q=James+Liu+school+of+psychology+massey+university+north+shore+auckland+new+zealand,male,0.99,117309.0,High,James Liu,James,Liu,"School of Psychology, Massey University, North Shore Auckland, New Zealand",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Liu,https://www.google.com/search?q=James+Liu+school+of+psychology+massey+university+north+shore+auckland+new+zealand,api,High,0.9901466,0.0021611685,0.002918286,0.0047739926,0.9901466,0.0047739926,0.9853726,school of psychology massey university north shore auckland new zealand,"School of Psychology, Massey University, North Shore Auckland, New Zealand",Massey University,Exact,https://ror.org/052czxv31,R,,
10819,10.1093/ccc/tcz019+1.0,10.1093/ccc/tcz019,https://academic.oup.com/ccc/article/12/2/247/5490482,2019,"Introducing the First Black Bachelorette: Race, Diversity, and Courting Without Commitment","Communication, Culture and Critique",1.0,1.0,Brandeise Monk-Payton,Brandeise,Monk-Payton,"Department of Communication and Media Studies, Fordham University, Bronx, NY, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brandeise+Monk-Payton,https://www.google.com/search?q=Brandeise+Monk-Payton+department+of+communication+and+media+studies+fordham+university+bronx+ny+usa,,0.0,0.0,Low,Brandeise Monk-Payton,Brandeise,Monk-Payton,"Department of Communication and Media Studies, Fordham University, Bronx, NY, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brandeise+Monk-Payton,https://www.google.com/search?q=Brandeise+Monk-Payton+department+of+communication+and+media+studies+fordham+university+bronx+ny+usa,white,High,0.0032876611,0.13507023,0.019728653,0.8419134,0.8419134,0.13507023,0.70684314,department of communication and media studies fordham university bronx ny usa,"Department of Communication and Media Studies, Fordham University, Bronx, NY, USA",Fordham University,Exact,https://ror.org/03qnxaf80,R,,
357,10.1093/joc/jqz033+1.0,10.1093/joc/jqz033,https://academic.oup.com/joc/article/69/6/563/5671615,2019,"Toward an Aggregate, Implicit, and Dynamic Model of Norm Formation: Capturing Large-Scale Media Representations of Dynamic Descriptive Norms Through Automated and Crowdsourced Content Analysis",Journal of Communication,7.0,1.0,Jiaying Liu,Jiaying,Liu,"Department of Communication Studies , University of Georgia, Athens, GA 30602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jiaying+Liu,https://www.google.com/search?q=Jiaying+Liu+department+of+communication+studies+university+of+georgia+athens+ga+usa,female,0.96,52.0,Low,Jiaying Liu,Jiaying,Liu,"Department of Communication Studies , University of Georgia, Athens, GA 30602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jiaying+Liu,https://www.google.com/search?q=Jiaying+Liu+department+of+communication+studies+university+of+georgia+athens+ga+usa,api,High,0.9901466,0.0021611685,0.002918286,0.0047739926,0.9901466,0.0047739926,0.9853726,department of communication studies university of georgia athens ga usa,"Department of Communication Studies , University of Georgia, Athens, GA 30602, USA",University of Georgia,Exact,https://ror.org/02bjhwk41,R,,
8852,10.1093/jcmc/zmz003+1.0,10.1093/jcmc/zmz003,https://academic.oup.com/jcmc/article/24/3/108/5420721,2019,Is That My Friend or an Advert? The Effectiveness of Instagram Native Advertisements Posing as Social Posts,Journal of Computer-Mediated Communication,3.0,1.0,Benjamin K Johnson,Benjamin,Johnson,"Department of Advertising, University of Florida, Gainesville, FL, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Johnson,https://www.google.com/search?q=Benjamin+K+Johnson+department+of+advertising+university+of+florida+gainesville+fl+usa,male,0.99,62465.0,High,Benjamin K Johnson,Benjamin,Johnson,"Department of Advertising, University of Florida, Gainesville, FL, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Johnson,https://www.google.com/search?q=Benjamin+K+Johnson+department+of+advertising+university+of+florida+gainesville+fl+usa,white,Low,0.0057858448,0.3642752,0.021121541,0.60881746,0.60881746,0.3642752,0.24454227,department of advertising university of florida gainesville fl usa,"Department of Advertising, University of Florida, Gainesville, FL, USA",University of Florida,Exact,https://ror.org/02y3ad647,R,,
5206,10.1093/hcr/hqy011+3.0,10.1093/hcr/hqy011,https://academic.oup.com/hcr/article/45/1/1/5062562,2019,Solidarity Effects in Social Movement Messaging: How Cueing Dominant Group Identity Can Increase Movement Support,Human Communication Research,3.0,3.0,Muniba Saleem,Muniba,Saleem,"Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Muniba+Saleem,https://www.google.com/search?q=Muniba+Saleem+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,female,1.0,44.0,Low,Muniba Saleem,Muniba,Saleem,"Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Muniba+Saleem,https://www.google.com/search?q=Muniba+Saleem+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,white,Low,0.14499938,0.06092244,0.02336297,0.77071524,0.77071524,0.14499938,0.62571585,department of communication studies university of michigan ann arbor mi usa,"Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,,
390,10.1093/joc/jqz031+1.0,10.1093/joc/jqz031,https://academic.oup.com/joc/article/69/5/539/5575715,2019,The Social Context of Media Trust: A Network Influence Model,Journal of Communication,1.0,1.0,Katherine Ognyanova,Katherine,Ognyanova,"School of Communication &amp; Information, Rutgers University ,  USA , New Brunswick, NJ",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katherine+Ognyanova,https://www.google.com/search?q=Katherine+Ognyanova+school+of+communication+amp+information+rutgers+university+usa+new+brunswick+nj,female,0.98,8451.0,High,Katherine Ognyanova,Katherine,Ognyanova,"School of Communication &amp; Information, Rutgers University ,  USA , New Brunswick, NJ",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katherine+Ognyanova,https://www.google.com/search?q=Katherine+Ognyanova+school+of+communication+amp+information+rutgers+university+usa+new+brunswick+nj,white,High,0.016924452,0.021630088,0.02755736,0.93388814,0.93388814,0.02755736,0.90633076,school of communication amp information rutgers university usa new brunswick nj,"School of Communication &amp; Information, Rutgers University ,  USA , New Brunswick, NJ",University of New Brunswick,API_QUERY,https://ror.org/05nkf0n29,R,,
