authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,firstNameLength,Coder
10.1111/j.1460-2466.1982.tb02515.x+3.0,10.1111/j.1460-2466.1982.tb02515.x,https://academic.oup.com/joc/article/32/4/22/4372064,1982,Glued to the Box?: Patterns of TV Repeat-Viewing,Journal of Communication,3.0,3.0,G. J. Goodhardt,G.,Goodhardt,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=G.+Goodhardt,https://www.google.com/search?q=G.+J.+Goodhardt+where+a+s+c+ehrenberg+is+professor+of+marketing+g+j+goodhardt+is+cohen+professor+of+consumer+studies+city+university+london,,0.0,0.0,Low,G. J. Goodhardt,G.,Goodhardt,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=G.+Goodhardt,https://www.google.com/search?q=G.+J.+Goodhardt+where+a+s+c+ehrenberg+is+professor+of+marketing+g+j+goodhardt+is+cohen+professor+of+consumer+studies+city+university+london,white,High,0.001622796,0.0030046504,0.039485216,0.9558873,0.9558873,0.039485216,0.9164021,where a s c ehrenberg is professor of marketing g j goodhardt is cohen professor of consumer studies city university london,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",City University,Exact,https://ror.org/013609965,R,2,jaemin
10.1111/j.1460-2466.1982.tb02517.x+1.0,10.1111/j.1460-2466.1982.tb02517.x,https://academic.oup.com/joc/article/32/4/39/4372072,1982,Bilingual Broadcasting and the Survival of Authentic Culture in Wales and Ireland,Journal of Communication,1.0,1.0,W. J. Howell,W.,Howell,"1 W. J. Howell, Jr., is Associate Professor in the Department of Communication, Canisius College",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Howell,https://www.google.com/search?q=W.+J.+Howell+w+j+howell+jr+is+associate+professor+in+the+department+of+communication+canisius+college,,0.0,0.0,Low,W. J. Howell,W.,Howell,"1 W. J. Howell, Jr., is Associate Professor in the Department of Communication, Canisius College",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Howell,https://www.google.com/search?q=W.+J.+Howell+w+j+howell+jr+is+associate+professor+in+the+department+of+communication+canisius+college,white,Low,0.00606759,0.19104454,0.020814292,0.78207356,0.78207356,0.19104454,0.59102905,w j howell jr is associate professor in the department of communication canisius college,"1 W. J. Howell, Jr., is Associate Professor in the Department of Communication, Canisius College",Canisius College,Exact,https://ror.org/01056ge55,R,2,haley
10.1111/j.1460-2466.1981.tb00463.x+1.0,10.1111/j.1460-2466.1981.tb00463.x,https://academic.oup.com/joc/article/31/4/164/4372034,1981,U.S. News Coverage of the Belgrade UNESCO Conference,Journal of Communication,1.0,1.0,A. H. Raskin,A.,Raskin,"1 A. H. Raskin, former assistant editor of the editorial page of the New York Timer, is Associate Director of the National News Council in New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Raskin,https://www.google.com/search?q=A.+H.+Raskin+a+h+raskin+former+assistant+editor+of+the+editorial+page+of+the+new+york+timer+is+associate+director+of+the+national+news+council+in+new+york,,0.0,0.0,Low,A. H. Raskin,A.,Raskin,"1 A. H. Raskin, former assistant editor of the editorial page of the New York Timer, is Associate Director of the National News Council in New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Raskin,https://www.google.com/search?q=A.+H.+Raskin+a+h+raskin+former+assistant+editor+of+the+editorial+page+of+the+new+york+timer+is+associate+director+of+the+national+news+council+in+new+york,white,High,0.013613767,0.0942568,0.030739574,0.8613899,0.8613899,0.0942568,0.76713306,a h raskin former assistant editor of the editorial page of the new york timer is associate director of the national news council in new york,"1 A. H. Raskin, former assistant editor of the editorial page of the New York Timer, is Associate Director of the National News Council in New York",Museum of the City of New York,API_QUERY,https://ror.org/00mct1g07,R,2,michelle
10.1111/j.1460-2466.1980.tb01988.x+1.0,10.1111/j.1460-2466.1980.tb01988.x,https://academic.oup.com/joc/article/30/3/30/4371874,1980,How Accurate Are the Headlines?,Journal of Communication,1.0,1.0,F. T. Marquez,F.,Marquez,"1 Department of Journalism, Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Marquez,https://www.google.com/search?q=F.+T.+Marquez+department+of+journalism+temple+university,,0.0,0.0,Low,F. T. Marquez,F.,Marquez,"1 Department of Journalism, Temple University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Marquez,https://www.google.com/search?q=F.+T.+Marquez+department+of+journalism+temple+university,hispanic,High,0.014117,0.005294597,0.9126215,0.06796687,0.9126215,0.06796687,0.8446546,department of journalism temple university,"1 Department of Journalism, Temple University",Temple University,Exact,https://ror.org/00kx1jb78,R,2,michelle
10.1111/j.1460-2466.1979.tb01751.x+1.0,10.1111/j.1460-2466.1979.tb01751.x,https://academic.oup.com/joc/article/29/4/106/4371772,1979,The Cultural Component of SITE,Journal of Communication,1.0,1.0,K. E. Eapen,K.,Eapen,"1 Professor and Head of the Department of Communication, Bangalore University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Eapen,https://www.google.com/search?q=K.+E.+Eapen+professor+and+head+of+the+department+of+communication+bangalore+university,,0.0,0.0,Low,K. E. Eapen,K.,Eapen,"1 Professor and Head of the Department of Communication, Bangalore University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Eapen,https://www.google.com/search?q=K.+E.+Eapen+professor+and+head+of+the+department+of+communication+bangalore+university,white,Low,0.009722311,0.20498939,0.0192141,0.7660742,0.7660742,0.20498939,0.5610848,professor and head of the department of communication bangalore university,"1 Professor and Head of the Department of Communication, Bangalore University",Bangalore University,Exact,https://ror.org/050j2vm64,R,2,jongmin
10.1111/j.1460-2466.1979.tb01710.x+3.0,10.1111/j.1460-2466.1979.tb01710.x,https://academic.oup.com/joc/article/29/3/42/4371669,1979,"Atrocity Tales, the Unification Church, and the Social Construction of Evil",Journal of Communication,3.0,3.0,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,,0.0,0.0,Low,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,white,High,0.014058633,0.0056950874,0.026924117,0.9533222,0.9533222,0.026924117,0.92639804,assistant professor all in the department of sociology at the university of texas at arlington the authors wish to express their appreciation to donna oliver for her assistance,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",The University of Texas at Arlington,Exact,https://ror.org/019kgqr73,R,2,haley
10.1111/j.1460-2466.1978.tb01559.x+2.0,10.1111/j.1460-2466.1978.tb01559.x,https://academic.oup.com/joc/article/28/1/30/4371633,1978,Communication and Pain,Journal of Communication,3.0,2.0,B. C. Thornton,B.,Thornton,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=B.+Thornton,https://www.google.com/search?q=B.+C.+Thornton+lillian+dangott+is+assistant+professor+at+the+school+of+medicine+b+c+thornton+is+assistant+professor+at+the+school+of+medical+sciences+and+paul+page+is+assistant+professor+in+speech+communication+all+at+the+university+of+nevada+at+reno,,0.0,0.0,Low,B. C. Thornton,B.,Thornton,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=B.+Thornton,https://www.google.com/search?q=B.+C.+Thornton+lillian+dangott+is+assistant+professor+at+the+school+of+medicine+b+c+thornton+is+assistant+professor+at+the+school+of+medical+sciences+and+paul+page+is+assistant+professor+in+speech+communication+all+at+the+university+of+nevada+at+reno,white,Low,0.0065266252,0.22523634,0.019418119,0.7488189,0.7488189,0.22523634,0.5235825,lillian dangott is assistant professor at the school of medicine b c thornton is assistant professor at the school of medical sciences and paul page is assistant professor in speech communication all at the university of nevada at reno,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,2,jongmin
10.1111/j.1460-2466.1978.tb01569.x+2.0,10.1111/j.1460-2466.1978.tb01569.x,https://academic.oup.com/joc/article/28/1/91/4371713,1978,Mother vs. Commercial,Journal of Communication,3.0,2.0,T. R. Rao,T.,Rao,"1 V. Kanti Prasad and T. R. Rao are Associate Professors of Marketing, University of Wisconsin of Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Rao,https://www.google.com/search?q=T.+R.+Rao+v+kanti+prasad+and+t+r+rao+are+associate+professors+of+marketing+university+of+wisconsin+of+milwaukee,,0.0,0.0,Low,T. R. Rao,T.,Rao,"1 V. Kanti Prasad and T. R. Rao are Associate Professors of Marketing, University of Wisconsin of Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Rao,https://www.google.com/search?q=T.+R.+Rao+v+kanti+prasad+and+t+r+rao+are+associate+professors+of+marketing+university+of+wisconsin+of+milwaukee,api,High,0.96962523,0.0016661041,0.006884241,0.021824412,0.96962523,0.021824412,0.9478008,v kanti prasad and t r rao are associate professors of marketing university of wisconsin of milwaukee,"1 V. Kanti Prasad and T. R. Rao are Associate Professors of Marketing, University of Wisconsin of Milwaukee",University of Wisconsin–Milwaukee,API_QUERY,https://ror.org/031q21x57,R,2,jeff
10.1111/j.1460-2466.1978.tb01582.x+2.0,10.1111/j.1460-2466.1978.tb01582.x,https://academic.oup.com/joc/article/28/1/174/4371811,1978,The Labor Force in Fiction,Journal of Communication,2.0,2.0,S. Dier,S.,Dier,"1 Charles Lazer is an adjunct Assistant Professor of Sociology and S. Dier a graduate student at the University of Waterloo, Ontario. The authors wish to thank Elaine Cumming and Jacquelyn L. Lazer for their valuable comments and criticism on an earlier draft of this article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=S.+Dier,https://www.google.com/search?q=S.+Dier+charles+lazer+is+an+adjunct+assistant+professor+of+sociology+and+s+dier+a+graduate+student+at+the+university+of+waterloo+ontario+the+authors+wish+to+thank+elaine+cumming+and+jacquelyn+l+lazer+for+their+valuable+comments+and+criticism+on+an+earlier+draft+of+this+article,,0.0,0.0,Low,S. Dier,S.,Dier,"1 Charles Lazer is an adjunct Assistant Professor of Sociology and S. Dier a graduate student at the University of Waterloo, Ontario. The authors wish to thank Elaine Cumming and Jacquelyn L. Lazer for their valuable comments and criticism on an earlier draft of this article",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=S.+Dier,https://www.google.com/search?q=S.+Dier+charles+lazer+is+an+adjunct+assistant+professor+of+sociology+and+s+dier+a+graduate+student+at+the+university+of+waterloo+ontario+the+authors+wish+to+thank+elaine+cumming+and+jacquelyn+l+lazer+for+their+valuable+comments+and+criticism+on+an+earlier+draft+of+this+article,white,Low,0.17199035,0.012855863,0.0404498,0.774704,0.774704,0.17199035,0.60271364,charles lazer is an adjunct assistant professor of sociology and s dier a graduate student at the university of waterloo ontario the authors wish to thank elaine cumming and jacquelyn l lazer for their valuable comments and criticism on an earlier draft of this article,"1 Charles Lazer is an adjunct Assistant Professor of Sociology and S. Dier a graduate student at the University of Waterloo, Ontario. The authors wish to thank Elaine Cumming and Jacquelyn L. Lazer for their valuable comments and criticism on an earlier draft of this article",University of Waterloo,Exact,https://ror.org/01aff2v68,R,2,haley
10.1111/j.1460-2466.1977.tb01875.x+1.0,10.1111/j.1460-2466.1977.tb01875.x,https://academic.oup.com/joc/article/27/4/183/4553994,1977,Television on the Bering Strait,Journal of Communication,2.0,1.0,R. J. Madigan,R.,Madigan,"1 R. J. Madigan is an Associate Professor of Psychology and W. Jack Peterson is an Associate Professor of Sociology at the University of Alaska, Anchorage",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Madigan,https://www.google.com/search?q=R.+J.+Madigan+r+j+madigan+is+an+associate+professor+of+psychology+and+w+jack+peterson+is+an+associate+professor+of+sociology+at+the+university+of+alaska+anchorage,,0.0,0.0,Low,R. J. Madigan,R.,Madigan,"1 R. J. Madigan is an Associate Professor of Psychology and W. Jack Peterson is an Associate Professor of Sociology at the University of Alaska, Anchorage",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Madigan,https://www.google.com/search?q=R.+J.+Madigan+r+j+madigan+is+an+associate+professor+of+psychology+and+w+jack+peterson+is+an+associate+professor+of+sociology+at+the+university+of+alaska+anchorage,white,High,0.02954036,0.11779869,0.04250235,0.81015867,0.81015867,0.11779869,0.69236,r j madigan is an associate professor of psychology and w jack peterson is an associate professor of sociology at the university of alaska anchorage,"1 R. J. Madigan is an Associate Professor of Psychology and W. Jack Peterson is an Associate Professor of Sociology at the University of Alaska, Anchorage",University of Alaska Anchorage,Exact,https://ror.org/03k3c2t50,R,2,haley
10.1111/j.1460-2466.1977.tb02133.x+3.0,10.1111/j.1460-2466.1977.tb02133.x,https://academic.oup.com/joc/article/27/3/100/4553937,1977,“Beneficial” Aggression,Journal of Communication,4.0,3.0,J. D. Gill,J.,Gill,3 James D. Gill is Assistant Professor of Psychology at Pacific University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Gill,https://www.google.com/search?q=J.+D.+Gill+james+d+gill+is+assistant+professor+of+psychology+at+pacific+university,,0.0,0.0,Low,J. D. Gill,J.,Gill,3 James D. Gill is Assistant Professor of Psychology at Pacific University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Gill,https://www.google.com/search?q=J.+D.+Gill+james+d+gill+is+assistant+professor+of+psychology+at+pacific+university,white,Low,0.21842118,0.054746673,0.07641359,0.6504186,0.6504186,0.21842118,0.43199742,james d gill is assistant professor of psychology at pacific university,3 James D. Gill is Assistant Professor of Psychology at Pacific University,Pacific University,Exact,https://ror.org/059z5w858,R,2,haley
10.1111/j.1460-2466.1977.tb01829.x+3.0,10.1111/j.1460-2466.1977.tb01829.x,https://academic.oup.com/joc/article/27/2/74/4553893,1977,Mutuality in Mother-Infant Interaction,Journal of Communication,3.0,3.0,T. B. Brazelton,T.,Brazelton,"1 Edward D. Tronick, Heidelise Als, and T. B. Brazelton are members of the Child Development Unit, the Children's Hospital Medical Center, Boston",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Brazelton,https://www.google.com/search?q=T.+B.+Brazelton+edward+d+tronick+heidelise+als+and+t+b+brazelton+are+members+of+the+child+development+unit+the+children+s+hospital+medical+center+boston,,0.0,0.0,Low,T. B. Brazelton,T.,Brazelton,"1 Edward D. Tronick, Heidelise Als, and T. B. Brazelton are members of the Child Development Unit, the Children's Hospital Medical Center, Boston",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Brazelton,https://www.google.com/search?q=T.+B.+Brazelton+edward+d+tronick+heidelise+als+and+t+b+brazelton+are+members+of+the+child+development+unit+the+children+s+hospital+medical+center+boston,white,High,0.0053954218,0.12013736,0.027821355,0.8466459,0.8466459,0.12013736,0.7265085,edward d tronick heidelise als and t b brazelton are members of the child development unit the children s hospital medical center boston,"1 Edward D. Tronick, Heidelise Als, and T. B. Brazelton are members of the Child Development Unit, the Children's Hospital Medical Center, Boston",Applied LifeSciences & Systems (United States),API_QUERY,https://ror.org/054a8d283,R,2,jeff
10.1111/j.1460-2466.1976.tb01945.x+2.0,10.1111/j.1460-2466.1976.tb01945.x,https://academic.oup.com/joc/article/26/4/108/4553847,1976,The Journalists'View,Journal of Communication,2.0,2.0,P. G. Holmlöv,P.,Holmlöv,"1 Björn Fjaestad and P. G, Holmlöv are on the staff of the Economic Research Institute of the Stockholm School of Economics. The research was supported in part by the 1972 Swedish Commission on the Press, the Swedish Council for Social Science Research, and the Research Foundation of the Swedish Hegional Press Association. This report is drawn from their monograph (1) which can be obtained from the authors for detailed information and documentation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Holmlöv,https://www.google.com/search?q=P.+G.+Holml%C3%B6v+bj+rn+fjaestad+and+p+g+holml+v+are+on+the+staff+of+the+economic+research+institute+of+the+stockholm+school+of+economics+the+research+was+supported+in+part+by+the+swedish+commission+on+the+press+the+swedish+council+for+social+science+research+and+the+research+foundation+of+the+swedish+hegional+press+association+this+report+is+drawn+from+their+monograph+which+can+be+obtained+from+the+authors+for+detailed+information+and+documentation,,0.0,0.0,Low,P. G. Holmlöv,P.,Holmlöv,"1 Björn Fjaestad and P. G, Holmlöv are on the staff of the Economic Research Institute of the Stockholm School of Economics. The research was supported in part by the 1972 Swedish Commission on the Press, the Swedish Council for Social Science Research, and the Research Foundation of the Swedish Hegional Press Association. This report is drawn from their monograph (1) which can be obtained from the authors for detailed information and documentation",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Holmlöv,https://www.google.com/search?q=P.+G.+Holml%C3%B6v+bj+rn+fjaestad+and+p+g+holml+v+are+on+the+staff+of+the+economic+research+institute+of+the+stockholm+school+of+economics+the+research+was+supported+in+part+by+the+swedish+commission+on+the+press+the+swedish+council+for+social+science+research+and+the+research+foundation+of+the+swedish+hegional+press+association+this+report+is+drawn+from+their+monograph+which+can+be+obtained+from+the+authors+for+detailed+information+and+documentation,white,Low,0.016838335,0.1827109,0.032730263,0.7677205,0.7677205,0.1827109,0.58500963,bj rn fjaestad and p g holml v are on the staff of the economic research institute of the stockholm school of economics the research was supported in part by the swedish commission on the press the swedish council for social science research and the research foundation of the swedish hegional press association this report is drawn from their monograph which can be obtained from the authors for detailed information and documentation,"1 Björn Fjaestad and P. G, Holmlöv are on the staff of the Economic Research Institute of the Stockholm School of Economics. The research was supported in part by the 1972 Swedish Commission on the Press, the Swedish Council for Social Science Research, and the Research Foundation of the Swedish Hegional Press Association. This report is drawn from their monograph (1) which can be obtained from the authors for detailed information and documentation",Stockholm School of Economics,Exact,https://ror.org/01s5jzh92,R,2,haley
10.1111/j.1460-2466.1975.tb00568.x+1.0,10.1111/j.1460-2466.1975.tb00568.x,https://academic.oup.com/joc/article/25/1/183/4553743,1975,The Cuna Indians of Panama,Journal of Communication,1.0,1.0,R. L. Van de Castle,R.,Castle,"1 R. L. Van de Castle is Professor of Clinical Psychology and Director of the Sleep and Dream Laboratory at the University of Virginia's Department of Psychiatry (Charlottesville, Virginia). He is co-author of The Content Analysis of Dreams and author of The Psychology of Dreaming",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Castle,https://www.google.com/search?q=R.+L.+Van+de+Castle+r+l+van+de+castle+is+professor+of+clinical+psychology+and+director+of+the+sleep+and+dream+laboratory+at+the+university+of+virginia+s+department+of+psychiatry+he+is+co+author+of+the+content+analysis+of+dreams+and+author+of+the+psychology+of+dreaming,,0.0,0.0,Low,R. L. Van de Castle,R.,Castle,"1 R. L. Van de Castle is Professor of Clinical Psychology and Director of the Sleep and Dream Laboratory at the University of Virginia's Department of Psychiatry (Charlottesville, Virginia). He is co-author of The Content Analysis of Dreams and author of The Psychology of Dreaming",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=R.+Castle,https://www.google.com/search?q=R.+L.+Van+de+Castle+r+l+van+de+castle+is+professor+of+clinical+psychology+and+director+of+the+sleep+and+dream+laboratory+at+the+university+of+virginia+s+department+of+psychiatry+he+is+co+author+of+the+content+analysis+of+dreams+and+author+of+the+psychology+of+dreaming,white,High,0.0024212338,0.08249377,0.03562106,0.8794639,0.8794639,0.08249377,0.7969701,r l van de castle is professor of clinical psychology and director of the sleep and dream laboratory at the university of virginia s department of psychiatry he is co author of the content analysis of dreams and author of the psychology of dreaming,"1 R. L. Van de Castle is Professor of Clinical Psychology and Director of the Sleep and Dream Laboratory at the University of Virginia's Department of Psychiatry (Charlottesville, Virginia). He is co-author of The Content Analysis of Dreams and author of The Psychology of Dreaming",University of Virginia,Exact,https://ror.org/0153tk833,R,2,jongmin
10.1111/j.1460-2466.1972.tb00141.x+1.0,10.1111/j.1460-2466.1972.tb00141.x,https://academic.oup.com/joc/article/22/2/142/4560955,1972,Measurement of Time Spent Communicating,Journal of Communication,2.0,1.0,E. T. Klemmer,E.,Klemmer,"1 E. T. Klemmer (Ph.D., Columbia University, 1952) is a member of the technical staff of the Bell Laboratories in Holmdel, New Jersey",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Klemmer,https://www.google.com/search?q=E.+T.+Klemmer+e+t+klemmer+is+a+member+of+the+technical+staff+of+the+bell+laboratories+in+holmdel+new+jersey,,0.0,0.0,Low,E. T. Klemmer,E.,Klemmer,"1 E. T. Klemmer (Ph.D., Columbia University, 1952) is a member of the technical staff of the Bell Laboratories in Holmdel, New Jersey",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=E.+Klemmer,https://www.google.com/search?q=E.+T.+Klemmer+e+t+klemmer+is+a+member+of+the+technical+staff+of+the+bell+laboratories+in+holmdel+new+jersey,white,High,0.005159194,0.0028758652,0.019157562,0.97280735,0.97280735,0.019157562,0.95364976,e t klemmer is a member of the technical staff of the bell laboratories in holmdel new jersey,"1 E. T. Klemmer (Ph.D., Columbia University, 1952) is a member of the technical staff of the Bell Laboratories in Holmdel, New Jersey",Society for Imaging Science and Technology,API_QUERY,https://ror.org/03j69jg83,R,2,haley
10.1111/j.1460-2466.1972.tb00141.x+2.0,10.1111/j.1460-2466.1972.tb00141.x,https://academic.oup.com/joc/article/22/2/142/4560955,1972,Measurement of Time Spent Communicating,Journal of Communication,2.0,2.0,F. W. Snyder,F.,Snyder,"2 F. W. Snyder (Ph.D., University of Illinois, 1968) is on the staff of the California Test Bureau, Del Monte Park, California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Snyder,https://www.google.com/search?q=F.+W.+Snyder+f+w+snyder+is+on+the+staff+of+the+california+test+bureau+del+monte+park+california,,0.0,0.0,Low,F. W. Snyder,F.,Snyder,"2 F. W. Snyder (Ph.D., University of Illinois, 1968) is on the staff of the California Test Bureau, Del Monte Park, California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=F.+Snyder,https://www.google.com/search?q=F.+W.+Snyder+f+w+snyder+is+on+the+staff+of+the+california+test+bureau+del+monte+park+california,white,High,0.006914193,0.014672699,0.012879618,0.9655335,0.9655335,0.014672699,0.9508608,f w snyder is on the staff of the california test bureau del monte park california,"2 F. W. Snyder (Ph.D., University of Illinois, 1968) is on the staff of the California Test Bureau, Del Monte Park, California",California Institute of the Arts,API_QUERY,https://ror.org/024e4df17,R,2,michelle
10.1111/j.1460-2466.1970.tb00861.x+1.0,10.1111/j.1460-2466.1970.tb00861.x,https://academic.oup.com/joc/article/20/1/17/4560878,1970,Myth in Communication,Journal of Communication,1.0,1.0,A. J. M. Sykes,A.,Sykes,"1 A. J. M. Sykes is a professor of sociology at the University of Strathclyde, Glasgow, Scotland. He received his doctorate in industrial sociology from Glasgow University. He taught Management Studies at Scottish College of Commerce for three years and then joined the staff at the University of Strathclyde in 1963. Professor Sykes has conducted research into social relations and attitude changes in printing, civil engineering, clerical employment, motor car assembling, social change in Ireland, industrial training and shipping",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Sykes,https://www.google.com/search?q=A.+J.+M.+Sykes+a+j+m+sykes+is+a+professor+of+sociology+at+the+university+of+strathclyde+glasgow+scotland+he+received+his+doctorate+in+industrial+sociology+from+glasgow+university+he+taught+management+studies+at+scottish+college+of+commerce+for+three+years+and+then+joined+the+staff+at+the+university+of+strathclyde+in+professor+sykes+has+conducted+research+into+social+relations+and+attitude+changes+in+printing+civil+engineering+clerical+employment+motor+car+assembling+social+change+in+ireland+industrial+training+and+shipping,,0.0,0.0,Low,A. J. M. Sykes,A.,Sykes,"1 A. J. M. Sykes is a professor of sociology at the University of Strathclyde, Glasgow, Scotland. He received his doctorate in industrial sociology from Glasgow University. He taught Management Studies at Scottish College of Commerce for three years and then joined the staff at the University of Strathclyde in 1963. Professor Sykes has conducted research into social relations and attitude changes in printing, civil engineering, clerical employment, motor car assembling, social change in Ireland, industrial training and shipping",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Sykes,https://www.google.com/search?q=A.+J.+M.+Sykes+a+j+m+sykes+is+a+professor+of+sociology+at+the+university+of+strathclyde+glasgow+scotland+he+received+his+doctorate+in+industrial+sociology+from+glasgow+university+he+taught+management+studies+at+scottish+college+of+commerce+for+three+years+and+then+joined+the+staff+at+the+university+of+strathclyde+in+professor+sykes+has+conducted+research+into+social+relations+and+attitude+changes+in+printing+civil+engineering+clerical+employment+motor+car+assembling+social+change+in+ireland+industrial+training+and+shipping,white,Low,0.004477108,0.32227957,0.03911217,0.63413113,0.63413113,0.32227957,0.31185156,a j m sykes is a professor of sociology at the university of strathclyde glasgow scotland he received his doctorate in industrial sociology from glasgow university he taught management studies at scottish college of commerce for three years and then joined the staff at the university of strathclyde in professor sykes has conducted research into social relations and attitude changes in printing civil engineering clerical employment motor car assembling social change in ireland industrial training and shipping,"1 A. J. M. Sykes is a professor of sociology at the University of Strathclyde, Glasgow, Scotland. He received his doctorate in industrial sociology from Glasgow University. He taught Management Studies at Scottish College of Commerce for three years and then joined the staff at the University of Strathclyde in 1963. Professor Sykes has conducted research into social relations and attitude changes in printing, civil engineering, clerical employment, motor car assembling, social change in Ireland, industrial training and shipping",University of Strathclyde,Exact,https://ror.org/00n3w3b69,R,2,matthew
