,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,genderpred_api,race_prediction,racepred_api
2097,10.1111/j.1460-2466.2004.tb02636.x+6.0,10.1111/j.1460-2466.2004.tb02636.x,https://academic.oup.com/joc/article/54/3/402/4102901,2004,Evaluating the Effectiveness of Distance Learning: A Comparison Using Meta-Analysis,Journal of Communication,6,6,Nancy Burrell,Nancy,Burrell,"1 Mike Allen (PhD, Michigan State University) is a professor and chair of the Department of Communication at the University of Wisconsin, Milwaukee, where Edward Mabry (PhD, Bowling Green State University) is an associate professor and Nancy Burrell (PhD, Michigan State University) is a professor",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Burrell,https://www.google.com/search?q=Nancy+Burrell+mike+allen+is+a+professor+and+chair+of+the+department+of+communication+at+the+university+of+wisconsin+milwaukee+where+edward+mabry+is+an+associate+professor+and+nancy+burrell+is+a+professor,female,0.98,42623,High,Nancy Burrell,Nancy,Burrell,"1 Mike Allen (PhD, Michigan State University) is a professor and chair of the Department of Communication at the University of Wisconsin, Milwaukee, where Edward Mabry (PhD, Bowling Green State University) is an associate professor and Nancy Burrell (PhD, Michigan State University) is a professor",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Burrell,https://www.google.com/search?q=Nancy+Burrell+mike+allen+is+a+professor+and+chair+of+the+department+of+communication+at+the+university+of+wisconsin+milwaukee+where+edward+mabry+is+an+associate+professor+and+nancy+burrell+is+a+professor,white,Low,0.003509817,0.4055505,0.020339172,0.57060057,0.57060057,0.4055505,0.16505006,mike allen is a professor and chair of the department of communication at the university of wisconsin milwaukee where edward mabry is an associate professor and nancy burrell is a professor,"1 Mike Allen (PhD, Michigan State University) is a professor and chair of the Department of Communication at the University of Wisconsin, Milwaukee, where Edward Mabry (PhD, Bowling Green State University) is an associate professor and Nancy Burrell (PhD, Michigan State University) is a professor",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,F,,0,
10246,10.1111/j.1083-6101.2004.tb00290.x+3.0,10.1111/j.1083-6101.2004.tb00290.x,https://academic.oup.com/jcmc/article/9/3/JCMC935/4614492,2004,Getting to Know You: Exploring the Development of Relational Intimacy in Computer-mediated Communication,Journal of Computer-Mediated Communication,4,3,Tan Mon Kiat Trevor,Tan,Trevor,"3 Graduated with a bachelor's degree (Honors) from the School of Communication Studies, Nanyang Technological University. He is currently working as a photojournalist at TODAY, a local free daily newspaper in Singapore.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tan+Trevor,https://www.google.com/search?q=Tan+Mon+Kiat+Trevor+graduated+with+a+bachelor+s+degree+from+the+school+of+communication+studies+nanyang+technological+university+he+is+currently+working+as+a+photojournalist+at+today+a+local+free+daily+newspaper+in+singapore,male,0.67,8861,Low,Tan Mon Kiat Trevor,Tan,Trevor,"3 Graduated with a bachelor's degree (Honors) from the School of Communication Studies, Nanyang Technological University. He is currently working as a photojournalist at TODAY, a local free daily newspaper in Singapore.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tan+Trevor,https://www.google.com/search?q=Tan+Mon+Kiat+Trevor+graduated+with+a+bachelor+s+degree+from+the+school+of+communication+studies+nanyang+technological+university+he+is+currently+working+as+a+photojournalist+at+today+a+local+free+daily+newspaper+in+singapore,white,High,0.039195642,0.10086301,0.055993386,0.8039479,0.8039479,0.10086301,0.70308495,graduated with a bachelor s degree from the school of communication studies nanyang technological university he is currently working as a photojournalist at today a local free daily newspaper in singapore,"3 Graduated with a bachelor's degree (Honors) from the School of Communication Studies, Nanyang Technological University. He is currently working as a photojournalist at TODAY, a local free daily newspaper in Singapore.",Nanyang Technological University,Exact,https://ror.org/02e7b5302,R,M,,2,
6127,10.1111/j.1468-2958.2004.tb00730.x+1.0,10.1111/j.1468-2958.2004.tb00730.x,https://academic.oup.com/hcr/article/30/2/182/4336799,2004,The Multiple Source Effect and Synthesized Speech: Doubly-Disembodied Language as a Conceptual Framework,Human Communication Research,2,1,Kwan Min Lee,Kwan,Lee,1 University of Southern California,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kwan+Lee,https://www.google.com/search?q=Kwan+Min+Lee+university+of+southern+california,male,0.5,1111,Low,Kwan Min Lee,Kwan,Lee,1 University of Southern California,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kwan+Lee,https://www.google.com/search?q=Kwan+Min+Lee+university+of+southern+california,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,university of southern california,1 University of Southern California,University of Southern California,Exact,https://ror.org/03taz7m60,R,M,,0,
6144,10.1111/j.1468-2958.2004.tb00725.x+2.0,10.1111/j.1468-2958.2004.tb00725.x,https://academic.oup.com/hcr/article/30/1/71/4331494,2004,Managing Uncertainty during a Corporate Acquisition: A Longitudinal Study of Communication During an Airline Acquisition,Human Communication Research,3,2,Debbie S. Dougherty,Debbie,Dougherty,2 University of Missouri-Columbia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Debbie+Dougherty,https://www.google.com/search?q=Debbie+S.+Dougherty+university+of+missouri+columbia,female,0.98,11493,High,Debbie S. Dougherty,Debbie,Dougherty,2 University of Missouri-Columbia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Debbie+Dougherty,https://www.google.com/search?q=Debbie+S.+Dougherty+university+of+missouri+columbia,white,High,0.005235607,0.043857098,0.02005464,0.9308527,0.9308527,0.043857098,0.8869956,university of missouri columbia,2 University of Missouri-Columbia,University of Missouri,Exact,https://ror.org/02ymw8z06,R,F,,0,
10232,10.1111/j.1083-6101.2004.tb00296.x+2.0,10.1111/j.1083-6101.2004.tb00296.x,https://academic.oup.com/jcmc/article/9/4/JCMC941/4614508,2004,Cross-National Differences in Website Appeal: a Framework for Assessment,Journal of Computer-Mediated Communication,2,2,Kimberly Neuendorf,Kimberly,Neuendorf,"2 (Ph.D., Michigan State University) is Director of the Communication Research Center at Cleveland State University, and Professor of Communication. Her research has appeared in such publications as Communication Yearbook, Communication Monographs, Journal of Broadcasting &amp; Electronic Media, Journal of Communication, and Journal of Advertising Research. Her methodological textbook, The Content Analysis Guidebook, was published by Sage in 2002.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Neuendorf,https://www.google.com/search?q=Kimberly+Neuendorf+is+director+of+the+communication+research+center+at+cleveland+state+university+and+professor+of+communication+her+research+has+appeared+in+such+publications+as+communication+yearbook+communication+monographs+journal+of+broadcasting+amp+electronic+media+journal+of+communication+and+journal+of+advertising+research+her+methodological+textbook+the+content+analysis+guidebook+was+published+by+sage+in,female,0.99,17328,High,Kimberly Neuendorf,Kimberly,Neuendorf,"2 (Ph.D., Michigan State University) is Director of the Communication Research Center at Cleveland State University, and Professor of Communication. Her research has appeared in such publications as Communication Yearbook, Communication Monographs, Journal of Broadcasting &amp; Electronic Media, Journal of Communication, and Journal of Advertising Research. Her methodological textbook, The Content Analysis Guidebook, was published by Sage in 2002.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Neuendorf,https://www.google.com/search?q=Kimberly+Neuendorf+is+director+of+the+communication+research+center+at+cleveland+state+university+and+professor+of+communication+her+research+has+appeared+in+such+publications+as+communication+yearbook+communication+monographs+journal+of+broadcasting+amp+electronic+media+journal+of+communication+and+journal+of+advertising+research+her+methodological+textbook+the+content+analysis+guidebook+was+published+by+sage+in,white,High,0.000407774,0.000346144,0.016524972,0.98272103,0.98272103,0.016524972,0.96619606,is director of the communication research center at cleveland state university and professor of communication her research has appeared in such publications as communication yearbook communication monographs journal of broadcasting amp electronic media journal of communication and journal of advertising research her methodological textbook the content analysis guidebook was published by sage in,"2 (Ph.D., Michigan State University) is Director of the Communication Research Center at Cleveland State University, and Professor of Communication. Her research has appeared in such publications as Communication Yearbook, Communication Monographs, Journal of Broadcasting &amp; Electronic Media, Journal of Communication, and Journal of Advertising Research. Her methodological textbook, The Content Analysis Guidebook, was published by Sage in 2002.",Cleveland State University,Exact,https://ror.org/002tx1f22,R,F,,0,
2106,10.1111/j.1460-2466.2004.tb02639.x+1.0,10.1111/j.1460-2466.2004.tb02639.x,https://academic.oup.com/joc/article/54/3/456/4102970,2004,Visual Elements in Public Journalism Newspapers in an Election: A Content Analysis of the Photographs and Graphics in Campaign 2000,Journal of Communication,2,1,Renita Coleman,Renita,Coleman,"1 Renita Coleman (PhD, University of Missouri-Columbia) is an assistant professor in the Manship School of Mass Communication at Louisiana State University, where Ben Wasike (MA, Southern University) is a doctoral student. This study was funded by a grant from the Reilly Center for Media and Public Affairs",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Renita+Coleman,https://www.google.com/search?q=Renita+Coleman+renita+coleman+is+an+assistant+professor+in+the+manship+school+of+mass+communication+at+louisiana+state+university+where+ben+wasike+is+a+doctoral+student+this+study+was+funded+by+a+grant+from+the+reilly+center+for+media+and+public+affairs,female,0.97,158,Low,Renita Coleman,Renita,Coleman,"1 Renita Coleman (PhD, University of Missouri-Columbia) is an assistant professor in the Manship School of Mass Communication at Louisiana State University, where Ben Wasike (MA, Southern University) is a doctoral student. This study was funded by a grant from the Reilly Center for Media and Public Affairs",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Renita+Coleman,https://www.google.com/search?q=Renita+Coleman+renita+coleman+is+an+assistant+professor+in+the+manship+school+of+mass+communication+at+louisiana+state+university+where+ben+wasike+is+a+doctoral+student+this+study+was+funded+by+a+grant+from+the+reilly+center+for+media+and+public+affairs,white,Low,0.003085125,0.40069824,0.028368711,0.5678479,0.5678479,0.40069824,0.16714966,renita coleman is an assistant professor in the manship school of mass communication at louisiana state university where ben wasike is a doctoral student this study was funded by a grant from the reilly center for media and public affairs,"1 Renita Coleman (PhD, University of Missouri-Columbia) is an assistant professor in the Manship School of Mass Communication at Louisiana State University, where Ben Wasike (MA, Southern University) is a doctoral student. This study was funded by a grant from the Reilly Center for Media and Public Affairs",Louisiana State University,Exact,https://ror.org/05ect4e57,R,F,,0,
6092,10.1111/j.1468-2958.2004.tb00743.x+1.0,10.1111/j.1468-2958.2004.tb00743.x,https://academic.oup.com/hcr/article/30/4/514/4331518,2004,Do Unto Others? Conversational Moves and Perceptions of Attentiveness Toward Other Face in Accounting Sequences Between Friends,Human Communication Research,3,1,Valerie Manusov,Valerie,Manusov,1 University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Valerie+Manusov,https://www.google.com/search?q=Valerie+Manusov+university+of+washington,female,0.98,38121,High,Valerie Manusov,Valerie,Manusov,1 University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Valerie+Manusov,https://www.google.com/search?q=Valerie+Manusov+university+of+washington,white,High,0.00780497,0.065306455,0.03630671,0.8905819,0.8905819,0.065306455,0.8252754,university of washington,1 University of Washington,University of Washington,Exact,https://ror.org/00cvxb145,R,F,,0,
2105,10.1111/j.1460-2466.2004.tb02638.x+6.0,10.1111/j.1460-2466.2004.tb02638.x,https://academic.oup.com/joc/article/54/3/437/4102962,2004,Managing the Public Sphere: Journalistic Construction of the Great Globalization Debate,Journal of Communication,6,6,C. Evans Caswell,Evans,Caswell,"4 Carl Schroeder graduated in political science from the University of Washington, and C. Evans Caswell is a graduate student in the Department of Communication, Loyola University, New Orleans",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Evans+Caswell,https://www.google.com/search?q=C.+Evans+Caswell+carl+schroeder+graduated+in+political+science+from+the+university+of+washington+and+c+evans+caswell+is+a+graduate+student+in+the+department+of+communication+loyola+university+new+orleans,male,0.96,3171,High,C. Evans Caswell,Evans,Caswell,"4 Carl Schroeder graduated in political science from the University of Washington, and C. Evans Caswell is a graduate student in the Department of Communication, Loyola University, New Orleans",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Evans+Caswell,https://www.google.com/search?q=C.+Evans+Caswell+carl+schroeder+graduated+in+political+science+from+the+university+of+washington+and+c+evans+caswell+is+a+graduate+student+in+the+department+of+communication+loyola+university+new+orleans,white,High,0.00721485,0.1360043,0.024885833,0.831895,0.831895,0.1360043,0.69589067,carl schroeder graduated in political science from the university of washington and c evans caswell is a graduate student in the department of communication loyola university new orleans,"4 Carl Schroeder graduated in political science from the University of Washington, and C. Evans Caswell is a graduate student in the Department of Communication, Loyola University, New Orleans",Loyola University New Orleans,Exact,https://ror.org/051f75a52,R,M,,0,
10254,10.1111/j.1083-6101.2004.tb00284.x+1.0,10.1111/j.1083-6101.2004.tb00284.x,https://academic.oup.com/jcmc/article/9/2/JCMC925/4614465,2004,The Influence of Anthropomorphism and Agency on Social Judgment in Virtual Environments,Journal of Computer-Mediated Communication,1,1,Kristine L. Nowak,Kristine,Nowak,"1 (Ph.D. Michigan State University) is an Assistant Professor in the Department of Communication at the University of Connecticut, where she is the director of the Human Computer Interaction Lab. Her research examines the person perception process, and people's sense of presence in computer environments. She is also interested in examining usability issues and predictors of people's satisfaction with computer media.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristine+Nowak,https://www.google.com/search?q=Kristine+L.+Nowak+is+an+assistant+professor+in+the+department+of+communication+at+the+university+of+connecticut+where+she+is+the+director+of+the+human+computer+interaction+lab+her+research+examines+the+person+perception+process+and+people+s+sense+of+presence+in+computer+environments+she+is+also+interested+in+examining+usability+issues+and+predictors+of+people+s+satisfaction+with+computer+media,female,0.98,6020,High,Kristine L. Nowak,Kristine,Nowak,"1 (Ph.D. Michigan State University) is an Assistant Professor in the Department of Communication at the University of Connecticut, where she is the director of the Human Computer Interaction Lab. Her research examines the person perception process, and people's sense of presence in computer environments. She is also interested in examining usability issues and predictors of people's satisfaction with computer media.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristine+Nowak,https://www.google.com/search?q=Kristine+L.+Nowak+is+an+assistant+professor+in+the+department+of+communication+at+the+university+of+connecticut+where+she+is+the+director+of+the+human+computer+interaction+lab+her+research+examines+the+person+perception+process+and+people+s+sense+of+presence+in+computer+environments+she+is+also+interested+in+examining+usability+issues+and+predictors+of+people+s+satisfaction+with+computer+media,white,High,0.0089384,0.009021965,0.013626086,0.96841365,0.96841365,0.013626086,0.95478755,is an assistant professor in the department of communication at the university of connecticut where she is the director of the human computer interaction lab her research examines the person perception process and people s sense of presence in computer environments she is also interested in examining usability issues and predictors of people s satisfaction with computer media,"1 (Ph.D. Michigan State University) is an Assistant Professor in the Department of Communication at the University of Connecticut, where she is the director of the Human Computer Interaction Lab. Her research examines the person perception process, and people's sense of presence in computer environments. She is also interested in examining usability issues and predictors of people's satisfaction with computer media.",University of Connecticut,Exact,https://ror.org/02der9h97,R,F,,0,
6192,10.1111/j.1468-2958.2003.tb00840.x+4.0,10.1111/j.1468-2958.2003.tb00840.x,https://academic.oup.com/hcr/article/29/2/291/4331497,2003,The (In)validity of Self-Construal Scales Revisited,Human Communication Research,6,4,Maria Knight Lapinski,Maria,Lapinski,"2 Maria Knight Lapinski, Western Michigan University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maria+Lapinski,https://www.google.com/search?q=Maria+Knight+Lapinski+maria+knight+lapinski+western+michigan+university,female,0.98,334287,High,Maria Knight Lapinski,Maria,Lapinski,"2 Maria Knight Lapinski, Western Michigan University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maria+Lapinski,https://www.google.com/search?q=Maria+Knight+Lapinski+maria+knight+lapinski+western+michigan+university,white,High,0.001857152,0.000332267,0.015999665,0.98181087,0.98181087,0.015999665,0.9658112,maria knight lapinski western michigan university,"2 Maria Knight Lapinski, Western Michigan University",Western Michigan University,Exact,https://ror.org/04j198w64,R,F,,0,
2238,10.1111/j.1460-2466.2003.tb03005.x+1.0,10.1111/j.1460-2466.2003.tb03005.x,https://academic.oup.com/joc/article/53/1/61/4102948,2003,"Setting the Public Fear Agenda: A Longitudinal Analysis of Network TV Crime Reporting, Public Perceptions of Crime, and FBI Crime Statistics",Journal of Communication,3,1,Dennis T. Lowry,Dennis,Lowry,"1 Dennis T. Lowry is on the faculty of the School of Journalism, Southern Illinois University, Carbondale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dennis+Lowry,https://www.google.com/search?q=Dennis+T.+Lowry+dennis+t+lowry+is+on+the+faculty+of+the+school+of+journalism+southern+illinois+university+carbondale,male,0.99,61118,High,Dennis T. Lowry,Dennis,Lowry,"1 Dennis T. Lowry is on the faculty of the School of Journalism, Southern Illinois University, Carbondale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dennis+Lowry,https://www.google.com/search?q=Dennis+T.+Lowry+dennis+t+lowry+is+on+the+faculty+of+the+school+of+journalism+southern+illinois+university+carbondale,white,High,0.019627348,0.111898884,0.03833011,0.83014363,0.83014363,0.111898884,0.71824473,dennis t lowry is on the faculty of the school of journalism southern illinois university carbondale,"1 Dennis T. Lowry is on the faculty of the School of Journalism, Southern Illinois University, Carbondale",Southern Illinois University Carbondale,Exact,https://ror.org/049kefs16,R,M,,0,
2227,10.1111/j.1460-2466.2003.tb02593.x+1.0,10.1111/j.1460-2466.2003.tb02593.x,https://academic.oup.com/joc/article/53/2/315/4102969,2003,Building Upon the Experimental Design in Media Violence Research: The Importance of Including Receiver Interpretations,Journal of Communication,2,1,W. James Potter,James,Potter,"1 W. James Potter (PhD, Florida State University) is a professor in the Department of Communication at the University of California, Santa Barbara",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Potter,https://www.google.com/search?q=W.+James+Potter+w+james+potter+is+a+professor+in+the+department+of+communication+at+the+university+of+california+santa+barbara,male,0.99,117309,High,W. James Potter,James,Potter,"1 W. James Potter (PhD, Florida State University) is a professor in the Department of Communication at the University of California, Santa Barbara",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Potter,https://www.google.com/search?q=W.+James+Potter+w+james+potter+is+a+professor+in+the+department+of+communication+at+the+university+of+california+santa+barbara,white,High,0.003578913,0.027439898,0.019708673,0.9492725,0.9492725,0.027439898,0.9218326,w james potter is a professor in the department of communication at the university of california santa barbara,"1 W. James Potter (PhD, Florida State University) is a professor in the Department of Communication at the University of California, Santa Barbara","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,M,,0,
2213,10.1111/j.1460-2466.2003.tb02586.x+1.0,10.1111/j.1460-2466.2003.tb02586.x,https://academic.oup.com/joc/article/53/2/199/4102885,2003,The Influence of Presumed Influence,Journal of Communication,2,1,Albert C. Gunther,Albert,Gunther,1 Albert C. Gunther is a professor in the Department of Life Sciences Communication at the University of Wisconsin-Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Albert+Gunther,https://www.google.com/search?q=Albert+C.+Gunther+albert+c+gunther+is+a+professor+in+the+department+of+life+sciences+communication+at+the+university+of+wisconsin+madison,male,0.98,41504,High,Albert C. Gunther,Albert,Gunther,1 Albert C. Gunther is a professor in the Department of Life Sciences Communication at the University of Wisconsin-Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Albert+Gunther,https://www.google.com/search?q=Albert+C.+Gunther+albert+c+gunther+is+a+professor+in+the+department+of+life+sciences+communication+at+the+university+of+wisconsin+madison,white,High,0.007886467,0.07112735,0.02997345,0.8910127,0.8910127,0.07112735,0.8198854,albert c gunther is a professor in the department of life sciences communication at the university of wisconsin madison,1 Albert C. Gunther is a professor in the Department of Life Sciences Communication at the University of Wisconsin-Madison,University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,M,,0,
10259,10.1111/j.1083-6101.2003.tb00355.x+2.0,10.1111/j.1083-6101.2003.tb00355.x,https://academic.oup.com/jcmc/article/9/1/JCMC917/4614456,2003,“a Funky Language for Teenzz to Use:” Representing Gulf Arabic in Instant Messaging,Journal of Computer-Mediated Communication,2,2,Muhamed al Khalil,Muhamed,Khalil,"2 works in the Arabic Studies Department at Zayed University. He teaches Arabic composition, Arabic as a Foreign Language, and contributes to the University's Arabic Across the Curriculum program. His research interests include Arabic dialectology, sociolinguistic influences on Arabic rhetoric, and the interplay of the literary and the political in the Middle East.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Muhamed+Khalil,https://www.google.com/search?q=Muhamed+al+Khalil+works+in+the+arabic+studies+department+at+zayed+university+he+teaches+arabic+composition+arabic+as+a+foreign+language+and+contributes+to+the+university+s+arabic+across+the+curriculum+program+his+research+interests+include+arabic+dialectology+sociolinguistic+influences+on+arabic+rhetoric+and+the+interplay+of+the+literary+and+the+political+in+the+middle+east,male,0.97,1795,Low,Muhamed al Khalil,Muhamed,Khalil,"2 works in the Arabic Studies Department at Zayed University. He teaches Arabic composition, Arabic as a Foreign Language, and contributes to the University's Arabic Across the Curriculum program. His research interests include Arabic dialectology, sociolinguistic influences on Arabic rhetoric, and the interplay of the literary and the political in the Middle East.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Muhamed+Khalil,https://www.google.com/search?q=Muhamed+al+Khalil+works+in+the+arabic+studies+department+at+zayed+university+he+teaches+arabic+composition+arabic+as+a+foreign+language+and+contributes+to+the+university+s+arabic+across+the+curriculum+program+his+research+interests+include+arabic+dialectology+sociolinguistic+influences+on+arabic+rhetoric+and+the+interplay+of+the+literary+and+the+political+in+the+middle+east,white,Low,0.3073245,0.08353042,0.048852723,0.56029236,0.56029236,0.3073245,0.25296786,works in the arabic studies department at zayed university he teaches arabic composition arabic as a foreign language and contributes to the university s arabic across the curriculum program his research interests include arabic dialectology sociolinguistic influences on arabic rhetoric and the interplay of the literary and the political in the middle east,"2 works in the Arabic Studies Department at Zayed University. He teaches Arabic composition, Arabic as a Foreign Language, and contributes to the University's Arabic Across the Curriculum program. His research interests include Arabic dialectology, sociolinguistic influences on Arabic rhetoric, and the interplay of the literary and the political in the Middle East.",Zayed University,Exact,https://ror.org/03snqfa66,R,M,,4,
2221,10.1111/j.1460-2466.2003.tb02590.x+2.0,10.1111/j.1460-2466.2003.tb02590.x,https://academic.oup.com/joc/article/53/2/265/4102907,2003,Viewing the Viewers: Viewing Behaviors by Children and Adults During Television Programs and Commercials,Journal of Communication,3,2,Kimberly Duyck Woolf,Kimberly,Woolf,"2 Kimberly Duyck Woolf is a doctoral candidate at the Annenberg School for Communication, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Woolf,https://www.google.com/search?q=Kimberly+Duyck+Woolf+kimberly+duyck+woolf+is+a+doctoral+candidate+at+the+annenberg+school+for+communication+university+of+pennsylvania,female,0.99,17328,High,Kimberly Duyck Woolf,Kimberly,Woolf,"2 Kimberly Duyck Woolf is a doctoral candidate at the Annenberg School for Communication, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Woolf,https://www.google.com/search?q=Kimberly+Duyck+Woolf+kimberly+duyck+woolf+is+a+doctoral+candidate+at+the+annenberg+school+for+communication+university+of+pennsylvania,white,High,0.005875546,0.02616228,0.025592702,0.9423695,0.9423695,0.02616228,0.91620725,kimberly duyck woolf is a doctoral candidate at the annenberg school for communication university of pennsylvania,"2 Kimberly Duyck Woolf is a doctoral candidate at the Annenberg School for Communication, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,F,,0,
10284,10.1111/j.1083-6101.2003.tb00220.x+4.0,10.1111/j.1083-6101.2003.tb00220.x,https://academic.oup.com/jcmc/article/8/4/JCMC842/4584279,2003,Analyzing Linking Practices: Candidate Sites in the 2002 Us Electoral Web Sphere,Journal of Computer-Mediated Communication,5,4,Michael Xenos,Michael,Xenos,4 Doctoral student in the Department of Political Science at the University of Washington. His research focuses on political communication with emphases on public deliberation and political campaigns.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Xenos,https://www.google.com/search?q=Michael+Xenos+doctoral+student+in+the+department+of+political+science+at+the+university+of+washington+his+research+focuses+on+political+communication+with+emphases+on+public+deliberation+and+political+campaigns,male,0.99,245870,High,Michael Xenos,Michael,Xenos,4 Doctoral student in the Department of Political Science at the University of Washington. His research focuses on political communication with emphases on public deliberation and political campaigns.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Xenos,https://www.google.com/search?q=Michael+Xenos+doctoral+student+in+the+department+of+political+science+at+the+university+of+washington+his+research+focuses+on+political+communication+with+emphases+on+public+deliberation+and+political+campaigns,hispanic,High,0.06359598,0.011990067,0.80632114,0.11809282,0.80632114,0.11809282,0.6882283,doctoral student in the department of political science at the university of washington his research focuses on political communication with emphases on public deliberation and political campaigns,4 Doctoral student in the Department of Political Science at the University of Washington. His research focuses on political communication with emphases on public deliberation and political campaigns.,University of Washington,Exact,https://ror.org/00cvxb145,R,M,,0,
6187,10.1111/j.1468-2958.2003.tb00839.x+1.0,10.1111/j.1468-2958.2003.tb00839.x,https://academic.oup.com/hcr/article/29/2/275/4331485,2003,When Validity Testing Lacks Validity: Comment on Levine et al.,Human Communication Research,2,1,Min-Sun Kim,Min-Sun,Kim,1 University of Hawaii at Manoa,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Min-Sun+Kim,https://www.google.com/search?q=Min-Sun+Kim+university+of+hawaii+at+manoa,female,1,4,Low,Min-Sun Kim,Min-Sun,Kim,1 University of Hawaii at Manoa,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Min-Sun+Kim,https://www.google.com/search?q=Min-Sun+Kim+university+of+hawaii+at+manoa,api,High,0.9652774,0.003786221,0.005768025,0.025168424,0.9652774,0.025168424,0.94010895,university of hawaii at manoa,1 University of Hawaii at Manoa,University of Hawaii at Manoa,Exact,https://ror.org/01wspgy28,R,F,,2,
2223,10.1111/j.1460-2466.2003.tb02591.x+1.0,10.1111/j.1460-2466.2003.tb02591.x,https://academic.oup.com/joc/article/53/2/282/4102961,2003,“I Buy American”: The American Image as Reflected in Israeli Advertising,Journal of Communication,2,1,Eli Avraham,Eli,Avraham,"1 Eli Avraham (PhD, Hebrew University of Jerusalem, 1998) is an assistant professor in the Department of Communication, Haifa University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eli+Avraham,https://www.google.com/search?q=Eli+Avraham+eli+avraham+is+an+assistant+professor+in+the+department+of+communication+haifa+university,female,0.81,20631,High,Eli Avraham,Eli,Avraham,"1 Eli Avraham (PhD, Hebrew University of Jerusalem, 1998) is an assistant professor in the Department of Communication, Haifa University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eli+Avraham,https://www.google.com/search?q=Eli+Avraham+eli+avraham+is+an+assistant+professor+in+the+department+of+communication+haifa+university,white,High,0.004244131,0.013991223,0.013871531,0.9678931,0.9678931,0.013991223,0.9539019,eli avraham is an assistant professor in the department of communication haifa university,"1 Eli Avraham (PhD, Hebrew University of Jerusalem, 1998) is an assistant professor in the Department of Communication, Haifa University",University of Haifa,API_QUERY,https://ror.org/02f009v59,R,M,,4,
