authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID
10.1111/j.1460-2466.2006.00019.x+2.0,10.1111/j.1460-2466.2006.00019.x,https://academic.oup.com/joc/article/56/2/271/4070479,2006,Expressive Responses to News Stories About Extremist Groups: A Framing Experiment,Journal of Communication,7.0,2.0,Mike Schmierbach,Mike,Schmierbach,"2 Department of Communication, College of Charleston, Charleston, SC 29401",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Schmierbach,https://www.google.com/search?q=Mike+Schmierbach+department+of+communication+college+of+charleston+charleston+sc,male,0.99,109844.0,High,Mike Schmierbach,Mike,Schmierbach,"2 Department of Communication, College of Charleston, Charleston, SC 29401",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Schmierbach,https://www.google.com/search?q=Mike+Schmierbach+department+of+communication+college+of+charleston+charleston+sc,white,High,0.0038336085,0.0023886964,0.028749447,0.9650282,0.9650282,0.028749447,0.93627876,department of communication college of charleston charleston sc,"2 Department of Communication, College of Charleston, Charleston, SC 29401",College of Charleston,Exact,https://ror.org/00390t168
10.1111/j.1460-2466.1962.tb01522.x+2.0,10.1111/j.1460-2466.1962.tb01522.x,https://academic.oup.com/joc/article/12/1/44/4587377,1962,Effects of Delayed Sidetone and Speech Content on Elapsed Reading Time,Journal of Communication,2.0,2.0,Victor P. Gahwood,Victor,Gahwood,"2 Victor P. Garwood (Ph.D., University of Michigan, 1952) is Professor of Speech (Audiology), University of Southern California (on Special Leave) and Special Research Fellow (NIH-NINDB) in Medical Audiology and Sensory Physiology, Developmental and Sensory Physiology Laboratory, Children's Hospital, Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Gahwood,https://www.google.com/search?q=Victor+P.+Gahwood+victor+p+garwood+is+professor+of+speech+university+of+southern+california+and+special+research+fellow+in+medical+audiology+and+sensory+physiology+developmental+and+sensory+physiology+laboratory+children+s+hospital+los+angeles,male,0.99,94927.0,High,Victor P. Gahwood,Victor,Gahwood,"2 Victor P. Garwood (Ph.D., University of Michigan, 1952) is Professor of Speech (Audiology), University of Southern California (on Special Leave) and Special Research Fellow (NIH-NINDB) in Medical Audiology and Sensory Physiology, Developmental and Sensory Physiology Laboratory, Children's Hospital, Los Angeles",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Gahwood,https://www.google.com/search?q=Victor+P.+Gahwood+victor+p+garwood+is+professor+of+speech+university+of+southern+california+and+special+research+fellow+in+medical+audiology+and+sensory+physiology+developmental+and+sensory+physiology+laboratory+children+s+hospital+los+angeles,white,High,0.009464597,0.020606715,0.021080723,0.94884795,0.94884795,0.021080723,0.9277672,victor p garwood is professor of speech university of southern california and special research fellow in medical audiology and sensory physiology developmental and sensory physiology laboratory children s hospital los angeles,"2 Victor P. Garwood (Ph.D., University of Michigan, 1952) is Professor of Speech (Audiology), University of Southern California (on Special Leave) and Special Research Fellow (NIH-NINDB) in Medical Audiology and Sensory Physiology, Developmental and Sensory Physiology Laboratory, Children's Hospital, Los Angeles",University of Southern California,Exact,https://ror.org/03taz7m60
10.1093/ccc/tcy032+1.0,10.1093/ccc/tcy032,https://academic.oup.com/ccc/article/11/4/642/5222592,2018,“I Think of Him as an Ancestor”: Tupac Shakur Fans and the Intimacy of Pop Cultural Heritage,"Communication, Culture and Critique",2.0,1.0,Amanda Nell Edgar,Amanda,Edgar,"Department of Communication and Film, University of Memphis, Memphis, TN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Edgar,https://www.google.com/search?q=Amanda+Nell+Edgar+department+of+communication+and+film+university+of+memphis+memphis+tn+usa,female,0.98,49026.0,High,Amanda Nell Edgar,Amanda,Edgar,"Department of Communication and Film, University of Memphis, Memphis, TN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Edgar,https://www.google.com/search?q=Amanda+Nell+Edgar+department+of+communication+and+film+university+of+memphis+memphis+tn+usa,white,High,0.022816207,0.075894386,0.018906878,0.88238245,0.88238245,0.075894386,0.80648804,department of communication and film university of memphis memphis tn usa,"Department of Communication and Film, University of Memphis, Memphis, TN, USA",University of Memphis,Exact,https://ror.org/01cq23130
10.1111/j.1083-6101.2008.00419.x+3.0,10.1111/j.1083-6101.2008.00419.x,https://academic.oup.com/jcmc/article/13/4/769/4583533,2008,Patterns of Information Search and Access on the World Wide Web: Democratizing Expertise or Creating New Hierarchies?*1,Journal of Computer-Mediated Communication,4.0,3.0,Gustavo S. Mesch,Gustavo,Mesch,"3 University of Haifa, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gustavo+Mesch,https://www.google.com/search?q=Gustavo+S.+Mesch+university+of+haifa+israel,male,0.98,18273.0,High,Gustavo S. Mesch,Gustavo,Mesch,"3 University of Haifa, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gustavo+Mesch,https://www.google.com/search?q=Gustavo+S.+Mesch+university+of+haifa+israel,white,High,0.0015966754,0.0053687687,0.015632005,0.9774025,0.9774025,0.015632005,0.9617705,university of haifa israel,"3 University of Haifa, Israel",University of Haifa,Exact,https://ror.org/02f009v59
10.1093/jcmc/zmz012+1.0,10.1093/jcmc/zmz012,https://academic.oup.com/jcmc/article/24/5/240/5575583,2019,Flagging Facebook Falsehoods: Self-Identified Humor Warnings Outperform Fact Checker and Peer Warnings,Journal of Computer-Mediated Communication,2.0,1.0,R Kelly Garrett,Kelly,Garrett,"Ohio State University School of Communication , OH,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R+Kelly+Garrett+ohio+state+university+school+of+communication+oh+usa,female,0.87,40778.0,High,R Kelly Garrett,Kelly,Garrett,"Ohio State University School of Communication , OH,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R+Kelly+Garrett+ohio+state+university+school+of+communication+oh+usa,white,Low,0.0076681413,0.18748328,0.0226605,0.78218806,0.78218806,0.18748328,0.59470475,ohio state university school of communication oh usa,"Ohio State University School of Communication , OH,  USA",University School,Exact,https://ror.org/05ap66461
10.1093/joc/jqz023+1.0,10.1093/joc/jqz023,https://academic.oup.com/joc/article/69/4/345/5547032,2019,Brevity is the Soul of Twitter: The Constraint Affordance and Political Discussion,Journal of Communication,3.0,1.0,Kokil Jaidka,Kokil,Jaidka,"Wee Kim Wee School of Communication and Information, Nanyang Technological University ,  Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kokil+Jaidka,https://www.google.com/search?q=Kokil+Jaidka+wee+kim+wee+school+of+communication+and+information+nanyang+technological+university+singapore,male,0.71,7.0,Low,Kokil Jaidka,Kokil,Jaidka,"Wee Kim Wee School of Communication and Information, Nanyang Technological University ,  Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kokil+Jaidka,https://www.google.com/search?q=Kokil+Jaidka+wee+kim+wee+school+of+communication+and+information+nanyang+technological+university+singapore,white,High,0.054747775,0.012243814,0.039644476,0.89336395,0.89336395,0.054747775,0.8386162,wee kim wee school of communication and information nanyang technological university singapore,"Wee Kim Wee School of Communication and Information, Nanyang Technological University ,  Singapore",Nanyang Technological University,Exact,https://ror.org/02e7b5302
10.1111/j.1468-2958.1993.tb00307.x+2.0,10.1111/j.1468-2958.1993.tb00307.x,https://academic.oup.com/hcr/article/19/3/388/4575867,1993,The Development and Sex-Related Use of Interruption Behavior,Human Communication Research,2.0,2.0,Carole Peterson,Carole,Peterson,2 Carole Peterson is an Associate Professor in the Department of Psychology at Memorial University of Newfoundland,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carole+Peterson,https://www.google.com/search?q=Carole+Peterson+carole+peterson+is+an+associate+professor+in+the+department+of+psychology+at+memorial+university+of+newfoundland,female,0.98,31642.0,High,Carole Peterson,Carole,Peterson,2 Carole Peterson is an Associate Professor in the Department of Psychology at Memorial University of Newfoundland,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carole+Peterson,https://www.google.com/search?q=Carole+Peterson+carole+peterson+is+an+associate+professor+in+the+department+of+psychology+at+memorial+university+of+newfoundland,white,High,0.0051329327,0.048612777,0.021875061,0.92437917,0.92437917,0.048612777,0.8757664,carole peterson is an associate professor in the department of psychology at memorial university of newfoundland,2 Carole Peterson is an Associate Professor in the Department of Psychology at Memorial University of Newfoundland,Memorial University of Newfoundland,Exact,https://ror.org/04haebc03
10.1111/j.1460-2466.1985.tb02976.x+1.0,10.1111/j.1460-2466.1985.tb02976.x,https://academic.oup.com/joc/article/35/4/109/4282912,1985,Narrative in Natural Discourse: On Conversation and Rhetoric,Journal of Communication,1.0,1.0,Thomas B. Farrell,Thomas,Farrell,1 Thomas B. Farrell is Chair of the Department of Communication Studies at Northwestern University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Farrell,https://www.google.com/search?q=Thomas+B.+Farrell+thomas+b+farrell+is+chair+of+the+department+of+communication+studies+at+northwestern+university,male,0.99,176440.0,High,Thomas B. Farrell,Thomas,Farrell,1 Thomas B. Farrell is Chair of the Department of Communication Studies at Northwestern University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Farrell,https://www.google.com/search?q=Thomas+B.+Farrell+thomas+b+farrell+is+chair+of+the+department+of+communication+studies+at+northwestern+university,white,High,0.004238591,0.08433235,0.041052815,0.8703762,0.8703762,0.08433235,0.7860439,thomas b farrell is chair of the department of communication studies at northwestern university,1 Thomas B. Farrell is Chair of the Department of Communication Studies at Northwestern University,Northwestern University,Exact,https://ror.org/00m6w7z96
10.1111/j.1468-2958.1980.tb00135.x+4.0,10.1111/j.1468-2958.1980.tb00135.x,https://academic.oup.com/hcr/article/6/2/153/4626855,1980,Basic Premises of Multidimensional Attitude Change Theory: An Experimental Analysis,Human Communication Research,4.0,4.0,Richard A. Holmes,Richard,Holmes,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Holmes,https://www.google.com/search?q=Richard+A.+Holmes+richard+a+holmes+is+director+of+computer+operations+at+capital+districts+humanities+program+suny+albany+n+y,male,0.99,101928.0,High,Richard A. Holmes,Richard,Holmes,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Holmes,https://www.google.com/search?q=Richard+A.+Holmes+richard+a+holmes+is+director+of+computer+operations+at+capital+districts+humanities+program+suny+albany+n+y,white,Low,0.0059539475,0.32669067,0.022566278,0.6447891,0.6447891,0.32669067,0.31809843,richard a holmes is director of computer operations at capital districts humanities program suny albany n y,"4 Richard A. Holmes is director of computer operations at Capital Districts Humanities Program, SUNY-Albany, N.Y. 12222","University at Albany, State University of New York",API_QUERY,https://ror.org/012zs8222
10.1093/joc/jqx025+1.0,10.1093/joc/jqx025,https://academic.oup.com/joc/article/68/2/347/4958965,2018,Charting an Itinerary for Postcolonial Communication and Media Studies,Journal of Communication,2.0,1.0,Sangeet Kumar,Sangeet,Kumar,"Communication, Denison University, Granville, OH 43054, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sangeet+Kumar,https://www.google.com/search?q=Sangeet+Kumar+communication+denison+university+granville+oh+usa,male,0.83,53.0,Low,Sangeet Kumar,Sangeet,Kumar,"Communication, Denison University, Granville, OH 43054, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sangeet+Kumar,https://www.google.com/search?q=Sangeet+Kumar+communication+denison+university+granville+oh+usa,api,High,0.9489076,0.007984558,0.0038369251,0.03927098,0.9489076,0.03927098,0.9096366,communication denison university granville oh usa,"Communication, Denison University, Granville, OH 43054, USA",Denison University,Exact,https://ror.org/05pqx1c24
10.1111/j.1460-2466.1972.tb00164.x+1.0,10.1111/j.1460-2466.1972.tb00164.x,https://academic.oup.com/joc/article/22/4/375/4560830,1972,Visual Behavior in Social Interaction,Journal of Communication,2.0,1.0,Phoebe C. Ellsworth,Phoebe,Ellsworth,"1 Phoebe C. Ellsworth (Ph.D., Stanford University, 1970) is Assistant Professor of Psychology at Yale University. She has published articles on visual behavior in the Journal of Personality and Social Psychology and is co-author (with Paul Ekman and Wallace V. Friesen) of Emotion in the Human Face (New York: Pergamon, 1972)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Phoebe+Ellsworth,https://www.google.com/search?q=Phoebe+C.+Ellsworth+phoebe+c+ellsworth+is+assistant+professor+of+psychology+at+yale+university+she+has+published+articles+on+visual+behavior+in+the+journal+of+personality+and+social+psychology+and+is+co+author+of+emotion+in+the+human+face,female,0.97,1852.0,Low,Phoebe C. Ellsworth,Phoebe,Ellsworth,"1 Phoebe C. Ellsworth (Ph.D., Stanford University, 1970) is Assistant Professor of Psychology at Yale University. She has published articles on visual behavior in the Journal of Personality and Social Psychology and is co-author (with Paul Ekman and Wallace V. Friesen) of Emotion in the Human Face (New York: Pergamon, 1972)",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Phoebe+Ellsworth,https://www.google.com/search?q=Phoebe+C.+Ellsworth+phoebe+c+ellsworth+is+assistant+professor+of+psychology+at+yale+university+she+has+published+articles+on+visual+behavior+in+the+journal+of+personality+and+social+psychology+and+is+co+author+of+emotion+in+the+human+face,white,High,0.005474317,0.054077268,0.021210033,0.9192383,0.9192383,0.054077268,0.86516106,phoebe c ellsworth is assistant professor of psychology at yale university she has published articles on visual behavior in the journal of personality and social psychology and is co author of emotion in the human face,"1 Phoebe C. Ellsworth (Ph.D., Stanford University, 1970) is Assistant Professor of Psychology at Yale University. She has published articles on visual behavior in the Journal of Personality and Social Psychology and is co-author (with Paul Ekman and Wallace V. Friesen) of Emotion in the Human Face (New York: Pergamon, 1972)",Yale University,Exact,https://ror.org/03v76x132
10.1111/j.1460-2466.1996.tb01502.x+1.0,10.1111/j.1460-2466.1996.tb01502.x,https://academic.oup.com/joc/article/46/4/26/4160265,1996,The Intersubjective Geometry of Social Space,Journal of Communication,2.0,1.0,Bibb Latané,Bibb,Latané,1 Bibb Latané is a professor of psychology at Florida Atlantic University.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bibb+Latané,https://www.google.com/search?q=Bibb+Latan%C3%A9+bibb+latan+is+a+professor+of+psychology+at+florida+atlantic+university,male,0.74,23.0,Low,Bibb Latané,Bibb,Latané,1 Bibb Latané is a professor of psychology at Florida Atlantic University.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bibb+Latané,https://www.google.com/search?q=Bibb+Latan%C3%A9+bibb+latan+is+a+professor+of+psychology+at+florida+atlantic+university,white,High,0.058321293,0.020955514,0.09692885,0.82379425,0.82379425,0.09692885,0.7268654,bibb latan is a professor of psychology at florida atlantic university,1 Bibb Latané is a professor of psychology at Florida Atlantic University.,Florida Atlantic University,Exact,https://ror.org/05p8w6387
10.1111/j.1468-2958.2010.01402.x+1.0,10.1111/j.1468-2958.2010.01402.x,https://academic.oup.com/hcr/article/37/2/275/4107526,2011,Visual Attention to Antismoking PSAs: Smoking Cues versus Other Attention-Grabbing Features,Human Communication Research,6.0,1.0,Ashley N. Sanders-Jackson,Ashley,Sanders-Jackson,"1 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA   4 Center of Excellence in Cancer Communication Research, University of Pennsylvania, Philadelphia, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Sanders-Jackson,https://www.google.com/search?q=Ashley+N.+Sanders-Jackson+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa+center+of+excellence+in+cancer+communication+research+university+of+pennsylvania+philadelphia+pa+usa,female,0.61,13738.0,Low,Ashley N. Sanders-Jackson,Ashley,Sanders-Jackson,"1 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA   4 Center of Excellence in Cancer Communication Research, University of Pennsylvania, Philadelphia, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Sanders-Jackson,https://www.google.com/search?q=Ashley+N.+Sanders-Jackson+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa+center+of+excellence+in+cancer+communication+research+university+of+pennsylvania+philadelphia+pa+usa,white,High,0.0043286993,0.018867329,0.027000079,0.9498039,0.9498039,0.027000079,0.9228038,annenberg school for communication university of pennsylvania philadelphia pa usa center of excellence in cancer communication research university of pennsylvania philadelphia pa usa,"1 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA   4 Center of Excellence in Cancer Communication Research, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10
10.1111/jcom.12062+3.0,10.1111/jcom.12062,https://academic.oup.com/joc/article/63/6/1088/4086012,2013,The Relation Between Television Exposure and Theory of Mind Among Preschoolers,Journal of Communication,5.0,3.0,Fashina Aladé,Fashina,Aladé,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fashina+Aladé,https://www.google.com/search?q=Fashina+Alad%C3%A9+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.81,26.0,Low,Fashina Aladé,Fashina,Aladé,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fashina+Aladé,https://www.google.com/search?q=Fashina+Alad%C3%A9+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.05876478,0.21373396,0.12890595,0.5985953,0.5985953,0.21373396,0.38486135,school of communication the ohio state university columbus oh usa,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23
10.1111/j.1083-6101.2006.00318.x+2.0,10.1111/j.1083-6101.2006.00318.x,https://academic.oup.com/jcmc/article/12/1/136/4583001,2006,Managing Impressions in a Virtual Environment: Is Ethnic Diversity a Self-Presentation Strategy for Colleges and Universities?,Journal of Computer-Mediated Communication,4.0,2.0,Brigitta R. Brunner,Brigitta,Brunner,2 Department of Communication and Journalism Auburn University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brigitta+Brunner,https://www.google.com/search?q=Brigitta+R.+Brunner+department+of+communication+and+journalism+auburn+university,female,0.99,4109.0,High,Brigitta R. Brunner,Brigitta,Brunner,2 Department of Communication and Journalism Auburn University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brigitta+Brunner,https://www.google.com/search?q=Brigitta+R.+Brunner+department+of+communication+and+journalism+auburn+university,white,High,0.005215726,0.046681765,0.02727768,0.9208248,0.9208248,0.046681765,0.87414306,department of communication and journalism auburn university,2 Department of Communication and Journalism Auburn University,Auburn University,Exact,https://ror.org/02v80fc35
10.1111/j.1083-6101.2006.00034.x+2.0,10.1111/j.1083-6101.2006.00034.x,https://academic.oup.com/jcmc/article/11/3/748/4617706,2006,Fostering Civic Engagement by Building a Virtual City,Journal of Computer-Mediated Communication,2.0,2.0,Clement Chau,Clement,Chau,1 Tufts University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clement+Chau,https://www.google.com/search?q=Clement+Chau+tufts+university,male,0.98,13546.0,High,Clement Chau,Clement,Chau,1 Tufts University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clement+Chau,https://www.google.com/search?q=Clement+Chau+tufts+university,api,High,0.963557,0.00427057,0.021825891,0.010346408,0.963557,0.021825891,0.9417311,tufts university,1 Tufts University,Tufts University,Exact,https://ror.org/05wvpxv85
10.1093/joc/jqy023+2.0,10.1093/joc/jqy023,https://academic.oup.com/joc/article/68/4/734/5003433,2018,Disaster Media Effects: A Systematic Review and Synthesis Based on the Differential Susceptibility to Media Effects Model,Journal of Communication,3.0,2.0,Matthew L Spialek,Matthew,Spialek,"University of Arkansas, Department of Communication, Fayetteville, AR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Spialek,https://www.google.com/search?q=Matthew+L+Spialek+university+of+arkansas+department+of+communication+fayetteville+ar+usa,male,1.0,35521.0,High,Matthew L Spialek,Matthew,Spialek,"University of Arkansas, Department of Communication, Fayetteville, AR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Spialek,https://www.google.com/search?q=Matthew+L+Spialek+university+of+arkansas+department+of+communication+fayetteville+ar+usa,white,High,0.0015389784,0.008897704,0.022526568,0.96703666,0.96703666,0.022526568,0.9445101,university of arkansas department of communication fayetteville ar usa,"University of Arkansas, Department of Communication, Fayetteville, AR, USA",University of Arkansas at Fayetteville,API_QUERY,https://ror.org/05jbt9m15
10.1111/j.1083-6101.2009.01485.x+1.0,10.1111/j.1083-6101.2009.01485.x,https://academic.oup.com/jcmc/article/14/4/1162/4583575,2009,Negotiating Identities/Queering Desires: Coming out Online and the Remediation of the Coming-out Story,Journal of Computer-Mediated Communication,1.0,1.0,Mary L. Gray,Mary,Gray,1 Indiana University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Gray,https://www.google.com/search?q=Mary+L.+Gray+indiana+university,female,0.99,142684.0,High,Mary L. Gray,Mary,Gray,1 Indiana University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Gray,https://www.google.com/search?q=Mary+L.+Gray+indiana+university,white,Low,0.00763169,0.25829437,0.034130238,0.69994366,0.69994366,0.25829437,0.4416493,indiana university,1 Indiana University,Indiana University,Exact,https://ror.org/01kg8sb98
10.1111/j.1083-6101.2006.00316.x+2.0,10.1111/j.1083-6101.2006.00316.x,https://academic.oup.com/jcmc/article/12/1/88/4582988,2006,Cultural Differences in Collaborative Authoring of Wikipedia,Journal of Computer-Mediated Communication,3.0,2.0,Panayiotis Zaphiris,Panayiotis,Zaphiris,"1 Centre for Human-Computer Interaction Design, School of Informatics City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Panayiotis+Zaphiris,https://www.google.com/search?q=Panayiotis+Zaphiris+centre+for+human+computer+interaction+design+school+of+informatics+city+university+london,male,0.99,689.0,Low,Panayiotis Zaphiris,Panayiotis,Zaphiris,"1 Centre for Human-Computer Interaction Design, School of Informatics City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Panayiotis+Zaphiris,https://www.google.com/search?q=Panayiotis+Zaphiris+centre+for+human+computer+interaction+design+school+of+informatics+city+university+london,white,Low,0.008554023,0.17166664,0.031832222,0.7879471,0.7879471,0.17166664,0.6162805,centre for human computer interaction design school of informatics city university london,"1 Centre for Human-Computer Interaction Design, School of Informatics City University, London",City University,Exact,https://ror.org/013609965
10.1111/j.1468-2958.1994.tb00328.x+2.0,10.1111/j.1468-2958.1994.tb00328.x,https://academic.oup.com/hcr/article/20/3/390/4564888,1994,"Program Context, Sensation Seeking, and Attention to Televised Anti-Drug Public Service Announcements",Human Communication Research,6.0,2.0,Philip Palmgreen,Philip,Palmgreen,1 Elizabeth Pugzles Lorch is an associate professor in the Department of Psychology at the University of Kentucky. Philip Palmgreen and Lewis Donohew are professors in the Department of Communication at the University of Kentucky.David Helm is a research associate with the Center for Prevention Research at the University of Kentucky. Stacey A. Boer is a doctoral candidate in the Department of Psychology at the University of Kentucky,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philip+Palmgreen,https://www.google.com/search?q=Philip+Palmgreen+elizabeth+pugzles+lorch+is+an+associate+professor+in+the+department+of+psychology+at+the+university+of+kentucky+philip+palmgreen+and+lewis+donohew+are+professors+in+the+department+of+communication+at+the+university+of+kentucky+david+helm+is+a+research+associate+with+the+center+for+prevention+research+at+the+university+of+kentucky+stacey+a+boer+is+a+doctoral+candidate+in+the+department+of+psychology+at+the+university+of+kentucky,male,0.99,21882.0,High,Philip Palmgreen,Philip,Palmgreen,1 Elizabeth Pugzles Lorch is an associate professor in the Department of Psychology at the University of Kentucky. Philip Palmgreen and Lewis Donohew are professors in the Department of Communication at the University of Kentucky.David Helm is a research associate with the Center for Prevention Research at the University of Kentucky. Stacey A. Boer is a doctoral candidate in the Department of Psychology at the University of Kentucky,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philip+Palmgreen,https://www.google.com/search?q=Philip+Palmgreen+elizabeth+pugzles+lorch+is+an+associate+professor+in+the+department+of+psychology+at+the+university+of+kentucky+philip+palmgreen+and+lewis+donohew+are+professors+in+the+department+of+communication+at+the+university+of+kentucky+david+helm+is+a+research+associate+with+the+center+for+prevention+research+at+the+university+of+kentucky+stacey+a+boer+is+a+doctoral+candidate+in+the+department+of+psychology+at+the+university+of+kentucky,white,High,0.0025908293,0.004331608,0.02428799,0.9687895,0.9687895,0.02428799,0.9445015,elizabeth pugzles lorch is an associate professor in the department of psychology at the university of kentucky philip palmgreen and lewis donohew are professors in the department of communication at the university of kentucky david helm is a research associate with the center for prevention research at the university of kentucky stacey a boer is a doctoral candidate in the department of psychology at the university of kentucky,1 Elizabeth Pugzles Lorch is an associate professor in the Department of Psychology at the University of Kentucky. Philip Palmgreen and Lewis Donohew are professors in the Department of Communication at the University of Kentucky.David Helm is a research associate with the Center for Prevention Research at the University of Kentucky. Stacey A. Boer is a doctoral candidate in the Department of Psychology at the University of Kentucky,University of Kentucky,Exact,https://ror.org/02k3smh20
