,category,issueURL
221,Colloquy,https://academic.oup.com/joc/issue/28/2?browseBy=volume
219,Colloquy,https://academic.oup.com/joc/issue/28/3?browseBy=volume
217,Colloquy,https://academic.oup.com/joc/issue/28/4?browseBy=volume
210,Colloquy,https://academic.oup.com/joc/issue/30/2?browseBy=volume
207,Colloquy,https://academic.oup.com/joc/issue/30/4?browseBy=volume
202,Colloquy,https://academic.oup.com/joc/issue/31/4?browseBy=volume
199,Colloquy,https://academic.oup.com/joc/issue/32/2?browseBy=volume
191,Colloquy,https://academic.oup.com/joc/issue/33/4?browseBy=volume
194,Colloquy,https://academic.oup.com/joc/issue/33/2?browseBy=volume
183,Colloquy,https://academic.oup.com/joc/issue/35/2?browseBy=volume
150,Colloquy,https://academic.oup.com/joc/issue/41/1?browseBy=volume
153,Colloquy,https://academic.oup.com/joc/issue/40/3?browseBy=volume
156,Colloquy,https://academic.oup.com/joc/issue/39/4?browseBy=volume
185,Colloquy,https://academic.oup.com/joc/issue/35/1?browseBy=volume
164,Colloquy,https://academic.oup.com/joc/issue/38/1?browseBy=volume
162,Colloquy,https://academic.oup.com/joc/issue/38/2?browseBy=volume
170,Colloquy,https://academic.oup.com/joc/issue/37/3?browseBy=volume
173,Colloquy,https://academic.oup.com/joc/issue/37/1?browseBy=volume
178,Colloquy,https://academic.oup.com/joc/issue/36/1?browseBy=volume
393,Colloquy,https://academic.oup.com/hcr/issue/35/2?browseBy=volume
167,Colloquy,https://academic.oup.com/joc/issue/37/4?browseBy=volume
854,Comment/Critique,https://academic.oup.com/ccc/issue/4/4?browseBy=volume
837,Comment/Critique,https://academic.oup.com/ccc/issue/8/2?browseBy=volume
833,Comment/Critique,https://academic.oup.com/ccc/issue/9/1?browseBy=volume
841,Comment/Critique,https://academic.oup.com/ccc/issue/7/3?browseBy=volume
849,Comment/Critique,https://academic.oup.com/ccc/issue/5/4?browseBy=volume
858,Comment/Critique,https://academic.oup.com/ccc/issue/4/1?browseBy=volume
680,Comparative Theory,https://academic.oup.com/ct/issue/1/2?browseBy=volume
661,Comparative Theory,https://academic.oup.com/ct/issue/3/3?browseBy=volume
682,Comparative Theory,https://academic.oup.com/ct/issue/1/1?browseBy=volume
663,FORUM,https://academic.oup.com/ct/issue/3/2?browseBy=volume
640,FORUM,https://academic.oup.com/ct/issue/7/2?browseBy=volume
644,FORUM,https://academic.oup.com/ct/issue/6/3?browseBy=volume
169,Forum,https://academic.oup.com/joc/issue/37/3?browseBy=volume
667,Forum,https://academic.oup.com/ct/issue/2/4?browseBy=volume
659,Forum,https://academic.oup.com/ct/issue/3/4?browseBy=volume
657,Forum,https://academic.oup.com/ct/issue/4/1?browseBy=volume
672,Forum,https://academic.oup.com/ct/issue/2/2?browseBy=volume
651,Forum,https://academic.oup.com/ct/issue/5/2?browseBy=volume
648,Forum,https://academic.oup.com/ct/issue/5/4?browseBy=volume
166,Forum,https://academic.oup.com/joc/issue/37/4?browseBy=volume
23,Forum,https://academic.oup.com/joc/issue/68/5?browseBy=volume
807,Forum,https://academic.oup.com/ccc/issue/15/2?browseBy=volume
670,Forum,https://academic.oup.com/ct/issue/2/3?browseBy=volume
635,Forum,https://academic.oup.com/ct/issue/8/2?browseBy=volume
683,Full-length Research Articles,https://academic.oup.com/jcmc/issue/27/4?browseBy=volume
685,Full-length Research Articles,https://academic.oup.com/jcmc/issue/27/2?browseBy=volume
686,Full-length Research Articles,https://academic.oup.com/jcmc/issue/27/1?browseBy=volume
684,Full-length Research Articles,https://academic.oup.com/jcmc/issue/27/3?browseBy=volume
692,General Articles,https://academic.oup.com/jcmc/issue/26/1?browseBy=volume
693,General Articles,https://academic.oup.com/jcmc/issue/25/5?browseBy=volume
694,General Articles,https://academic.oup.com/jcmc/issue/25/4?browseBy=volume
695,General Articles,https://academic.oup.com/jcmc/issue/25/3?browseBy=volume
190,Homo Narrans,https://academic.oup.com/joc/issue/34/1?browseBy=volume
180,Homo Narrans,https://academic.oup.com/joc/issue/35/4?browseBy=volume
554,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/28/2?browseBy=volume
709,ORIGINAL ARTICLE,https://academic.oup.com/jcmc/issue/23/1?browseBy=volume
552,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/28/4?browseBy=volume
550,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/29/2?browseBy=volume
551,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/29/1?browseBy=volume
555,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/28/1?browseBy=volume
553,ORIGINAL ARTICLE,https://academic.oup.com/ct/issue/28/3?browseBy=volume
759,Original Article,https://academic.oup.com/jcmc/issue/12/3?browseBy=volume
760,Original Article,https://academic.oup.com/jcmc/issue/12/2?browseBy=volume
788,Original Article,https://academic.oup.com/jcmc/issue/5/2?browseBy=volume
761,Original Article,https://academic.oup.com/jcmc/issue/12/1?browseBy=volume
793,Original Article,https://academic.oup.com/jcmc/issue/4/1?browseBy=volume
794,Original Article,https://academic.oup.com/jcmc/issue/3/4?browseBy=volume
758,Original Article,https://academic.oup.com/jcmc/issue/12/4?browseBy=volume
792,Original Article,https://academic.oup.com/jcmc/issue/4/2?browseBy=volume
762,Original Article,https://academic.oup.com/jcmc/issue/11/4?browseBy=volume
791,Original Article,https://academic.oup.com/jcmc/issue/4/3?browseBy=volume
786,Original Article,https://academic.oup.com/jcmc/issue/5/4?browseBy=volume
789,Original Article,https://academic.oup.com/jcmc/issue/5/1?browseBy=volume
785,Original Article,https://academic.oup.com/jcmc/issue/6/1?browseBy=volume
784,Original Article,https://academic.oup.com/jcmc/issue/6/2?browseBy=volume
783,Original Article,https://academic.oup.com/jcmc/issue/6/3?browseBy=volume
782,Original Article,https://academic.oup.com/jcmc/issue/6/4?browseBy=volume
781,Original Article,https://academic.oup.com/jcmc/issue/7/1?browseBy=volume
780,Original Article,https://academic.oup.com/jcmc/issue/7/2?browseBy=volume
779,Original Article,https://academic.oup.com/jcmc/issue/7/3?browseBy=volume
778,Original Article,https://academic.oup.com/jcmc/issue/7/4?browseBy=volume
776,Original Article,https://academic.oup.com/jcmc/issue/8/2?browseBy=volume
787,Original Article,https://academic.oup.com/jcmc/issue/5/3?browseBy=volume
775,Original Article,https://academic.oup.com/jcmc/issue/8/3?browseBy=volume
773,Original Article,https://academic.oup.com/jcmc/issue/9/1?browseBy=volume
772,Original Article,https://academic.oup.com/jcmc/issue/9/2?browseBy=volume
771,Original Article,https://academic.oup.com/jcmc/issue/9/3?browseBy=volume
770,Original Article,https://academic.oup.com/jcmc/issue/9/4?browseBy=volume
790,Original Article,https://academic.oup.com/jcmc/issue/4/4?browseBy=volume
768,Original Article,https://academic.oup.com/jcmc/issue/10/2?browseBy=volume
767,Original Article,https://academic.oup.com/jcmc/issue/10/3?browseBy=volume
766,Original Article,https://academic.oup.com/jcmc/issue/10/4?browseBy=volume
765,Original Article,https://academic.oup.com/jcmc/issue/11/1?browseBy=volume
764,Original Article,https://academic.oup.com/jcmc/issue/11/2?browseBy=volume
763,Original Article,https://academic.oup.com/jcmc/issue/11/3?browseBy=volume
774,Original Article,https://academic.oup.com/jcmc/issue/8/4?browseBy=volume
769,Original Article,https://academic.oup.com/jcmc/issue/10/1?browseBy=volume
721,Original Article,https://academic.oup.com/jcmc/issue/21/1?browseBy=volume
711,Original Article,https://academic.oup.com/jcmc/issue/22/5?browseBy=volume
738,Original Article,https://academic.oup.com/jcmc/issue/17/2?browseBy=volume
737,Original Article,https://academic.oup.com/jcmc/issue/17/3?browseBy=volume
736,Original Article,https://academic.oup.com/jcmc/issue/17/4?browseBy=volume
735,Original Article,https://academic.oup.com/jcmc/issue/18/1?browseBy=volume
734,Original Article,https://academic.oup.com/jcmc/issue/18/2?browseBy=volume
733,Original Article,https://academic.oup.com/jcmc/issue/18/3?browseBy=volume
732,Original Article,https://academic.oup.com/jcmc/issue/18/4?browseBy=volume
731,Original Article,https://academic.oup.com/jcmc/issue/19/1?browseBy=volume
730,Original Article,https://academic.oup.com/jcmc/issue/19/2?browseBy=volume
729,Original Article,https://academic.oup.com/jcmc/issue/19/3?browseBy=volume
720,Original Article,https://academic.oup.com/jcmc/issue/21/2?browseBy=volume
728,Original Article,https://academic.oup.com/jcmc/issue/19/4?browseBy=volume
628,Original Article,https://academic.oup.com/ct/issue/9/4?browseBy=volume
629,Original Article,https://academic.oup.com/ct/issue/9/3?browseBy=volume
630,Original Article,https://academic.oup.com/ct/issue/9/2?browseBy=volume
631,Original Article,https://academic.oup.com/ct/issue/9/1?browseBy=volume
726,Original Article,https://academic.oup.com/jcmc/issue/20/2?browseBy=volume
725,Original Article,https://academic.oup.com/jcmc/issue/20/3?browseBy=volume
724,Original Article,https://academic.oup.com/jcmc/issue/20/4?browseBy=volume
723,Original Article,https://academic.oup.com/jcmc/issue/20/5?browseBy=volume
403,Original Article,https://academic.oup.com/hcr/issue/32/4?browseBy=volume
722,Original Article,https://academic.oup.com/jcmc/issue/20/6?browseBy=volume
727,Original Article,https://academic.oup.com/jcmc/issue/20/1?browseBy=volume
710,Original Article,https://academic.oup.com/jcmc/issue/22/6?browseBy=volume
739,Original Article,https://academic.oup.com/jcmc/issue/17/1?browseBy=volume
741,Original Article,https://academic.oup.com/jcmc/issue/16/3?browseBy=volume
712,Original Article,https://academic.oup.com/jcmc/issue/22/4?browseBy=volume
713,Original Article,https://academic.oup.com/jcmc/issue/22/3?browseBy=volume
757,Original Article,https://academic.oup.com/jcmc/issue/13/1?browseBy=volume
714,Original Article,https://academic.oup.com/jcmc/issue/22/2?browseBy=volume
756,Original Article,https://academic.oup.com/jcmc/issue/13/2?browseBy=volume
715,Original Article,https://academic.oup.com/jcmc/issue/22/1?browseBy=volume
716,Original Article,https://academic.oup.com/jcmc/issue/21/6?browseBy=volume
795,Original Article,https://academic.oup.com/jcmc/issue/3/3?browseBy=volume
717,Original Article,https://academic.oup.com/jcmc/issue/21/5?browseBy=volume
755,Original Article,https://academic.oup.com/jcmc/issue/13/3?browseBy=volume
740,Original Article,https://academic.oup.com/jcmc/issue/16/4?browseBy=volume
754,Original Article,https://academic.oup.com/jcmc/issue/13/4?browseBy=volume
752,Original Article,https://academic.oup.com/jcmc/issue/14/2?browseBy=volume
750,Original Article,https://academic.oup.com/jcmc/issue/14/3?browseBy=volume
748,Original Article,https://academic.oup.com/jcmc/issue/14/4?browseBy=volume
747,Original Article,https://academic.oup.com/jcmc/issue/15/1?browseBy=volume
718,Original Article,https://academic.oup.com/jcmc/issue/21/4?browseBy=volume
746,Original Article,https://academic.oup.com/jcmc/issue/15/2?browseBy=volume
745,Original Article,https://academic.oup.com/jcmc/issue/15/3?browseBy=volume
743,Original Article,https://academic.oup.com/jcmc/issue/16/1?browseBy=volume
742,Original Article,https://academic.oup.com/jcmc/issue/16/2?browseBy=volume
719,Original Article,https://academic.oup.com/jcmc/issue/21/3?browseBy=volume
753,Original Article,https://academic.oup.com/jcmc/issue/14/1?browseBy=volume
797,Original Article,https://academic.oup.com/jcmc/issue/3/1?browseBy=volume
404,Original Article,https://academic.oup.com/hcr/issue/32/3?browseBy=volume
832,Original Article,https://academic.oup.com/ccc/issue/9/1?browseBy=volume
387,Original Article,https://academic.oup.com/hcr/issue/36/3?browseBy=volume
386,Original Article,https://academic.oup.com/hcr/issue/36/4?browseBy=volume
385,Original Article,https://academic.oup.com/hcr/issue/37/1?browseBy=volume
384,Original Article,https://academic.oup.com/hcr/issue/37/2?browseBy=volume
383,Original Article,https://academic.oup.com/hcr/issue/37/3?browseBy=volume
382,Original Article,https://academic.oup.com/hcr/issue/37/4?browseBy=volume
381,Original Article,https://academic.oup.com/hcr/issue/38/1?browseBy=volume
380,Original Article,https://academic.oup.com/hcr/issue/38/2?browseBy=volume
379,Original Article,https://academic.oup.com/hcr/issue/38/3?browseBy=volume
378,Original Article,https://academic.oup.com/hcr/issue/38/4?browseBy=volume
377,Original Article,https://academic.oup.com/hcr/issue/39/1?browseBy=volume
376,Original Article,https://academic.oup.com/hcr/issue/39/2?browseBy=volume
375,Original Article,https://academic.oup.com/hcr/issue/39/3?browseBy=volume
374,Original Article,https://academic.oup.com/hcr/issue/39/4?browseBy=volume
373,Original Article,https://academic.oup.com/hcr/issue/40/1?browseBy=volume
372,Original Article,https://academic.oup.com/hcr/issue/40/2?browseBy=volume
371,Original Article,https://academic.oup.com/hcr/issue/40/3?browseBy=volume
370,Original Article,https://academic.oup.com/hcr/issue/40/4?browseBy=volume
369,Original Article,https://academic.oup.com/hcr/issue/41/1?browseBy=volume
368,Original Article,https://academic.oup.com/hcr/issue/41/2?browseBy=volume
367,Original Article,https://academic.oup.com/hcr/issue/41/3?browseBy=volume
798,Original Article,https://academic.oup.com/jcmc/issue/2/4?browseBy=volume
366,Original Article,https://academic.oup.com/hcr/issue/41/4?browseBy=volume
365,Original Article,https://academic.oup.com/hcr/issue/42/1?browseBy=volume
364,Original Article,https://academic.oup.com/hcr/issue/42/2?browseBy=volume
358,Original Article,https://academic.oup.com/hcr/issue/43/4?browseBy=volume
359,Original Article,https://academic.oup.com/hcr/issue/43/3?browseBy=volume
360,Original Article,https://academic.oup.com/hcr/issue/43/2?browseBy=volume
361,Original Article,https://academic.oup.com/hcr/issue/43/1?browseBy=volume
362,Original Article,https://academic.oup.com/hcr/issue/42/4?browseBy=volume
388,Original Article,https://academic.oup.com/hcr/issue/36/2?browseBy=volume
363,Original Article,https://academic.oup.com/hcr/issue/42/3?browseBy=volume
829,Original Article,https://academic.oup.com/ccc/issue/9/4?browseBy=volume
406,Original Article,https://academic.oup.com/hcr/issue/32/1?browseBy=volume
402,Original Article,https://academic.oup.com/hcr/issue/33/1?browseBy=volume
401,Original Article,https://academic.oup.com/hcr/issue/33/2?browseBy=volume
400,Original Article,https://academic.oup.com/hcr/issue/33/3?browseBy=volume
399,Original Article,https://academic.oup.com/hcr/issue/33/4?browseBy=volume
804,Original Article,https://academic.oup.com/jcmc/issue/1/2?browseBy=volume
398,Original Article,https://academic.oup.com/hcr/issue/34/1?browseBy=volume
803,Original Article,https://academic.oup.com/jcmc/issue/1/3?browseBy=volume
802,Original Article,https://academic.oup.com/jcmc/issue/1/4?browseBy=volume
397,Original Article,https://academic.oup.com/hcr/issue/34/2?browseBy=volume
396,Original Article,https://academic.oup.com/hcr/issue/34/3?browseBy=volume
405,Original Article,https://academic.oup.com/hcr/issue/32/2?browseBy=volume
395,Original Article,https://academic.oup.com/hcr/issue/34/4?browseBy=volume
392,Original Article,https://academic.oup.com/hcr/issue/35/2?browseBy=volume
391,Original Article,https://academic.oup.com/hcr/issue/35/3?browseBy=volume
801,Original Article,https://academic.oup.com/jcmc/issue/2/1?browseBy=volume
390,Original Article,https://academic.oup.com/hcr/issue/35/4?browseBy=volume
556,Original Article,https://academic.oup.com/ct/issue/27/4?browseBy=volume
825,Original Article,https://academic.oup.com/ccc/issue/10/4?browseBy=volume
826,Original Article,https://academic.oup.com/ccc/issue/10/3?browseBy=volume
800,Original Article,https://academic.oup.com/jcmc/issue/2/2?browseBy=volume
389,Original Article,https://academic.oup.com/hcr/issue/36/1?browseBy=volume
799,Original Article,https://academic.oup.com/jcmc/issue/2/3?browseBy=volume
828,Original Article,https://academic.oup.com/ccc/issue/10/1?browseBy=volume
394,Original Article,https://academic.oup.com/hcr/issue/35/1?browseBy=volume
805,Original Article,https://academic.oup.com/jcmc/issue/1/1?browseBy=volume
19,Original Articles,https://academic.oup.com/joc/issue/69/2?browseBy=volume
14,Original Articles,https://academic.oup.com/joc/issue/70/1?browseBy=volume
867,Original Articles,https://academic.oup.com/ccc/issue/1/4?browseBy=volume
17,Original Articles,https://academic.oup.com/joc/issue/69/4?browseBy=volume
15,Original Articles,https://academic.oup.com/joc/issue/69/6?browseBy=volume
868,Original Articles,https://academic.oup.com/ccc/issue/1/3?browseBy=volume
13,Original Articles,https://academic.oup.com/joc/issue/70/2?browseBy=volume
22,Original Articles,https://academic.oup.com/joc/issue/68/5?browseBy=volume
11,Original Articles,https://academic.oup.com/joc/issue/70/4?browseBy=volume
863,Original Articles,https://academic.oup.com/ccc/issue/2/4?browseBy=volume
865,Original Articles,https://academic.oup.com/ccc/issue/2/2?browseBy=volume
831,Original Articles,https://academic.oup.com/ccc/issue/9/2?browseBy=volume
830,Original Articles,https://academic.oup.com/ccc/issue/9/3?browseBy=volume
827,Original Articles,https://academic.oup.com/ccc/issue/10/2?browseBy=volume
824,Original Articles,https://academic.oup.com/ccc/issue/11/1?browseBy=volume
823,Original Articles,https://academic.oup.com/ccc/issue/11/2?browseBy=volume
822,Original Articles,https://academic.oup.com/ccc/issue/11/3?browseBy=volume
821,Original Articles,https://academic.oup.com/ccc/issue/11/4?browseBy=volume
820,Original Articles,https://academic.oup.com/ccc/issue/12/1?browseBy=volume
819,Original Articles,https://academic.oup.com/ccc/issue/12/2?browseBy=volume
7,Original Articles,https://academic.oup.com/joc/issue/71/2?browseBy=volume
12,Original Articles,https://academic.oup.com/joc/issue/70/3?browseBy=volume
8,Original Articles,https://academic.oup.com/joc/issue/71/1?browseBy=volume
9,Original Articles,https://academic.oup.com/joc/issue/70/6?browseBy=volume
10,Original Articles,https://academic.oup.com/joc/issue/70/5?browseBy=volume
814,Original Articles,https://academic.oup.com/ccc/issue/13/3?browseBy=volume
813,Original Articles,https://academic.oup.com/ccc/issue/13/4?browseBy=volume
812,Original Articles,https://academic.oup.com/ccc/issue/14/1?browseBy=volume
811,Original Articles,https://academic.oup.com/ccc/issue/14/2?browseBy=volume
810,Original Articles,https://academic.oup.com/ccc/issue/14/3?browseBy=volume
808,Original Articles,https://academic.oup.com/ccc/issue/15/1?browseBy=volume
806,Original Articles,https://academic.oup.com/ccc/issue/15/2?browseBy=volume
834,Original Articles,https://academic.oup.com/ccc/issue/8/4?browseBy=volume
866,Original Articles,https://academic.oup.com/ccc/issue/2/1?browseBy=volume
835,Original Articles,https://academic.oup.com/ccc/issue/8/3?browseBy=volume
838,Original Articles,https://academic.oup.com/ccc/issue/8/1?browseBy=volume
864,Original Articles,https://academic.oup.com/ccc/issue/2/3?browseBy=volume
862,Original Articles,https://academic.oup.com/ccc/issue/3/1?browseBy=volume
861,Original Articles,https://academic.oup.com/ccc/issue/3/2?browseBy=volume
860,Original Articles,https://academic.oup.com/ccc/issue/3/3?browseBy=volume
859,Original Articles,https://academic.oup.com/ccc/issue/3/4?browseBy=volume
857,Original Articles,https://academic.oup.com/ccc/issue/4/1?browseBy=volume
856,Original Articles,https://academic.oup.com/ccc/issue/4/2?browseBy=volume
855,Original Articles,https://academic.oup.com/ccc/issue/4/3?browseBy=volume
853,Original Articles,https://academic.oup.com/ccc/issue/4/4?browseBy=volume
852,Original Articles,https://academic.oup.com/ccc/issue/5/1?browseBy=volume
851,Original Articles,https://academic.oup.com/ccc/issue/5/2?browseBy=volume
850,Original Articles,https://academic.oup.com/ccc/issue/5/3?browseBy=volume
848,Original Articles,https://academic.oup.com/ccc/issue/5/4?browseBy=volume
847,Original Articles,https://academic.oup.com/ccc/issue/6/1?browseBy=volume
846,Original Articles,https://academic.oup.com/ccc/issue/6/2?browseBy=volume
845,Original Articles,https://academic.oup.com/ccc/issue/6/3?browseBy=volume
844,Original Articles,https://academic.oup.com/ccc/issue/6/4?browseBy=volume
843,Original Articles,https://academic.oup.com/ccc/issue/7/1?browseBy=volume
842,Original Articles,https://academic.oup.com/ccc/issue/7/2?browseBy=volume
840,Original Articles,https://academic.oup.com/ccc/issue/7/3?browseBy=volume
839,Original Articles,https://academic.oup.com/ccc/issue/7/4?browseBy=volume
836,Original Articles,https://academic.oup.com/ccc/issue/8/2?browseBy=volume
809,Original Articles,https://academic.oup.com/ccc/issue/14/4?browseBy=volume
53,Original Articles,https://academic.oup.com/joc/issue/63/5?browseBy=volume
582,Original Articles,https://academic.oup.com/ct/issue/21/2?browseBy=volume
583,Original Articles,https://academic.oup.com/ct/issue/21/1?browseBy=volume
581,Original Articles,https://academic.oup.com/ct/issue/21/3?browseBy=volume
580,Original Articles,https://academic.oup.com/ct/issue/21/4?browseBy=volume
579,Original Articles,https://academic.oup.com/ct/issue/22/1?browseBy=volume
578,Original Articles,https://academic.oup.com/ct/issue/22/2?browseBy=volume
577,Original Articles,https://academic.oup.com/ct/issue/22/3?browseBy=volume
584,Original Articles,https://academic.oup.com/ct/issue/20/4?browseBy=volume
576,Original Articles,https://academic.oup.com/ct/issue/22/4?browseBy=volume
574,Original Articles,https://academic.oup.com/ct/issue/23/2?browseBy=volume
573,Original Articles,https://academic.oup.com/ct/issue/23/3?browseBy=volume
572,Original Articles,https://academic.oup.com/ct/issue/23/4?browseBy=volume
571,Original Articles,https://academic.oup.com/ct/issue/24/1?browseBy=volume
570,Original Articles,https://academic.oup.com/ct/issue/24/2?browseBy=volume
569,Original Articles,https://academic.oup.com/ct/issue/24/3?browseBy=volume
575,Original Articles,https://academic.oup.com/ct/issue/23/1?browseBy=volume
568,Original Articles,https://academic.oup.com/ct/issue/24/4?browseBy=volume
585,Original Articles,https://academic.oup.com/ct/issue/20/3?browseBy=volume
587,Original Articles,https://academic.oup.com/ct/issue/20/1?browseBy=volume
601,Original Articles,https://academic.oup.com/ct/issue/16/2?browseBy=volume
600,Original Articles,https://academic.oup.com/ct/issue/16/3?browseBy=volume
599,Original Articles,https://academic.oup.com/ct/issue/16/4?browseBy=volume
598,Original Articles,https://academic.oup.com/ct/issue/17/2?browseBy=volume
597,Original Articles,https://academic.oup.com/ct/issue/17/3?browseBy=volume
596,Original Articles,https://academic.oup.com/ct/issue/17/4?browseBy=volume
586,Original Articles,https://academic.oup.com/ct/issue/20/2?browseBy=volume
595,Original Articles,https://academic.oup.com/ct/issue/18/1?browseBy=volume
593,Original Articles,https://academic.oup.com/ct/issue/18/3?browseBy=volume
592,Original Articles,https://academic.oup.com/ct/issue/18/4?browseBy=volume
591,Original Articles,https://academic.oup.com/ct/issue/19/1?browseBy=volume
590,Original Articles,https://academic.oup.com/ct/issue/19/2?browseBy=volume
589,Original Articles,https://academic.oup.com/ct/issue/19/3?browseBy=volume
588,Original Articles,https://academic.oup.com/ct/issue/19/4?browseBy=volume
594,Original Articles,https://academic.oup.com/ct/issue/18/2?browseBy=volume
567,Original Articles,https://academic.oup.com/ct/issue/25/1?browseBy=volume
566,Original Articles,https://academic.oup.com/ct/issue/25/2?browseBy=volume
565,Original Articles,https://academic.oup.com/ct/issue/25/3?browseBy=volume
538,Original Articles,https://academic.oup.com/ct/issue/32/2?browseBy=volume
84,Original Articles,https://academic.oup.com/joc/issue/57/2?browseBy=volume
85,Original Articles,https://academic.oup.com/joc/issue/57/1?browseBy=volume
86,Original Articles,https://academic.oup.com/joc/issue/56/4?browseBy=volume
87,Original Articles,https://academic.oup.com/joc/issue/56/3?browseBy=volume
88,Original Articles,https://academic.oup.com/joc/issue/56/suppl_1?browseBy=volume
83,Original Articles,https://academic.oup.com/joc/issue/57/3?browseBy=volume
344,Original Articles,https://academic.oup.com/hcr/issue/47/3?browseBy=volume
346,Original Articles,https://academic.oup.com/hcr/issue/47/1?browseBy=volume
347,Original Articles,https://academic.oup.com/hcr/issue/46/4?browseBy=volume
348,Original Articles,https://academic.oup.com/hcr/issue/46/2-3?browseBy=volume
349,Original Articles,https://academic.oup.com/hcr/issue/46/1?browseBy=volume
350,Original Articles,https://academic.oup.com/hcr/issue/45/4?browseBy=volume
869,Original Articles,https://academic.oup.com/ccc/issue/1/2?browseBy=volume
345,Original Articles,https://academic.oup.com/hcr/issue/47/2?browseBy=volume
540,Original Articles,https://academic.oup.com/ct/issue/31/4?browseBy=volume
541,Original Articles,https://academic.oup.com/ct/issue/31/3?browseBy=volume
542,Original Articles,https://academic.oup.com/ct/issue/31/2?browseBy=volume
564,Original Articles,https://academic.oup.com/ct/issue/25/4?browseBy=volume
563,Original Articles,https://academic.oup.com/ct/issue/26/1?browseBy=volume
562,Original Articles,https://academic.oup.com/ct/issue/26/2?browseBy=volume
561,Original Articles,https://academic.oup.com/ct/issue/26/3?browseBy=volume
560,Original Articles,https://academic.oup.com/ct/issue/26/4?browseBy=volume
559,Original Articles,https://academic.oup.com/ct/issue/27/1?browseBy=volume
558,Original Articles,https://academic.oup.com/ct/issue/27/2?browseBy=volume
557,Original Articles,https://academic.oup.com/ct/issue/27/3?browseBy=volume
549,Original Articles,https://academic.oup.com/ct/issue/29/3?browseBy=volume
548,Original Articles,https://academic.oup.com/ct/issue/29/4?browseBy=volume
547,Original Articles,https://academic.oup.com/ct/issue/30/1?browseBy=volume
546,Original Articles,https://academic.oup.com/ct/issue/30/2?browseBy=volume
545,Original Articles,https://academic.oup.com/ct/issue/30/3?browseBy=volume
544,Original Articles,https://academic.oup.com/ct/issue/30/4?browseBy=volume
543,Original Articles,https://academic.oup.com/ct/issue/31/1?browseBy=volume
602,Original Articles,https://academic.oup.com/ct/issue/16/1?browseBy=volume
82,Original Articles,https://academic.oup.com/joc/issue/57/4?browseBy=volume
870,Original Articles,https://academic.oup.com/ccc/issue/1/1?browseBy=volume
80,Original Articles,https://academic.oup.com/joc/issue/58/2?browseBy=volume
52,Original Articles,https://academic.oup.com/joc/issue/63/6?browseBy=volume
51,Original Articles,https://academic.oup.com/joc/issue/64/1?browseBy=volume
50,Original Articles,https://academic.oup.com/joc/issue/64/2?browseBy=volume
49,Original Articles,https://academic.oup.com/joc/issue/64/3?browseBy=volume
48,Original Articles,https://academic.oup.com/joc/issue/64/4?browseBy=volume
47,Original Articles,https://academic.oup.com/joc/issue/64/5?browseBy=volume
46,Original Articles,https://academic.oup.com/joc/issue/64/6?browseBy=volume
45,Original Articles,https://academic.oup.com/joc/issue/65/1?browseBy=volume
44,Original Articles,https://academic.oup.com/joc/issue/65/2?browseBy=volume
43,Original Articles,https://academic.oup.com/joc/issue/65/3?browseBy=volume
42,Original Articles,https://academic.oup.com/joc/issue/65/4?browseBy=volume
41,Original Articles,https://academic.oup.com/joc/issue/65/5?browseBy=volume
40,Original Articles,https://academic.oup.com/joc/issue/65/6?browseBy=volume
39,Original Articles,https://academic.oup.com/joc/issue/66/1?browseBy=volume
38,Original Articles,https://academic.oup.com/joc/issue/66/2?browseBy=volume
37,Original Articles,https://academic.oup.com/joc/issue/66/3?browseBy=volume
36,Original Articles,https://academic.oup.com/joc/issue/66/4?browseBy=volume
35,Original Articles,https://academic.oup.com/joc/issue/66/5?browseBy=volume
81,Original Articles,https://academic.oup.com/joc/issue/58/1?browseBy=volume
33,Original Articles,https://academic.oup.com/joc/issue/67/1?browseBy=volume
32,Original Articles,https://academic.oup.com/joc/issue/67/2?browseBy=volume
31,Original Articles,https://academic.oup.com/joc/issue/67/3?browseBy=volume
30,Original Articles,https://academic.oup.com/joc/issue/67/4?browseBy=volume
29,Original Articles,https://academic.oup.com/joc/issue/67/5?browseBy=volume
28,Original Articles,https://academic.oup.com/joc/issue/67/6?browseBy=volume
54,Original Articles,https://academic.oup.com/joc/issue/63/4?browseBy=volume
55,Original Articles,https://academic.oup.com/joc/issue/63/3?browseBy=volume
34,Original Articles,https://academic.oup.com/joc/issue/66/6?browseBy=volume
57,Original Articles,https://academic.oup.com/joc/issue/63/1?browseBy=volume
78,Original Articles,https://academic.oup.com/joc/issue/58/4?browseBy=volume
77,Original Articles,https://academic.oup.com/joc/issue/59/1?browseBy=volume
76,Original Articles,https://academic.oup.com/joc/issue/59/2?browseBy=volume
75,Original Articles,https://academic.oup.com/joc/issue/59/3?browseBy=volume
74,Original Articles,https://academic.oup.com/joc/issue/59/4?browseBy=volume
73,Original Articles,https://academic.oup.com/joc/issue/60/1?browseBy=volume
72,Original Articles,https://academic.oup.com/joc/issue/60/2?browseBy=volume
79,Original Articles,https://academic.oup.com/joc/issue/58/3?browseBy=volume
