,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize_prob,genderize_basedon,genderAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,matchMethod,ROR_ID,type,genderize,race,racePredAccuracy,gender_prediction,race_prediction
8276,10.1111/j.1468-2885.2006.00270.x+1.0,10.1111/j.1468-2885.2006.00270.x,https://academic.oup.com/ct/article/16/2/251/4098691,2006,Scope of Self: Toward a Model of Television’s Effects on Self-Complexity in Adolescence,Communication Theory,1,1,Kristen Harrison,Kristen,Harrison,"1 Department of Speech Communication, University of Illinois, Urbana, IL 61801",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Harrison,https://www.google.com/search?q=Kristen+Harrison+department+of+speech+communication+university+of+illinois+urbana+il,0.85,1525,Low,0.005980327,0.2370695,0.026237696,0.7307124,0.7307124,0.2370695,0.49364293,department of speech communication university of illinois urbana il,"1 Department of Speech Communication, University of Illinois, Urbana, IL 61801",University of Illinois Urbana-Champaign,Kristen Harrison,Kristen,Harrison,"1 Department of Speech Communication, University of Illinois, Urbana, IL 61801",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Harrison,https://www.google.com/search?q=Kristen+Harrison+department+of+speech+communication+university+of+illinois+urbana+il,API_QUERY,https://ror.org/047426m28,R,female,white,Low,,
5999,10.1111/j.1468-2958.2006.00001.x+3.0,10.1111/j.1468-2958.2006.00001.x,https://academic.oup.com/hcr/article/32/1/1/4210712,2006,Socially Optimized Learning in a Virtual Environment: Reducing Risky Sexual Behavior Among Men Who Have Sex With Men,Human Communication Research,7,3,Paul Robert Appleby,Paul,Appleby,"1 Department of Psychology, University of Southern California, Los Angeles, CA 90089-1061",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Appleby,https://www.google.com/search?q=Paul+Robert+Appleby+department+of+psychology+university+of+southern+california+los+angeles+ca,0.99,148099,High,0.0032087653,0.031085758,0.022437684,0.9432678,0.9432678,0.031085758,0.9121821,department of psychology university of southern california los angeles ca,"1 Department of Psychology, University of Southern California, Los Angeles, CA 90089-1061",University of Southern California,Paul Robert Appleby,Paul,Appleby,"1 Department of Psychology, University of Southern California, Los Angeles, CA 90089-1061",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Appleby,https://www.google.com/search?q=Paul+Robert+Appleby+department+of+psychology+university+of+southern+california+los+angeles+ca,Exact,https://ror.org/03taz7m60,R,male,white,High,,
10047,10.1111/j.1083-6101.2006.00022.x+1.0,10.1111/j.1083-6101.2006.00022.x,https://academic.oup.com/jcmc/article/11/2/469/4617728,2006,Community Participation and Internet Use after September 11: Complementarity in Channel Consumption,Journal of Computer-Mediated Communication,1,1,Mohan J. Dutta-Bergman,Mohan,Dutta-Bergman,1 Department of Communication Purdue University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mohan+Dutta-Bergman,https://www.google.com/search?q=Mohan+J.+Dutta-Bergman+department+of+communication+purdue+university,0.98,1894,Low,0.0045501413,0.011358416,0.015225797,0.96886563,0.96886563,0.015225797,0.95363986,department of communication purdue university,1 Department of Communication Purdue University,Purdue University Northwest,Mohan J. Dutta-Bergman,Mohan,Dutta-Bergman,1 Department of Communication Purdue University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mohan+Dutta-Bergman,https://www.google.com/search?q=Mohan+J.+Dutta-Bergman+department+of+communication+purdue+university,API_QUERY,https://ror.org/04keq6987,R,male,white,High,,
10055,10.1111/j.1083-6101.2006.00027.x+1.0,10.1111/j.1083-6101.2006.00027.x,https://academic.oup.com/jcmc/article/11/2/557/4617733,2006,The Effects of Communication Modality on Performance and Self-Ratings of Teamwork Components,Journal of Computer-Mediated Communication,2,1,Thomas D. Fletcher,Thomas,Fletcher,1 Department of Psychology University of Missouri–St. Louis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Fletcher,https://www.google.com/search?q=Thomas+D.+Fletcher+department+of+psychology+university+of+missouri+st+louis,0.99,176440,High,0.0046104277,0.23141354,0.031088106,0.7328879,0.7328879,0.23141354,0.5014744,department of psychology university of missouri st louis,1 Department of Psychology University of Missouri–St. Louis,University of Missouri,Thomas D. Fletcher,Thomas,Fletcher,1 Department of Psychology University of Missouri–St. Louis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Fletcher,https://www.google.com/search?q=Thomas+D.+Fletcher+department+of+psychology+university+of+missouri+st+louis,Exact,https://ror.org/02ymw8z06,R,male,white,Low,,
5978,10.1111/j.1468-2958.2006.00281.x+1.0,10.1111/j.1468-2958.2006.00281.x,https://academic.oup.com/hcr/article/32/4/385/4210719,2006,A Primer on Multilevel Modeling,Human Communication Research,1,1,Andrew F. Hayes,Andrew,Hayes,"1 School of Communication, The Ohio State University, Columbus, OH 43210",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrew+Hayes,https://www.google.com/search?q=Andrew+F.+Hayes+school+of+communication+the+ohio+state+university+columbus+oh,0.99,60301,High,0.005050255,0.22801204,0.021201508,0.7457362,0.7457362,0.22801204,0.51772416,school of communication the ohio state university columbus oh,"1 School of Communication, The Ohio State University, Columbus, OH 43210",The Ohio State University,Andrew F. Hayes,Andrew,Hayes,"1 School of Communication, The Ohio State University, Columbus, OH 43210",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrew+Hayes,https://www.google.com/search?q=Andrew+F.+Hayes+school+of+communication+the+ohio+state+university+columbus+oh,Exact,https://ror.org/00rs6vg23,R,male,white,Low,,
6009,10.1111/j.1468-2958.2006.00004.x+2.0,10.1111/j.1468-2958.2006.00004.x,https://academic.oup.com/hcr/article/32/1/74/4210751,2006,Communication With People of Different Ages in the Workplace: Thai and American Data,Human Communication Research,2,2,Howard Giles,Howard,Giles,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA 90089",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca,0.99,3213,High,0.0055912025,0.17404471,0.047277097,0.773087,0.773087,0.17404471,0.5990423,department of communication university of california santa barbara santa barbara ca,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA 90089","University of California, Santa Barbara",Howard Giles,Howard,Giles,"2 Department of Communication, University of California, Santa Barbara, Santa Barbara, CA 90089",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca,API_QUERY,https://ror.org/02t274463,R,male,white,Low,,
1990,10.1111/j.1460-2466.2006.00007.x+1.0,10.1111/j.1460-2466.2006.00007.x,https://academic.oup.com/joc/article/56/1/133/4102583,2006,"Television-World Estimates, Real-World Estimates, and Television Viewing: A New Scheme for Cultivation",Journal of Communication,2,1,Amir Hetsroni,Amir,Hetsroni,"1 Department of Communication, Yezreel Valley College, Yezreel Valley 19300, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amir+Hetsroni,https://www.google.com/search?q=Amir+Hetsroni+department+of+communication+yezreel+valley+college+yezreel+valley+israel,0.98,31516,High,0.027648099,0.0023643947,0.039309505,0.93067807,0.93067807,0.039309505,0.89136857,department of communication yezreel valley college yezreel valley israel,"1 Department of Communication, Yezreel Valley College, Yezreel Valley 19300, Israel",Max Stern Academic College of Emek Yezreel,Amir Hetsroni,Amir,Hetsroni,"1 Department of Communication, Yezreel Valley College, Yezreel Valley 19300, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amir+Hetsroni,https://www.google.com/search?q=Amir+Hetsroni+department+of+communication+yezreel+valley+college+yezreel+valley+israel,API_QUERY,https://ror.org/05qz2dz14,R,male,white,High,,
1882,10.1111/j.1460-2466.2006.00317.x+1.0,10.1111/j.1460-2466.2006.00317.x,https://academic.oup.com/joc/article/56/4/728/4102568,2006,"Democracy Based on Difference: Examining the Links Between Structural Heterogeneity, Heterogeneity of Discussion Networks, and Democratic Citizenship",Journal of Communication,5,1,Dietram A. Scheufele,Dietram,Scheufele,"1 School of Journalism &amp; Mass Communication, University of Wisconsin, Madison, WI 53706",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dietram+Scheufele,https://www.google.com/search?q=Dietram+A.+Scheufele+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+wi,1,1,Low,0.0045006163,0.009272316,0.016352504,0.96987456,0.96987456,0.016352504,0.9535221,school of journalism amp mass communication university of wisconsin madison wi,"1 School of Journalism &amp; Mass Communication, University of Wisconsin, Madison, WI 53706",University of Wisconsin–Madison,Dietram A. Scheufele,Dietram,Scheufele,"1 School of Journalism &amp; Mass Communication, University of Wisconsin, Madison, WI 53706",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dietram+Scheufele,https://www.google.com/search?q=Dietram+A.+Scheufele+school+of+journalism+amp+mass+communication+university+of+wisconsin+madison+wi,API_QUERY,https://ror.org/01y2jtd41,R,male,white,High,,
1969,10.1111/j.1460-2466.2006.00025.x+3.0,10.1111/j.1460-2466.2006.00025.x,https://academic.oup.com/joc/article/56/2/387/4070489,2006,"Contextual Features of Violent Video Games, Mental Models, and Aggression",Journal of Communication,3,3,Kristine L. Nowak,Kristine,Nowak,"1 Department of Communication Sciences, University of Connecticut at Storrs, Storrs, CT 06269",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristine+Nowak,https://www.google.com/search?q=Kristine+L.+Nowak+department+of+communication+sciences+university+of+connecticut+at+storrs+storrs+ct,0.98,6020,High,0.0089384,0.009021965,0.013626086,0.96841365,0.96841365,0.013626086,0.95478755,department of communication sciences university of connecticut at storrs storrs ct,"1 Department of Communication Sciences, University of Connecticut at Storrs, Storrs, CT 06269",University of Connecticut,Kristine L. Nowak,Kristine,Nowak,"1 Department of Communication Sciences, University of Connecticut at Storrs, Storrs, CT 06269",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristine+Nowak,https://www.google.com/search?q=Kristine+L.+Nowak+department+of+communication+sciences+university+of+connecticut+at+storrs+storrs+ct,Exact,https://ror.org/02der9h97,R,female,white,High,,
1995,10.1111/j.1460-2466.2006.00009.x+1.0,10.1111/j.1460-2466.2006.00009.x,https://academic.oup.com/joc/article/56/1/178/4102594,2006,Managing Voter Impressions: The Use of Images on Presidential Candidate Web Sites During the 2000 Campaign,Journal of Communication,2,1,Rebecca Verser,Rebecca,Verser,"1 Department of Communication, University of Missouri, Columbia, MO 65211",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Verser,https://www.google.com/search?q=Rebecca+Verser+department+of+communication+university+of+missouri+columbia+mo,0.98,36835,High,0.013691411,0.0080096945,0.019041117,0.9592577,0.9592577,0.019041117,0.9402166,department of communication university of missouri columbia mo,"1 Department of Communication, University of Missouri, Columbia, MO 65211",University of Missouri,Rebecca Verser,Rebecca,Verser,"1 Department of Communication, University of Missouri, Columbia, MO 65211",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Verser,https://www.google.com/search?q=Rebecca+Verser+department+of+communication+university+of+missouri+columbia+mo,Exact,https://ror.org/02ymw8z06,R,female,white,High,,
10017,10.1111/j.1083-6101.2006.00310.x+3.0,10.1111/j.1083-6101.2006.00310.x,https://academic.oup.com/jcmc/article/11/4/1104/4617722,2006,Online Word-of-Mouth (or Mouse): an Exploration of Its Antecedents and Consequences,Journal of Computer-Mediated Communication,4,3,Guohua Wu,Guohua,Wu,3 Department of Communications California State University at Fullerton,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Guohua+Wu,https://www.google.com/search?q=Guohua+Wu+department+of+communications+california+state+university+at+fullerton,0.56,61,Low,0.9994287,5.87E-05,0.00034262877,0.00016989216,0.9994287,0.00034262877,0.9990861,department of communications california state university at fullerton,3 Department of Communications California State University at Fullerton,"California State University, Fullerton",Guohua Wu,Guohua,Wu,3 Department of Communications California State University at Fullerton,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Guohua+Wu,https://www.google.com/search?q=Guohua+Wu+department+of+communications+california+state+university+at+fullerton,API_QUERY,https://ror.org/02avqqw26,R,male,api,High,,
1988,10.1111/j.1460-2466.2006.00006.x+1.0,10.1111/j.1460-2466.2006.00006.x,https://academic.oup.com/joc/article/56/1/110/4102581,2006,The Psychological Appeal of Personalized Content in Web Portals: Does Customization Affect Attitudes and Behavior?,Journal of Communication,2,1,Sriram Kalyanaraman,Sriram,Kalyanaraman,"1 School of Journalism and Mass Communication, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599-3365",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sriram+Kalyanaraman,https://www.google.com/search?q=Sriram+Kalyanaraman+school+of+journalism+and+mass+communication+university+of+north+carolina+at+chapel+hill+chapel+hill+nc,0.99,298,Low,0.97813225,0.0010353001,0.0022608603,0.018571679,0.97813225,0.018571679,0.9595606,school of journalism and mass communication university of north carolina at chapel hill chapel hill nc,"1 School of Journalism and Mass Communication, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599-3365",University of North Carolina at Chapel Hill,Sriram Kalyanaraman,Sriram,Kalyanaraman,"1 School of Journalism and Mass Communication, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599-3365",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sriram+Kalyanaraman,https://www.google.com/search?q=Sriram+Kalyanaraman+school+of+journalism+and+mass+communication+university+of+north+carolina+at+chapel+hill+chapel+hill+nc,Exact,https://ror.org/0130frc33,R,male,api,High,,
10057,10.1111/j.1083-6101.2006.00028.x+1.0,10.1111/j.1083-6101.2006.00028.x,https://academic.oup.com/jcmc/article/11/2/577/4617734,2006,"Iming, Text Messaging, and Adolescent Social Networks",Journal of Computer-Mediated Communication,3,1,J. Alison Bryant,Alison,Bryant,1 Department of Telecommunications Indiana University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alison+Bryant,https://www.google.com/search?q=J.+Alison+Bryant+department+of+telecommunications+indiana+university,0.98,25555,High,0.0031697007,0.3248216,0.02669358,0.6453151,0.6453151,0.3248216,0.32049352,department of telecommunications indiana university,1 Department of Telecommunications Indiana University,Indiana University,J. Alison Bryant,Alison,Bryant,1 Department of Telecommunications Indiana University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alison+Bryant,https://www.google.com/search?q=J.+Alison+Bryant+department+of+telecommunications+indiana+university,Exact,https://ror.org/01kg8sb98,R,female,white,Low,,
6080,10.1111/j.1468-2958.2005.tb00868.x+4.0,10.1111/j.1468-2958.2005.tb00868.x,https://academic.oup.com/hcr/article/31/1/162/4331550,2005,"What Produces Television Attention and Attention Style? Genre, Situation, and Individual Differences as Predictors",Human Communication Research,11,4,Barry Radler,Barry,Radler,1 University of Wisconsin-Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barry+Radler,https://www.google.com/search?q=Barry+Radler+university+of+wisconsin+madison,0.97,12863,High,0.0062050056,0.09172961,0.036899626,0.8651658,0.8651658,0.09172961,0.7734362,university of wisconsin madison,1 University of Wisconsin-Madison,University of Wisconsin–Madison,Barry Radler,Barry,Radler,1 University of Wisconsin-Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barry+Radler,https://www.google.com/search?q=Barry+Radler+university+of+wisconsin+madison,API_QUERY,https://ror.org/01y2jtd41,R,male,white,High,,
10155,10.1111/j.1083-6101.2005.tb00252.x+1.0,10.1111/j.1083-6101.2005.tb00252.x,https://academic.oup.com/jcmc/article/10/3/JCMC1033/4614461,2005,The Impact of Synchronicity and Civility in Online Political Discussions on Perceptions and Intentions to Participate,Journal of Computer-Mediated Communication,2,1,Elaine W. J. Ng,Elaine,Ng,"1 Recently completed her Master's degree in Communication Studies at the School of Communication and Information, Nanyang Technological University, Singapore. She is currently a tutor at the same university. Her research interests include computer-mediated communication and political communication.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elaine+Ng,https://www.google.com/search?q=Elaine+W.+J.+Ng+recently+completed+her+master+s+degree+in+communication+studies+at+the+school+of+communication+and+information+nanyang+technological+university+singapore+she+is+currently+a+tutor+at+the+same+university+her+research+interests+include+computer+mediated+communication+and+political+communication,0.98,8901,High,0.97903425,0.00112267,0.0037563178,0.016086766,0.97903425,0.016086766,0.9629475,recently completed her master s degree in communication studies at the school of communication and information nanyang technological university singapore she is currently a tutor at the same university her research interests include computer mediated communication and political communication,"1 Recently completed her Master's degree in Communication Studies at the School of Communication and Information, Nanyang Technological University, Singapore. She is currently a tutor at the same university. Her research interests include computer-mediated communication and political communication.",Nanyang Technological University,Elaine W. J. Ng,Elaine,Ng,"1 Recently completed her Master's degree in Communication Studies at the School of Communication and Information, Nanyang Technological University, Singapore. She is currently a tutor at the same university. Her research interests include computer-mediated communication and political communication.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elaine+Ng,https://www.google.com/search?q=Elaine+W.+J.+Ng+recently+completed+her+master+s+degree+in+communication+studies+at+the+school+of+communication+and+information+nanyang+technological+university+singapore+she+is+currently+a+tutor+at+the+same+university+her+research+interests+include+computer+mediated+communication+and+political+communication,Exact,https://ror.org/02e7b5302,R,female,api,High,,
10156,10.1111/j.1083-6101.2005.tb00252.x+2.0,10.1111/j.1083-6101.2005.tb00252.x,https://academic.oup.com/jcmc/article/10/3/JCMC1033/4614461,2005,The Impact of Synchronicity and Civility in Online Political Discussions on Perceptions and Intentions to Participate,Journal of Computer-Mediated Communication,2,2,Benjamin H. Detenber,Benjamin,Detenber,"2 (Ph.D., Stanford University) is an Associate Professor in the School of Communication and Information, Nanyang Technological University, Singapore, and Head of the Communication Research Division. His research interests focus on psychological processing and communication technologies, and cognitive and emotional responses to mediated presentations.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Detenber,https://www.google.com/search?q=Benjamin+H.+Detenber+is+an+associate+professor+in+the+school+of+communication+and+information+nanyang+technological+university+singapore+and+head+of+the+communication+research+division+his+research+interests+focus+on+psychological+processing+and+communication+technologies+and+cognitive+and+emotional+responses+to+mediated+presentations,0.99,62465,High,0.00355468,0.0028274078,0.023811547,0.9698064,0.9698064,0.023811547,0.94599485,is an associate professor in the school of communication and information nanyang technological university singapore and head of the communication research division his research interests focus on psychological processing and communication technologies and cognitive and emotional responses to mediated presentations,"2 (Ph.D., Stanford University) is an Associate Professor in the School of Communication and Information, Nanyang Technological University, Singapore, and Head of the Communication Research Division. His research interests focus on psychological processing and communication technologies, and cognitive and emotional responses to mediated presentations.",Nanyang Technological University,Benjamin H. Detenber,Benjamin,Detenber,"2 (Ph.D., Stanford University) is an Associate Professor in the School of Communication and Information, Nanyang Technological University, Singapore, and Head of the Communication Research Division. His research interests focus on psychological processing and communication technologies, and cognitive and emotional responses to mediated presentations.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Detenber,https://www.google.com/search?q=Benjamin+H.+Detenber+is+an+associate+professor+in+the+school+of+communication+and+information+nanyang+technological+university+singapore+and+head+of+the+communication+research+division+his+research+interests+focus+on+psychological+processing+and+communication+technologies+and+cognitive+and+emotional+responses+to+mediated+presentations,Exact,https://ror.org/02e7b5302,R,male,white,High,,
10098,10.1111/j.1083-6101.2005.tb00273.x+3.0,10.1111/j.1083-6101.2005.tb00273.x,https://academic.oup.com/jcmc/article/10/4/JCMC10411/4614451,2005,Using Social Psychology to Motivate Contributions to Online Communities,Journal of Computer-Mediated Communication,12,3,Pamela Ludford,Pamela,Ludford,"3 A Ph.D. student at the University of Minnesota, Department of Computer Science. Her research currently focuses on technology for collaboration via mobile computing devices equipped with location-based information services. She is completing the design and implementation for a mobile technology called PlaceMail, which will allow people to leave (and access) notes for themselves and others at places they frequent. More information is available at http://www.cs.umn.edu/~ludford.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pamela+Ludford,https://www.google.com/search?q=Pamela+Ludford+a+ph+d+student+at+the+university+of+minnesota+department+of+computer+science+her+research+currently+focuses+on+technology+for+collaboration+via+mobile+computing+devices+equipped+with+location+based+information+services+she+is+completing+the+design+and+implementation+for+a+mobile+technology+called+placemail+which+will+allow+people+to+leave+notes+for+themselves+and+others+at+places+they+frequent+more+information+is+available+at+http+www+cs+umn+edu+ludford,0.98,31042,High,0.0023076583,0.09807852,0.019629925,0.87998384,0.87998384,0.09807852,0.7819053,a ph d student at the university of minnesota department of computer science her research currently focuses on technology for collaboration via mobile computing devices equipped with location based information services she is completing the design and implementation for a mobile technology called placemail which will allow people to leave notes for themselves and others at places they frequent more information is available at http www cs umn edu ludford,"3 A Ph.D. student at the University of Minnesota, Department of Computer Science. Her research currently focuses on technology for collaboration via mobile computing devices equipped with location-based information services. She is completing the design and implementation for a mobile technology called PlaceMail, which will allow people to leave (and access) notes for themselves and others at places they frequent. More information is available at http://www.cs.umn.edu/~ludford.",University of Minnesota,Pamela Ludford,Pamela,Ludford,"3 A Ph.D. student at the University of Minnesota, Department of Computer Science. Her research currently focuses on technology for collaboration via mobile computing devices equipped with location-based information services. She is completing the design and implementation for a mobile technology called PlaceMail, which will allow people to leave (and access) notes for themselves and others at places they frequent. More information is available at http://www.cs.umn.edu/~ludford.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pamela+Ludford,https://www.google.com/search?q=Pamela+Ludford+a+ph+d+student+at+the+university+of+minnesota+department+of+computer+science+her+research+currently+focuses+on+technology+for+collaboration+via+mobile+computing+devices+equipped+with+location+based+information+services+she+is+completing+the+design+and+implementation+for+a+mobile+technology+called+placemail+which+will+allow+people+to+leave+notes+for+themselves+and+others+at+places+they+frequent+more+information+is+available+at+http+www+cs+umn+edu+ludford,Exact,https://ror.org/017zqws13,R,female,white,High,,
10103,10.1111/j.1083-6101.2005.tb00273.x+8.0,10.1111/j.1083-6101.2005.tb00273.x,https://academic.oup.com/jcmc/article/10/4/JCMC10411/4614451,2005,Using Social Psychology to Motivate Contributions to Online Communities,Journal of Computer-Mediated Communication,12,8,Dan Frankowski,Dan,Frankowski,"8 A staff scientist in the Computer Science Department, University of Minnesota. His research interests are collaborative systems, recommender systems, and data mining.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Frankowski,https://www.google.com/search?q=Dan+Frankowski+a+staff+scientist+in+the+computer+science+department+university+of+minnesota+his+research+interests+are+collaborative+systems+recommender+systems+and+data+mining,0.95,55986,High,0.0009317223,0.00046783077,0.010156379,0.98844415,0.98844415,0.010156379,0.97828776,a staff scientist in the computer science department university of minnesota his research interests are collaborative systems recommender systems and data mining,"8 A staff scientist in the Computer Science Department, University of Minnesota. His research interests are collaborative systems, recommender systems, and data mining.",University of Minnesota,Dan Frankowski,Dan,Frankowski,"8 A staff scientist in the Computer Science Department, University of Minnesota. His research interests are collaborative systems, recommender systems, and data mining.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Frankowski,https://www.google.com/search?q=Dan+Frankowski+a+staff+scientist+in+the+computer+science+department+university+of+minnesota+his+research+interests+are+collaborative+systems+recommender+systems+and+data+mining,Exact,https://ror.org/017zqws13,R,male,white,High,,
6057,10.1111/j.1468-2958.2005.tb00871.x+3.0,10.1111/j.1468-2958.2005.tb00871.x,https://academic.oup.com/hcr/article/31/2/241/4331536,2005,A Certain Je Ne Sais Quoi: Verbalization Bias in Evaluation,Human Communication Research,3,3,Ryan B. Alexander,Ryan,Alexander,2 Independent Researcher,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ryan+Alexander,https://www.google.com/search?q=Ryan+B.+Alexander+independent+researcher,0.99,45164,High,0.020255912,0.30460748,0.041498438,0.6336381,0.6336381,0.30460748,0.3290306,independent researcher,2 Independent Researcher,Korea Electronics Technology Institute,Ryan B. Alexander,Ryan,Alexander,2 Independent Researcher,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ryan+Alexander,https://www.google.com/search?q=Ryan+B.+Alexander+independent+researcher,API_QUERY,https://ror.org/039k6f508,R,male,white,Low,,
6072,10.1111/j.1468-2958.2005.tb00866.x+1.0,10.1111/j.1468-2958.2005.tb00866.x,https://academic.oup.com/hcr/article/31/1/102/4336802,2005,Communication and Understanding in Parent–Adolescent Relationships,Human Communication Research,3,1,Alan Sillars,Alan,Sillars,1 University of Montana,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Sillars,https://www.google.com/search?q=Alan+Sillars+university+of+montana,0.99,39948,High,0.004664712,0.1331745,0.048176628,0.81398416,0.81398416,0.1331745,0.6808097,university of montana,1 University of Montana,University of Montana,Alan Sillars,Alan,Sillars,1 University of Montana,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Sillars,https://www.google.com/search?q=Alan+Sillars+university+of+montana,Exact,https://ror.org/0078xmk34,R,male,white,High,,
10139,10.1111/j.1083-6101.2005.tb00271.x+1.0,10.1111/j.1083-6101.2005.tb00271.x,https://academic.oup.com/jcmc/article/10/4/JCMC1042/4614534,2005,Overcoming Mass Confusion: Collaborative Customer Co-Design in Online Communities,Journal of Computer-Mediated Communication,4,1,Frank Piller,Frank,Piller,"1 Based at the MIT Sloan School of Management (Technological Innovation and Entrepreneurship Group) and at the TUM Research Center Mass Customization &amp; Customer Integration of the Technische Universitaet Muenchen. His research looks at customer integration and open innovation strategies like mass customization and personalization, and other contemporary issues of technology and innovation management.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Frank+Piller,https://www.google.com/search?q=Frank+Piller+based+at+the+mit+sloan+school+of+management+and+at+the+tum+research+center+mass+customization+amp+customer+integration+of+the+technische+universitaet+muenchen+his+research+looks+at+customer+integration+and+open+innovation+strategies+like+mass+customization+and+personalization+and+other+contemporary+issues+of+technology+and+innovation+management,0.99,82391,High,0.0057860003,0.07464936,0.031684294,0.8878803,0.8878803,0.07464936,0.813231,based at the mit sloan school of management and at the tum research center mass customization amp customer integration of the technische universitaet muenchen his research looks at customer integration and open innovation strategies like mass customization and personalization and other contemporary issues of technology and innovation management,"1 Based at the MIT Sloan School of Management (Technological Innovation and Entrepreneurship Group) and at the TUM Research Center Mass Customization &amp; Customer Integration of the Technische Universitaet Muenchen. His research looks at customer integration and open innovation strategies like mass customization and personalization, and other contemporary issues of technology and innovation management.",Umkhuseli Innovation and Research Management,Frank Piller,Frank,Piller,"1 Based at the MIT Sloan School of Management (Technological Innovation and Entrepreneurship Group) and at the TUM Research Center Mass Customization &amp; Customer Integration of the Technische Universitaet Muenchen. His research looks at customer integration and open innovation strategies like mass customization and personalization, and other contemporary issues of technology and innovation management.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Frank+Piller,https://www.google.com/search?q=Frank+Piller+based+at+the+mit+sloan+school+of+management+and+at+the+tum+research+center+mass+customization+amp+customer+integration+of+the+technische+universitaet+muenchen+his+research+looks+at+customer+integration+and+open+innovation+strategies+like+mass+customization+and+personalization+and+other+contemporary+issues+of+technology+and+innovation+management,API_QUERY,https://ror.org/0472a5v57,R,male,white,High,,
