,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction,,
2487,10.1111/j.1460-2466.1999.tb02817.x+2.0,10.1111/j.1460-2466.1999.tb02817.x,https://academic.oup.com/joc/article/49/4/59/4108158,1999,The Emotional Appropriateness Heuristic: Processing Televised Presidential Reactions to the News,Journal of Communication,2,2,John E. Newhagen,John,Newhagen,"2 College of Journalism, University of Maryland, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Newhagen,https://www.google.com/search?q=John+E.+Newhagen+college+of+journalism+university+of+maryland+usa,male,0.99,218952,High,John E. Newhagen,John,Newhagen,"2 College of Journalism, University of Maryland, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Newhagen,https://www.google.com/search?q=John+E.+Newhagen+college+of+journalism+university+of+maryland+usa,white,High,0.0044663,0.014496773,0.015168201,0.9658688,0.9658688,0.015168201,0.9507006,college of journalism university of maryland usa,"2 College of Journalism, University of Maryland, USA",University of Mary,Exact,https://ror.org/055f0jp24,R,,,1,
8473,10.1111/j.1468-2885.1999.tb00357.x+1.0,10.1111/j.1468-2885.1999.tb00357.x,https://academic.oup.com/ct/article/9/2/189/4210437,1999,The Possibilities of Nature in a Postmodern Age: the Rhetorical Tactics of Environmental Justice Groups,Communication Theory,1,1,Kevin Michael DeLuca,Kevin,Deluca,"1 Kevin Michael DeLuca is an assistant professor in the Department of Communication at the Pennsylvania State University. This essay is part of a larger study of image politics and environmental rhetoric, titled  Image Politics: The New Rhetoric of Environmental Activism  (Guilford Press, in press). An earlier version of this essay was presented at the 1992 annual convention of the Speech Communication Association. The author thanks John Peters, Celeste Condit, Karlyn Kohrs Campbell, and the anonymous reviewers for their insightful comments.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Deluca,https://www.google.com/search?q=Kevin+Michael+DeLuca+kevin+michael+deluca+is+an+assistant+professor+in+the+department+of+communication+at+the+pennsylvania+state+university+this+essay+is+part+of+a+larger+study+of+image+politics+and+environmental+rhetoric+titled+image+politics+the+new+rhetoric+of+environmental+activism+an+earlier+version+of+this+essay+was+presented+at+the+annual+convention+of+the+speech+communication+association+the+author+thanks+john+peters+celeste+condit+karlyn+kohrs+campbell+and+the+anonymous+reviewers+for+their+insightful+comments,male,0.99,157365,High,Kevin Michael DeLuca,Kevin,Deluca,"1 Kevin Michael DeLuca is an assistant professor in the Department of Communication at the Pennsylvania State University. This essay is part of a larger study of image politics and environmental rhetoric, titled  Image Politics: The New Rhetoric of Environmental Activism  (Guilford Press, in press). An earlier version of this essay was presented at the 1992 annual convention of the Speech Communication Association. The author thanks John Peters, Celeste Condit, Karlyn Kohrs Campbell, and the anonymous reviewers for their insightful comments.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Deluca,https://www.google.com/search?q=Kevin+Michael+DeLuca+kevin+michael+deluca+is+an+assistant+professor+in+the+department+of+communication+at+the+pennsylvania+state+university+this+essay+is+part+of+a+larger+study+of+image+politics+and+environmental+rhetoric+titled+image+politics+the+new+rhetoric+of+environmental+activism+an+earlier+version+of+this+essay+was+presented+at+the+annual+convention+of+the+speech+communication+association+the+author+thanks+john+peters+celeste+condit+karlyn+kohrs+campbell+and+the+anonymous+reviewers+for+their+insightful+comments,white,High,0.0025084957,0.010156032,0.027616186,0.9597193,0.9597193,0.027616186,0.9321031,kevin michael deluca is an assistant professor in the department of communication at the pennsylvania state university this essay is part of a larger study of image politics and environmental rhetoric titled image politics the new rhetoric of environmental activism an earlier version of this essay was presented at the annual convention of the speech communication association the author thanks john peters celeste condit karlyn kohrs campbell and the anonymous reviewers for their insightful comments,"1 Kevin Michael DeLuca is an assistant professor in the Department of Communication at the Pennsylvania State University. This essay is part of a larger study of image politics and environmental rhetoric, titled  Image Politics: The New Rhetoric of Environmental Activism  (Guilford Press, in press). An earlier version of this essay was presented at the 1992 annual convention of the Speech Communication Association. The author thanks John Peters, Celeste Condit, Karlyn Kohrs Campbell, and the anonymous reviewers for their insightful comments.",Pennsylvania State University,Exact,https://ror.org/04p491231,R,,,1,
10451,10.1111/j.1083-6101.1999.tb00335.x+1.0,10.1111/j.1083-6101.1999.tb00335.x,https://academic.oup.com/jcmc/article/5/2/JCMC523/4584182,1999,Browsers or Buyers in Cyberspace? an Investigation of Factors Influencing Electronic Exchange,Journal of Computer-Mediated Communication,3,1,Vanitha Swaminathan,Vanitha,Swaminathan,"1 Vanitha Swaminathan is Assistant Professor of Marketing at the University of Massachusetts, Amherst. Professor Swaminathan's research interests focus on branding strategy and electronic commerce. Professor Swaminathan has published in the Journal of Marketing Research, Advances in Consumer Research and in the proceedings of the American Marketing Association, Association of Management and Relationship Marketing conferences.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vanitha+Swaminathan,https://www.google.com/search?q=Vanitha+Swaminathan+vanitha+swaminathan+is+assistant+professor+of+marketing+at+the+university+of+massachusetts+amherst+professor+swaminathan+s+research+interests+focus+on+branding+strategy+and+electronic+commerce+professor+swaminathan+has+published+in+the+journal+of+marketing+research+advances+in+consumer+research+and+in+the+proceedings+of+the+american+marketing+association+association+of+management+and+relationship+marketing+conferences,female,0.99,124,Low,Vanitha Swaminathan,Vanitha,Swaminathan,"1 Vanitha Swaminathan is Assistant Professor of Marketing at the University of Massachusetts, Amherst. Professor Swaminathan's research interests focus on branding strategy and electronic commerce. Professor Swaminathan has published in the Journal of Marketing Research, Advances in Consumer Research and in the proceedings of the American Marketing Association, Association of Management and Relationship Marketing conferences.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vanitha+Swaminathan,https://www.google.com/search?q=Vanitha+Swaminathan+vanitha+swaminathan+is+assistant+professor+of+marketing+at+the+university+of+massachusetts+amherst+professor+swaminathan+s+research+interests+focus+on+branding+strategy+and+electronic+commerce+professor+swaminathan+has+published+in+the+journal+of+marketing+research+advances+in+consumer+research+and+in+the+proceedings+of+the+american+marketing+association+association+of+management+and+relationship+marketing+conferences,api,Low,0.745273,0.035043087,0.006601695,0.21308225,0.745273,0.21308225,0.53219074,vanitha swaminathan is assistant professor of marketing at the university of massachusetts amherst professor swaminathan s research interests focus on branding strategy and electronic commerce professor swaminathan has published in the journal of marketing research advances in consumer research and in the proceedings of the american marketing association association of management and relationship marketing conferences,"1 Vanitha Swaminathan is Assistant Professor of Marketing at the University of Massachusetts, Amherst. Professor Swaminathan's research interests focus on branding strategy and electronic commerce. Professor Swaminathan has published in the Journal of Marketing Research, Advances in Consumer Research and in the proceedings of the American Marketing Association, Association of Management and Relationship Marketing conferences.",University of Massachusetts Amherst,Exact,https://ror.org/0072zz521,R,,,1,
2499,10.1111/j.1460-2466.1999.tb02804.x+1.0,10.1111/j.1460-2466.1999.tb02804.x,https://academic.oup.com/joc/article/49/3/46/4108151,1999,Caucasian Viewers' Memory of Black and White Criminal Suspects in the News,Journal of Communication,1,1,Mary Beth Oliver,Mary,Oliver,"1 College of Communications, Pennsylvania State University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Oliver,https://www.google.com/search?q=Mary+Beth+Oliver+college+of+communications+pennsylvania+state+university+usa,female,0.99,142684,High,Mary Beth Oliver,Mary,Oliver,"1 College of Communications, Pennsylvania State University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Oliver,https://www.google.com/search?q=Mary+Beth+Oliver+college+of+communications+pennsylvania+state+university+usa,white,Low,0.0031059391,0.2801785,0.022663966,0.6940516,0.6940516,0.2801785,0.41387314,college of communications pennsylvania state university usa,"1 College of Communications, Pennsylvania State University, USA",Pennsylvania State University,Exact,https://ror.org/04p491231,R,F,0,4,
2500,10.1111/j.1460-2466.1999.tb02805.x+1.0,10.1111/j.1460-2466.1999.tb02805.x,https://academic.oup.com/joc/article/49/3/61/4110074,1999,Gendered Construction of the American Indian in Popular Media,Journal of Communication,1,1,S. Elizabeth Bird,Elizabeth,Bird,"1 Department of Anthropology, University of South Florida, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Bird,https://www.google.com/search?q=S.+Elizabeth+Bird+department+of+anthropology+university+of+south+florida+usa,female,0.99,31288,High,S. Elizabeth Bird,Elizabeth,Bird,"1 Department of Anthropology, University of South Florida, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Bird,https://www.google.com/search?q=S.+Elizabeth+Bird+department+of+anthropology+university+of+south+florida+usa,white,High,0.0041593234,0.077864386,0.0302442,0.887732,0.887732,0.077864386,0.8098676,department of anthropology university of south florida usa,"1 Department of Anthropology, University of South Florida, USA",University of South Florida,Exact,https://ror.org/032db5x82,R,,,1,
10483,10.1111/j.1083-6101.1999.tb00107.x+2.0,10.1111/j.1083-6101.1999.tb00107.x,https://academic.oup.com/jcmc/article/4/4/JCMC442/4584411,1999,Visualizing Conversation,Journal of Computer-Mediated Communication,3,2,Karrie Karahalios,Karrie,Karahalios,"2 Graduate student in the Media Lab's Sociable Media Group. Her current work focuses on developing interfaces that examine the interaction of people and the social cues they perceive in networked electronic spaces. Previous work has included browsing large video banks as well as reconstructing three-dimensional spaces from multiple media sources. She holds an SB in electrical engineering, an ME in electrical engineering and computer science, and an SM in media arts and sciences from MIT.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karrie+Karahalios,https://www.google.com/search?q=Karrie+Karahalios+graduate+student+in+the+media+lab+s+sociable+media+group+her+current+work+focuses+on+developing+interfaces+that+examine+the+interaction+of+people+and+the+social+cues+they+perceive+in+networked+electronic+spaces+previous+work+has+included+browsing+large+video+banks+as+well+as+reconstructing+three+dimensional+spaces+from+multiple+media+sources+she+holds+an+sb+in+electrical+engineering+an+me+in+electrical+engineering+and+computer+science+and+an+sm+in+media+arts+and+sciences+from+mit,female,0.93,132,Low,Karrie Karahalios,Karrie,Karahalios,"2 Graduate student in the Media Lab's Sociable Media Group. Her current work focuses on developing interfaces that examine the interaction of people and the social cues they perceive in networked electronic spaces. Previous work has included browsing large video banks as well as reconstructing three-dimensional spaces from multiple media sources. She holds an SB in electrical engineering, an ME in electrical engineering and computer science, and an SM in media arts and sciences from MIT.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karrie+Karahalios,https://www.google.com/search?q=Karrie+Karahalios+graduate+student+in+the+media+lab+s+sociable+media+group+her+current+work+focuses+on+developing+interfaces+that+examine+the+interaction+of+people+and+the+social+cues+they+perceive+in+networked+electronic+spaces+previous+work+has+included+browsing+large+video+banks+as+well+as+reconstructing+three+dimensional+spaces+from+multiple+media+sources+she+holds+an+sb+in+electrical+engineering+an+me+in+electrical+engineering+and+computer+science+and+an+sm+in+media+arts+and+sciences+from+mit,white,High,0.139759,0.009644274,0.027848333,0.8227484,0.8227484,0.139759,0.6829894,graduate student in the media lab s sociable media group her current work focuses on developing interfaces that examine the interaction of people and the social cues they perceive in networked electronic spaces previous work has included browsing large video banks as well as reconstructing three dimensional spaces from multiple media sources she holds an sb in electrical engineering an me in electrical engineering and computer science and an sm in media arts and sciences from mit,"2 Graduate student in the Media Lab's Sociable Media Group. Her current work focuses on developing interfaces that examine the interaction of people and the social cues they perceive in networked electronic spaces. Previous work has included browsing large video banks as well as reconstructing three-dimensional spaces from multiple media sources. She holds an SB in electrical engineering, an ME in electrical engineering and computer science, and an SM in media arts and sciences from MIT.",Beijing Jingshida Electromechanical Equipment Research Institute,API_QUERY,https://ror.org/02vx4zx98,R,,,1,
2486,10.1111/j.1460-2466.1999.tb02817.x+1.0,10.1111/j.1460-2466.1999.tb02817.x,https://academic.oup.com/joc/article/49/4/59/4108158,1999,The Emotional Appropriateness Heuristic: Processing Televised Presidential Reactions to the News,Journal of Communication,2,1,Erik P. Bucy,Erik,Bucy,"1 Department of Telecommunications, Indiana University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erik+Bucy,https://www.google.com/search?q=Erik+P.+Bucy+department+of+telecommunications+indiana+university+usa,male,0.99,36091,High,Erik P. Bucy,Erik,Bucy,"1 Department of Telecommunications, Indiana University, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erik+Bucy,https://www.google.com/search?q=Erik+P.+Bucy+department+of+telecommunications+indiana+university+usa,white,High,0.004713326,0.1408595,0.018837487,0.8355897,0.8355897,0.1408595,0.6947302,department of telecommunications indiana university usa,"1 Department of Telecommunications, Indiana University, USA",Indiana University,Exact,https://ror.org/01kg8sb98,R,,,2,
10495,10.1111/j.1083-6101.1999.tb00099.x+1.0,10.1111/j.1083-6101.1999.tb00099.x,https://academic.oup.com/jcmc/article/4/3/JCMC431/4584402,1999,Document-centered Peer Collaborations: an Exploration of the Educational Uses of Networked Communication Technologies,Journal of Computer-Mediated Communication,4,1,Geri Gay,Geri,Gay,"1 Associate professor of communication at Cornell University. Professor Gay's research interests focus on cognitive and social issues for the design of interactive communication technologies. Past research has explored navigation issues, mental models and metaphors, knowledge representations, and system design. Professor Gay has received funding for her research and design projects from NSF, the Mellon Foundation, GE, IBM, Getty, Apple, SUN and several private donors. She teaches courses in interactive multimedia design and research, user-interface design, and the social design of communication systems.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Geri+Gay,https://www.google.com/search?q=Geri+Gay+associate+professor+of+communication+at+cornell+university+professor+gay+s+research+interests+focus+on+cognitive+and+social+issues+for+the+design+of+interactive+communication+technologies+past+research+has+explored+navigation+issues+mental+models+and+metaphors+knowledge+representations+and+system+design+professor+gay+has+received+funding+for+her+research+and+design+projects+from+nsf+the+mellon+foundation+ge+ibm+getty+apple+sun+and+several+private+donors+she+teaches+courses+in+interactive+multimedia+design+and+research+user+interface+design+and+the+social+design+of+communication+systems,male,0.75,1828,Low,Geri Gay,Geri,Gay,"1 Associate professor of communication at Cornell University. Professor Gay's research interests focus on cognitive and social issues for the design of interactive communication technologies. Past research has explored navigation issues, mental models and metaphors, knowledge representations, and system design. Professor Gay has received funding for her research and design projects from NSF, the Mellon Foundation, GE, IBM, Getty, Apple, SUN and several private donors. She teaches courses in interactive multimedia design and research, user-interface design, and the social design of communication systems.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Geri+Gay,https://www.google.com/search?q=Geri+Gay+associate+professor+of+communication+at+cornell+university+professor+gay+s+research+interests+focus+on+cognitive+and+social+issues+for+the+design+of+interactive+communication+technologies+past+research+has+explored+navigation+issues+mental+models+and+metaphors+knowledge+representations+and+system+design+professor+gay+has+received+funding+for+her+research+and+design+projects+from+nsf+the+mellon+foundation+ge+ibm+getty+apple+sun+and+several+private+donors+she+teaches+courses+in+interactive+multimedia+design+and+research+user+interface+design+and+the+social+design+of+communication+systems,white,Low,0.014890538,0.2106512,0.016672568,0.7577857,0.7577857,0.2106512,0.54713446,associate professor of communication at cornell university professor gay s research interests focus on cognitive and social issues for the design of interactive communication technologies past research has explored navigation issues mental models and metaphors knowledge representations and system design professor gay has received funding for her research and design projects from nsf the mellon foundation ge ibm getty apple sun and several private donors she teaches courses in interactive multimedia design and research user interface design and the social design of communication systems,"1 Associate professor of communication at Cornell University. Professor Gay's research interests focus on cognitive and social issues for the design of interactive communication technologies. Past research has explored navigation issues, mental models and metaphors, knowledge representations, and system design. Professor Gay has received funding for her research and design projects from NSF, the Mellon Foundation, GE, IBM, Getty, Apple, SUN and several private donors. She teaches courses in interactive multimedia design and research, user-interface design, and the social design of communication systems.",Cornell University,Exact,https://ror.org/05bnh6r87,R,,,2,
2497,10.1111/j.1460-2466.1999.tb02803.x+1.0,10.1111/j.1460-2466.1999.tb02803.x,https://academic.oup.com/joc/article/49/3/24/4110069,1999,Predicting Exposure to and Uses of Television Violence,Journal of Communication,2,1,Marina Krcmar,Marina,Krcmar,"1 Department of Communication Sciences, University of Connecticut, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marina+Krcmar,https://www.google.com/search?q=Marina+Krcmar+department+of+communication+sciences+university+of+connecticut+usa,female,0.98,109549,High,Marina Krcmar,Marina,Krcmar,"1 Department of Communication Sciences, University of Connecticut, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marina+Krcmar,https://www.google.com/search?q=Marina+Krcmar+department+of+communication+sciences+university+of+connecticut+usa,white,High,0.0045849127,0.0035754072,0.018163802,0.97367585,0.97367585,0.018163802,0.95551205,department of communication sciences university of connecticut usa,"1 Department of Communication Sciences, University of Connecticut, USA",University of Connecticut,Exact,https://ror.org/02der9h97,R,,,1,
10470,10.1111/j.1083-6101.1999.tb00332.x+3.0,10.1111/j.1083-6101.1999.tb00332.x,https://academic.oup.com/jcmc/article/5/1/JCMC512/4584189,1999,The Performance of Cyberspace: an Exploration into Computer-Mediated Reality,Journal of Computer-Mediated Communication,3,3,Kenneth Hansen,Kenneth,Hansen,"3 Michael Fegan is pursuing a Ph.D. in American Studies at Michigan State University. His studies focus on the Internet as a rhetorical and cultural construct, as well as the nature of textuality in electronic mediums.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Hansen,https://www.google.com/search?q=Kenneth+Hansen+michael+fegan+is+pursuing+a+ph+d+in+american+studies+at+michigan+state+university+his+studies+focus+on+the+internet+as+a+rhetorical+and+cultural+construct+as+well+as+the+nature+of+textuality+in+electronic+mediums,male,0.98,20666,High,Kenneth Hansen,Kenneth,Hansen,"3 Michael Fegan is pursuing a Ph.D. in American Studies at Michigan State University. His studies focus on the Internet as a rhetorical and cultural construct, as well as the nature of textuality in electronic mediums.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kenneth+Hansen,https://www.google.com/search?q=Kenneth+Hansen+michael+fegan+is+pursuing+a+ph+d+in+american+studies+at+michigan+state+university+his+studies+focus+on+the+internet+as+a+rhetorical+and+cultural+construct+as+well+as+the+nature+of+textuality+in+electronic+mediums,white,High,0.010696918,0.003900516,0.013444941,0.97195756,0.97195756,0.013444941,0.9585126,michael fegan is pursuing a ph d in american studies at michigan state university his studies focus on the internet as a rhetorical and cultural construct as well as the nature of textuality in electronic mediums,"3 Michael Fegan is pursuing a Ph.D. in American Studies at Michigan State University. His studies focus on the Internet as a rhetorical and cultural construct, as well as the nature of textuality in electronic mediums.",Michigan State University,Exact,https://ror.org/05hs6h993,R,,,1,
6368,10.1111/j.1468-2958.1999.tb00457.x+2.0,10.1111/j.1468-2958.1999.tb00457.x,https://academic.oup.com/hcr/article/25/4/478/4554798,1999,Surveying the Effect of Media Effects: A Meta-Analytic Summary of the Media Effects Research in Human Communication Research,Human Communication Research,2,2,Mike Allen,Mike,Allen,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Allen,https://www.google.com/search?q=Mike+Allen+mike+allen+is+a+professor+in+the+department+of+communication+at+the+university+of+wisconsin+milwaukee,male,0.99,109844,High,Mike Allen,Mike,Allen,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Allen,https://www.google.com/search?q=Mike+Allen+mike+allen+is+a+professor+in+the+department+of+communication+at+the+university+of+wisconsin+milwaukee,white,Low,0.008207182,0.25161582,0.019867787,0.7203092,0.7203092,0.25161582,0.46869338,mike allen is a professor in the department of communication at the university of wisconsin milwaukee,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",University of Wisconsin–Milwaukee,API_QUERY,https://ror.org/031q21x57,R,,,1,
2525,10.1111/j.1460-2466.1999.tb02784.x+1.0,10.1111/j.1460-2466.1999.tb02784.x,https://academic.oup.com/joc/article/49/1/103/4110088,1999,Framing as a Theory of Media Effects,Journal of Communication,1,1,Dietram A. Scheufele,Dietram,Scheufele,"1 Mass Communications Research Center, University of Wisconsin-Madison, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dietram+Scheufele,https://www.google.com/search?q=Dietram+A.+Scheufele+mass+communications+research+center+university+of+wisconsin+madison+usa,male,1,1,Low,Dietram A. Scheufele,Dietram,Scheufele,"1 Mass Communications Research Center, University of Wisconsin-Madison, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dietram+Scheufele,https://www.google.com/search?q=Dietram+A.+Scheufele+mass+communications+research+center+university+of+wisconsin+madison+usa,white,High,0.0045006163,0.009272316,0.016352504,0.96987456,0.96987456,0.016352504,0.9535221,mass communications research center university of wisconsin madison usa,"1 Mass Communications Research Center, University of Wisconsin-Madison, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,,2,
6371,10.1111/j.1468-2958.1999.tb00460.x+1.0,10.1111/j.1468-2958.1999.tb00460.x,https://academic.oup.com/hcr/article/25/4/531/4554802,1999,A Qualitatively Constructed Interpersonal Communication Model: A Grounded Theory Analysis,Human Communication Research,1,1,Glen H. Stamp,Glen,Stamp,"1 Glen H. Stamp (Ph.D., University of Texas at Austin, 1991) is an associate professor in the Department of Communication Studies at Ball State University, Muncie, IN 47306 (e-mail  00ghstamp@bsuvc.bsu.edu )",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Glen+Stamp,https://www.google.com/search?q=Glen+H.+Stamp+glen+h+stamp+is+an+associate+professor+in+the+department+of+communication+studies+at+ball+state+university+muncie+in,male,0.55,8106,Low,Glen H. Stamp,Glen,Stamp,"1 Glen H. Stamp (Ph.D., University of Texas at Austin, 1991) is an associate professor in the Department of Communication Studies at Ball State University, Muncie, IN 47306 (e-mail  00ghstamp@bsuvc.bsu.edu )",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Glen+Stamp,https://www.google.com/search?q=Glen+H.+Stamp+glen+h+stamp+is+an+associate+professor+in+the+department+of+communication+studies+at+ball+state+university+muncie+in,white,High,0.003525492,0.033013124,0.02836924,0.93509215,0.93509215,0.033013124,0.90207905,glen h stamp is an associate professor in the department of communication studies at ball state university muncie in,"1 Glen H. Stamp (Ph.D., University of Texas at Austin, 1991) is an associate professor in the Department of Communication Studies at Ball State University, Muncie, IN 47306 (e-mail  00ghstamp@bsuvc.bsu.edu )",Ball State University,Exact,https://ror.org/00k6tx165,R,,,1,
6382,10.1111/j.1468-2958.1999.tb00449.x+2.0,10.1111/j.1468-2958.1999.tb00449.x,https://academic.oup.com/hcr/article/25/3/341/4554719,1999,Affectionate Behavior in Adult Platonic Friendships: Interpreting and Evaluating Expectancy Violations,Human Communication Research,2,2,Michael Voloudakis,Michael,Voloudakis,"2 Michael Voloudakis (M.A., University of Arizona, 1997) is a doctoral student in communication and a master's student in public health at the University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Voloudakis,https://www.google.com/search?q=Michael+Voloudakis+michael+voloudakis+is+a+doctoral+student+in+communication+and+a+master+s+student+in+public+health+at+the+university+of+arizona,male,0.99,245870,High,Michael Voloudakis,Michael,Voloudakis,"2 Michael Voloudakis (M.A., University of Arizona, 1997) is a doctoral student in communication and a master's student in public health at the University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Voloudakis,https://www.google.com/search?q=Michael+Voloudakis+michael+voloudakis+is+a+doctoral+student+in+communication+and+a+master+s+student+in+public+health+at+the+university+of+arizona,white,High,0.0128450785,0.044085935,0.022965157,0.92010385,0.92010385,0.044085935,0.8760179,michael voloudakis is a doctoral student in communication and a master s student in public health at the university of arizona,"2 Michael Voloudakis (M.A., University of Arizona, 1997) is a doctoral student in communication and a master's student in public health at the University of Arizona",University of Arizona,Exact,https://ror.org/03m2x1q45,R,,,1,
2514,10.1111/j.1460-2466.1999.tb02797.x+1.0,10.1111/j.1460-2466.1999.tb02797.x,https://academic.oup.com/joc/article/49/2/123/4110091,1999,Party Identification and Negative Advertising in a U.S. Senate Election,Journal of Communication,3,1,James B. Lemert,James,Lemert,"1 Department of Journalism, University of Oregon, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Lemert,https://www.google.com/search?q=James+B.+Lemert+department+of+journalism+university+of+oregon+usa,male,0.99,117309,High,James B. Lemert,James,Lemert,"1 Department of Journalism, University of Oregon, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Lemert,https://www.google.com/search?q=James+B.+Lemert+department+of+journalism+university+of+oregon+usa,white,Low,0.006996817,0.21550259,0.06006894,0.7174316,0.7174316,0.21550259,0.50192904,department of journalism university of oregon usa,"1 Department of Journalism, University of Oregon, USA",University of Oregon,Exact,https://ror.org/0293rh119,R,,,2,
10468,10.1111/j.1083-6101.1999.tb00332.x+1.0,10.1111/j.1083-6101.1999.tb00332.x,https://academic.oup.com/jcmc/article/5/1/JCMC512/4584189,1999,The Performance of Cyberspace: an Exploration into Computer-Mediated Reality,Journal of Computer-Mediated Communication,3,1,Gretchen Barbatsis,Gretchen,Barbatsis,"1 Gretchen Barbatsis (Ph.D., University of Minnesota) is an Associate Professor of Telecommunication at Michigan State University. Her research in visual communication examines the nature and role of the electronic image from the perspectives of cultural studies and visual aesthetics.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gretchen+Barbatsis,https://www.google.com/search?q=Gretchen+Barbatsis+gretchen+barbatsis+is+an+associate+professor+of+telecommunication+at+michigan+state+university+her+research+in+visual+communication+examines+the+nature+and+role+of+the+electronic+image+from+the+perspectives+of+cultural+studies+and+visual+aesthetics,female,0.98,846,Low,Gretchen Barbatsis,Gretchen,Barbatsis,"1 Gretchen Barbatsis (Ph.D., University of Minnesota) is an Associate Professor of Telecommunication at Michigan State University. Her research in visual communication examines the nature and role of the electronic image from the perspectives of cultural studies and visual aesthetics.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gretchen+Barbatsis,https://www.google.com/search?q=Gretchen+Barbatsis+gretchen+barbatsis+is+an+associate+professor+of+telecommunication+at+michigan+state+university+her+research+in+visual+communication+examines+the+nature+and+role+of+the+electronic+image+from+the+perspectives+of+cultural+studies+and+visual+aesthetics,white,High,0.0050482955,0.06614694,0.05477558,0.8740292,0.8740292,0.06614694,0.8078823,gretchen barbatsis is an associate professor of telecommunication at michigan state university her research in visual communication examines the nature and role of the electronic image from the perspectives of cultural studies and visual aesthetics,"1 Gretchen Barbatsis (Ph.D., University of Minnesota) is an Associate Professor of Telecommunication at Michigan State University. Her research in visual communication examines the nature and role of the electronic image from the perspectives of cultural studies and visual aesthetics.",Michigan State University,Exact,https://ror.org/05hs6h993,R,,,1,
