authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10.1111/hcre.12015+1.0,10.1111/hcre.12015,https://academic.oup.com/hcr/article/40/1/73/4093727,2014,The Effectiveness of Adaptation of the Protagonist in Narrative Impact: Similarity Influences Health Beliefs through Self-Referencing,Human Communication Research,1.0,1.0,Anneke de Graaf,Anneke,Graaf,"1 Amsterdam School of Communication Research (ASCoR), University of Amsterdam, Amsterdam, 1012 CX, Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anneke+Graaf,https://www.google.com/search?q=Anneke+de+Graaf+amsterdam+school+of+communication+research+university+of+amsterdam+amsterdam+cx+netherlands,female,0.99,3254.0,High,Anneke de Graaf,Anneke,Graaf,"1 Amsterdam School of Communication Research (ASCoR), University of Amsterdam, Amsterdam, 1012 CX, Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anneke+Graaf,https://www.google.com/search?q=Anneke+de+Graaf+amsterdam+school+of+communication+research+university+of+amsterdam+amsterdam+cx+netherlands,white,High,0.0043838946,0.0016589635,0.016822577,0.9771345,0.9771345,0.016822577,0.96031195,amsterdam school of communication research university of amsterdam amsterdam cx netherlands,"1 Amsterdam School of Communication Research (ASCoR), University of Amsterdam, Amsterdam, 1012 CX, Netherlands,",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
10.1111/j.1468-2885.2005.tb00337.x+1.0,10.1111/j.1468-2885.2005.tb00337.x,https://academic.oup.com/ct/article/15/3/292/4110471,2005,The Mass Media as Discursive Network: Building on the Implications of Libertarian and Communitarian Claims for News Media Ethics Theory,Communication Theory,1.0,1.0,Patrick Lee Plaisance,Patrick,Plaisance,"1 Patrick Lee Plaisance (PhD, 2002, Syracuse University) is an assistant professor in the Department of Journalism and Technical Communication at Colorado State University. An earlier version of this article was presented at the 2001 annual conference of the International Communication Association, Philosophy of Communication Division, Washington, DC.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Plaisance,https://www.google.com/search?q=Patrick+Lee+Plaisance+patrick+lee+plaisance+is+an+assistant+professor+in+the+department+of+journalism+and+technical+communication+at+colorado+state+university+an+earlier+version+of+this+article+was+presented+at+the+annual+conference+of+the+international+communication+association+philosophy+of+communication+division+washington+dc,male,0.99,153288.0,High,Patrick Lee Plaisance,Patrick,Plaisance,"1 Patrick Lee Plaisance (PhD, 2002, Syracuse University) is an assistant professor in the Department of Journalism and Technical Communication at Colorado State University. An earlier version of this article was presented at the 2001 annual conference of the International Communication Association, Philosophy of Communication Division, Washington, DC.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Plaisance,https://www.google.com/search?q=Patrick+Lee+Plaisance+patrick+lee+plaisance+is+an+assistant+professor+in+the+department+of+journalism+and+technical+communication+at+colorado+state+university+an+earlier+version+of+this+article+was+presented+at+the+annual+conference+of+the+international+communication+association+philosophy+of+communication+division+washington+dc,white,High,0.0051442957,0.13699195,0.032611024,0.8252527,0.8252527,0.13699195,0.6882608,patrick lee plaisance is an assistant professor in the department of journalism and technical communication at colorado state university an earlier version of this article was presented at the annual conference of the international communication association philosophy of communication division washington dc,"1 Patrick Lee Plaisance (PhD, 2002, Syracuse University) is an assistant professor in the Department of Journalism and Technical Communication at Colorado State University. An earlier version of this article was presented at the 2001 annual conference of the International Communication Association, Philosophy of Communication Division, Washington, DC.",Colorado State University,Exact,https://ror.org/03k1gpj17,R,,
10.1111/j.1460-2466.1971.tb02935.x+1.0,10.1111/j.1460-2466.1971.tb02935.x,https://academic.oup.com/joc/article/21/4/363/4561017,1971,Channel Variation and Attitude Change,Journal of Communication,2.0,1.0,Victor D. Wall,Victor,Wall,"1 Victor D. Wall, Jr. (W.D., University of Colorado, 1971) is Assistant Professor of Speech at the University of Wyoming",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Wall,https://www.google.com/search?q=Victor+D.+Wall+victor+d+wall+jr+is+assistant+professor+of+speech+at+the+university+of+wyoming,male,0.99,94927.0,High,Victor D. Wall,Victor,Wall,"1 Victor D. Wall, Jr. (W.D., University of Colorado, 1971) is Assistant Professor of Speech at the University of Wyoming",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Wall,https://www.google.com/search?q=Victor+D.+Wall+victor+d+wall+jr+is+assistant+professor+of+speech+at+the+university+of+wyoming,white,High,0.009831965,0.08323289,0.016562337,0.8903728,0.8903728,0.08323289,0.80713993,victor d wall jr is assistant professor of speech at the university of wyoming,"1 Victor D. Wall, Jr. (W.D., University of Colorado, 1971) is Assistant Professor of Speech at the University of Wyoming",University of Wyoming,Exact,https://ror.org/01485tq96,R,,
10.1111/j.1460-2466.2007.00347.x+2.0,10.1111/j.1460-2466.2007.00347.x,https://academic.oup.com/joc/article/57/2/366/4102670,2007,"A Test of Rivaling Approaches to Explain News Effects: News on Issue Positions of Parties, Real-World Developments, Support and Criticism, and Success and Failure",Journal of Communication,4.0,2.0,Anita M. J. van Hoof,Anita,Hoof,"1 Department of Communication Science, Vrije Universiteit, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anita+Hoof,https://www.google.com/search?q=Anita+M.+J.+van+Hoof+department+of+communication+science+vrije+universiteit+amsterdam+the+netherlands,female,0.98,66163.0,High,Anita M. J. van Hoof,Anita,Hoof,"1 Department of Communication Science, Vrije Universiteit, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anita+Hoof,https://www.google.com/search?q=Anita+M.+J.+van+Hoof+department+of+communication+science+vrije+universiteit+amsterdam+the+netherlands,white,High,0.004047063,0.04014862,0.03748396,0.9183203,0.9183203,0.04014862,0.8781717,department of communication science vrije universiteit amsterdam the netherlands,"1 Department of Communication Science, Vrije Universiteit, Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
10.1111/j.1468-2885.2010.01368.x+1.0,10.1111/j.1468-2885.2010.01368.x,https://academic.oup.com/ct/article/20/4/387/4085664,2010,“Silent Orality”: Toward a Conceptualization of the Digital Oral Features in CMC and SMS Texts,Communication Theory,1.0,1.0,Oren Soffer,Oren,Soffer,"1 Department of Sociology, Political Science and Communication, The Open University of Israel, Raanana 43107, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Oren+Soffer,https://www.google.com/search?q=Oren+Soffer+department+of+sociology+political+science+and+communication+the+open+university+of+israel+raanana+israel,male,0.93,481.0,Low,Oren Soffer,Oren,Soffer,"1 Department of Sociology, Political Science and Communication, The Open University of Israel, Raanana 43107, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Oren+Soffer,https://www.google.com/search?q=Oren+Soffer+department+of+sociology+political+science+and+communication+the+open+university+of+israel+raanana+israel,white,High,0.0013720912,0.00025394766,0.011157581,0.9872163,0.9872163,0.011157581,0.9760587,department of sociology political science and communication the open university of israel raanana israel,"1 Department of Sociology, Political Science and Communication, The Open University of Israel, Raanana 43107, Israel",Open University of Israel,Exact,https://ror.org/027z64205,R,,
10.1111/j.1460-2466.1995.tb00748.x+2.0,10.1111/j.1460-2466.1995.tb00748.x,https://academic.oup.com/joc/article/45/3/164/4160249,1995,nightly@nbc.com: Audience Scope and the Perception of Interactivity in Viewer Mail on the Internet,Journal of Communication,3.0,2.0,John W. Cordes,John,Cordes,"2 John W. Cordes is a doctoral student in the College of Journalism, University of Maryland.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Cordes,https://www.google.com/search?q=John+W.+Cordes+john+w+cordes+is+a+doctoral+student+in+the+college+of+journalism+university+of+maryland,male,0.99,218952.0,High,John W. Cordes,John,Cordes,"2 John W. Cordes is a doctoral student in the College of Journalism, University of Maryland.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Cordes,https://www.google.com/search?q=John+W.+Cordes+john+w+cordes+is+a+doctoral+student+in+the+college+of+journalism+university+of+maryland,white,Low,0.01994938,0.050942548,0.1486421,0.780466,0.780466,0.1486421,0.6318239,john w cordes is a doctoral student in the college of journalism university of maryland,"2 John W. Cordes is a doctoral student in the College of Journalism, University of Maryland.",University of Mary,Exact,https://ror.org/055f0jp24,R,,
10.1111/j.1083-6101.2006.00315.x+1.0,10.1111/j.1083-6101.2006.00315.x,https://academic.oup.com/jcmc/article/12/1/66/4582980,2006,Do You Know What I Know? A Shared Understandings Perspective on Text-Based Communication,Journal of Computer-Mediated Communication,4.0,1.0,Michael H. Dickey,Michael,Dickey,1 Department of Computer Science and Engineering Technology Northern New Mexico College,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Dickey,https://www.google.com/search?q=Michael+H.+Dickey+department+of+computer+science+and+engineering+technology+northern+new+mexico+college,male,0.99,245870.0,High,Michael H. Dickey,Michael,Dickey,1 Department of Computer Science and Engineering Technology Northern New Mexico College,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Dickey,https://www.google.com/search?q=Michael+H.+Dickey+department+of+computer+science+and+engineering+technology+northern+new+mexico+college,white,High,0.013938135,0.11378022,0.049895532,0.8223861,0.8223861,0.11378022,0.7086059,department of computer science and engineering technology northern new mexico college,1 Department of Computer Science and Engineering Technology Northern New Mexico College,Northern New Mexico College,Exact,https://ror.org/01e94xy17,R,,
10.1111/hcre.12009+2.0,10.1111/hcre.12009,https://academic.oup.com/hcr/article/39/4/492/4093713,2013,Pornography Consumption and Attitudes toward Homosexuality: A National Longitudinal Study,Human Communication Research,2.0,2.0,Soyoung Bae,Soyoung,Bae,,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Soyoung+Bae,https://www.google.com/search?q=Soyoung+Bae+nan,female,0.94,465.0,Low,Soyoung Bae,Soyoung,Bae,,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Soyoung+Bae,https://www.google.com/search?q=Soyoung+Bae+nan,api,High,0.80172926,0.03696,0.020985834,0.1403249,0.80172926,0.1403249,0.6614044,,,,,,R,,
10.1111/j.1468-2958.1999.tb00457.x+2.0,10.1111/j.1468-2958.1999.tb00457.x,https://academic.oup.com/hcr/article/25/4/478/4554798,1999,Surveying the Effect of Media Effects: A Meta-Analytic Summary of the Media Effects Research in Human Communication Research,Human Communication Research,2.0,2.0,Mike Allen,Mike,Allen,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Allen,https://www.google.com/search?q=Mike+Allen+mike+allen+is+a+professor+in+the+department+of+communication+at+the+university+of+wisconsin+milwaukee,male,0.99,109844.0,High,Mike Allen,Mike,Allen,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mike+Allen,https://www.google.com/search?q=Mike+Allen+mike+allen+is+a+professor+in+the+department+of+communication+at+the+university+of+wisconsin+milwaukee,white,Low,0.008207182,0.25161582,0.019867787,0.7203092,0.7203092,0.25161582,0.46869338,mike allen is a professor in the department of communication at the university of wisconsin milwaukee,"2 Mike Allen (Ph.D., Michigan State University, 1987) is a professor in the Department of Communication at the University of Wisconsin-Milwaukee",University of Wisconsin–Milwaukee,API_QUERY,https://ror.org/031q21x57,R,,
10.1111/j.1468-2958.2009.01359.x+4.0,10.1111/j.1468-2958.2009.01359.x,https://academic.oup.com/hcr/article/35/4/465/4107461,2009,"Gender, Language, and Social Influence: A Test of Expectation States, Role Congruity, and Self-Categorization Theories",Human Communication Research,4.0,4.0,Beverly Bondad-Brown,Beverly,Bondad-Brown,"1 Department of Communication, University of California, Santa Barbara, CA 93106-4020",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Beverly+Bondad-Brown,https://www.google.com/search?q=Beverly+Bondad-Brown+department+of+communication+university+of+california+santa+barbara+ca,female,0.96,3274.0,High,Beverly Bondad-Brown,Beverly,Bondad-Brown,"1 Department of Communication, University of California, Santa Barbara, CA 93106-4020",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Beverly+Bondad-Brown,https://www.google.com/search?q=Beverly+Bondad-Brown+department+of+communication+university+of+california+santa+barbara+ca,white,Low,0.0022569029,0.41971096,0.02264527,0.5553869,0.5553869,0.41971096,0.13567594,department of communication university of california santa barbara ca,"1 Department of Communication, University of California, Santa Barbara, CA 93106-4020","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,,
10.1111/j.1468-2885.1993.tb00058.x+2.0,10.1111/j.1468-2885.1993.tb00058.x,https://academic.oup.com/ct/article/3/1/73/4430830,1993,The Elaboration Likelihood Model and the Sleeper Effect: An Assessment of Attitude Change over Time,Communication Theory,2.0,2.0,Rodney Reynolds,Rodney,Reynolds,"1 Associate professor in the Department of Communication, University of Wisconsin- Milwaukee, Milwaukee, WI 53201. Rodney Reynolds is an associate professor in the Department of Speech, University of Hawaii at Manoa, 326 George Hall, 2560 Campus Road, Honolulu, HI 96822",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rodney+Reynolds,https://www.google.com/search?q=Rodney+Reynolds+associate+professor+in+the+department+of+communication+university+of+wisconsin+milwaukee+milwaukee+wi+rodney+reynolds+is+an+associate+professor+in+the+department+of+speech+university+of+hawaii+at+manoa+george+hall+campus+road+honolulu+hi,male,0.99,3778.0,High,Rodney Reynolds,Rodney,Reynolds,"1 Associate professor in the Department of Communication, University of Wisconsin- Milwaukee, Milwaukee, WI 53201. Rodney Reynolds is an associate professor in the Department of Speech, University of Hawaii at Manoa, 326 George Hall, 2560 Campus Road, Honolulu, HI 96822",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rodney+Reynolds,https://www.google.com/search?q=Rodney+Reynolds+associate+professor+in+the+department+of+communication+university+of+wisconsin+milwaukee+milwaukee+wi+rodney+reynolds+is+an+associate+professor+in+the+department+of+speech+university+of+hawaii+at+manoa+george+hall+campus+road+honolulu+hi,white,High,0.0042967945,0.08427271,0.03840668,0.8730238,0.8730238,0.08427271,0.7887511,associate professor in the department of communication university of wisconsin milwaukee milwaukee wi rodney reynolds is an associate professor in the department of speech university of hawaii at manoa george hall campus road honolulu hi,"1 Associate professor in the Department of Communication, University of Wisconsin- Milwaukee, Milwaukee, WI 53201. Rodney Reynolds is an associate professor in the Department of Speech, University of Hawaii at Manoa, 326 George Hall, 2560 Campus Road, Honolulu, HI 96822",University of Hawaii at Manoa,Exact,https://ror.org/01wspgy28,R,,
10.1111/j.1468-2958.1983.tb00705.x+2.0,10.1111/j.1468-2958.1983.tb00705.x,https://academic.oup.com/hcr/article/9/4/367/4587825,1983,"An Index to Human Communication Research, 1974–1983",Human Communication Research,2.0,2.0,Dorothy A. Struck,Dorothy,Struck,1 State University of New York at New Paltz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dorothy+Struck,https://www.google.com/search?q=Dorothy+A.+Struck+state+university+of+new+york+at+new+paltz,female,0.99,11523.0,High,Dorothy A. Struck,Dorothy,Struck,1 State University of New York at New Paltz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dorothy+Struck,https://www.google.com/search?q=Dorothy+A.+Struck+state+university+of+new+york+at+new+paltz,white,High,0.0035755911,0.0430574,0.023226667,0.9301403,0.9301403,0.0430574,0.88708293,state university of new york at new paltz,1 State University of New York at New Paltz,State University of New York at New Paltz,Exact,https://ror.org/03j3dv688,R,,
10.1111/j.1468-2958.1981.tb00569.x+1.0,10.1111/j.1468-2958.1981.tb00569.x,https://academic.oup.com/hcr/article/7/3/195/4626841,1981,The Taken-for-Granted,Human Communication Research,1.0,1.0,Robert Hopper,Robert,Hopper,"1 Robert Hopper (Ph.D., University of Wisconsin, 1970) is professor of speech communication at the University of Texas at Austin, Austin, Texas 78712",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hopper,https://www.google.com/search?q=Robert+Hopper+robert+hopper+is+professor+of+speech+communication+at+the+university+of+texas+at+austin+austin+texas,male,0.99,177418.0,High,Robert Hopper,Robert,Hopper,"1 Robert Hopper (Ph.D., University of Wisconsin, 1970) is professor of speech communication at the University of Texas at Austin, Austin, Texas 78712",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hopper,https://www.google.com/search?q=Robert+Hopper+robert+hopper+is+professor+of+speech+communication+at+the+university+of+texas+at+austin+austin+texas,white,High,0.0080295205,0.057385996,0.016559782,0.9180247,0.9180247,0.057385996,0.86063874,robert hopper is professor of speech communication at the university of texas at austin austin texas,"1 Robert Hopper (Ph.D., University of Wisconsin, 1970) is professor of speech communication at the University of Texas at Austin, Austin, Texas 78712",The University of Texas at Austin,Exact,https://ror.org/00hj54h04,R,,
10.1111/j.1468-2958.1984.tb00023.x+1.0,10.1111/j.1468-2958.1984.tb00023.x,https://academic.oup.com/hcr/article/10/3/351/4587782,1984,Relational Messages Associated with Nonverbal Behaviors,Human Communication Research,4.0,1.0,Judee K. Burgoon,Judee,Burgoon,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of speech communication at the University of Arizona, Tucson",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judee+Burgoon,https://www.google.com/search?q=Judee+K.+Burgoon+judee+k+burgoon+is+professor+of+speech+communication+at+the+university+of+arizona+tucson,female,0.7,46.0,Low,Judee K. Burgoon,Judee,Burgoon,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of speech communication at the University of Arizona, Tucson",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Judee+Burgoon,https://www.google.com/search?q=Judee+K.+Burgoon+judee+k+burgoon+is+professor+of+speech+communication+at+the+university+of+arizona+tucson,white,High,0.011093201,0.1202031,0.020355787,0.8483479,0.8483479,0.1202031,0.7281448,judee k burgoon is professor of speech communication at the university of arizona tucson,"1 Judee K. Burgoon (Ed. D., West Virginia University, 1974) is professor of speech communication at the University of Arizona, Tucson",University of Arizona,Exact,https://ror.org/03m2x1q45,R,,
10.1093/joc/jqz052+13.0,10.1093/joc/jqz052,https://academic.oup.com/joc/article/71/1/1/5803422,2021,An Agenda for Open Science in Communication,Journal of Communication,37.0,13.0,Johannes Breuer,Johannes,Breuer,"Data Archive for the Social Sciences, GESIS—Leibniz Institute for the Social Sciences , Köln, 50667,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johannes+Breuer,https://www.google.com/search?q=Johannes+Breuer+data+archive+for+the+social+sciences+gesis+leibniz+institute+for+the+social+sciences+k+ln+germany,male,0.99,13733.0,High,Johannes Breuer,Johannes,Breuer,"Data Archive for the Social Sciences, GESIS—Leibniz Institute for the Social Sciences , Köln, 50667,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johannes+Breuer,https://www.google.com/search?q=Johannes+Breuer+data+archive+for+the+social+sciences+gesis+leibniz+institute+for+the+social+sciences+k+ln+germany,white,High,0.0033114841,0.032309167,0.018197954,0.9461814,0.9461814,0.032309167,0.91387224,data archive for the social sciences gesis leibniz institute for the social sciences k ln germany,"Data Archive for the Social Sciences, GESIS—Leibniz Institute for the Social Sciences , Köln, 50667,  Germany",Leibniz Institute for the Social Sciences,Exact,https://ror.org/018afyw53,R,,
10.1111/j.1460-2466.1976.tb01360.x+1.0,10.1111/j.1460-2466.1976.tb01360.x,https://academic.oup.com/joc/article/26/1/70/4553720,1976,"Trends in Network Prime-Time Programming, 1953–74",Journal of Communication,2.0,1.0,Joseph R. Dominick,Joseph,Dominick,1 Joseph R. Dominick is an Associate Professor in the Grady School of Journalism and Mass Communication at the University of Georgia. Millard C. Pearce is a graduate student at the same institution,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Dominick,https://www.google.com/search?q=Joseph+R.+Dominick+joseph+r+dominick+is+an+associate+professor+in+the+grady+school+of+journalism+and+mass+communication+at+the+university+of+georgia+millard+c+pearce+is+a+graduate+student+at+the+same+institution,male,0.99,60259.0,High,Joseph R. Dominick,Joseph,Dominick,1 Joseph R. Dominick is an Associate Professor in the Grady School of Journalism and Mass Communication at the University of Georgia. Millard C. Pearce is a graduate student at the same institution,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Dominick,https://www.google.com/search?q=Joseph+R.+Dominick+joseph+r+dominick+is+an+associate+professor+in+the+grady+school+of+journalism+and+mass+communication+at+the+university+of+georgia+millard+c+pearce+is+a+graduate+student+at+the+same+institution,white,High,0.008713543,0.14337158,0.022848086,0.82506675,0.82506675,0.14337158,0.68169516,joseph r dominick is an associate professor in the grady school of journalism and mass communication at the university of georgia millard c pearce is a graduate student at the same institution,1 Joseph R. Dominick is an Associate Professor in the Grady School of Journalism and Mass Communication at the University of Georgia. Millard C. Pearce is a graduate student at the same institution,University of Georgia,Exact,https://ror.org/02bjhwk41,R,,
10.1093/joc/jqab004+3.0,10.1093/joc/jqab004,https://academic.oup.com/joc/article/71/2/332/6238574,2021,Stories Collectively Engage Listeners’ Brains: Enhanced Intersubject Correlations during Reception of Personal Narratives,Journal of Communication,4.0,3.0,René Weber,René,Weber,"Department of Communication, Michigan State University, East Lansing, MI 48828, USA    Department of Communication, University of California Santa Barbara , SantaBarbara, CA 93106,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=René+Weber,https://www.google.com/search?q=Ren%C3%A9+Weber+department+of+communication+michigan+state+university+east+lansing+mi+usa+department+of+communication+university+of+california+santa+barbara+santabarbara+ca+usa,male,1.0,4.0,Low,René Weber,René,Weber,"Department of Communication, Michigan State University, East Lansing, MI 48828, USA    Department of Communication, University of California Santa Barbara , SantaBarbara, CA 93106,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=René+Weber,https://www.google.com/search?q=Ren%C3%A9+Weber+department+of+communication+michigan+state+university+east+lansing+mi+usa+department+of+communication+university+of+california+santa+barbara+santabarbara+ca+usa,white,High,0.0070608472,0.015042267,0.019892989,0.95800394,0.95800394,0.019892989,0.93811095,department of communication michigan state university east lansing mi usa department of communication university of california santa barbara santabarbara ca usa,"Department of Communication, Michigan State University, East Lansing, MI 48828, USA    Department of Communication, University of California Santa Barbara , SantaBarbara, CA 93106,  USA",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10.1111/j.1460-2466.1996.tb01475.x+1.0,10.1111/j.1460-2466.1996.tb01475.x,https://academic.oup.com/joc/article/46/2/79/4160259,1996,Rethinking the Focus Group in Media and Communications Research,Journal of Communication,2.0,1.0,Peter Lunt,Peter,Lunt,1 Peter Lunt is a lecturer in Psychology at university College London.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Lunt,https://www.google.com/search?q=Peter+Lunt+peter+lunt+is+a+lecturer+in+psychology+at+university+college+london,male,0.99,165452.0,High,Peter Lunt,Peter,Lunt,1 Peter Lunt is a lecturer in Psychology at university College London.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Lunt,https://www.google.com/search?q=Peter+Lunt+peter+lunt+is+a+lecturer+in+psychology+at+university+college+london,white,Low,0.010175498,0.097802565,0.14326237,0.74875957,0.74875957,0.14326237,0.6054972,peter lunt is a lecturer in psychology at university college london,1 Peter Lunt is a lecturer in Psychology at university College London.,University College London,Exact,https://ror.org/02jx3x895,R,,
10.1111/j.1468-2958.2011.01404.x+3.0,10.1111/j.1468-2958.2011.01404.x,https://academic.oup.com/hcr/article/37/3/404/4107527,2011,From Microactions to Macrostructure and Back: A Structurational Approach to the Evolution of Organizational Networks,Human Communication Research,4.0,3.0,Christian Steglich,Christian,Steglich,"3 ICS/Department of Sociology, University of Groningen, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christian+Steglich,https://www.google.com/search?q=Christian+Steglich+ics+department+of+sociology+university+of+groningen+the+netherlands,male,0.99,156233.0,High,Christian Steglich,Christian,Steglich,"3 ICS/Department of Sociology, University of Groningen, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christian+Steglich,https://www.google.com/search?q=Christian+Steglich+ics+department+of+sociology+university+of+groningen+the+netherlands,white,High,0.0043304446,0.013984012,0.019704958,0.9619806,0.9619806,0.019704958,0.94227564,ics department of sociology university of groningen the netherlands,"3 ICS/Department of Sociology, University of Groningen, The Netherlands",University of Groningen,Exact,https://ror.org/012p63287,R,,
10.1093/hcr/hqab008+3.0,10.1093/hcr/hqab008,https://academic.oup.com/hcr/article/47/4/364/6333546,2021,A Recipe for Success: The Effect of Dyadic Communication and Cooperative Gameplay on Subsequent Non-gaming Task Performance,Human Communication Research,6.0,3.0,Brett Sherrick,Brett,Sherrick,"Brian Lamb School of Communication, College of Liberal Arts, Purdue University , West Lafayette, IN 47907,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brett+Sherrick,https://www.google.com/search?q=Brett+Sherrick+brian+lamb+school+of+communication+college+of+liberal+arts+purdue+university+west+lafayette+in+usa,male,0.99,5601.0,High,Brett Sherrick,Brett,Sherrick,"Brian Lamb School of Communication, College of Liberal Arts, Purdue University , West Lafayette, IN 47907,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brett+Sherrick,https://www.google.com/search?q=Brett+Sherrick+brian+lamb+school+of+communication+college+of+liberal+arts+purdue+university+west+lafayette+in+usa,white,High,0.0040091285,0.04792044,0.024662677,0.92340773,0.92340773,0.04792044,0.87548727,brian lamb school of communication college of liberal arts purdue university west lafayette in usa,"Brian Lamb School of Communication, College of Liberal Arts, Purdue University , West Lafayette, IN 47907,  USA",Purdue University West Lafayette,Exact,https://ror.org/02dqehb95,R,,
10.1093/joc/jqy004+2.0,10.1093/joc/jqy004,https://academic.oup.com/joc/article/68/2/267/4958973,2018,"Media, Communication, and the Environment in Precarious Times",Journal of Communication,2.0,2.0,Annika E Nilsson,Annika,Nilsson,"Stockholm Environment Institute, 11523 Stockholm, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Annika+Nilsson,https://www.google.com/search?q=Annika+E+Nilsson+stockholm+environment+institute+stockholm+sweden,female,0.97,11182.0,High,Annika E Nilsson,Annika,Nilsson,"Stockholm Environment Institute, 11523 Stockholm, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Annika+Nilsson,https://www.google.com/search?q=Annika+E+Nilsson+stockholm+environment+institute+stockholm+sweden,white,High,0.007876903,0.13593869,0.019707194,0.8364773,0.8364773,0.13593869,0.7005386,stockholm environment institute stockholm sweden,"Stockholm Environment Institute, 11523 Stockholm, Sweden",Stockholm Environment Institute,Exact,https://ror.org/00ng9c593,R,,
