index,haley,michelle,jeff,jaemin,jongmin,matthew,Same,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,race_prediction
18,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.1977.tb00536.x+1.0,10.1111/j.1468-2958.1977.tb00536.x,https://academic.oup.com/hcr/article/3/4/335/4637570,1977,Anxiety Arousing Messages and Ego-Involvement as Determinants of Communicative Predispositions,Human Communication Research,3,1,Timothy G. Plax,Timothy,Plax,1 University of New Mexico,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+university+of+new+mexico,male,0.99,13105,High,Timothy G. Plax,Timothy,Plax,1 University of New Mexico,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+university+of+new+mexico,white,High,0.006208448,0.10269245,0.0204543,0.8706448,0.8706448,0.10269245,0.7679524,
19,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1986.tb03038.x+1.0,10.1111/j.1460-2466.1986.tb03038.x,https://academic.oup.com/joc/article/36/1/41/4282875,1986,Democracy and Communication: Mass Observation 1937–1943,Journal of Communication,2,1,Michael Pickering,Michael,Pickering,1 Michael Pickering is Senior Lecturer in Communication Studies in the Department of Languages and Culture at Sunderland Polytechnic. David Chaney is Senior Lecturer in Sociology in the Department of Sociology and Social Policy at the University of Durham,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pickering,https://www.google.com/search?q=Michael+Pickering+michael+pickering+is+senior+lecturer+in+communication+studies+in+the+department+of+languages+and+culture+at+sunderland+polytechnic+david+chaney+is+senior+lecturer+in+sociology+in+the+department+of+sociology+and+social+policy+at+the+university+of+durham,male,0.99,245870,High,Michael Pickering,Michael,Pickering,1 Michael Pickering is Senior Lecturer in Communication Studies in the Department of Languages and Culture at Sunderland Polytechnic. David Chaney is Senior Lecturer in Sociology in the Department of Sociology and Social Policy at the University of Durham,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pickering,https://www.google.com/search?q=Michael+Pickering+michael+pickering+is+senior+lecturer+in+communication+studies+in+the+department+of+languages+and+culture+at+sunderland+polytechnic+david+chaney+is+senior+lecturer+in+sociology+in+the+department+of+sociology+and+social+policy+at+the+university+of+durham,white,High,0.005670642,0.09800691,0.03545,0.86087245,0.86087245,0.09800691,0.76286554,
20,0,0,0,0,0,0,TRUE,10.1111/jcom.12040+4.0,10.1111/jcom.12040,https://academic.oup.com/joc/article/63/4/766/4086101,2013,"Attitude Change in Competitive Framing Environments? Open-/Closed-Mindedness, Framing Effects, and Climate Change",Journal of Communication,4,4,Morgan Ellithorpe,Morgan,Ellithorpe,"1 School of Communication, The Ohio State University, Columbus, OH, 43201, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Morgan+Ellithorpe,https://www.google.com/search?q=Morgan+Ellithorpe+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.89,15354,High,Morgan Ellithorpe,Morgan,Ellithorpe,"1 School of Communication, The Ohio State University, Columbus, OH, 43201, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Morgan+Ellithorpe,https://www.google.com/search?q=Morgan+Ellithorpe+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.016152557,0.21815458,0.13293673,0.63275605,0.63275605,0.21815458,0.41460148,
21,3,3,3,3,3,3,TRUE,10.1093/joc/jqab029+17.0,10.1093/joc/jqab029,https://academic.oup.com/joc/article/71/5/764/6333553,2021,"Open Science, Closed Doors? Countering Marginalization through an Agenda for Ethical, Inclusive Research in Communication",Journal of Communication,17,17,Amy L. Gonzales,Amy,Gonzales,"University of California, Santa Barbara, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Gonzales,https://www.google.com/search?q=Amy+L.+Gonzales+university+of+california+santa+barbara+santa+barbara+ca+usa,female,0.97,31233,High,Amy L. Gonzales,Amy,Gonzales,"University of California, Santa Barbara, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Gonzales,https://www.google.com/search?q=Amy+L.+Gonzales+university+of+california+santa+barbara+santa+barbara+ca+usa,hispanic,High,0.029107515,0.008558887,0.88248765,0.079845876,0.88248765,0.079845876,0.80264175,
22,0,0,0,0,0,0,TRUE,10.1111/cccr.12032+1.0,10.1111/cccr.12032,https://academic.oup.com/ccc/article/6/4/525/4054531,2013,"Calling All Copyfighters: Experts as Superheroes, Comic Books as Intervention and Boundary Making in Canadian Copyright Policy","Communication, Culture and Critique",1,1,Alex Mochnacki,Alex,Mochnacki,"1 Department of Sociology, McGill University, Montreal, H3A 2T7, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alex+Mochnacki,https://www.google.com/search?q=Alex+Mochnacki+department+of+sociology+mcgill+university+montreal+h+a+t+canada,male,0.9,411319,High,Alex Mochnacki,Alex,Mochnacki,"1 Department of Sociology, McGill University, Montreal, H3A 2T7, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alex+Mochnacki,https://www.google.com/search?q=Alex+Mochnacki+department+of+sociology+mcgill+university+montreal+h+a+t+canada,white,High,0.004693374,0.00054269104,0.039882455,0.95488137,0.95488137,0.039882455,0.9149989,
24,2,2,2,2,2,2,TRUE,10.1111/j.1460-2466.2011.01550.x+2.0,10.1111/j.1460-2466.2011.01550.x,https://academic.oup.com/joc/article/61/3/496/4098459,2011,Distorting Genetic Research About Cancer: From Bench Science to Press Release to Published News,Journal of Communication,3,2,Chul-joo Lee,Chul-joo,Lee,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chul-joo+Lee,https://www.google.com/search?q=Chul-joo+Lee+school+of+communication+the+ohio+state+university+columbus+oh+usa,,0,0,Low,Chul-joo Lee,Chul-joo,Lee,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chul-joo+Lee,https://www.google.com/search?q=Chul-joo+Lee+school+of+communication+the+ohio+state+university+columbus+oh+usa,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,
25,0,0,0,0,0,0,TRUE,10.1111/jcom.12203+1.0,10.1111/jcom.12203,https://academic.oup.com/joc/article/66/1/35/4082390,2016,Television and Globalization: The TV Content Global Value Chain,Journal of Communication,1,1,Jean K. Chalaby,Jean,Chalaby,"1 Department of Sociology, City University London, London, EC1V 0HB, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jean+Chalaby,https://www.google.com/search?q=Jean+K.+Chalaby+department+of+sociology+city+university+london+london+ec+v+hb+uk,male,0.95,196185,High,Jean K. Chalaby,Jean,Chalaby,"1 Department of Sociology, City University London, London, EC1V 0HB, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jean+Chalaby,https://www.google.com/search?q=Jean+K.+Chalaby+department+of+sociology+city+university+london+london+ec+v+hb+uk,white,High,0.0032846136,0.12971202,0.023799885,0.8432035,0.8432035,0.12971202,0.71349144,
26,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.2012.01431.x+3.0,10.1111/j.1468-2958.2012.01431.x,https://academic.oup.com/hcr/article/38/4/485/4093697,2012,Dynamic Motivational Processing of Antimarijuana Messages: Coactivation Begets Attention,Human Communication Research,4,3,John M. Tchernev,John,Tchernev,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Tchernev,https://www.google.com/search?q=John+M.+Tchernev+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,218952,High,John M. Tchernev,John,Tchernev,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Tchernev,https://www.google.com/search?q=John+M.+Tchernev+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,High,0.004460305,0.0065578623,0.018362544,0.97061926,0.97061926,0.018362544,0.95225674,
27,0,0,0,0,0,0,TRUE,10.1111/j.1468-2885.2008.01332.x+1.0,10.1111/j.1468-2885.2008.01332.x,https://academic.oup.com/ct/article/19/1/49/4098720,2009,Using Message Form to Stimulate Conversations: The Case of Tropes,Communication Theory,4,1,Hans Hoeken,Hans,Hoeken,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Hoeken,https://www.google.com/search?q=Hans+Hoeken+department+of+business+communication+studies+centre+for+language+studies+radboud+university+nijmegen+nl+hd+the+netherlands,male,0.97,37182,High,Hans Hoeken,Hans,Hoeken,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Hoeken,https://www.google.com/search?q=Hans+Hoeken+department+of+business+communication+studies+centre+for+language+studies+radboud+university+nijmegen+nl+hd+the+netherlands,white,High,0.0054750987,0.001605402,0.01204944,0.98086995,0.98086995,0.01204944,0.9688205,
28,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1979.tb01710.x+3.0,10.1111/j.1460-2466.1979.tb01710.x,https://academic.oup.com/joc/article/29/3/42/4371669,1979,"Atrocity Tales, the Unification Church, and the Social Construction of Evil",Journal of Communication,3,3,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,,0,0,Low,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,white,High,0.014058633,0.0056950874,0.026924117,0.9533222,0.9533222,0.026924117,0.92639804,
29,0,0,0,0,0,0,TRUE,10.1093/joc/jqy009+2.0,10.1093/joc/jqy009,https://academic.oup.com/joc/article/68/3/636/4972617,2018,“I Just Google It”: Folk Theories of Distributed Discovery,Journal of Communication,2,2,Rasmus Kleis Nielsen,Rasmus,Nielsen,"Reuters Institute for the Study of Journalism, Department of Politics and International Relations, University of Oxford, Oxford OX2 6PS, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rasmus+Nielsen,https://www.google.com/search?q=Rasmus+Kleis+Nielsen+reuters+institute+for+the+study+of+journalism+department+of+politics+and+international+relations+university+of+oxford+oxford+ox+ps+uk,male,0.99,3866,High,Rasmus Kleis Nielsen,Rasmus,Nielsen,"Reuters Institute for the Study of Journalism, Department of Politics and International Relations, University of Oxford, Oxford OX2 6PS, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rasmus+Nielsen,https://www.google.com/search?q=Rasmus+Kleis+Nielsen+reuters+institute+for+the+study+of+journalism+department+of+politics+and+international+relations+university+of+oxford+oxford+ox+ps+uk,white,High,0.0011645342,0.00060097175,0.010372109,0.98786247,0.98786247,0.010372109,0.97749037,
30,2,2,2,2,2,2,TRUE,10.1111/j.1460-2466.2004.tb02610.x+2.0,10.1111/j.1460-2466.2004.tb02610.x,https://academic.oup.com/joc/article/54/1/5/4102958,2004,Must-See TV or ESPN: Entertainment and Sports Media Exposure and Body-Image Distortion in College Women,Journal of Communication,2,2,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,female,0.75,4,Low,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,api,High,0.99892503,0.000102264006,0.0002519059,0.00072082557,0.99892503,0.00072082557,0.99820423,
32,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.2007.00288.x+2.0,10.1111/j.1468-2958.2007.00288.x,https://academic.oup.com/hcr/article/33/1/48/4210750,2007,Spectrum Analysis of Cortical Activity during Verbal Planning: Physical Evidence for the Formation of Social Interaction Routines,Human Communication Research,2,2,Alan D. Heisel,Alan,Heisel,"1 Department of Communication, University of Missouri—St. Louis, St. Louis, MO 63121-4499",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Heisel,https://www.google.com/search?q=Alan+D.+Heisel+department+of+communication+university+of+missouri+st+louis+st+louis+mo,male,0.99,39948,High,Alan D. Heisel,Alan,Heisel,"1 Department of Communication, University of Missouri—St. Louis, St. Louis, MO 63121-4499",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Heisel,https://www.google.com/search?q=Alan+D.+Heisel+department+of+communication+university+of+missouri+st+louis+st+louis+mo,white,High,0.0055401,0.005624661,0.027432814,0.96140254,0.96140254,0.027432814,0.93396974,
33,0,0,0,0,0,0,TRUE,10.1111/j.1083-6101.2006.tb00316.x+1.0,10.1111/j.1083-6101.2006.tb00316.x,https://academic.oup.com/jcmc/article/11/1/337/4616675,2005,Culture in the Online Class: Using Message Analysis to Look beyond Nationality-Based Frames of Reference,Journal of Computer-Mediated Communication,1,1,Anne Hewling,Anne,Hewling,"1 Institute of Educational Technology Open University, U.K.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Hewling,https://www.google.com/search?q=Anne+Hewling+institute+of+educational+technology+open+university+u+k,female,0.97,78727,High,Anne Hewling,Anne,Hewling,"1 Institute of Educational Technology Open University, U.K.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Hewling,https://www.google.com/search?q=Anne+Hewling+institute+of+educational+technology+open+university+u+k,white,High,0.007887333,0.028954105,0.014581643,0.9485769,0.9485769,0.028954105,0.91962284,
34,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.2001.tb00786.x+3.0,10.1111/j.1468-2958.2001.tb00786.x,https://academic.oup.com/hcr/article/27/3/382/4554822,2001,The Effect of Culture and Self-Construals on Predispositions Toward Verbal Communication,Human Communication Research,5,3,John E. Hunter,John,Hunter,"3 (Ph.D., University of Illinois at Urbana-Champaign, 1964) is a professor in the Department of Psychology at Michigan State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+is+a+professor+in+the+department+of+psychology+at+michigan+state+university,male,0.99,218952,High,John E. Hunter,John,Hunter,"3 (Ph.D., University of Illinois at Urbana-Champaign, 1964) is a professor in the Department of Psychology at Michigan State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+is+a+professor+in+the+department+of+psychology+at+michigan+state+university,white,Low,0.0050652456,0.3526232,0.030407287,0.61190426,0.61190426,0.3526232,0.25928107,
35,0,0,0,0,0,0,TRUE,10.1093/jcmc/zmz031+2.0,10.1093/jcmc/zmz031,https://academic.oup.com/jcmc/article/25/2/163/5815731,2020,Cyberbullying Perpetration and Victimization in Youth: A Meta-Analysis of Longitudinal Studies,Journal of Computer-Mediated Communication,3,2,Peter J Schulz,Peter,Schulz,"Faculty of Communication Sciences,  Università della Svizzera italiana , 6900 Lugano,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Schulz,https://www.google.com/search?q=Peter+J+Schulz+faculty+of+communication+sciences+universit+della+svizzera+italiana+lugano+switzerland,male,0.99,165452,High,Peter J Schulz,Peter,Schulz,"Faculty of Communication Sciences,  Università della Svizzera italiana , 6900 Lugano,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Schulz,https://www.google.com/search?q=Peter+J+Schulz+faculty+of+communication+sciences+universit+della+svizzera+italiana+lugano+switzerland,white,High,0.007909423,0.00073451,0.047582168,0.9437738,0.9437738,0.047582168,0.89619166,
36,2,2,2,2,2,2,TRUE,10.1111/jcc4.12141+2.0,10.1111/jcc4.12141,https://academic.oup.com/jcmc/article/20/6/601/4067586,2015,How Do Online Game Communities Retain Gamers? Social Presence and Social Capital Perspectives,Journal of Computer-Mediated Communication,3,2,Han-Chung Huang,Han-Chung,Huang,"2 Graduate Institute of Business and Management, Chang Gung University, Taiwan, 259, Wenhua 1st Rd, Taoyuan, 333, Taiwan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Han-Chung+Huang,https://www.google.com/search?q=Han-Chung+Huang+graduate+institute+of+business+and+management+chang+gung+university+taiwan+wenhua+st+rd+taoyuan+taiwan,,0,0,Low,Han-Chung Huang,Han-Chung,Huang,"2 Graduate Institute of Business and Management, Chang Gung University, Taiwan, 259, Wenhua 1st Rd, Taoyuan, 333, Taiwan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Han-Chung+Huang,https://www.google.com/search?q=Han-Chung+Huang+graduate+institute+of+business+and+management+chang+gung+university+taiwan+wenhua+st+rd+taoyuan+taiwan,api,High,0.97838116,0.0010540795,0.0025503947,0.018014392,0.97838116,0.018014392,0.9603668,
37,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1989.tb01032.x+2.0,10.1111/j.1460-2466.1989.tb01032.x,https://academic.oup.com/joc/article/39/2/95/4210556,1989,News Media Use and Adolescents' Information about Nuclear Issues: A Soviet-American Comparison,Journal of Communication,3,2,John P. Robinson,John,Robinson,"2 John P. Robinson is Professor of Sociology at the University of Mary land, College Park",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Robinson,https://www.google.com/search?q=John+P.+Robinson+john+p+robinson+is+professor+of+sociology+at+the+university+of+mary+land+college+park,male,0.99,218952,High,John P. Robinson,John,Robinson,"2 John P. Robinson is Professor of Sociology at the University of Mary land, College Park",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Robinson,https://www.google.com/search?q=John+P.+Robinson+john+p+robinson+is+professor+of+sociology+at+the+university+of+mary+land+college+park,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,
38,0,0,0,0,0,0,TRUE,10.1111/hcre.12072+3.0,10.1111/hcre.12072,https://academic.oup.com/hcr/article/42/2/221/4002794,2016,The Allure of Aphrodite: How Gender-Congruent Media Portrayals Impact Adult Women's Possible Future Selves,Human Communication Research,4,3,Melissa J. Robinson,Melissa,Robinson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Robinson,https://www.google.com/search?q=Melissa+J.+Robinson+school+of+communication+the+ohio+state+university+columbus+oh+usa,female,0.99,63975,High,Melissa J. Robinson,Melissa,Robinson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Robinson,https://www.google.com/search?q=Melissa+J.+Robinson+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,
39,0,0,0,0,0,0,TRUE,10.1093/ccc/tcy015+3.0,10.1093/ccc/tcy015,https://academic.oup.com/ccc/article/11/3/418/5060327,2018,Legitimating Media: Shakespeare’s Awkward Travels Through Video Games and Twitter,"Communication, Culture and Critique",3,3,Jonathan Sterne,Jonathan,Sterne,"Art History and Communication Studies, McGill University , Montreal, QC,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jonathan+Sterne,https://www.google.com/search?q=Jonathan+Sterne+art+history+and+communication+studies+mcgill+university+montreal+qc+canada,male,0.99,87986,High,Jonathan Sterne,Jonathan,Sterne,"Art History and Communication Studies, McGill University , Montreal, QC,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jonathan+Sterne,https://www.google.com/search?q=Jonathan+Sterne+art+history+and+communication+studies+mcgill+university+montreal+qc+canada,white,High,0.0047711297,0.07088327,0.0268422,0.8975034,0.8975034,0.07088327,0.8266201,
40,0,0,0,0,0,0,TRUE,10.1111/j.1753-9137.2012.01149.x+1.0,10.1111/j.1753-9137.2012.01149.x,https://academic.oup.com/ccc/article/6/1/64/4054445,2013,Ideology and Cold War Identity in Mission: Impossible,"Communication, Culture and Critique",1,1,Brian Michael Goss,Brian,Goss,"1 Department of Communication, Saint Louis University – Madrid, Spain Campus, 28003, Madrid, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Goss,https://www.google.com/search?q=Brian+Michael+Goss+department+of+communication+saint+louis+university+madrid+spain+campus+madrid+spain,male,0.99,51483,High,Brian Michael Goss,Brian,Goss,"1 Department of Communication, Saint Louis University – Madrid, Spain Campus, 28003, Madrid, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Goss,https://www.google.com/search?q=Brian+Michael+Goss+department+of+communication+saint+louis+university+madrid+spain+campus+madrid+spain,white,High,0.020614099,0.13546844,0.04004209,0.80387545,0.80387545,0.13546844,0.668407,
41,2,2,2,2,2,2,TRUE,10.1111/jcc4.12159+1.0,10.1111/jcc4.12159,https://academic.oup.com/jcmc/article/21/4/312/4161802,2016,Do Men Advance Faster Than Women? Debunking the Gender Performance Gap in Two Massively Multiplayer Online Games,Journal of Computer-Mediated Communication,4,1,Cuihua Shen,Cuihua,Shen,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen,https://www.google.com/search?q=Cuihua+Shen+department+of+communication+university+of+california+one+shields+ave+davis+ca,female,1,3,Low,Cuihua Shen,Cuihua,Shen,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen,https://www.google.com/search?q=Cuihua+Shen+department+of+communication+university+of+california+one+shields+ave+davis+ca,api,High,0.9179069,0.013099871,0.009311462,0.059681706,0.9179069,0.059681706,0.85822517,
42,0,0,0,0,0,0,TRUE,10.1111/jcc4.12009+1.0,10.1111/jcc4.12009,https://academic.oup.com/jcmc/article/19/3/373/4067522,2014,The “Nasty Effect:” Online Incivility and Risk Perceptions of Emerging Technologies,Journal of Computer-Mediated Communication,5,1,Ashley A. Anderson,Ashley,Anderson,"1 Center for Climate Change Communication, George Mason University, University of Wisconsin-Madison Nanoscale Science and Engineering Center in Templated Synthesis and Assembly at the Nanoscale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Anderson,https://www.google.com/search?q=Ashley+A.+Anderson+center+for+climate+change+communication+george+mason+university+university+of+wisconsin+madison+nanoscale+science+and+engineering+center+in+templated+synthesis+and+assembly+at+the+nanoscale,female,0.61,13738,Low,Ashley A. Anderson,Ashley,Anderson,"1 Center for Climate Change Communication, George Mason University, University of Wisconsin-Madison Nanoscale Science and Engineering Center in Templated Synthesis and Assembly at the Nanoscale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Anderson,https://www.google.com/search?q=Ashley+A.+Anderson+center+for+climate+change+communication+george+mason+university+university+of+wisconsin+madison+nanoscale+science+and+engineering+center+in+templated+synthesis+and+assembly+at+the+nanoscale,white,Low,0.011475616,0.18830742,0.024972776,0.7752441,0.7752441,0.18830742,0.5869367,
43,2,2,2,2,2,2,TRUE,10.1111/j.1460-2466.2005.tb02673.x+1.0,10.1111/j.1460-2466.2005.tb02673.x,https://academic.oup.com/joc/article/55/2/292/4102994,2005,Third-Person Effect and Internet Pornography: The Influence of Collectivism and Internet Self-Efficacy,Journal of Communication,2,1,Byoungkwan Lee,Byoungkwan,Lee,"1 Byoungkwan Lee (PhD, 2004, Michigan State University) is an assistant professor in the Department of Advertising and Public Relations at Hanyang University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byoungkwan+Lee,https://www.google.com/search?q=Byoungkwan+Lee+byoungkwan+lee+is+an+assistant+professor+in+the+department+of+advertising+and+public+relations+at+hanyang+university,male,1,4,Low,Byoungkwan Lee,Byoungkwan,Lee,"1 Byoungkwan Lee (PhD, 2004, Michigan State University) is an assistant professor in the Department of Advertising and Public Relations at Hanyang University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byoungkwan+Lee,https://www.google.com/search?q=Byoungkwan+Lee+byoungkwan+lee+is+an+assistant+professor+in+the+department+of+advertising+and+public+relations+at+hanyang+university,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,
44,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1962.tb01536.x+1.0,10.1111/j.1460-2466.1962.tb01536.x,https://academic.oup.com/joc/article/12/3/135/4587391,1962,Communication and the Peace Corps,Journal of Communication,1,1,Randall C. Ruechelle,Randall,Ruechelle,"1 Department of Speech, Colorado State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Randall+Ruechelle,https://www.google.com/search?q=Randall+C.+Ruechelle+department+of+speech+colorado+state+university,male,0.99,2073,High,Randall C. Ruechelle,Randall,Ruechelle,"1 Department of Speech, Colorado State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Randall+Ruechelle,https://www.google.com/search?q=Randall+C.+Ruechelle+department+of+speech+colorado+state+university,white,High,0.002217617,0.042036194,0.039485738,0.91626054,0.91626054,0.042036194,0.87422436,
45,0,0,0,0,0,0,TRUE,10.1111/jcc4.12063+3.0,10.1111/jcc4.12063,https://academic.oup.com/jcmc/article/19/4/780/4067523,2014,The Communicative Functions of Emoticons in Workplace E-Mails: :-),Journal of Computer-Mediated Communication,3,3,Anne Kankaanranta,Anne,Kankaanranta,"3 Aalto University School of Business, Finland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Kankaanranta,https://www.google.com/search?q=Anne+Kankaanranta+aalto+university+school+of+business+finland,female,0.97,78727,High,Anne Kankaanranta,Anne,Kankaanranta,"3 Aalto University School of Business, Finland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Kankaanranta,https://www.google.com/search?q=Anne+Kankaanranta+aalto+university+school+of+business+finland,white,Low,0.21510918,0.029122235,0.37172854,0.38404003,0.38404003,0.37172854,0.012311488,
