authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,race_prediction
10.1111/cccr.12032+1.0,10.1111/cccr.12032,https://academic.oup.com/ccc/article/6/4/525/4054531,2013,"Calling All Copyfighters: Experts as Superheroes, Comic Books as Intervention and Boundary Making in Canadian Copyright Policy","Communication, Culture and Critique",1.0,1.0,Alex Mochnacki,Alex,Mochnacki,"1 Department of Sociology, McGill University, Montreal, H3A 2T7, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alex+Mochnacki,https://www.google.com/search?q=Alex+Mochnacki+department+of+sociology+mcgill+university+montreal+h+a+t+canada,male,0.9,411319.0,High,Alex Mochnacki,Alex,Mochnacki,"1 Department of Sociology, McGill University, Montreal, H3A 2T7, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alex+Mochnacki,https://www.google.com/search?q=Alex+Mochnacki+department+of+sociology+mcgill+university+montreal+h+a+t+canada,white,High,0.004693374,0.00054269104,0.039882455,0.95488137,0.95488137,0.039882455,0.9149989,department of sociology mcgill university montreal h a t canada,"1 Department of Sociology, McGill University, Montreal, H3A 2T7, Canada",McGill University,Exact,https://ror.org/01pxwe438,R,
10.1111/j.1460-2466.1980.tb02015.x+2.0,10.1111/j.1460-2466.1980.tb02015.x,https://academic.oup.com/joc/article/30/4/50/4371884,1980,Programming for Development in Indonesia,Journal of Communication,2.0,2.0, Alfian,,Alfian,"2 National Institute of Economic and Social Research, Indonesian Institute of Sciences, Jakarta, Indonesia",,https://www.google.com/search?q=+Alfian+national+institute+of+economic+and+social+research+indonesian+institute+of+sciences+jakarta+indonesia,,,,High, Alfian,,Alfian,"2 National Institute of Economic and Social Research, Indonesian Institute of Sciences, Jakarta, Indonesia",,https://www.google.com/search?q=+Alfian+national+institute+of+economic+and+social+research+indonesian+institute+of+sciences+jakarta+indonesia,hispanic,Low,0.07142211,0.023710024,0.6840147,0.22085324,0.6840147,0.22085324,0.46316144,national institute of economic and social research indonesian institute of sciences jakarta indonesia,"2 National Institute of Economic and Social Research, Indonesian Institute of Sciences, Jakarta, Indonesia",National Institute of Economic and Social Research,Exact,https://ror.org/048m81442,R,
10.1111/j.1460-2466.2011.01550.x+2.0,10.1111/j.1460-2466.2011.01550.x,https://academic.oup.com/joc/article/61/3/496/4098459,2011,Distorting Genetic Research About Cancer: From Bench Science to Press Release to Published News,Journal of Communication,3.0,2.0,Chul-joo Lee,Chul-joo,Lee,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chul-joo+Lee,https://www.google.com/search?q=Chul-joo+Lee+school+of+communication+the+ohio+state+university+columbus+oh+usa,,0.0,0.0,Low,Chul-joo Lee,Chul-joo,Lee,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chul-joo+Lee,https://www.google.com/search?q=Chul-joo+Lee+school+of+communication+the+ohio+state+university+columbus+oh+usa,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,school of communication the ohio state university columbus oh usa,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,
10.1111/jcom.12203+1.0,10.1111/jcom.12203,https://academic.oup.com/joc/article/66/1/35/4082390,2016,Television and Globalization: The TV Content Global Value Chain,Journal of Communication,1.0,1.0,Jean K. Chalaby,Jean,Chalaby,"1 Department of Sociology, City University London, London, EC1V 0HB, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jean+Chalaby,https://www.google.com/search?q=Jean+K.+Chalaby+department+of+sociology+city+university+london+london+ec+v+hb+uk,male,0.95,196185.0,High,Jean K. Chalaby,Jean,Chalaby,"1 Department of Sociology, City University London, London, EC1V 0HB, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jean+Chalaby,https://www.google.com/search?q=Jean+K.+Chalaby+department+of+sociology+city+university+london+london+ec+v+hb+uk,white,High,0.0032846136,0.12971202,0.023799885,0.8432035,0.8432035,0.12971202,0.71349144,department of sociology city university london london ec v hb uk,"1 Department of Sociology, City University London, London, EC1V 0HB, UK",City University,Exact,https://ror.org/013609965,R,
10.1111/j.1468-2958.2012.01431.x+3.0,10.1111/j.1468-2958.2012.01431.x,https://academic.oup.com/hcr/article/38/4/485/4093697,2012,Dynamic Motivational Processing of Antimarijuana Messages: Coactivation Begets Attention,Human Communication Research,4.0,3.0,John M. Tchernev,John,Tchernev,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Tchernev,https://www.google.com/search?q=John+M.+Tchernev+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,218952.0,High,John M. Tchernev,John,Tchernev,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Tchernev,https://www.google.com/search?q=John+M.+Tchernev+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,High,0.004460305,0.0065578623,0.018362544,0.97061926,0.97061926,0.018362544,0.95225674,school of communication the ohio state university columbus oh usa,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,
10.1111/j.1468-2885.2008.01332.x+1.0,10.1111/j.1468-2885.2008.01332.x,https://academic.oup.com/ct/article/19/1/49/4098720,2009,Using Message Form to Stimulate Conversations: The Case of Tropes,Communication Theory,4.0,1.0,Hans Hoeken,Hans,Hoeken,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Hoeken,https://www.google.com/search?q=Hans+Hoeken+department+of+business+communication+studies+centre+for+language+studies+radboud+university+nijmegen+nl+hd+the+netherlands,male,0.97,37182.0,High,Hans Hoeken,Hans,Hoeken,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Hoeken,https://www.google.com/search?q=Hans+Hoeken+department+of+business+communication+studies+centre+for+language+studies+radboud+university+nijmegen+nl+hd+the+netherlands,white,High,0.0054750987,0.001605402,0.01204944,0.98086995,0.98086995,0.01204944,0.9688205,department of business communication studies centre for language studies radboud university nijmegen nl hd the netherlands,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",Radboud University Nijmegen,Exact,https://ror.org/016xsfp80,R,
10.1111/j.1460-2466.1979.tb01710.x+3.0,10.1111/j.1460-2466.1979.tb01710.x,https://academic.oup.com/joc/article/29/3/42/4371669,1979,"Atrocity Tales, the Unification Church, and the Social Construction of Evil",Journal of Communication,3.0,3.0,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,,0.0,0.0,Low,J. C. Ventimiglia,J.,Ventimiglia,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Ventimiglia,https://www.google.com/search?q=J.+C.+Ventimiglia+assistant+professor+all+in+the+department+of+sociology+at+the+university+of+texas+at+arlington+the+authors+wish+to+express+their+appreciation+to+donna+oliver+for+her+assistance,white,High,0.014058633,0.0056950874,0.026924117,0.9533222,0.9533222,0.026924117,0.92639804,assistant professor all in the department of sociology at the university of texas at arlington the authors wish to express their appreciation to donna oliver for her assistance,"1 Assistant Professor, all in the Department of Sociology at the University of Texas at Arlington. The authors wish to express their appreciation to Donna Oliver for her assistance",The University of Texas at Arlington,Exact,https://ror.org/019kgqr73,R,
10.1093/joc/jqy009+2.0,10.1093/joc/jqy009,https://academic.oup.com/joc/article/68/3/636/4972617,2018,“I Just Google It”: Folk Theories of Distributed Discovery,Journal of Communication,2.0,2.0,Rasmus Kleis Nielsen,Rasmus,Nielsen,"Reuters Institute for the Study of Journalism, Department of Politics and International Relations, University of Oxford, Oxford OX2 6PS, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rasmus+Nielsen,https://www.google.com/search?q=Rasmus+Kleis+Nielsen+reuters+institute+for+the+study+of+journalism+department+of+politics+and+international+relations+university+of+oxford+oxford+ox+ps+uk,male,0.99,3866.0,High,Rasmus Kleis Nielsen,Rasmus,Nielsen,"Reuters Institute for the Study of Journalism, Department of Politics and International Relations, University of Oxford, Oxford OX2 6PS, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rasmus+Nielsen,https://www.google.com/search?q=Rasmus+Kleis+Nielsen+reuters+institute+for+the+study+of+journalism+department+of+politics+and+international+relations+university+of+oxford+oxford+ox+ps+uk,white,High,0.0011645342,0.00060097175,0.010372109,0.98786247,0.98786247,0.010372109,0.97749037,reuters institute for the study of journalism department of politics and international relations university of oxford oxford ox ps uk,"Reuters Institute for the Study of Journalism, Department of Politics and International Relations, University of Oxford, Oxford OX2 6PS, UK",University of Oxford,Exact,https://ror.org/052gg0110,R,
10.1111/j.1460-2466.2004.tb02610.x+2.0,10.1111/j.1460-2466.2004.tb02610.x,https://academic.oup.com/joc/article/54/1/5/4102958,2004,Must-See TV or ESPN: Entertainment and Sports Media Exposure and Body-Image Distortion in College Women,Journal of Communication,2.0,2.0,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,female,0.75,4.0,Low,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,api,High,0.99892503,0.000102264006,0.0002519059,0.00072082557,0.99892503,0.00072082557,0.99820423,peiqin zhou is a communication researcher in shanghai china,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,
10.1111/j.1468-2958.2003.tb00839.x+2.0,10.1111/j.1468-2958.2003.tb00839.x,https://academic.oup.com/hcr/article/29/2/275/4331485,2003,When Validity Testing Lacks Validity: Comment on Levine et al.,Human Communication Research,2.0,2.0,Narayan S. Raja,Narayan,Raja,1 University of Hawaii at Manoa,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Narayan+Raja,https://www.google.com/search?q=Narayan+S.+Raja+university+of+hawaii+at+manoa,male,0.98,381.0,Low,Narayan S. Raja,Narayan,Raja,1 University of Hawaii at Manoa,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Narayan+Raja,https://www.google.com/search?q=Narayan+S.+Raja+university+of+hawaii+at+manoa,api,High,0.8470405,0.038247414,0.015261327,0.09945065,0.8470405,0.09945065,0.7475898,university of hawaii at manoa,1 University of Hawaii at Manoa,University of Hawaii at Manoa,Exact,https://ror.org/01wspgy28,R,
10.1111/j.1468-2958.2007.00288.x+2.0,10.1111/j.1468-2958.2007.00288.x,https://academic.oup.com/hcr/article/33/1/48/4210750,2007,Spectrum Analysis of Cortical Activity during Verbal Planning: Physical Evidence for the Formation of Social Interaction Routines,Human Communication Research,2.0,2.0,Alan D. Heisel,Alan,Heisel,"1 Department of Communication, University of Missouri—St. Louis, St. Louis, MO 63121-4499",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Heisel,https://www.google.com/search?q=Alan+D.+Heisel+department+of+communication+university+of+missouri+st+louis+st+louis+mo,male,0.99,39948.0,High,Alan D. Heisel,Alan,Heisel,"1 Department of Communication, University of Missouri—St. Louis, St. Louis, MO 63121-4499",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alan+Heisel,https://www.google.com/search?q=Alan+D.+Heisel+department+of+communication+university+of+missouri+st+louis+st+louis+mo,white,High,0.0055401,0.005624661,0.027432814,0.96140254,0.96140254,0.027432814,0.93396974,department of communication university of missouri st louis st louis mo,"1 Department of Communication, University of Missouri—St. Louis, St. Louis, MO 63121-4499",University of Missouri,Exact,https://ror.org/02ymw8z06,R,
10.1111/j.1083-6101.2006.tb00316.x+1.0,10.1111/j.1083-6101.2006.tb00316.x,https://academic.oup.com/jcmc/article/11/1/337/4616675,2005,Culture in the Online Class: Using Message Analysis to Look beyond Nationality-Based Frames of Reference,Journal of Computer-Mediated Communication,1.0,1.0,Anne Hewling,Anne,Hewling,"1 Institute of Educational Technology Open University, U.K.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Hewling,https://www.google.com/search?q=Anne+Hewling+institute+of+educational+technology+open+university+u+k,female,0.97,78727.0,High,Anne Hewling,Anne,Hewling,"1 Institute of Educational Technology Open University, U.K.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Hewling,https://www.google.com/search?q=Anne+Hewling+institute+of+educational+technology+open+university+u+k,white,High,0.007887333,0.028954105,0.014581643,0.9485769,0.9485769,0.028954105,0.91962284,institute of educational technology open university u k,"1 Institute of Educational Technology Open University, U.K.",K and K Technology (Czechia),API_QUERY,https://ror.org/00r9ry950,R,
10.1111/j.1468-2958.2001.tb00786.x+3.0,10.1111/j.1468-2958.2001.tb00786.x,https://academic.oup.com/hcr/article/27/3/382/4554822,2001,The Effect of Culture and Self-Construals on Predispositions Toward Verbal Communication,Human Communication Research,5.0,3.0,John E. Hunter,John,Hunter,"3 (Ph.D., University of Illinois at Urbana-Champaign, 1964) is a professor in the Department of Psychology at Michigan State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+is+a+professor+in+the+department+of+psychology+at+michigan+state+university,male,0.99,218952.0,High,John E. Hunter,John,Hunter,"3 (Ph.D., University of Illinois at Urbana-Champaign, 1964) is a professor in the Department of Psychology at Michigan State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+is+a+professor+in+the+department+of+psychology+at+michigan+state+university,white,Low,0.0050652456,0.3526232,0.030407287,0.61190426,0.61190426,0.3526232,0.25928107,is a professor in the department of psychology at michigan state university,"3 (Ph.D., University of Illinois at Urbana-Champaign, 1964) is a professor in the Department of Psychology at Michigan State University.",Michigan State University,Exact,https://ror.org/05hs6h993,R,
10.1093/jcmc/zmz031+2.0,10.1093/jcmc/zmz031,https://academic.oup.com/jcmc/article/25/2/163/5815731,2020,Cyberbullying Perpetration and Victimization in Youth: A Meta-Analysis of Longitudinal Studies,Journal of Computer-Mediated Communication,3.0,2.0,Peter J Schulz,Peter,Schulz,"Faculty of Communication Sciences,  Università della Svizzera italiana , 6900 Lugano,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Schulz,https://www.google.com/search?q=Peter+J+Schulz+faculty+of+communication+sciences+universit+della+svizzera+italiana+lugano+switzerland,male,0.99,165452.0,High,Peter J Schulz,Peter,Schulz,"Faculty of Communication Sciences,  Università della Svizzera italiana , 6900 Lugano,  Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Schulz,https://www.google.com/search?q=Peter+J+Schulz+faculty+of+communication+sciences+universit+della+svizzera+italiana+lugano+switzerland,white,High,0.007909423,0.00073451,0.047582168,0.9437738,0.9437738,0.047582168,0.89619166,faculty of communication sciences universit della svizzera italiana lugano switzerland,"Faculty of Communication Sciences,  Università della Svizzera italiana , 6900 Lugano,  Switzerland",,API_QUERY,,R,
10.1111/jcc4.12141+2.0,10.1111/jcc4.12141,https://academic.oup.com/jcmc/article/20/6/601/4067586,2015,How Do Online Game Communities Retain Gamers? Social Presence and Social Capital Perspectives,Journal of Computer-Mediated Communication,3.0,2.0,Han-Chung Huang,Han-Chung,Huang,"2 Graduate Institute of Business and Management, Chang Gung University, Taiwan, 259, Wenhua 1st Rd, Taoyuan, 333, Taiwan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Han-Chung+Huang,https://www.google.com/search?q=Han-Chung+Huang+graduate+institute+of+business+and+management+chang+gung+university+taiwan+wenhua+st+rd+taoyuan+taiwan,,0.0,0.0,Low,Han-Chung Huang,Han-Chung,Huang,"2 Graduate Institute of Business and Management, Chang Gung University, Taiwan, 259, Wenhua 1st Rd, Taoyuan, 333, Taiwan",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Han-Chung+Huang,https://www.google.com/search?q=Han-Chung+Huang+graduate+institute+of+business+and+management+chang+gung+university+taiwan+wenhua+st+rd+taoyuan+taiwan,api,High,0.97838116,0.0010540795,0.0025503947,0.018014392,0.97838116,0.018014392,0.9603668,graduate institute of business and management chang gung university taiwan wenhua st rd taoyuan taiwan,"2 Graduate Institute of Business and Management, Chang Gung University, Taiwan, 259, Wenhua 1st Rd, Taoyuan, 333, Taiwan",Chang Gung University,Exact,https://ror.org/00d80zx46,R,
10.1111/j.1460-2466.1989.tb01032.x+2.0,10.1111/j.1460-2466.1989.tb01032.x,https://academic.oup.com/joc/article/39/2/95/4210556,1989,News Media Use and Adolescents' Information about Nuclear Issues: A Soviet-American Comparison,Journal of Communication,3.0,2.0,John P. Robinson,John,Robinson,"2 John P. Robinson is Professor of Sociology at the University of Mary land, College Park",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Robinson,https://www.google.com/search?q=John+P.+Robinson+john+p+robinson+is+professor+of+sociology+at+the+university+of+mary+land+college+park,male,0.99,218952.0,High,John P. Robinson,John,Robinson,"2 John P. Robinson is Professor of Sociology at the University of Mary land, College Park",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Robinson,https://www.google.com/search?q=John+P.+Robinson+john+p+robinson+is+professor+of+sociology+at+the+university+of+mary+land+college+park,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,john p robinson is professor of sociology at the university of mary land college park,"2 John P. Robinson is Professor of Sociology at the University of Mary land, College Park",University of Mary,Exact,https://ror.org/055f0jp24,R,
10.1111/hcre.12072+3.0,10.1111/hcre.12072,https://academic.oup.com/hcr/article/42/2/221/4002794,2016,The Allure of Aphrodite: How Gender-Congruent Media Portrayals Impact Adult Women's Possible Future Selves,Human Communication Research,4.0,3.0,Melissa J. Robinson,Melissa,Robinson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Robinson,https://www.google.com/search?q=Melissa+J.+Robinson+school+of+communication+the+ohio+state+university+columbus+oh+usa,female,0.99,63975.0,High,Melissa J. Robinson,Melissa,Robinson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Robinson,https://www.google.com/search?q=Melissa+J.+Robinson+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,school of communication the ohio state university columbus oh usa,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,
10.1093/ccc/tcy015+3.0,10.1093/ccc/tcy015,https://academic.oup.com/ccc/article/11/3/418/5060327,2018,Legitimating Media: Shakespeare’s Awkward Travels Through Video Games and Twitter,"Communication, Culture and Critique",3.0,3.0,Jonathan Sterne,Jonathan,Sterne,"Art History and Communication Studies, McGill University , Montreal, QC,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jonathan+Sterne,https://www.google.com/search?q=Jonathan+Sterne+art+history+and+communication+studies+mcgill+university+montreal+qc+canada,male,0.99,87986.0,High,Jonathan Sterne,Jonathan,Sterne,"Art History and Communication Studies, McGill University , Montreal, QC,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jonathan+Sterne,https://www.google.com/search?q=Jonathan+Sterne+art+history+and+communication+studies+mcgill+university+montreal+qc+canada,white,High,0.0047711297,0.07088327,0.0268422,0.8975034,0.8975034,0.07088327,0.8266201,art history and communication studies mcgill university montreal qc canada,"Art History and Communication Studies, McGill University , Montreal, QC,  Canada",McGill University,Exact,https://ror.org/01pxwe438,R,
10.1111/j.1753-9137.2012.01149.x+1.0,10.1111/j.1753-9137.2012.01149.x,https://academic.oup.com/ccc/article/6/1/64/4054445,2013,Ideology and Cold War Identity in Mission: Impossible,"Communication, Culture and Critique",1.0,1.0,Brian Michael Goss,Brian,Goss,"1 Department of Communication, Saint Louis University – Madrid, Spain Campus, 28003, Madrid, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Goss,https://www.google.com/search?q=Brian+Michael+Goss+department+of+communication+saint+louis+university+madrid+spain+campus+madrid+spain,male,0.99,51483.0,High,Brian Michael Goss,Brian,Goss,"1 Department of Communication, Saint Louis University – Madrid, Spain Campus, 28003, Madrid, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Goss,https://www.google.com/search?q=Brian+Michael+Goss+department+of+communication+saint+louis+university+madrid+spain+campus+madrid+spain,white,High,0.020614099,0.13546844,0.04004209,0.80387545,0.80387545,0.13546844,0.668407,department of communication saint louis university madrid spain campus madrid spain,"1 Department of Communication, Saint Louis University – Madrid, Spain Campus, 28003, Madrid, Spain",Saint Louis University,Exact,https://ror.org/04k7nem08,R,
10.1111/jcc4.12159+1.0,10.1111/jcc4.12159,https://academic.oup.com/jcmc/article/21/4/312/4161802,2016,Do Men Advance Faster Than Women? Debunking the Gender Performance Gap in Two Massively Multiplayer Online Games,Journal of Computer-Mediated Communication,4.0,1.0,Cuihua Shen,Cuihua,Shen,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen,https://www.google.com/search?q=Cuihua+Shen+department+of+communication+university+of+california+one+shields+ave+davis+ca,female,1.0,3.0,Low,Cuihua Shen,Cuihua,Shen,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen,https://www.google.com/search?q=Cuihua+Shen+department+of+communication+university+of+california+one+shields+ave+davis+ca,api,High,0.9179069,0.013099871,0.009311462,0.059681706,0.9179069,0.059681706,0.85822517,department of communication university of california one shields ave davis ca,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,R,
10.1111/jcc4.12009+1.0,10.1111/jcc4.12009,https://academic.oup.com/jcmc/article/19/3/373/4067522,2014,The “Nasty Effect:” Online Incivility and Risk Perceptions of Emerging Technologies,Journal of Computer-Mediated Communication,5.0,1.0,Ashley A. Anderson,Ashley,Anderson,"1 Center for Climate Change Communication, George Mason University, University of Wisconsin-Madison Nanoscale Science and Engineering Center in Templated Synthesis and Assembly at the Nanoscale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Anderson,https://www.google.com/search?q=Ashley+A.+Anderson+center+for+climate+change+communication+george+mason+university+university+of+wisconsin+madison+nanoscale+science+and+engineering+center+in+templated+synthesis+and+assembly+at+the+nanoscale,female,0.61,13738.0,Low,Ashley A. Anderson,Ashley,Anderson,"1 Center for Climate Change Communication, George Mason University, University of Wisconsin-Madison Nanoscale Science and Engineering Center in Templated Synthesis and Assembly at the Nanoscale",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ashley+Anderson,https://www.google.com/search?q=Ashley+A.+Anderson+center+for+climate+change+communication+george+mason+university+university+of+wisconsin+madison+nanoscale+science+and+engineering+center+in+templated+synthesis+and+assembly+at+the+nanoscale,white,Low,0.011475616,0.18830742,0.024972776,0.7752441,0.7752441,0.18830742,0.5869367,center for climate change communication george mason university university of wisconsin madison nanoscale science and engineering center in templated synthesis and assembly at the nanoscale,"1 Center for Climate Change Communication, George Mason University, University of Wisconsin-Madison Nanoscale Science and Engineering Center in Templated Synthesis and Assembly at the Nanoscale",George Mason University,Exact,https://ror.org/02jqj7156,R,
10.1111/j.1460-2466.2005.tb02673.x+1.0,10.1111/j.1460-2466.2005.tb02673.x,https://academic.oup.com/joc/article/55/2/292/4102994,2005,Third-Person Effect and Internet Pornography: The Influence of Collectivism and Internet Self-Efficacy,Journal of Communication,2.0,1.0,Byoungkwan Lee,Byoungkwan,Lee,"1 Byoungkwan Lee (PhD, 2004, Michigan State University) is an assistant professor in the Department of Advertising and Public Relations at Hanyang University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byoungkwan+Lee,https://www.google.com/search?q=Byoungkwan+Lee+byoungkwan+lee+is+an+assistant+professor+in+the+department+of+advertising+and+public+relations+at+hanyang+university,male,1.0,4.0,Low,Byoungkwan Lee,Byoungkwan,Lee,"1 Byoungkwan Lee (PhD, 2004, Michigan State University) is an assistant professor in the Department of Advertising and Public Relations at Hanyang University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Byoungkwan+Lee,https://www.google.com/search?q=Byoungkwan+Lee+byoungkwan+lee+is+an+assistant+professor+in+the+department+of+advertising+and+public+relations+at+hanyang+university,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,byoungkwan lee is an assistant professor in the department of advertising and public relations at hanyang university,"1 Byoungkwan Lee (PhD, 2004, Michigan State University) is an assistant professor in the Department of Advertising and Public Relations at Hanyang University",Hanyang University,Exact,https://ror.org/046865y68,R,
10.1111/j.1460-2466.1962.tb01536.x+1.0,10.1111/j.1460-2466.1962.tb01536.x,https://academic.oup.com/joc/article/12/3/135/4587391,1962,Communication and the Peace Corps,Journal of Communication,1.0,1.0,Randall C. Ruechelle,Randall,Ruechelle,"1 Department of Speech, Colorado State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Randall+Ruechelle,https://www.google.com/search?q=Randall+C.+Ruechelle+department+of+speech+colorado+state+university,male,0.99,2073.0,High,Randall C. Ruechelle,Randall,Ruechelle,"1 Department of Speech, Colorado State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Randall+Ruechelle,https://www.google.com/search?q=Randall+C.+Ruechelle+department+of+speech+colorado+state+university,white,High,0.002217617,0.042036194,0.039485738,0.91626054,0.91626054,0.042036194,0.87422436,department of speech colorado state university,"1 Department of Speech, Colorado State University",Colorado State University,Exact,https://ror.org/03k1gpj17,R,
