,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,authorFullName.1,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,race,racePredAccuracy,gender_prediction,race_prediction
7343,10.1111/j.1468-2958.1980.tb00155.x+2.0,10.1111/j.1468-2958.1980.tb00155.x,https://academic.oup.com/hcr/article/6/4/340/4626741,1980,"Tv, Peer, and Parent Models for pro- and Antisocial Conflict Behaviors",Human Communication Research,2,2,Bradley S. Greenberg,Bradley,Greenberg,"2 Bradley S. Greenberg (Ph.D., University of Wisconsin, 1960) is a professor of communication at Michigan State University, East Lansing, Michigan 48824. This study accepted for publication December 1, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bradley+Greenberg,https://www.google.com/search?q=Bradley+S.+Greenberg+bradley+s+greenberg+is+a+professor+of+communication+at+michigan+state+university+east+lansing+michigan+this+study+accepted+for+publication+december,male,0.99,5098,High,Bradley S. Greenberg,Bradley,Greenberg,"2 Bradley S. Greenberg (Ph.D., University of Wisconsin, 1960) is a professor of communication at Michigan State University, East Lansing, Michigan 48824. This study accepted for publication December 1, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bradley+Greenberg,https://www.google.com/search?q=Bradley+S.+Greenberg+bradley+s+greenberg+is+a+professor+of+communication+at+michigan+state+university+east+lansing+michigan+this+study+accepted+for+publication+december,white,High,0.0032759693,0.005169539,0.032592278,0.9589622,0.9589622,0.032592278,0.9263699,bradley s greenberg is a professor of communication at michigan state university east lansing michigan this study accepted for publication december,"2 Bradley S. Greenberg (Ph.D., University of Wisconsin, 1960) is a professor of communication at Michigan State University, East Lansing, Michigan 48824. This study accepted for publication December 1, 1979",Michigan State University,Exact,https://ror.org/05hs6h993,R,Bradley S. Greenberg,Bradley,Greenberg,"2 Bradley S. Greenberg (Ph.D., University of Wisconsin, 1960) is a professor of communication at Michigan State University, East Lansing, Michigan 48824. This study accepted for publication December 1, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bradley+Greenberg,https://www.google.com/search?q=Bradley+S.+Greenberg+bradley+s+greenberg+is+a+professor+of+communication+at+michigan+state+university+east+lansing+michigan+this+study+accepted+for+publication+december,male,white,High,,
7300,10.1111/j.1468-2958.1980.tb00548.x+2.0,10.1111/j.1468-2958.1980.tb00548.x,https://academic.oup.com/hcr/article/7/1/14/4055997,1980,Situational Influences on the Selection of Strategies to Resist Compliance-Gaining Attempts,Human Communication Research,3,2,Michael J. Cody,Michael,Cody,"2 Michael J. Cody (Ph.D., Michigan State University, 1978) is assistant professor at Texas Tech University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Cody,https://www.google.com/search?q=Michael+J.+Cody+michael+j+cody+is+assistant+professor+at+texas+tech+university,male,0.99,245870,High,Michael J. Cody,Michael,Cody,"2 Michael J. Cody (Ph.D., Michigan State University, 1978) is assistant professor at Texas Tech University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Cody,https://www.google.com/search?q=Michael+J.+Cody+michael+j+cody+is+assistant+professor+at+texas+tech+university,white,High,0.006368472,0.11709951,0.02703189,0.8495002,0.8495002,0.11709951,0.73240066,michael j cody is assistant professor at texas tech university,"2 Michael J. Cody (Ph.D., Michigan State University, 1978) is assistant professor at Texas Tech University",Texas Tech University,Exact,https://ror.org/0405mnx93,R,Michael J. Cody,Michael,Cody,"2 Michael J. Cody (Ph.D., Michigan State University, 1978) is assistant professor at Texas Tech University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Cody,https://www.google.com/search?q=Michael+J.+Cody+michael+j+cody+is+assistant+professor+at+texas+tech+university,male,white,High,,
3697,10.1111/j.1460-2466.1980.tb01983.x+1.0,10.1111/j.1460-2466.1980.tb01983.x,https://academic.oup.com/joc/article/30/2/196/4371958,1980,Transforming Principles into Policy,Journal of Communication,1,1,Don R. LeDuc,Don,Leduc,"1 Department of Communication Arts, University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Don+Leduc,https://www.google.com/search?q=Don+R.+LeDuc+department+of+communication+arts+university+of+wisconsin+madison,male,0.98,21894,High,Don R. LeDuc,Don,Leduc,"1 Department of Communication Arts, University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Don+Leduc,https://www.google.com/search?q=Don+R.+LeDuc+department+of+communication+arts+university+of+wisconsin+madison,white,Low,0.022366032,0.15904614,0.080976464,0.73761135,0.73761135,0.15904614,0.57856524,department of communication arts university of wisconsin madison,"1 Department of Communication Arts, University of Wisconsin—Madison",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,Don R. LeDuc,Don,Leduc,"1 Department of Communication Arts, University of Wisconsin—Madison",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Don+Leduc,https://www.google.com/search?q=Don+R.+LeDuc+department+of+communication+arts+university+of+wisconsin+madison,male,white,Low,,
3738,10.1111/j.1460-2466.1980.tb01784.x+1.0,10.1111/j.1460-2466.1980.tb01784.x,https://academic.oup.com/joc/article/30/1/175/4371997,1980,Prime Time in the Classroom,Journal of Communication,1,1,Barbara Lee,Barbara,Lee,"1 Barbara Lee is Senior Project Director, Office of Social Research, CBS Inc. Interviews were conducted by Child Research Service, Inc",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Lee,https://www.google.com/search?q=Barbara+Lee+barbara+lee+is+senior+project+director+office+of+social+research+cbs+inc+interviews+were+conducted+by+child+research+service+inc,female,0.98,94709,High,Barbara Lee,Barbara,Lee,"1 Barbara Lee is Senior Project Director, Office of Social Research, CBS Inc. Interviews were conducted by Child Research Service, Inc",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Lee,https://www.google.com/search?q=Barbara+Lee+barbara+lee+is+senior+project+director+office+of+social+research+cbs+inc+interviews+were+conducted+by+child+research+service+inc,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,barbara lee is senior project director office of social research cbs inc interviews were conducted by child research service inc,"1 Barbara Lee is Senior Project Director, Office of Social Research, CBS Inc. Interviews were conducted by Child Research Service, Inc",Syneos Health (South Korea),API_QUERY,https://ror.org/02fq4hx73,R,Barbara Lee,Barbara,Lee,"1 Barbara Lee is Senior Project Director, Office of Social Research, CBS Inc. Interviews were conducted by Child Research Service, Inc",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Lee,https://www.google.com/search?q=Barbara+Lee+barbara+lee+is+senior+project+director+office+of+social+research+cbs+inc+interviews+were+conducted+by+child+research+service+inc,female,api,Low,,
3696,10.1111/j.1460-2466.1980.tb01980.x+1.0,10.1111/j.1460-2466.1980.tb01980.x,https://academic.oup.com/joc/article/30/2/178/4371949,1980,Western Europe: International Ambiguity,Journal of Communication,1,1,Edward W. Ploman,Edward,Ploman,1 International Institute of Communications in London,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Ploman,https://www.google.com/search?q=Edward+W.+Ploman+international+institute+of+communications+in+london,male,0.99,22248,High,Edward W. Ploman,Edward,Ploman,1 International Institute of Communications in London,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Ploman,https://www.google.com/search?q=Edward+W.+Ploman+international+institute+of+communications+in+london,white,High,0.004609789,0.11318813,0.03163603,0.850566,0.850566,0.11318813,0.7373779,international institute of communications in london,1 International Institute of Communications in London,University of London Institute in Paris,API_QUERY,https://ror.org/045svrn73,R,Edward W. Ploman,Edward,Ploman,1 International Institute of Communications in London,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Ploman,https://www.google.com/search?q=Edward+W.+Ploman+international+institute+of+communications+in+london,male,white,High,,
3711,10.1111/j.1460-2466.1980.tb01768.x+1.0,10.1111/j.1460-2466.1980.tb01768.x,https://academic.oup.com/joc/article/30/1/50/4371849,1980,Images of Old Age in Television Drama Imported to Israel,Journal of Communication,3,1,Dov Shinar,Dov,Shinar,"1 Communications Coordinator Brookdale Institute of Gerontology and Adult Human Development in Jerusalem, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dov+Shinar,https://www.google.com/search?q=Dov+Shinar+communications+coordinator+brookdale+institute+of+gerontology+and+adult+human+development+in+jerusalem+israel,male,0.95,266,Low,Dov Shinar,Dov,Shinar,"1 Communications Coordinator Brookdale Institute of Gerontology and Adult Human Development in Jerusalem, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dov+Shinar,https://www.google.com/search?q=Dov+Shinar+communications+coordinator+brookdale+institute+of+gerontology+and+adult+human+development+in+jerusalem+israel,white,Low,0.27991703,0.19007844,0.01774284,0.5122617,0.5122617,0.27991703,0.23234466,communications coordinator brookdale institute of gerontology and adult human development in jerusalem israel,"1 Communications Coordinator Brookdale Institute of Gerontology and Adult Human Development in Jerusalem, Israel",Jerusalem Institute for Israel Studies,API_QUERY,https://ror.org/02zax3c17,R,Dov Shinar,Dov,Shinar,"1 Communications Coordinator Brookdale Institute of Gerontology and Adult Human Development in Jerusalem, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dov+Shinar,https://www.google.com/search?q=Dov+Shinar+communications+coordinator+brookdale+institute+of+gerontology+and+adult+human+development+in+jerusalem+israel,male,white,Low,,
7319,10.1111/j.1468-2958.1980.tb00132.x+3.0,10.1111/j.1468-2958.1980.tb00132.x,https://academic.oup.com/hcr/article/6/2/117/4626844,1980,Psychological Sex Type and Androgyny in the Study of Communication Variables: Self-Disclosure and Communication Apprehension,Human Communication Research,3,3,Vicki S. Freimuth,Vicki,Freimuth,"3 Vicki S. Freimuth (Ph.D., Florida State University, 1974) is an assistant professor of speech communication, University of Maryland, College Park, Maryland 20742. This study accepted for publication June 11, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vicki+Freimuth,https://www.google.com/search?q=Vicki+S.+Freimuth+vicki+s+freimuth+is+an+assistant+professor+of+speech+communication+university+of+maryland+college+park+maryland+this+study+accepted+for+publication+june,female,0.96,3388,High,Vicki S. Freimuth,Vicki,Freimuth,"3 Vicki S. Freimuth (Ph.D., Florida State University, 1974) is an assistant professor of speech communication, University of Maryland, College Park, Maryland 20742. This study accepted for publication June 11, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vicki+Freimuth,https://www.google.com/search?q=Vicki+S.+Freimuth+vicki+s+freimuth+is+an+assistant+professor+of+speech+communication+university+of+maryland+college+park+maryland+this+study+accepted+for+publication+june,white,High,0.0070027513,0.020241944,0.037702005,0.9350533,0.9350533,0.037702005,0.89735126,vicki s freimuth is an assistant professor of speech communication university of maryland college park maryland this study accepted for publication june,"3 Vicki S. Freimuth (Ph.D., Florida State University, 1974) is an assistant professor of speech communication, University of Maryland, College Park, Maryland 20742. This study accepted for publication June 11, 1979",University of Mary,Exact,https://ror.org/055f0jp24,R,Vicki S. Freimuth,Vicki,Freimuth,"3 Vicki S. Freimuth (Ph.D., Florida State University, 1974) is an assistant professor of speech communication, University of Maryland, College Park, Maryland 20742. This study accepted for publication June 11, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vicki+Freimuth,https://www.google.com/search?q=Vicki+S.+Freimuth+vicki+s+freimuth+is+an+assistant+professor+of+speech+communication+university+of+maryland+college+park+maryland+this+study+accepted+for+publication+june,female,white,High,,
3725,10.1111/j.1460-2466.1980.tb01775.x+1.0,10.1111/j.1460-2466.1980.tb01775.x,https://academic.oup.com/joc/article/30/1/99/4371893,1980,The Emergence of Print Culture in the West,Journal of Communication,1,1,Elizabeth L. Eisenstein,Elizabeth,Eisenstein,"1 Elizabeth L. Eisenstein is Alice Freeman Palmer Professor of History, University of Michigan at Ann Arbor",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Eisenstein,https://www.google.com/search?q=Elizabeth+L.+Eisenstein+elizabeth+l+eisenstein+is+alice+freeman+palmer+professor+of+history+university+of+michigan+at+ann+arbor,female,0.99,31288,High,Elizabeth L. Eisenstein,Elizabeth,Eisenstein,"1 Elizabeth L. Eisenstein is Alice Freeman Palmer Professor of History, University of Michigan at Ann Arbor",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Eisenstein,https://www.google.com/search?q=Elizabeth+L.+Eisenstein+elizabeth+l+eisenstein+is+alice+freeman+palmer+professor+of+history+university+of+michigan+at+ann+arbor,white,High,0.0053163734,0.0045756265,0.025823591,0.9642844,0.9642844,0.025823591,0.9384608,elizabeth l eisenstein is alice freeman palmer professor of history university of michigan at ann arbor,"1 Elizabeth L. Eisenstein is Alice Freeman Palmer Professor of History, University of Michigan at Ann Arbor",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,Elizabeth L. Eisenstein,Elizabeth,Eisenstein,"1 Elizabeth L. Eisenstein is Alice Freeman Palmer Professor of History, University of Michigan at Ann Arbor",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Eisenstein,https://www.google.com/search?q=Elizabeth+L.+Eisenstein+elizabeth+l+eisenstein+is+alice+freeman+palmer+professor+of+history+university+of+michigan+at+ann+arbor,female,white,High,,
7357,10.1111/j.1468-2958.1980.tb00144.x+3.0,10.1111/j.1468-2958.1980.tb00144.x,https://academic.oup.com/hcr/article/6/3/239/4626854,1980,Predispositions toward Verbal Behavior in Task-Oriented Interaction,Human Communication Research,3,3,Myron W. Lustig,Myron,Lustig,"3 Myron W. Lustig (Ph.D., University of Wisconsin-Madison, 1977) is an assistant professor of speech communication at San Diego State University, San Diego, California 92115. This study accepted for publication August 7, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myron+Lustig,https://www.google.com/search?q=Myron+W.+Lustig+myron+w+lustig+is+an+assistant+professor+of+speech+communication+at+san+diego+state+university+san+diego+california+this+study+accepted+for+publication+august,male,0.97,445,Low,Myron W. Lustig,Myron,Lustig,"3 Myron W. Lustig (Ph.D., University of Wisconsin-Madison, 1977) is an assistant professor of speech communication at San Diego State University, San Diego, California 92115. This study accepted for publication August 7, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myron+Lustig,https://www.google.com/search?q=Myron+W.+Lustig+myron+w+lustig+is+an+assistant+professor+of+speech+communication+at+san+diego+state+university+san+diego+california+this+study+accepted+for+publication+august,white,High,0.007374729,0.07946752,0.040507566,0.87265015,0.87265015,0.07946752,0.7931826,myron w lustig is an assistant professor of speech communication at san diego state university san diego california this study accepted for publication august,"3 Myron W. Lustig (Ph.D., University of Wisconsin-Madison, 1977) is an assistant professor of speech communication at San Diego State University, San Diego, California 92115. This study accepted for publication August 7, 1979",San Diego State University,Exact,https://ror.org/0264fdx42,R,Myron W. Lustig,Myron,Lustig,"3 Myron W. Lustig (Ph.D., University of Wisconsin-Madison, 1977) is an assistant professor of speech communication at San Diego State University, San Diego, California 92115. This study accepted for publication August 7, 1979",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myron+Lustig,https://www.google.com/search?q=Myron+W.+Lustig+myron+w+lustig+is+an+assistant+professor+of+speech+communication+at+san+diego+state+university+san+diego+california+this+study+accepted+for+publication+august,male,white,High,,
3632,10.1111/j.1460-2466.1980.tb02030.x+1.0,10.1111/j.1460-2466.1980.tb02030.x,https://academic.oup.com/joc/article/30/4/209/4372009,1980,Humans as Lie Detectors,Journal of Communication,1,1,Robert Kraut,Robert,Kraut,1 Departments of Psychology and Sociology at Cornell University. Steven Lewis provided valuable comments on an earlier draft and Gordon Hemsley both provided valuable comments and made available unpublished data,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Kraut,https://www.google.com/search?q=Robert+Kraut+departments+of+psychology+and+sociology+at+cornell+university+steven+lewis+provided+valuable+comments+on+an+earlier+draft+and+gordon+hemsley+both+provided+valuable+comments+and+made+available+unpublished+data,male,0.99,177418,High,Robert Kraut,Robert,Kraut,1 Departments of Psychology and Sociology at Cornell University. Steven Lewis provided valuable comments on an earlier draft and Gordon Hemsley both provided valuable comments and made available unpublished data,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Kraut,https://www.google.com/search?q=Robert+Kraut+departments+of+psychology+and+sociology+at+cornell+university+steven+lewis+provided+valuable+comments+on+an+earlier+draft+and+gordon+hemsley+both+provided+valuable+comments+and+made+available+unpublished+data,white,High,0.0021068894,0.0006517496,0.028627684,0.9686138,0.9686138,0.028627684,0.9399861,departments of psychology and sociology at cornell university steven lewis provided valuable comments on an earlier draft and gordon hemsley both provided valuable comments and made available unpublished data,1 Departments of Psychology and Sociology at Cornell University. Steven Lewis provided valuable comments on an earlier draft and Gordon Hemsley both provided valuable comments and made available unpublished data,Cornell University,Exact,https://ror.org/05bnh6r87,R,Robert Kraut,Robert,Kraut,1 Departments of Psychology and Sociology at Cornell University. Steven Lewis provided valuable comments on an earlier draft and Gordon Hemsley both provided valuable comments and made available unpublished data,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Kraut,https://www.google.com/search?q=Robert+Kraut+departments+of+psychology+and+sociology+at+cornell+university+steven+lewis+provided+valuable+comments+on+an+earlier+draft+and+gordon+hemsley+both+provided+valuable+comments+and+made+available+unpublished+data,male,white,High,,
3645,10.1111/j.1460-2466.1980.tb01995.x+1.0,10.1111/j.1460-2466.1980.tb01995.x,https://academic.oup.com/joc/article/30/3/84/4371924,1980,Helping Elementary School Children Learn about TV,Journal of Communication,3,1,Dorothy G. Singer,Dorothy,Singer,1 Psychology at the University of Bridgeport and is Co-director,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dorothy+Singer,https://www.google.com/search?q=Dorothy+G.+Singer+psychology+at+the+university+of+bridgeport+and+is+co+director,female,0.99,11523,High,Dorothy G. Singer,Dorothy,Singer,1 Psychology at the University of Bridgeport and is Co-director,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dorothy+Singer,https://www.google.com/search?q=Dorothy+G.+Singer+psychology+at+the+university+of+bridgeport+and+is+co+director,white,High,0.007855315,0.009254587,0.050323542,0.93256646,0.93256646,0.050323542,0.8822429,psychology at the university of bridgeport and is co director,1 Psychology at the University of Bridgeport and is Co-director,University of Bridgeport,Exact,https://ror.org/01rf3yp57,R,Dorothy G. Singer,Dorothy,Singer,1 Psychology at the University of Bridgeport and is Co-director,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dorothy+Singer,https://www.google.com/search?q=Dorothy+G.+Singer+psychology+at+the+university+of+bridgeport+and+is+co+director,female,white,High,,
3627,10.1111/j.1460-2466.1980.tb02025.x+1.0,10.1111/j.1460-2466.1980.tb02025.x,https://academic.oup.com/joc/article/30/4/130/4371979,1980,"Televising Presidential Conventions, 1952–1980",Journal of Communication,1,1,Charles H. Fant,Charles,Fant,1 Governor's Office of Consumer Affairs in Atlanta,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Fant,https://www.google.com/search?q=Charles+H.+Fant+governor+s+office+of+consumer+affairs+in+atlanta,male,0.99,49331,High,Charles H. Fant,Charles,Fant,1 Governor's Office of Consumer Affairs in Atlanta,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Fant,https://www.google.com/search?q=Charles+H.+Fant+governor+s+office+of+consumer+affairs+in+atlanta,white,Low,0.012237451,0.2149038,0.052117728,0.7207411,0.7207411,0.2149038,0.5058373,governor s office of consumer affairs in atlanta,1 Governor's Office of Consumer Affairs in Atlanta,Office of Governor,API_QUERY,https://ror.org/01ka62b75,R,Charles H. Fant,Charles,Fant,1 Governor's Office of Consumer Affairs in Atlanta,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Fant,https://www.google.com/search?q=Charles+H.+Fant+governor+s+office+of+consumer+affairs+in+atlanta,male,white,Low,,
3709,10.1111/j.1460-2466.1980.tb01767.x+2.0,10.1111/j.1460-2466.1980.tb01767.x,https://academic.oup.com/joc/article/30/1/48/4371848,1980,The Older Adult in Daytime Serial Drama,Journal of Communication,3,2,Patricia A. Anderson,Patricia,Anderson,1 Project Daytime State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Anderson,https://www.google.com/search?q=Patricia+A.+Anderson+project+daytime+state+university+of+new+york+at+buffalo,female,0.98,132232,High,Patricia A. Anderson,Patricia,Anderson,1 Project Daytime State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Anderson,https://www.google.com/search?q=Patricia+A.+Anderson+project+daytime+state+university+of+new+york+at+buffalo,white,Low,0.011475616,0.18830742,0.024972776,0.7752441,0.7752441,0.18830742,0.5869367,project daytime state university of new york at buffalo,1 Project Daytime State University of New York at Buffalo,State University of New York,Exact,https://ror.org/01q1z8k08,R,Patricia A. Anderson,Patricia,Anderson,1 Project Daytime State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Anderson,https://www.google.com/search?q=Patricia+A.+Anderson+project+daytime+state+university+of+new+york+at+buffalo,female,white,Low,,
7311,10.1111/j.1468-2958.1980.tb00553.x+1.0,10.1111/j.1468-2958.1980.tb00553.x,https://academic.oup.com/hcr/article/7/1/83/4056003,1980,Illusory Correlation in Communication Research,Human Communication Research,1,1,Howard E. Sypher,Howard,Sypher,"1 Howard E. Sypher (Ph.D., University of Michigan, 1979) is assistant professor of communication at the University of Kentucky, Lexington, Kentucky 40506",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Sypher,https://www.google.com/search?q=Howard+E.+Sypher+howard+e+sypher+is+assistant+professor+of+communication+at+the+university+of+kentucky+lexington+kentucky,male,0.99,3213,High,Howard E. Sypher,Howard,Sypher,"1 Howard E. Sypher (Ph.D., University of Michigan, 1979) is assistant professor of communication at the University of Kentucky, Lexington, Kentucky 40506",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Sypher,https://www.google.com/search?q=Howard+E.+Sypher+howard+e+sypher+is+assistant+professor+of+communication+at+the+university+of+kentucky+lexington+kentucky,white,High,0.01111153,0.008131932,0.020929929,0.9598266,0.9598266,0.020929929,0.93889666,howard e sypher is assistant professor of communication at the university of kentucky lexington kentucky,"1 Howard E. Sypher (Ph.D., University of Michigan, 1979) is assistant professor of communication at the University of Kentucky, Lexington, Kentucky 40506",University of Kentucky,Exact,https://ror.org/02k3smh20,R,Howard E. Sypher,Howard,Sypher,"1 Howard E. Sypher (Ph.D., University of Michigan, 1979) is assistant professor of communication at the University of Kentucky, Lexington, Kentucky 40506",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Sypher,https://www.google.com/search?q=Howard+E.+Sypher+howard+e+sypher+is+assistant+professor+of+communication+at+the+university+of+kentucky+lexington+kentucky,male,white,High,,
3613,10.1111/j.1460-2466.1980.tb02016.x+1.0,10.1111/j.1460-2466.1980.tb02016.x,https://academic.oup.com/joc/article/30/4/58/4371891,1980,Non-News Viewers,Journal of Communication,1,1,Paula M. Poindexter,Paula,Poindexter,1 Journalism and Mass Communication faculty at the University of Georgia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paula+Poindexter,https://www.google.com/search?q=Paula+M.+Poindexter+journalism+and+mass+communication+faculty+at+the+university+of+georgia,female,0.98,74130,High,Paula M. Poindexter,Paula,Poindexter,1 Journalism and Mass Communication faculty at the University of Georgia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paula+Poindexter,https://www.google.com/search?q=Paula+M.+Poindexter+journalism+and+mass+communication+faculty+at+the+university+of+georgia,white,Low,0.0076240227,0.4295747,0.029842593,0.53295875,0.53295875,0.4295747,0.10338405,journalism and mass communication faculty at the university of georgia,1 Journalism and Mass Communication faculty at the University of Georgia,University of Georgia,Exact,https://ror.org/02bjhwk41,R,Paula M. Poindexter,Paula,Poindexter,1 Journalism and Mass Communication faculty at the University of Georgia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paula+Poindexter,https://www.google.com/search?q=Paula+M.+Poindexter+journalism+and+mass+communication+faculty+at+the+university+of+georgia,female,white,Low,,
3620,10.1111/j.1460-2466.1980.tb02022.x+1.0,10.1111/j.1460-2466.1980.tb02022.x,https://academic.oup.com/joc/article/30/4/103/4371944,1980,Perceived Bias in the Facial Expressions of Television News Broadcasters,Journal of Communication,3,1,Howard S. Friedman,Howard,Friedman,1 Social psychologists at the Department of Psychology. University of California. Riverside,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Friedman,https://www.google.com/search?q=Howard+S.+Friedman+social+psychologists+at+the+department+of+psychology+university+of+california+riverside,male,0.99,3213,High,Howard S. Friedman,Howard,Friedman,1 Social psychologists at the Department of Psychology. University of California. Riverside,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Friedman,https://www.google.com/search?q=Howard+S.+Friedman+social+psychologists+at+the+department+of+psychology+university+of+california+riverside,white,High,0.002890514,0.020335395,0.021110633,0.95566344,0.95566344,0.021110633,0.9345528,social psychologists at the department of psychology university of california riverside,1 Social psychologists at the Department of Psychology. University of California. Riverside,"University of California, Riverside",API_QUERY,https://ror.org/03nawhv43,R,Howard S. Friedman,Howard,Friedman,1 Social psychologists at the Department of Psychology. University of California. Riverside,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Friedman,https://www.google.com/search?q=Howard+S.+Friedman+social+psychologists+at+the+department+of+psychology+university+of+california+riverside,male,white,High,,
7352,10.1111/j.1468-2958.1980.tb00143.x+1.0,10.1111/j.1468-2958.1980.tb00143.x,https://academic.oup.com/hcr/article/6/3/228/4626850,1980,Disclosure Styles and a Hint at Their Genesis,Human Communication Research,3,1,James J. Bradac,James,Bradac,"1 James J. Bradac (Ph.D., Northwestern, 1970) is associate professor of communication studies at the University of Iowa, Iowa City, Iowa 52242",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac,https://www.google.com/search?q=James+J.+Bradac+james+j+bradac+is+associate+professor+of+communication+studies+at+the+university+of+iowa+iowa+city+iowa,male,0.99,117309,High,James J. Bradac,James,Bradac,"1 James J. Bradac (Ph.D., Northwestern, 1970) is associate professor of communication studies at the University of Iowa, Iowa City, Iowa 52242",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac,https://www.google.com/search?q=James+J.+Bradac+james+j+bradac+is+associate+professor+of+communication+studies+at+the+university+of+iowa+iowa+city+iowa,white,High,0.033620134,0.08334089,0.020086097,0.8629528,0.8629528,0.08334089,0.77961195,james j bradac is associate professor of communication studies at the university of iowa iowa city iowa,"1 James J. Bradac (Ph.D., Northwestern, 1970) is associate professor of communication studies at the University of Iowa, Iowa City, Iowa 52242",University of Iowa,Exact,https://ror.org/036jqmy94,R,James J. Bradac,James,Bradac,"1 James J. Bradac (Ph.D., Northwestern, 1970) is associate professor of communication studies at the University of Iowa, Iowa City, Iowa 52242",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac,https://www.google.com/search?q=James+J.+Bradac+james+j+bradac+is+associate+professor+of+communication+studies+at+the+university+of+iowa+iowa+city+iowa,male,white,High,,
