year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2008,Journal of Communication,1,US,M,Asian,Education
2008,Journal of Communication,2,US,M,Asian,Education
2008,Journal of Communication,3,US,M,Asian,Education
2008,Journal of Communication,1,KR,F,Asian,Education
2008,Journal of Communication,1,US,M,Black,Education
2008,Journal of Communication,1,US,F,Asian,Education
2008,Journal of Communication,2,US,M,Asian,Education
2008,Journal of Communication,1,US,F,White,Education
2008,Journal of Communication,2,US,F,White,Education
2008,Journal of Communication,1,US,F,White,Education
2008,Journal of Communication,2,CY,F,White,Education
2008,Journal of Communication,1,US,M,Hispanic,Education
2008,Journal of Communication,2,US,F,Asian,Education
2008,Journal of Communication,1,US,F,White,Education
2008,Journal of Communication,1,AT,M,White,Education
2008,Journal of Communication,1,US,F,Asian,Education
2008,Journal of Communication,1,US,M,Black,Education
2008,Journal of Communication,1,NO,M,White,Non Education
2008,Journal of Communication,1,IL,M,White,Education
2008,Journal of Communication,1,US,F,White,Education
2008,Journal of Communication,2,US,M,White,Education
2008,Journal of Communication,3,US,F,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,3,CZ,F,White,Non Education
2007,Journal of Communication,1,IL,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,1,US,M,Asian,Education
2007,Journal of Communication,2,US,M,Asian,Education
2007,Journal of Communication,3,US,M,Asian,Education
2007,Journal of Communication,4,US,F,White,Education
2007,Journal of Communication,5,US,M,Asian,Education
2007,Journal of Communication,6,US,M,Asian,Education
2007,Journal of Communication,7,US,F,White,Education
2007,Journal of Communication,8,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,F,Asian,Education
2007,Journal of Communication,1,IL,M,White,Education
2007,Journal of Communication,1,US,F,White,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,IL,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,1,US,F,Asian,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,3,US,M,White,Education
2007,Journal of Communication,4,US,M,White,Education
2007,Journal of Communication,1,US,M,Asian,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,3,US,M,White,Education
2007,Journal of Communication,1,KR,F,Asian,Non Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,US,F,White,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,3,US,M,White,Education
2007,Journal of Communication,4,US,F,White,Education
2007,Journal of Communication,1,JP,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,M,Asian,Education
2007,Journal of Communication,1,CN,F,White,Education
2007,Journal of Communication,1,US,F,White,Education
2007,Journal of Communication,2,US,F,Asian,Education
2007,Journal of Communication,3,US,F,Asian,Education
2007,Journal of Communication,1,US,F,Asian,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,3,US,M,White,Non Education
2007,Journal of Communication,4,CR,M,Asian,Education
2007,Journal of Communication,5,JP,M,Asian,Non Education
2007,Journal of Communication,6,JP,M,Asian,Non Education
2007,Journal of Communication,1,US,M,Asian,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,2,US,M,White,Non Education
2007,Journal of Communication,3,US,M,White,Non Education
2007,Journal of Communication,4,US,M,White,Non Education
2007,Journal of Communication,1,US,F,Asian,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,IL,M,White,Education
2007,Journal of Communication,1,US,F,White,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,NL,M,White,Education
2007,Journal of Communication,2,NL,F,White,Education
2007,Journal of Communication,3,NL,M,White,Education
2007,Journal of Communication,4,NL,M,White,Education
2007,Journal of Communication,1,US,F,Asian,Education
2007,Journal of Communication,1,IL,M,White,Education
2007,Journal of Communication,1,US,M,Asian,Education
2007,Journal of Communication,2,US,F,White,Education
2007,Journal of Communication,3,US,M,Asian,Education
2007,Journal of Communication,4,US,M,White,Education
2007,Journal of Communication,1,NL,M,White,Education
2007,Journal of Communication,1,CN,F,Asian,Education
2007,Journal of Communication,2,US,F,Asian,Education
2007,Journal of Communication,1,PH,M,Asian,Education
2007,Journal of Communication,2,PH,M,White,Education
2007,Journal of Communication,1,US,F,White,Education
2007,Journal of Communication,2,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2007,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,NL,M,White,Education
2006,Journal of Communication,2,NL,F,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,US,F,Black,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,US,F,Asian,Education
2006,Journal of Communication,5,US,F,White,Education
2006,Journal of Communication,6,US,M,White,Education
2006,Journal of Communication,7,US,F,White,Non Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,IL,M,White,Education
2006,Journal of Communication,5,US,M,White,Education
2006,Journal of Communication,1,US,M,Asian,Education
2006,Journal of Communication,2,US,F,Asian,Education
2006,Journal of Communication,3,US,F,Asian,Education
2006,Journal of Communication,4,US,M,Asian,Education
2006,Journal of Communication,1,US,F,Asian,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,1,US,M,Asian,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,SG,M,Asian,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,F,White,Non Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,1,NL,F,White,Education
2006,Journal of Communication,2,NL,M,White,Education
2006,Journal of Communication,1,GB,F,White,Education
2006,Journal of Communication,2,GB,F,White,Education
2006,Journal of Communication,1,SG,F,Asian,Education
2006,Journal of Communication,1,CN,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,GB,F,Asian,Non Education
2006,Journal of Communication,3,US,M,White,Education
2006,Journal of Communication,4,US,F,White,Education
2006,Journal of Communication,5,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,ES,M,Hispanic,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,Asian,Education
2006,Journal of Communication,3,IT,M,White,Education
2006,Journal of Communication,4,IT,F,White,Education
2006,Journal of Communication,5,DE,M,White,Education
2006,Journal of Communication,6,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,Middle Eastern,Education
2006,Journal of Communication,1,US,F,White,Non Education
2006,Journal of Communication,2,US,M,White,Non Education
2006,Journal of Communication,3,US,M,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,2,PH,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,M,White,Education
2006,Journal of Communication,4,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,US,M,Asian,Non Education
2006,Journal of Communication,2,US,F,White,Non Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,US,M,Asian,Education
2006,Journal of Communication,5,US,M,White,Education
2006,Journal of Communication,6,US,M,White,Education
2006,Journal of Communication,7,US,M,Asian,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,JP,M,Asian,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,1,US,F,Asian,Education
2006,Journal of Communication,2,KR,M,Asian,Education
2006,Journal of Communication,3,KR,M,Asian,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,F,Asian,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,US,F,White,Education
2006,Journal of Communication,5,US,F,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,4,US,F,White,Education
2006,Journal of Communication,5,US,M,White,Education
2006,Journal of Communication,1,US,M,White,Education
2006,Journal of Communication,1,BE,M,White,Education
2006,Journal of Communication,2,BE,M,White,Education
2006,Journal of Communication,1,US,M,Asian,Education
2006,Journal of Communication,2,US,M,Asian,Education
2006,Journal of Communication,1,IL,F,Middle Eastern,Education
2006,Journal of Communication,2,IL,F,White,Education
2006,Journal of Communication,1,US,M,Asian,Education
2006,Journal of Communication,2,US,F,White,Education
2006,Journal of Communication,3,US,F,White,Education
2006,Journal of Communication,1,US,F,White,Education
2006,Journal of Communication,2,US,M,White,Education
2006,Journal of Communication,1,TW,F,Asian,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,F,Asian,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,3,US,M,Asian,Education
2005,Journal of Communication,1,DE,M,White,Education
2005,Journal of Communication,2,DE,M,White,Education
2005,Journal of Communication,1,US,M,Asian,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,M,White,Non Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,M,Asian,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,3,US,M,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,KR,M,Asian,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,US,F,Asian,Education
2005,Journal of Communication,2,SG,M,Asian,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,IL,M,White,Education
2005,Journal of Communication,2,IL,M,White,Education
2005,Journal of Communication,1,PH,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,M,Hispanic,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,1,IL,F,White,Education
2005,Journal of Communication,2,IL,F,White,Education
2005,Journal of Communication,1,SG,F,White,Education
2005,Journal of Communication,2,SG,M,White,Education
2005,Journal of Communication,3,SG,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,1,US,M,White,Education
2005,Journal of Communication,1,US,M,Asian,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,3,US,M,White,Education
2005,Journal of Communication,1,US,F,White,Education
2005,Journal of Communication,2,US,M,White,Education
2005,Journal of Communication,3,US,F,Asian,Education
2005,Journal of Communication,4,UK,F,White,Non Education
2005,Journal of Communication,5,US,M,White,Education
2005,Journal of Communication,1,NL,M,White,Education
2005,Journal of Communication,1,US,F,Hispanic,Education
2005,Journal of Communication,2,US,F,White,Education
2005,Journal of Communication,3,US,F,White,Education
2005,Journal of Communication,4,US,M,Asian,Education
2005,Journal of Communication,1,US,M,Hispanic,Education
2005,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,M,Hispanic,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,PL,F,White,Non Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,AU,F,White,Education
2004,Journal of Communication,2,AU,F,White,Education
2004,Journal of Communication,3,AU,M,White,Education
2004,Journal of Communication,4,AU,F,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,M,White,Education
2004,Journal of Communication,4,US,M,White,Education
2004,Journal of Communication,5,US,M,White,Education
2004,Journal of Communication,6,US,F,White,Education
2004,Journal of Communication,1,KR,M,Asian,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,M,White,Education
2004,Journal of Communication,4,US,M,White,Education
2004,Journal of Communication,5,US,M,White,Education
2004,Journal of Communication,6,US,M,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,Asian,Education
2004,Journal of Communication,1,US,M,Hispanic,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,F,Asian,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,F,Asian,Education
2004,Journal of Communication,4,US,F,White,Non Education
2004,Journal of Communication,1,GB,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,F,White,Education
2004,Journal of Communication,4,US,F,White,Education
2004,Journal of Communication,5,US,M,White,Education
2004,Journal of Communication,1,US,M,Black,Education
2004,Journal of Communication,1,US,F,Indigenous,Education
2004,Journal of Communication,2,US,F,Asian,Education
2004,Journal of Communication,3,US,F,White,Education
2004,Journal of Communication,4,US,M,Asian,Education
2004,Journal of Communication,1,KE,F,White,Non Education
2004,Journal of Communication,2,US,F,White,Non Education
2004,Journal of Communication,3,US,F,White,Education
2004,Journal of Communication,4,US,F,White,Non Education
2004,Journal of Communication,5,US,F,White,Non Education
2004,Journal of Communication,1,US,F,Hispanic,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,M,White,Education
2004,Journal of Communication,4,US,F,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,3,US,M,White,Education
2004,Journal of Communication,1,US,M,Black,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,CN,F,Asian,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,M,Black,Education
2004,Journal of Communication,3,US,F,Black,Education
2004,Journal of Communication,4,US,F,Black,Education
2004,Journal of Communication,1,US,F,White,Education
2004,Journal of Communication,2,US,F,White,Education
2004,Journal of Communication,3,US,F,White,Education
2004,Journal of Communication,4,US,F,White,Education
2004,Journal of Communication,5,US,F,Black,Education
2004,Journal of Communication,6,US,M,White,Education
2004,Journal of Communication,1,US,M,Hispanic,Education
2004,Journal of Communication,1,US,M,White,Education
2004,Journal of Communication,2,US,F,Asian,Education
2004,Journal of Communication,3,US,F,White,Education
2004,Journal of Communication,1,US,F,Asian,Education
2004,Journal of Communication,2,US,M,White,Education
2004,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,CA,M,White,Education
2003,Journal of Communication,3,US,M,Hispanic,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,M,Black,Education
2003,Journal of Communication,3,US,M,White,Non Education
2003,Journal of Communication,4,US,M,White,Non Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,F,Black,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,NL,M,White,Education
2003,Journal of Communication,2,GB,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,IL,M,White,Education
2003,Journal of Communication,2,IL,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,3,US,M,White,Education
2003,Journal of Communication,4,US,M,White,Education
2003,Journal of Communication,5,US,F,White,Education
2003,Journal of Communication,6,US,F,White,Education
2003,Journal of Communication,7,US,F,White,Education
2003,Journal of Communication,1,AU,F,Asian,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,US,F,Asian,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,3,US,M,White,Education
2003,Journal of Communication,4,US,M,White,Education
2003,Journal of Communication,5,US,F,White,Education
2003,Journal of Communication,1,US,M,Asian,Education
2003,Journal of Communication,2,CA,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,US,F,White,Non Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,3,US,M,White,Education
2003,Journal of Communication,1,IL,M,Middle Eastern,Education
2003,Journal of Communication,2,IL,F,White,Education
2003,Journal of Communication,1,US,F,Asian,Non Education
2003,Journal of Communication,2,SG,M,Asian,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,1,US,M,Asian,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,M,Asian,Education
2003,Journal of Communication,3,US,M,Asian,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,TW,F,Asian,Education
2003,Journal of Communication,3,US,M,White,Education
2003,Journal of Communication,1,NL,F,White,Education
2003,Journal of Communication,2,NL,M,White,Education
2003,Journal of Communication,3,NL,M,White,Non Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,F,White,Education
2003,Journal of Communication,3,US,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,2,US,M,White,Education
2003,Journal of Communication,3,US,F,White,Education
2003,Journal of Communication,1,US,M,White,Education
2003,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,IL,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,M,Black,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,M,White,Education
2002,Journal of Communication,4,US,F,White,Education
2002,Journal of Communication,5,US,M,White,Education
2002,Journal of Communication,1,US,F,Asian,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,F,White,Education
2002,Journal of Communication,4,US,F,White,Education
2002,Journal of Communication,5,US,M,White,Education
2002,Journal of Communication,6,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,M,Black,Non Education
2002,Journal of Communication,2,US,F,Asian,Education
2002,Journal of Communication,3,US,F,Black,Non Education
2002,Journal of Communication,1,US,F,Asian,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,F,White,Education
2002,Journal of Communication,4,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,NL,F,White,Education
2002,Journal of Communication,2,NL,M,White,Education
2002,Journal of Communication,3,NL,M,White,Education
2002,Journal of Communication,1,DE,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,SG,F,Asian,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,CA,F,White,Education
2002,Journal of Communication,2,CA,F,White,Education
2002,Journal of Communication,3,US,F,White,Non Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,UK,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,3,US,M,Hispanic,Education
2002,Journal of Communication,4,US,F,White,Education
2002,Journal of Communication,5,US,F,Asian,Education
2002,Journal of Communication,6,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,F,Middle Eastern,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,3,US,F,Hispanic,Education
2002,Journal of Communication,4,US,F,White,Education
2002,Journal of Communication,5,US,F,White,Education
2002,Journal of Communication,6,US,F,White,Education
2002,Journal of Communication,7,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,3,TW,F,White,Education
2002,Journal of Communication,4,US,F,White,Non Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,3,QA,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,DE,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,M,Black,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,M,White,Education
2002,Journal of Communication,4,US,M,White,Education
2002,Journal of Communication,5,US,M,White,Education
2002,Journal of Communication,6,US,F,Black,Education
2002,Journal of Communication,7,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,Black,Non Education
2002,Journal of Communication,3,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,M,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,3,US,F,White,Education
2002,Journal of Communication,4,US,M,White,Education
2002,Journal of Communication,5,US,F,White,Education
2002,Journal of Communication,6,US,F,White,Education
2002,Journal of Communication,1,US,F,Hispanic,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,1,US,M,White,Education
2002,Journal of Communication,2,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,1,US,F,White,Education
2002,Journal of Communication,2,US,F,White,Non Education
2002,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,Asian,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,2,SG,M,White,Education
2001,Journal of Communication,3,US,M,White,Education
