doi,url,title,paperType,journal,datePublished,keywords
10.1093/hcr/hqz009,https://academic.oup.com/hcr/article/45/4/371/5586240,Multitasking and Dual Motivational Systems: A Dynamic Longitudinal Study,ScholarlyArticle,Human Communication Research,2019-10-14,"adolescent, emotions, misconceptions, multitasking behavior, Multitasking, Appetitive, Aversive, Dynamic Motivational Activation, Reinforcing Spirals, Experience Sampling"
10.1093/hcr/hqz007,https://academic.oup.com/hcr/article/45/4/395/5525242,"The Relationship Between Viewing Environment, Narrative Environment, and Involvement With Narratives: The Case of Temperature",ScholarlyArticle,Human Communication Research,2019-07-04,"food, body temperature, temperature, transportation, feelings, narrative discourse, Environment of Viewing, Transportation, Identification, Narrative, Temperature"
10.1093/hcr/hqz005,https://academic.oup.com/hcr/article/45/4/427/5498612,Context Impacts on Confirmation Bias: Evidence From the 2017 Japanese Snap Election Compared with American and German Findings,ScholarlyArticle,Human Communication Research,2019-05-25,"confirmation bias, japanese, Selective Exposure, Confirmation Bias, Cross-Cultural, Media-Party Parallelism, Media Trust, Election, Public Broadcasting Services"
10.1093/hcr/hqz010,https://academic.oup.com/hcr/article/45/4/450/5586245,"An Internal Replication Examining the Role of Issue Involvement, Relevance, and Additional Requirements to Maintain an Established Freedom among Older Adults",ScholarlyArticle,Human Communication Research,2019-10-14,"health insurance, licensure, perception, older adult, psychological reactance, Psychological Reactance Theory, Lifespan, Relevance"
10.1093/hcr/hqz011,https://academic.oup.com/hcr/article/45/4/474/5602353,Older Adults’ Recalled Memorable Messages about Aging and Their Associations with Successful Aging,ScholarlyArticle,Human Communication Research,2019-10-22,"aging, ecology, older adult, productive aging, Communicative Ecology Model of Successful Aging, Hope Theory, Memorable Messages, Aging Efficacy, Successful Aging"
10.1093/hcr/hqy018,https://academic.oup.com/hcr/article/45/3/255/5310111,"Parent-Child Privacy Boundary Conflict Patterns During the First Year of College: Mediating Family Communication Patterns, Predicting Psychosocial Distress",ScholarlyArticle,Human Communication Research,2019-02-08,"child, parent-child relationship, parent, privacy, Privacy, Family Communication Patterns, Boundary Management, Parent-Child Relationships, Well-being"
10.1093/hcr/hqz001,https://academic.oup.com/hcr/article/45/3/286/5321219,Documenting the Truth-Default: The Low Frequency of Spontaneous Unprompted Veracity Assessments in Deception Detection,ScholarlyArticle,Human Communication Research,2019-02-16,"deception, judgment, Truth-Default Theory, Truth-Bias, Lies, Spinozan Belief"
10.1093/hcr/hqz003,https://academic.oup.com/hcr/article/45/3/309/5365799,The Structural Effects of Team Density and Normative Standards on Team Member Performance,ScholarlyArticle,Human Communication Research,2019-02-27,"accountability, Team Density, Team Norms, Multilevel, Networks, Communication"
10.1093/hcr/hqz004,https://academic.oup.com/hcr/article/45/3/334/5382473,Effects of Second Screening: Building Social Media Social Capital through Dual Screen Use,ScholarlyArticle,Human Communication Research,2019-03-19,"social media, social capital, Social Capital, Social Media, Second Screening, Dual Screen Use, Multi-Screen Use, Complementary Simultaneous Media Use, Online Political Discussion, Freedom of Expression"
10.1093/hcr/hqz006,https://academic.oup.com/hcr/article/45/3/366/5499188,Reviewer Acknowledgement,ScholarlyArticle,Human Communication Research,2019-05-28,
10.1093/hcr/hqy015,https://academic.oup.com/hcr/article/45/2/119/5144986,Constantly Connected: The Role of Parental Mediation Styles and Self-Regulation in Pre- and Early Adolescents’ Problematic Mobile Device Use,ScholarlyArticle,Human Communication Research,2018-10-26,"adolescent, emotions, child, parent, social control, informal, tablet dosage form, cell phones, self control, mobile devices, Mobile Media, Parental Mediation Styles, Problematic Mobile Media Use, Self-Regulation"
10.1093/hcr/hqy017,https://academic.oup.com/hcr/article/45/2/148/5200488,How Thinking about the Future Affects Our Decisions in the Present: Effects of Time Orientation and Episodic Future Thinking on Responses to Health Warning Messages,ScholarlyArticle,Human Communication Research,2018-11-23,"smoking cessation, self efficacy, smoke, cigarettes, orientation to time, delay discounting, Time Orientation, Temporal Discounting, Construal Level, Episodic Future Thinking, Cigarette Warning Labels, Smoking"
10.1093/hcr/hqy019,https://academic.oup.com/hcr/article/45/2/169/5315733,"A Penchant for the Immoral: Implications of Parasocial Interaction, Perceived Complicity, and Identification on Liking of Anti-Heroes",ScholarlyArticle,Human Communication Research,2019-02-11,"complicity, perception, personality character, feelings, patient disposition, narrative discourse, Anti-Heroes, Morality, Parasocial Interaction, Character Liking, Disposition Theory, Entertainment, Identification"
10.1093/hcr/hqy020,https://academic.oup.com/hcr/article/45/2/202/5310112,A Bottom-Up Approach to Examining Group-Level Communication Patterns: A Multilevel Latent Profile Analysis of Functional Group Interaction,ScholarlyArticle,Human Communication Research,2019-02-08,"functional group, datasets, Functional Communication, Multilevel Latent Profile Analysis, Collective Constructs, Group Interaction"
10.1093/hcr/hqy016,https://academic.oup.com/hcr/article/45/2/226/5181600,Developmental Trajectories of Parental Mediation Across Early and Middle Childhood,ScholarlyArticle,Human Communication Research,2018-11-14,"child, parent, parenting behavior, middle childhood, Individual Differences, Media Use, Parental Mediation, Television, Video Games"
10.1093/hcr/hqz002,https://academic.oup.com/hcr/article/45/2/251/5310110,In Memory of Charles R. Berger,ScholarlyArticle,Human Communication Research,2019-02-08,memory
10.1093/hcr/hqy011,https://academic.oup.com/hcr/article/45/1/1/5062562,Solidarity Effects in Social Movement Messaging: How Cueing Dominant Group Identity Can Increase Movement Support,ScholarlyArticle,Human Communication Research,2018-07-31,"attitude, cues, perception, persuasive communication, social identification, social justice, european continental ancestry group, anonymity, racism, Social Movements, Persuasion, Anonymity, Social Identity, Intergroup Conflict, Racism"
10.1093/hcr/hqy012,https://academic.oup.com/hcr/article/45/1/27/5113026,The Consequences of Forced Versus Selected Political Media Exposure,ScholarlyArticle,Human Communication Research,2018-10-01,"adult, cognitive dissonance, screen time, Media Effects, Cognitive Dissonance, Reactance, Experiment, Selective Exposure"
10.1093/hcr/hqy013,https://academic.oup.com/hcr/article/45/1/52/5113027,When Similarity Strikes Back: Conditional Persuasive Effects of Character-Audience Similarity in Anti-Smoking Campaign,ScholarlyArticle,Human Communication Research,2018-10-01,"smoking, passive smoking, persuasive communication, social identification, smokers, Character-Audience Similarity, Tailored and Targeted Communication, Social Identity Theory, Anti-Smoking Campaign"
10.1093/hcr/hqy014,https://academic.oup.com/hcr/article/45/1/78/5144985,Pornography and Impersonal Sex,ScholarlyArticle,Human Communication Research,2018-10-26,"adolescent, adult, attitude, sex behavior, script, Pornography, Impersonal Sex, Sociosexuality, Confluence Model, 3AM"
10.1093/hcr/hqy005,https://academic.oup.com/hcr/article/44/4/343/4992917,"A Priest, a Rabbi, and a Minister Walk into a Bar: A Meta-Analysis of Humor Effects on Persuasion",ScholarlyArticle,Human Communication Research,2018-05-04,"persuasive communication, humor, Meta-Analysis, Humor, Persuasion, Media Effects, Satire"
10.1093/hcr/hqy006,https://academic.oup.com/hcr/article/44/4/374/4999312,Remembering Political Messages in Dynamic Information Environments: Insights from Eye Movements,ScholarlyArticle,Human Communication Research,2018-05-18,"eye movement, memory, Information Environment, Eye Movements, Political Knowledge, Political Communication, Memory"
10.1093/hcr/hqy007,https://academic.oup.com/hcr/article/44/4/399/5041997,Deliberation Across a Space of Reasons: Assessing Epistemic Changes in Group Discussions,ScholarlyArticle,Human Communication Research,2018-06-21,"adolescent, brazil, internship and residency, police, medical residencies, reasoning, Deliberation, Epistemic Outcomes, Argumentation, Face-to-Face Group Discussion, Age of Criminal Responsibility"
10.1093/hcr/hqy008,https://academic.oup.com/hcr/article/44/4/427/5047467,The Complementary Importance of Static Structure and Temporal Dynamics in Teamwork Communication,ScholarlyArticle,Human Communication Research,2018-07-02,"computers, entropy, mathematics, collaboration, work teams, Predictability, Entropy, Computer-supported Collaborations, Dynamic Process, Stationarity, Turn-taking"
10.1093/hcr/hqy009,https://academic.oup.com/hcr/article/44/4/449/5055861,"When the Sun Sings Science, Are Children Left in the Dark? Representations of Science in Children’s Television and Their Effects on Children’s Learning",ScholarlyArticle,Human Communication Research,2018-07-19,"child, television, knowledge acquisition, misconceptions, Anthropomorphism, Conceptual Change Theory, Fisch’s Capacity Model, Misconceptions, Refutation, Science Knowledge"
10.1093/hcr/hqy010,https://academic.oup.com/hcr/article/44/4/473/5060322,Latino Adolescent Pursuit and Mother Inference of Language Brokering Interaction Goals with Adolescent Self-esteem Outcomes,ScholarlyArticle,Human Communication Research,2018-07-27,"adolescent, hispanics or latinos, languages, mothers, self esteem, inference, Language Brokering, Interaction Goals, Self-esteem, Adolescent, Parent-child Relationship"
10.1093/hcr/hqy004,https://academic.oup.com/hcr/article/44/3/223/4956834,When Visual Cues Activate Moral Foundations: Unintended Effects of Visual Portrayals of Vaping within Electronic Cigarette Video Advertisements,ScholarlyArticle,Human Communication Research,2018-03-30,"advertising, cues, persuasive communication, electronic cigarettes, vaping, Moral Foundations Theory (MFT), Unintended Effects, Multimodal Message, Visual Persuasion, Moral Appeal, Electronic Cigarette"
10.1093/hcr/hqx010,https://academic.oup.com/hcr/article/44/3/247/4956827,"Social Identity, Selective Exposure, and Affective Polarization: How Priming National Identity Shapes Attitudes Toward Immigrants Via News Selection",ScholarlyArticle,Human Communication Research,2018-03-30,"attitude, emigration and immigration, social identification, immigrants, undocumented immigrants, Social Identity, Media Choice, Selectivity, Affective Polarization, Immigration"
10.1093/hcr/hqy001,https://academic.oup.com/hcr/article/44/3/274/4956829,Feeling Fine about Being Wrong: The Influence of Self-Affirmation on the Effectiveness of Corrective Information,ScholarlyArticle,Human Communication Research,2018-03-30,"attitude, misinformation, self esteem, reasoning, pretest probability of disease, feelings, Self-Affirmation, Misinformation, Misperceptions, Corrections, Motivated Reasoning"
10.1093/hcr/hqy002,https://academic.oup.com/hcr/article/44/3/299/4956830,"Comparing Mediational Pathways for Narrative- and Argument-Based Messages: Believability, Counterarguing, and Emotional Reaction†",ScholarlyArticle,Human Communication Research,2018-03-30,"emotions, advertising, persuasive communication, narrative discourse, Narrative, Persuasion, Comparative, Mediation, Believability, Counterarguing, Emotion"
10.1093/hcr/hqy003,https://academic.oup.com/hcr/article/44/3/322/4956832,Vicariously Experiencing Parasocial Intimacy with Public Figures Through Observations of Interactions on Social Media,ScholarlyArticle,Human Communication Research,2018-03-30,"social identification, social media, Parasocial Intimacy, Social Media, Identification, Interpersonal Confirmation, Vicarious Interaction, Observation"
10.1093/hcr/hqx002,https://academic.oup.com/hcr/article/44/2/103/4841747,Threat Appeals as Multi-Emotion Messages: An Argument Structure Model of Fear and Disgust,ScholarlyArticle,Human Communication Research,2018-04-02,"emotions, fear, persuasive communication, disgust, flossing, Fear, Disgust, Threat Appeals, Flossing, Vaccination"
10.1093/hcr/hqx005,https://academic.oup.com/hcr/article/44/2/127/4841748,Relational Change Following Hurtful Conflict: An Extension of Identity Implications Theory,ScholarlyArticle,Human Communication Research,2018-04-02,"lens, crystalline, lens (device), perception, relationship - sibling, young adult, Repair of Personal Relationships, Relationship Types, Goals, Relationship Maintenance"
10.1093/hcr/hqx006,https://academic.oup.com/hcr/article/44/2/155/4841749,Advancing Framing Theory: Designing an Equivalency Frame to Improve Political Information Processing,ScholarlyArticle,Human Communication Research,2018-04-02,"attitude, languages, public opinion, speech fluency, metacognition, feelings, college students, Framing Effects, Cognitive Processing, Experimental Design, Public Opinion, Metacognition"
10.1093/hcr/hqx007,https://academic.oup.com/hcr/article/44/2/176/4837060,Exemplar Effects on Public Opinion Perception and Attitudes: The Moderating Role of Exemplar Involvement,ScholarlyArticle,Human Communication Research,2018-04-02,"attitude, perception, persuasive communication, public opinion, Exemplification, Episodic Framing, Persuasion, Source Expertise"
10.1093/hcr/hqx008,https://academic.oup.com/hcr/article/44/2/197/4957051,Perceptions of Social Media for Politics: Testing the Slacktivism Hypothesis,ScholarlyArticle,Human Communication Research,2018-04-02,"perception, politics, social media, Perceptions, Political Participation, Social Media, Age, Network Heterogeneity, Slacktivism, Political Expression, Spillover"
10.1093/hcr/hqx009,https://academic.oup.com/hcr/article/44/1/1/4782792,Reviewer Acknowledgement,ScholarlyArticle,Human Communication Research,2018-01-02,"barrett's esophagus, calculi, poikiloderma congenitale, christianity"
10.1093/hcre.12111,https://academic.oup.com/hcr/article/44/1/3/4760433,The Relationship Between Media Multitasking and Attention Problems in Adolescents: Results of Two Longitudinal Studies,ScholarlyArticle,Human Communication Research,2017-12-20,"adolescent, Media Multitasking, Attention Problems, Adolescents, Media Effects, Reinforcing Effects, Spiral Models"
10.1093/hcre.12112,https://academic.oup.com/hcr/article/44/1/31/4760434,To Walk a Mile in Someone Else’s Shoes: How Narratives Can Change Causal Attribution Through Story Exploration and Character Customization,ScholarlyArticle,Human Communication Research,2017-12-20,"persuasive communication, transgender persons, narrative discourse, Interactivity, Exploration, Customization, Causal Attribution, Identification, Narrative Persuasion"
10.1093/hcr/hqx003,https://academic.oup.com/hcr/article/44/1/58/4756555,Social Compensation and Enhancement via Mediated Communication in the Transition to College,ScholarlyArticle,Human Communication Research,2017-12-20,"parent, personal satisfaction, telephone, loneliness, stress, text messaging, social skills, Social Compensation, Social Enhancement, Mediated Communication, Parent-Child Communication, Social Competence, Well-Being"
10.1093/hcr/hqx004,https://academic.oup.com/hcr/article/44/1/80/4756556,"Mediated Wisdom of Experience Revisited: Delay Discounting, Acceptance of Death, and Closeness to Future Self",ScholarlyArticle,Human Communication Research,2017-12-20,"emotions, reward, narrative discourse, delay discounting, Narrative, Eudaimonia, Well-being, Decision-making"
10.1111/hcre.12117,https://academic.oup.com/hcr/article/43/4/518/4670710,Online Information and Communication Systems to Enhance Health Outcomes through Communication Convergence,ScholarlyArticle,Human Communication Research,2017-10-01,"emotions, access to information, health promotion, information systems, health behavior, health education, health outcomes, mobile health, Health Communication, Convergence of Mass and Interpersonal Communication, Online Health Information, Provider–Patient Interaction, Online Social Support, Health Information Systems"
10.1111/hcre.12118,https://academic.oup.com/hcr/article/43/4/464/4670704,Opinion Climates in Social Media: Blending Mass and Interpersonal Communication,ScholarlyArticle,Human Communication Research,2017-10-01,"heterogeneity, climate, mass media, communication and information technology, homogeneity, social media, Opinion Climate, Social Media, Spiral of Silence Theory, Two-Step Flow of Communication Model, Mass Interpersonal Communication"
10.1111/hcre.12121,https://academic.oup.com/hcr/article/43/4/424/4670701,Entertaining Each Other?,ScholarlyArticle,Human Communication Research,2017-10-01,"emotions, attitude, technology, television, community, Entertainment, Second Screening, Social TV, Enjoyment, Socially Shared Television"
10.1111/hcre.12122,https://academic.oup.com/hcr/article/43/4/559/4670713,The Merger of Mass and Interpersonal Communication via New Media: Integrating Metaconstructs,ScholarlyArticle,Human Communication Research,2017-10-01,"cues, precision, Convergence of Mass and Interpersonal Communication, Distribution Capacity, Audience, Channels, Temporality, Interactivity"
10.1111/hcre.12123,https://academic.oup.com/hcr/article/43/4/436/4670715,When News Meets the Audience: How Audience Feedback Online Affects News Production and Consumption,ScholarlyArticle,Human Communication Research,2017-10-01,"feedback, Audience Feedback, News Consumption, News Production, Participatory Journalism, User Comments"
10.1111/hcre.12119,https://academic.oup.com/hcr/article/43/4/531/4670711,Intermediality and the Diffusion of Innovations,ScholarlyArticle,Human Communication Research,2017-10-01,"diffusion, diffusion of innovation, Communication Networks, Diffusion of Innovations, Innovation Consequences, Intermediality, Media Attributes, New Media"
10.1111/hcre.12125,https://academic.oup.com/hcr/article/43/4/505/4670709,Embracing the Challenges and Opportunities of Mixed-Media Relationships,ScholarlyArticle,Human Communication Research,2017-10-01,"anxiety, arousal, internet, coordination, social networks, Social Media, Mediatization, Mixed-Media Relationships"
10.1111/hcre.12124,https://academic.oup.com/hcr/article/43/4/573/4670714,Correction Notice,ScholarlyArticle,Human Communication Research,2017-10-01,"emotional regulation, conversation"
10.1111/hcre.12115,https://academic.oup.com/hcr/article/43/4/491/4670708,Revising the Communication Mediation Model for a New Political Communication Ecology,ScholarlyArticle,Human Communication Research,2017-10-01,"ecology, politics, community, conversation, Civic Engagement, Contentious Politics, Institutional Legitimacy, Political Conversation, Political Polarization, Social Trust"
10.1111/hcre.12116,https://academic.oup.com/hcr/article/43/4/450/4670703,Online Social Influence and the Convergence of Mass and Interpersonal Communication,ScholarlyArticle,Human Communication Research,2017-10-01,"cues, internet, credibility, host (organism), ambiguity, Social Influence, Mass Communication, Interpersonal Communication, Technological Convergence, Online Social Influence"
10.1111/hcre.12120,https://academic.oup.com/hcr/article/43/4/415/4670700,Merging Mass and Interpersonal Communication via Interactive Communication Technology: a Symposium,ScholarlyArticle,Human Communication Research,2017-10-01,"communication and information technology, Mass Communication, Interpersonal Communication, Convergence of Mass and Interpersonal Communication, Interactive Communication Technology"
10.1111/hcre.12113,https://academic.oup.com/hcr/article/43/4/477/4670707,Understanding Self-Effects in Social Media,ScholarlyArticle,Human Communication Research,2017-10-01,"emotions, attitude, cognition, persuasive communication, self concept, social media, Expression Effects, CMC Theory, Affordances of Social Media, Media Convergence, Media Effects Theory, Social Media"
10.1111/hcre.12114,https://academic.oup.com/hcr/article/43/4/545/4670712,"Vectors into the Future of Mass and Interpersonal Communication Research: Big Data, Social Media, and Computational Social Science",ScholarlyArticle,Human Communication Research,2017-10-01,"social sciences, spatial vectors, social media, Big Data, Computational Social Science, Merging Mass and Interpersonal Communication, Recommendation Systems"
10.1111/hcre.12107,https://academic.oup.com/hcr/article/43/3/344/4670649,Comprehension Models of Audiovisual Discourse Processing,ScholarlyArticle,Human Communication Research,2017-07-01,"mental recall, television, memory, discourse, narrative discourse, Comprehension, Landscape Model, Event-Indexing Model, Entertainment Media, Situation Models, Cognitive Psychology"
10.1111/hcre.12109,https://academic.oup.com/hcr/article/43/3/397/4670705,Pitch Range Variations Improve Cognitive Processing of Audio Messages,ScholarlyArticle,Human Communication Research,2017-07-01,"autonomic nervous system, arousal, perception, radio communications, mental recall, memory, best practice, self-report, Pitch Range, Arousal, Attention, Immediate Recall, Recognition"
10.1111/hcre.12110,https://academic.oup.com/hcr/article/43/3/363/4670650,"Couple Identity Gaps, the Management of Conflict, and Biological and Self-Reported Stress in Romantic Relationships",ScholarlyArticle,Human Communication Research,2017-07-01,"anxiety, hydrocortisone, perception, stress, self-report, Couple Identity Gaps, Romantic Relationships, Stress, Salivary Cortisol, Salivary Alpha-Amylase, Conflict"
10.1111/hcre.12108,https://academic.oup.com/hcr/article/43/3/315/4670699,Pornography Consumption and Satisfaction: a Meta-Analysis,ScholarlyArticle,Human Communication Research,2017-07-01,"adult, effect modifiers (epidemiology), germany, gerstmann-straussler-scheinker disease, happiness, internet, investments, korea, marriage, life event, muscle rigidity, perception, precipitating factors, publication bias, sex behavior, body image, breast, penis, gender, stomach, gender role, self esteem, social survey, homogeneity, experimental study, dating, feelings, measurement error, dissatisfaction, script, masculinity, Pornography, Sexually Explicit Media, Satisfaction, Meta-Analysis"
10.1111/hcre.12100,https://academic.oup.com/hcr/article/43/2/173/4064822,"Beauty is Good: The Appearance Culture, the Internalization of Appearance Ideals, and Dysfunctional Appearance Beliefs Among Tweens",ScholarlyArticle,Human Communication Research,2017-04-01,"Tween Media, Peer Appearance Conversations, Dysfunctional Appearance Beliefs, Rewards"
10.1111/hcre.12101,https://academic.oup.com/hcr/article/43/2/193/4064823,"Can the Media Help Women Be Better at Math? Stereotype Threat, Selective Exposure, Media Effects, and Women's Math Performance",ScholarlyArticle,Human Communication Research,2017-04-01,"Stereotype Threat, Selective Exposure, Media Effects, Female Role Models, SESAM Model, Social Comparison, Assimilation vs. Contrast, Gender Roles, Women in STEM"
10.1111/hcre.12102,https://academic.oup.com/hcr/article/43/2/214/4064824,Parental Communication of Responsiveness and Control as Predictors of Adolescents' Emotional and Behavioral Resilience in Families with Alcoholic versus Nonalcoholic Parents,ScholarlyArticle,Human Communication Research,2017-04-01,"Alcoholism, Children of Alcoholics, Resilience, Emotion Regulation, Family Communication"
10.1111/hcre.12103,https://academic.oup.com/hcr/article/43/2/237/4064825,"Connections between Family Communication Patterns, Person-Centered Message Evaluations, and Emotion Regulation Strategies",ScholarlyArticle,Human Communication Research,2017-04-01,"Comforting, Socialization, Human Information Processing, Social Support, Stress"
10.1111/hcre.12104,https://academic.oup.com/hcr/article/43/2/256/4064826,The Influence of Unrestricted Information Exchange on Willingness to Share Information with Outsiders,ScholarlyArticle,Human Communication Research,2017-04-01,"Information Sharing, Social Exchange, Social Dilemma, Collective Action, Group Boundary"
10.1111/hcre.12105,https://academic.oup.com/hcr/article/43/2/276/4064827,The Effects of Accumulated Underaccommodation on Perceptions of Underaccommodative Communication and Speakers,ScholarlyArticle,Human Communication Research,2017-04-01,"Communication Accommodation Theory, Underaccommodation, Motive, Message Processing"
10.1111/hcre.12106,https://academic.oup.com/hcr/article/43/2/295/4064829,The Battle of the Screens: Unraveling Attention Allocation and Memory Effects When Multiscreening,ScholarlyArticle,Human Communication Research,2017-04-01,"Multiscreening, Viewing Behavior, Eye-Tracking, Visual Attention, Memory"
10.1111/hcre.12093,https://academic.oup.com/hcr/article/43/1/1/4067694,Overconfidence at the Keyboard: Confidence and Accuracy in Interpreting Affect in E-Mail Exchanges,ScholarlyArticle,Human Communication Research,2017-01-01,"E-Mail, Confidence, Context, Egocentrism, Relationship Differences, Emotion, Affect"
10.1111/hcre.12094,https://academic.oup.com/hcr/article/43/1/25/4064769,Talking Health with a Machine: How Does Message Interactivity Affect Attitudes and Cognitions?,ScholarlyArticle,Human Communication Research,2017-01-01,"Interactivity, Contingency, Turn-Taking, E-Health, Online Health, Interactive Health Technologies"
10.1111/hcre.12095,https://academic.oup.com/hcr/article/43/1/54/4064770,When Misery Avoids Company: Selective Social Comparisons to Photographic Online Profiles,ScholarlyArticle,Human Communication Research,2017-01-01,"Social Networking Site, Social Comparison, Mood Management, Selective Exposure, Online Cues"
10.1111/hcre.12096,https://academic.oup.com/hcr/article/43/1/76/4064771,"Testing the Ideology of Openness: The Comparative Effects of Talking, Writing, and Avoiding a Stressor on Rumination and Health",ScholarlyArticle,Human Communication Research,2017-01-01,"Disclosure, Avoidance, Writing, Catharsis, Brooding, Verbal Rumination"
10.1111/hcre.12097,https://academic.oup.com/hcr/article/43/1/102/4067696,Tailoring the Mode of Information Presentation: Effects on Younger and Older Adults' Attention and Recall of Online Information,ScholarlyArticle,Human Communication Research,2017-01-01,"Modality, Tailoring, Mode of Presentation, Older Adults, Aging, Attention, Processing, Memory, Information Recall, Multimodal Information"
10.1111/hcre.12098,https://academic.oup.com/hcr/article/43/1/127/4064772,Adolescents' Sexual Media Use and Willingness to Engage in Casual Sex: Differential Relations and Underlying Processes,ScholarlyArticle,Human Communication Research,2017-01-01,"Social Media, Pornography, Reality TV, Peers, Youth, Sexuality"
10.1111/hcre.12099,https://academic.oup.com/hcr/article/43/1/148/4064773,"Social Norms, Behavioral Payment Programs, and Cooperative Behaviors: Toward a Theory of Financial Incentives in Normative Systems",ScholarlyArticle,Human Communication Research,2017-01-01,"Collective Action, Cooperation, Financial Incentives, Group Identification, Social Norms"
10.1111/hcre.12091,https://academic.oup.com/hcr/article/42/4/507/4064724,Relational Turbulence Theory: Explaining Variation in Subjective Experiences and Communication within Romantic Relationships,ScholarlyArticle,Human Communication Research,2016-10-01,"Interdependence, Interpersonal Communication, Relationship Development, Relational Turbulence, Relational Uncertainty, Romantic Relationships"
10.1111/hcre.12086,https://academic.oup.com/hcr/article/42/4/533/4064726,Motivations for Political Discussion: Antecedents and Consequences on Civic Engagement,ScholarlyArticle,Human Communication Research,2016-10-01,"Motivations for Political Discussion, Social Motivations for Discussion, Civic Motivations for Discussion, Political Discussion, Civic Participation"
10.1111/hcre.12087,https://academic.oup.com/hcr/article/42/4/553/4064729,The Implications of Computer-Mediated Communication (Cmc) for Social Support Message Processing and Outcomes: When and Why Are the Effects of Support Messages Strengthened during Cmc?,ScholarlyArticle,Human Communication Research,2016-10-01,"Social Support, Computer-Mediated Communication, Dual-Process Theory of Supportive Message Outcomes"
10.1111/hcre.12088,https://academic.oup.com/hcr/article/42/4/577/4067695,Candidate Vulnerability and Exposure to Counterattitudinal Information: Evidence from Two U.S. Presidential Elections,ScholarlyArticle,Human Communication Research,2016-10-01,"Selective Exposure, Anxiety, Uncertainty, Elections, Deliberative Democracy"
10.1111/hcre.12089,https://academic.oup.com/hcr/article/42/4/599/4064731,Media Multitasking Effects on Cognitive vs. Attitudinal Outcomes: A Meta-Analysis,ScholarlyArticle,Human Communication Research,2016-10-01,"Multitasking, Meta-Analysis, Cognitive Outcomes, Attitudinal Outcomes, Persuasion"
10.1111/hcre.12090,https://academic.oup.com/hcr/article/42/4/619/4064734,Do Our Facebook Friends Make Us Feel Worse? A Study of Social Comparison and Emotion,ScholarlyArticle,Human Communication Research,2016-10-01,"Social Comparison, Facebook, Relational Closeness, Self-Esteem, Emotion"
10.1111/hcre.12092,https://academic.oup.com/hcr/article/42/4/641/4064737,Partisan Provocation: The Role of Partisan News Use and Emotional Responses in Political Information Sharing in Social Media,ScholarlyArticle,Human Communication Research,2016-10-01,"Partisan News Media, Emotion, Information Sharing, Social Media"
10.1111/hcre.12081,https://academic.oup.com/hcr/article/42/3/339/4064723,An Examination of Functional Difficulties from Internet Use: Media Habit and Displacement Theory Explanations,ScholarlyArticle,Human Communication Research,2016-07-01,"Media Habits, Displacement Theory, Problematic Internet Use, Functional Impairment, Internet Use"
10.1111/hcre.12085,https://academic.oup.com/hcr/article/42/3/371/4064727,Mothers' Impact on Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study†,ScholarlyArticle,Human Communication Research,2016-07-01,"Family Communication, Attachment Security, Parental Confirmation, Biopsychosocial Model of Challenge and Threat, Uncertainty, Threat, Virtual Environments, Psychophysiology"
10.1111/hcre.12079,https://academic.oup.com/hcr/article/42/3/396/4064730,I Don't like You Because You're Hard to Understand: The Role of Processing Fluency in the Language Attitudes Process,ScholarlyArticle,Human Communication Research,2016-07-01,"Language Attitudes, Processing Fluency, Accent, White Noise, Affect"
10.1111/hcre.12080,https://academic.oup.com/hcr/article/42/3/421/4064732,Cultivating the Opinionated: The Need to Evaluate Moderates the Relationship between Crime Drama Viewing and Scary World Evaluations,ScholarlyArticle,Human Communication Research,2016-07-01,"Cultivation Theory, Cognitive Processes, Need to Evaluate, First Order, Second Order, Memory-Based, On-Line, Attitudes, Scary World"
10.1111/hcre.12082,https://academic.oup.com/hcr/article/42/3/441/4064735,Slacking off or Winding down? An Experience Sampling Study on the Drivers and Consequences of Media Use for Recovery versus Procrastination,ScholarlyArticle,Human Communication Research,2016-07-01,"Well-Being, Media Enjoyment, Self-Control, Media Use, Media Effects"
10.1111/hcre.12083,https://academic.oup.com/hcr/article/42/3/462/4064738,Characterizing the Linguistic Chameleon: Personal and Social Correlates of Linguistic Style Accommodation,ScholarlyArticle,Human Communication Research,2016-07-01,"Linguistic style, Communication Accommodation Theory, Personality, Social Power, Impression Formation, Linguistic Accommodation, Interpersonal Communication"
10.1111/hcre.12084,https://academic.oup.com/hcr/article/42/3/485/4064739,The Role of Person-Culture Fit in Chinese Students' Cultural Adjustment in the United States: A Galileo Mental Model Approach,ScholarlyArticle,Human Communication Research,2016-07-01,"Person-Culture Fit, Psychological Wellbeing, Identification with the Host Culture, Intercultural Communication, Galileo Theory, Mental Models"
10.1111/hcre.12075,https://academic.oup.com/hcr/article/42/2/165/4002791,A Review and Meta-Analysis Examining Conceptual and Operational Definitions of Problematic Internet Use,ScholarlyArticle,Human Communication Research,2016-04-01,"Problematic Internet Use, Time Online, Loneliness, Depression, Substance Dependence, Impulse Control Disorder, Relational Resource Deficits, Meta-Analysis"
