doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1460-2466.1998.tb02749.x,https://academic.oup.com/joc/article/48/2/86/4108133,Enhancing Comprehension of Web Information for Users with Special Linguistic Needs,Journal of Communication,Sameer Singh,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sameer+Singh,Sameer,male,0.99,6216,True,male,99,12387,Singh,Asian,"1 School of Computing, University of Plymouth, UK",University of Plymouth,https://ror.org/008n7pv89,Education,Plymouth,GB
10.1093/jcmc/zmy002,https://academic.oup.com/jcmc/article/23/2/90/4952046,Unpacking Medium Effects on Social Psychological Processes in Computer-mediated Communication Using the Social Relations Model,Journal of Computer-Mediated Communication,Y Connie Yuan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Y+Yuan,Y,male,0.74,2404,False,unknown,0,0,Yuan,Asian,"Department of Communication, Cornell University, Ithaca, NY 14853, USA",Cornell University,https://ror.org/05bnh6r87,Education,,US
10.1111/hcre.12107,https://academic.oup.com/hcr/article/43/3/344/4670649,Comprehension Models of Audiovisual Discourse Processing,Human Communication Research,Fashina Aladé,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fashina+Aladé,Fashina,male,0.81,26,True,male,83,35,Aladé,white,"Department of Communication Studies, Northwestern University, Evanston, IL, 60208, USA,",University of Northwestern,https://ror.org/019t2rq07,Education,Minnesota,US
10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts†",Journal of Computer-Mediated Communication,Tobias Dienlin,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tobias+Dienlin,Tobias,male,1,31474,True,male,100,17675,Dienlin,white,"Department of Media Psychology, University of Hohenheim, Stuttgart, Germany",Stuttgart Media University,https://ror.org/022r03w28,Education,,DE
10.1111/j.1460-2466.1988.tb02048.x,https://academic.oup.com/joc/article/38/2/71/4210500,Radio vs. Television: Their Cognitive Impact on Children of Different Socioeconomic and Ethnic Groups,Journal of Communication,Patricia Greenfield,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Greenfield,Patricia,female,0.98,132232,True,female,98,88761,Greenfield,white,"1 Patricia Greenfield is Professor of Psychology and Jessica Beagles-Roos is a Visiting Lecturer, both at the University of California, Los Angeles","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/j.1468-2958.1992.tb00298.x,https://academic.oup.com/hcr/article/19/1/155/4575872,Are There Gender Differences in the Relationship Between Academic Performance and Social Behavior?,Human Communication Research,Brant R. Burleson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brant+Burleson,Brant,male,0.98,250,True,male,100,2362,Burleson,white,1 Brant R. Burleson is a Professor in the Department of Communication at Purdue University,Analyze & Realize (Germany),https://ror.org/008adck89,Company,,DE
10.1093/ct/qtz005,https://academic.oup.com/ct/article/29/4/383/5475561,Rhetorical Arbitrage: The Rhetoric of the Sharing Economy,Communication Theory,Christopher Michael Duerringer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Duerringer,Christopher,male,0.99,53539,True,male,99,55041,Duerringer,white,"Communication Studies, California State University , Long Beach, CA 90840,  USA","California State University, Long Beach",https://ror.org/0080fxk18,Education,California,US
10.1111/j.1460-2466.1987.tb00998.x,https://academic.oup.com/joc/article/37/3/109/4282992,Mass Communication by the Book: A Review of 31 Texts,Journal of Communication,Pamela J. Shoemaker,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pamela+Shoemaker,Pamela,female,0.98,31042,True,female,98,26501,Shoemaker,white,"1 Pamela J. Shoemaker is Associate Professor in the Department of Journalism, University of Texas at Austin",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1111/j.1460-2466.1984.tb02188.x,https://academic.oup.com/joc/article/34/4/60/4282750,Hearing-Impaired Viewers of Prime-Time Television,Journal of Communication,Bruce A. Austin,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bruce+Austin,Bruce,male,0.98,10698,True,male,99,14681,Austin,white,"1 Bruce A. Austin is Associate Professor at Rochester Institute of Technology, College of Liberal Arts",Kobe University of Fashion and Design,https://ror.org/02h60r346,Education,,JP
10.1111/comt.12100,https://academic.oup.com/ct/article/26/4/469/3979566,Extended Narrative Empathy: Poly-Narratives and the Practice of Open Defecation,Communication Theory,Charlotte Erdmann,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charlotte+Erdmann,Charlotte,female,0.97,37761,True,female,96,27559,Erdmann,white,"5 Siegesmund Engineering Library, Purdue University, West Lafayette, IN, USA",Purdue University West Lafayette,https://ror.org/02dqehb95,Education,Indiana,US
10.1111/j.1460-2466.2004.tb02617.x,https://academic.oup.com/joc/article/54/1/123/4102926,Chronic Accessibility and Individual Cognitions: Examining the Effects of Message Frames in Political Advertisements,Journal of Communication,Fuyuan Shen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fuyuan+Shen,Fuyuan,male,0.8,5,True,male,100,10,Shen,Asian,"1 Fuyuan Shen (PhD, University of North Carolina-Chapel Hill) is an assistant professor in the College of Communications at the Pennsylvania State University",University of North Carolina at Chapel Hill,https://ror.org/0130frc33,Education,North Carolina,US
10.1111/j.1468-2958.2004.tb00733.x,https://academic.oup.com/hcr/article/30/2/260/4331504,“No no no” and Other Types of Multiple Sayings in Social Interaction,Human Communication Research,Tanya Stivers,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tanya+Stivers,Tanya,female,0.98,16739,True,female,98,14886,Stivers,white,1 Max Planck Institute,Max Planck Florida Institute for Neuroscience,https://ror.org/02rbfnr22,Facility,Florida,US
10.1093/joc/jqab029,https://academic.oup.com/joc/article/71/5/764/6333553,"Open Science, Closed Doors? Countering Marginalization through an Agenda for Ethical, Inclusive Research in Communication",Journal of Communication,Teresa Lynch,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Teresa+Lynch,Teresa,female,0.98,51700,True,female,98,35574,Lynch,white,"Ohio State University, Columbus, OH, USA",Columbus State University,https://ror.org/002nf6z37,Education,Georgia,US
10.1111/j.1460-2466.1978.tb01635.x,https://academic.oup.com/joc/article/28/3/112/4371711,Accountability in Broadcasting,Journal of Communication,Carol M. Thurston,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carol+Thurston,Carol,female,0.97,33721,True,female,97,29790,Thurston,white,"1 Carol Thurston is a doctoral candidate in international communication and Teaching Assistant in the Department of Journalism, School of Communication, The University of Texas at Austin",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1111/j.1460-2466.1978.tb01568.x,https://academic.oup.com/joc/article/28/1/84/4371700,Does Information Really Work?,Journal of Communication,Emile G. McAnany,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emile+McAnany,Emile,male,0.94,4740,True,male,94,3881,Mcanany,white,"1 Emile G. McAnany is on the faculty of the Department of Communication, Institute for Communication Research, at Stanford University",The Intercultural Communication Institute,https://ror.org/02s5mpe65,Nonprofit,Oregon,US
10.1111/j.1460-2466.1980.tb01767.x,https://academic.oup.com/joc/article/30/1/48/4371848,The Older Adult in Daytime Serial Drama,Journal of Communication,Patricia A. Anderson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Anderson,Patricia,female,0.98,132232,True,female,98,88761,Anderson,white,1 Project Daytime State University of New York at Buffalo,"University at Buffalo, State University of New York",https://ror.org/01y64my43,Education,New York,US
10.1111/j.1460-2466.1989.tb01018.x,https://academic.oup.com/joc/article/39/1/8/4210512,The Impact of Television Deregulation on Private and Public Interests,Journal of Communication,Victor E. Ferrall,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Ferrall,Victor,male,0.99,94927,True,male,99,78043,Ferrall,white,"1 Victor E. Ferrall, Jr., is a partner in Crowell &amp; Moring, Washington, D.C. The author has been assisted by the comments, criticisms, and suggestions of a number of readers, especially his partner and friend, John I. Stewart, Jr",Pelčák a Partner Architekti,https://ror.org/02cyn6b25,Other,,CZ
10.1111/j.1468-2958.1985.tb00057.x,https://academic.oup.com/hcr/article/11/4/481/4587793,Male/Female Language Differences and Attributional Consequences in Children's Television,Human Communication Research,James J. Bradac,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac,James,male,0.99,117309,True,male,99,131879,Bradac,white,"2 James J. Bradac (Ph.D., Northwestern University, 1970) is also a professor of communication",James J. Peters VA Medical Center,https://ror.org/02c8hpe74,Healthcare,New York,US
10.1111/j.1083-6101.2009.01439.x,https://academic.oup.com/jcmc/article/14/2/244/4582955,"U.S. College Students’ Internet Use: Race, Gender and Digital Divides",Journal of Computer-Mediated Communication,Francisco Seoane Pérez,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Francisco+Pérez,Francisco,male,0.99,98797,True,male,99,62346,Pérez,hispanic,"2 Institute of Communications Studies, University of Leeds",University of Leeds,https://ror.org/024mrxd33,Education,,GB
10.1111/j.1460-2466.2008.00389.x,https://academic.oup.com/joc/article/58/2/361/4098532,Television Exposure and Disordered Eating Among Children: A Longitudinal Panel Study,Journal of Communication,Kristen Harrison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Harrison,Kristen,female,0.85,1525,True,female,97,9419,Harrison,white,"1 Department of Communication, University of Illinois at Urbana–Champaign, Urbana, IL 61801",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1111/j.1460-2466.1975.tb00585.x,https://academic.oup.com/joc/article/25/2/106/4553673,The Spinster Detective,Journal of Communication,Mary Jane Jones,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Jones,Mary,female,0.99,142684,True,female,98,76726,Jones,white,1 Mary Jane Jones is Chairwoman of the Department of English at the University of Dubuque,University of Dubuque,https://ror.org/00bz3ax41,Education,Iowa,US
10.1111/j.1460-2466.1977.tb01832.x,https://academic.oup.com/joc/article/27/2/92/4553916,Aspects of Communicative Interaction,Journal of Communication,Marilyn Shatz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marilyn+Shatz,Marilyn,female,0.97,6581,True,female,97,7167,Shatz,white,"1 Marilyn Shatz is an Assistant Professor in Psychology at the Graduate School, City University of New York",Craig Newmark Graduate School of Journalism at the City University of New York,https://ror.org/02ae4je14,Education,New York,US
10.1111/j.1083-6101.2009.01458.x,https://academic.oup.com/jcmc/article/14/3/682/4583568,Is There an Elite Hold? Traditional Media to Social Media Agenda Setting Influence in Blog Networks,Journal of Computer-Mediated Communication,Sharon Meraz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sharon+Meraz,Sharon,female,0.98,33532,True,female,96,28436,Meraz,hispanic,"1 University of Illinois, Chicago",University of Illinois at Chicago,https://ror.org/02mpq6x41,Education,Illinois,US
10.1111/j.1468-2958.1975.tb00471.x,https://academic.oup.com/hcr/article/2/1/79/4637540,Distractability of Males and Females in Competing Aural Message Situations. A Research Note,Human Communication Research,Richard D. Halley,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Halley,Richard,male,0.99,101928,True,male,99,97659,Halley,white,1 University of New Hampshire,University of New Hampshire at Manchester,https://ror.org/04pvpk743,Education,New Hampshire,US
10.1111/j.1753-9137.2009.01032.x,https://academic.oup.com/ccc/article/2/2/137/4067385,Networked Activists in Search of Resistance: Exploring an Alternative Media Pilgrimage Across the Boundaries and Borderlands of Globalization,"Communication, Culture and Critique",Joshua Atkinson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joshua+Atkinson,Joshua,male,0.99,20919,True,male,100,35201,Atkinson,white,"1 School of Media and Communication, Bowling Green State University, Bowling Green, OH 43403",Bowling Green State University,https://ror.org/00ay7va13,Education,Ohio,US
10.1111/jcc4.12003,https://academic.oup.com/jcmc/article/18/2/137/4067487,Online Ideology: a Comparison of Website Communication and Media Use,Journal of Computer-Mediated Communication,H. Dan O'Hair,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=H.+O'Hair,H.,,0,0,False,male,73,623,O'Hair,white,12 The University of Kentucky,University of Kentucky,https://ror.org/02k3smh20,Education,Kentucky,US
10.1111/j.1468-2958.1979.tb00287.x,https://academic.oup.com/hcr/article/6/1/3/4626799,Talk-Silence Sequences in Informal Conversations I,Human Communication Research,Joseph N. Cappella,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella,Joseph,male,0.99,60259,True,male,99,63161,Cappella,white,"1 Joseph N. Cappella (Ph.D., Michigan State University, 1974) is associate professor of communication arts at the University of Wisconsin, Madison, Wisconsin 53706. This study accepted for publication June 14, 1979",University of Wisconsin–Madison,https://ror.org/01y2jtd41,Education,,US
10.1111/j.1460-2466.2004.tb02637.x,https://academic.oup.com/joc/article/54/3/421/4102918,The Efficacy of Inoculation in Televised Political Debates,Journal of Communication,Michael Pfau,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pfau,Michael,male,0.99,245870,True,male,99,211741,Pfau,white,2 Michael Pfau is professor and chair of the Department of Communication at the University of Oklahoma,Department of the Taoiseach,https://ror.org/002z7gg85,Government,,IE
10.1111/j.1468-2958.1988.tb00172.x,https://academic.oup.com/hcr/article/15/1/91/4587725,Inoculation in Political Campaign Communication,Human Communication Research,Michael Pfau,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pfau,Michael,male,0.99,245870,True,male,99,211741,Pfau,white,"1 Michael Pfau (Ph.D., University of Arizona, 1987) is associate professor and head of the Department of Speech Communication at Augustana College, Sioux Falls, South Dakota",University of Sioux Falls,https://ror.org/05ndpad60,Education,South Dakota,US
10.1111/j.1460-2466.1973.tb00930.x,https://academic.oup.com/joc/article/23/1/47/4553568,Communication Technology: A Societal Perspective,Journal of Communication,Gordon B. Thompson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gordon+Thompson,Gordon,male,0.99,6411,True,male,99,7416,Thompson,white,"2 Gordon B. Thompson (B.A.Sc., University of Toronto, 1947) is Manager of Communication Studies at Bell Northern Research in Ottawa, Canada",B & B,https://ror.org/025t37b39,Education,,SI
10.1111/j.1083-6101.2007.00337.x,https://academic.oup.com/jcmc/article/12/2/549/4583044,Exploring e-Science: An Introduction,Journal of Computer-Mediated Communication,Nicholas W. Jankowski,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Jankowski,Nicholas,male,0.99,16755,True,male,100,21206,Jankowski,white,1 Virtual Knowledge Studio for the Humanities and Social Sciences Royal Netherlands Academy of Arts and Sciences,Royal Netherlands Academy of Arts and Sciences,https://ror.org/043c0p156,Government,,NL
10.1111/j.1468-2885.2000.tb00185.x,https://academic.oup.com/ct/article/10/2/156/4201754,Goal Detection and Efficiency: Neglected Aspects of Message Production,Communication Theory,Charles R. Berger,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Berger,Charles,male,0.99,49331,True,male,98,52754,Berger,white,"1 Charles R. Berger is a professor in the Department of Communication, University of California, Davis.","University of California, Davis",https://ror.org/05rrcem69,Education,California,US
10.1111/j.1083-6101.2010.01501.x,https://academic.oup.com/jcmc/article/15/3/427/4067613,Use of Health-Related Online Support Groups: Population Data from the California Health Interview Survey Complementary and Alternative Medicine Study,Journal of Computer-Mediated Communication,Laura Boxley,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Boxley,Laura,female,0.98,288403,True,female,98,163073,Boxley,white,"1 Loma Linda University, Department of Psychology",Loma Linda University,https://ror.org/04bj28v14,Education,California,US
10.1111/jcc4.12065,https://academic.oup.com/jcmc/article/19/4/1024/4067635,Investigating Participatory Dynamics Through Social Media Using a Multideterminant “Frame” Approach: The Case of Climategate on YouTube*,Journal of Computer-Mediated Communication,Iina Hellsten,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Iina+Hellsten,Iina,female,0.92,342,True,female,95,116,Hellsten,white,"1 Department of Organization Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,https://ror.org/008xxew50,Education,,NL
10.1093/hcr/hqy020,https://academic.oup.com/hcr/article/45/2/202/5310112,A Bottom-Up Approach to Examining Group-Level Communication Patterns: A Multilevel Latent Profile Analysis of Functional Group Interaction,Human Communication Research,Joseph A Bonito,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Bonito,Joseph,male,0.99,60259,True,male,99,63161,Bonito,white,"Department of Communication, University of Arizona, 1103 E University Blvd, P.O.Box 210025, Tucson, AZ, USA",University of Arizona,https://ror.org/03m2x1q45,Education,,US
10.1111/j.1083-6101.2009.01490.x,https://academic.oup.com/jcmc/article/15/1/1/4067585,Blog Functions as Risk and Crisis Communication During Hurricane Katrina,Journal of Computer-Mediated Communication,Wendy Macias,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wendy+Macias,Wendy,female,0.97,25729,True,female,96,26404,Macias,hispanic,"1 Department of Advertising &amp; Public Relations, Grady College of Journalism and Mass Communication, University of Georgia, Athens, GA 30602, USA",Georgia Department of Public Health,https://ror.org/04wcf8366,Government,Georgia,US
10.1111/j.1468-2958.1989.tb00191.x,https://academic.oup.com/hcr/article/15/3/407/4584132,Issue-Event Extensions and Interaction Involvement: Text-Based and Meaning-Based Discourse Strategies,Human Communication Research,Tracy Goldsmith Schouten,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tracy+Schouten,Tracy,female,0.92,13353,True,female,91,17935,Schouten,white,"2 Tracy Goldsmith Schouten (M.A., Auburn University, 1987) is a doctoral student in the Department of Communication, Florida State University",Florida Agricultural and Mechanical University,https://ror.org/00c4wc133,Education,Florida,US
10.1111/j.1460-2466.2000.tb02854.x,https://academic.oup.com/joc/article/50/3/83/4110129,Golden Times for Golden Agers: Selling Holidays as Lifestyle for the Over 50s,Journal of Communication,Virpi Ylänne-McEwen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virpi+Ylänne-McEwen,Virpi,female,0.93,657,True,female,95,278,Ylänne-Mcewen,white,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",Cardiff University,https://ror.org/03kk7td41,Education,,GB
10.1111/j.1460-2466.2006.00292.x,https://academic.oup.com/joc/article/56/suppl_1/S238/4102617,Message Effects and Social Determinants of Health: Its Application to Cancer Disparities,Journal of Communication,K. Viswanath,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath,K.,,0,0,False,male,61,1007,Viswanath,Asian,"1 Harvard School of Public Health, Dana Farber Cancer Institute, Boston, MA 02115",Dana-Farber/Harvard Cancer Center,https://ror.org/03pvyf116,Healthcare,Massachusetts,US
10.1093/hcr/hqz010,https://academic.oup.com/hcr/article/45/4/450/5586245,"An Internal Replication Examining the Role of Issue Involvement, Relevance, and Additional Requirements to Maintain an Established Freedom among Older Adults",Human Communication Research,Kaitlyn E Nead,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kaitlyn+Nead,Kaitlyn,female,0.98,152,True,female,99,2970,Nead,white,"University of Illinois at Urbana-Champaign , Department of Communication, Urbana, IL 61801",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1093/hcr/hqaa015,https://academic.oup.com/hcr/article/47/2/105/6056783,Self-Conscious Emotions and Esteem Support: The Effectiveness of Esteem Support in Alleviating State Shame and Guilt,Human Communication Research,Lu Zhang,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lu+Zhang,Lu,female,0.57,4669,True,female,68,5209,Zhang,Asian,"Department of Communication, Michigan State University , MI 48824,  USA",Michigan State University,https://ror.org/05hs6h993,Education,,US
10.1111/jcc4.12150,https://academic.oup.com/jcmc/article/21/2/140/4065368,Being a Serial Transnational Activist,Journal of Computer-Mediated Communication,Dan Mercea,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Mercea,Dan,male,0.95,55986,True,male,97,61524,Mercea,hispanic,"1 Department of Sociology, City University London, 26-38 Whiskin Street, London, EC1R 0JD, UK","City, University of London",https://ror.org/04489at23,Education,,GB
10.1111/j.1460-2466.1981.tb01226.x,https://academic.oup.com/joc/article/31/2/37/4371905,How Do Jurors Reach a Verdict?,Journal of Communication,David U. Strawn,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Strawn,David,male,0.99,501011,True,male,99,381770,Strawn,white,"2 David U. Strawn is an attorney in Orlando, Florida",AdventHealth East Orlando,https://ror.org/01v4x4669,Healthcare,Florida,US
10.1111/j.1460-2466.2011.01555.x,https://academic.oup.com/joc/article/61/3/432/4098562,How Does Insightful and Emotional Disclosure Bring Potential Health Benefits? Study Based on Online Support Groups for Women With Breast Cancer,Journal of Communication,Joseph N. Cappella,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella,Joseph,male,0.99,60259,True,male,99,63161,Cappella,white,"2 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA",School District of Philadelphia,https://ror.org/035z3t173,Education,Pennsylvania,US
10.1111/j.1460-2466.1951.tb00092.x,https://academic.oup.com/joc/article/1/1/11/4609462,Human Relations-Key to a New Era,Journal of Communication,W. Howard Chase,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Chase,W.,,0,0,False,male,80,260,Chase,white,"1 Director of Public Relations, General Foods Corporation",Hormel (United States),https://ror.org/03wnt7k73,Company,Minnesota,US
10.1093/hcr/hqab011,https://academic.oup.com/hcr/article/47/4/338/6363933,Do Audiences Judge the Morality of Characters Relativistically? How Interdependence Affects Perceptions of Characters’ Temporal Moral Descent,Human Communication Research,Nicholas L Matthews,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Matthews,Nicholas,male,0.99,16755,True,male,100,21206,Matthews,white,"School of Communication, The Ohio State University, Columbus, OH, USA",The Ohio State University,https://ror.org/00rs6vg23,Education,Ohio,US
10.1111/j.1460-2466.2008.00412.x,https://academic.oup.com/joc/article/58/4/749/4098445,The Intersection of Communication and Social Psychology: Points of Contact and Points of Difference,Journal of Communication,Julie M. Duck,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Julie+Duck,Julie,female,0.98,116926,True,female,98,72376,Duck,white,"1 School of Psychology, University of Queensland, Brisbane 4072, Australia",Brisbane School of Theology,https://ror.org/0259bcz98,Education,Queensland,AU
10.1111/j.1468-2958.1991.tb00245.x,https://academic.oup.com/hcr/article/17/4/584/4575851,The Effects of Stress and Gender on Nonverbal Decoding Accuracy in Kinesic and Vocalic Channels,Human Communication Research,William Bailey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Bailey,William,male,0.99,64097,True,male,99,67797,Bailey,white,2 Judee K. Burgoon is Professor and William Bailey is Lecturer of Communication at the University of Arizona,Łukasiewicz Research Network - Institute of Welding,https://ror.org/05xx8bb48,Facility,,PL
10.1111/j.1460-2466.1991.tb02324.x,https://academic.oup.com/joc/article/41/3/65/4210091,The Conscience of Society: Leo Lowenthal and Communication Research,Journal of Communication,Hanno Hardt,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hanno+Hardt,Hanno,male,0.88,499,True,male,88,331,Hardt,white,"1 Hanno Hardt is Professor in the School of Journalism and Mass Communication, University of Iowa.",Ghana Institute of Journalism,https://ror.org/03f6z9r32,Education,,GH
10.1111/j.1468-2958.1988.tb00164.x,https://academic.oup.com/hcr/article/14/4/429/4587703,Item Desirability Effects in Compliance-Gaining Research: Seven Studies Documenting Artifacts in the Strategy Selection Procedure,Human Communication Research,Brant R. Burleson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brant+Burleson,Brant,male,0.98,250,True,male,100,2362,Burleson,white,"1 Brant R. Burleson (Ph.D., University of Illinois at Urbana-Champaign, 1982) is an associate professor in the Department of Communication, Purdue University, West Lafayette, IN 47907",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1111/jcc4.12065,https://academic.oup.com/jcmc/article/19/4/1024/4067635,Investigating Participatory Dynamics Through Social Media Using a Multideterminant “Frame” Approach: The Case of Climategate on YouTube*,Journal of Computer-Mediated Communication,Amanda J. Porter,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Porter,Amanda,female,0.98,49026,True,female,98,64384,Porter,white,"1 Department of Organization Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,https://ror.org/008xxew50,Education,,NL
10.1111/comt.12035,https://academic.oup.com/ct/article/24/2/165/4061185,Communicating Imperfection: The Ethical Principles of News Corrections,Communication Theory,Zohar Kampf,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Zohar+Kampf,Zohar,male,0.79,127,True,male,72,207,Kampf,white,"1 Department of Communication and Journalism, The Hebrew University of Jerusalem, Jerusalem, Israel",Hebrew University of Jerusalem,https://ror.org/03qxff017,Education,,IL
10.1111/j.1460-2466.2007.00350.x,https://academic.oup.com/joc/article/57/3/415/4102615,The Emergence of Clusters in the Global Telecommunications Network,Journal of Communication,Peter Monge,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Monge,Peter,male,0.99,165452,True,male,99,146529,Monge,hispanic,"1 Annenberg School for Communication, University of Southern California, Los Angeles, CA 90089   2 Marshall School of Business, University of Southern California, Los Angeles, CA 90089","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1093/joc/jqaa036,https://academic.oup.com/joc/article/71/1/27/6010467,Latina/o/x Immigrant Youth’s Motivations for Disclosing their Family-Undocumented Experiences to a Teacher(s): A Latent Transition Analysis,Journal of Communication,Monica Cornejo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Monica+Cornejo,Monica,female,0.99,81357,True,female,98,56741,Cornejo,hispanic,"Department of Communication, University of California, Santa Barbara (UCSB) , CA 93106-4020,  USA","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1083-6101.2009.01497.x,https://academic.oup.com/jcmc/article/15/1/138/4064818,Internet in the Daily Life of Journalists: Explaining the use of the Internet by Work-Related Characteristics and Professional Opinions,Journal of Computer-Mediated Communication,Maurice Vergeer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maurice+Vergeer,Maurice,male,0.98,16593,True,male,97,13212,Vergeer,white,"1 Radboud University, Department of Communication, POBox 9104, 6500HE Nijmegen, The Netherlands",Radboud University Nijmegen,https://ror.org/016xsfp80,Education,Gelderland,NL
10.1111/comt.12116,https://academic.oup.com/ct/article/27/3/269/4651866,Reconceptualizing Communication Overload and Building a Theoretical Foundation,Communication Theory,Ignacio Cruz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ignacio+Cruz,Ignacio,male,0.99,9789,True,male,99,11529,Cruz,hispanic,"3 Annenberg School for Communication, University of Southern California, Los Angeles, CA, USA","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
