doi,url,title,journal,datePublished,authorName,numberOfAuthors,authorPosition,affiliation,firstName,lastName,gender,gender_prob,gender_basedon,gscholarLink
10.1111/j.1460-2466.2004.tb02617.x,https://academic.oup.com/joc/article/54/1/123/4102926,Chronic Accessibility and Individual Cognitions: Examining the Effects of Message Frames in Political Advertisements,Journal of Communication,2006-01-10,Fuyuan Shen,1.0,1.0,"1 Fuyuan Shen (PhD, University of North Carolina-Chapel Hill) is an assistant professor in the College of Communications at the Pennsylvania State University",Fuyuan,Shen,male,0.8,5,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fuyuan+Shen
10.1111/j.1468-2958.2004.tb00733.x,https://academic.oup.com/hcr/article/30/2/260/4331504,“No no no” and Other Types of Multiple Sayings in Social Interaction,Human Communication Research,2006-01-10,Tanya Stivers,1.0,1.0,1 Max Planck Institute,Tanya,Stivers,female,0.98,16739,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tanya+Stivers
10.1093/joc/jqab029,https://academic.oup.com/joc/article/71/5/764/6333553,"Open Science, Closed Doors? Countering Marginalization through an Agenda for Ethical, Inclusive Research in Communication",Journal of Communication,2021-08-01,Teresa Lynch,17.0,15.0,"Ohio State University, Columbus, OH, USA",Teresa,Lynch,female,0.98,51700,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Teresa+Lynch
10.1111/j.1460-2466.1978.tb01635.x,https://academic.oup.com/joc/article/28/3/112/4371711,Accountability in Broadcasting,Journal of Communication,2006-02-07,Carol M. Thurston,1.0,1.0,"1 Carol Thurston is a doctoral candidate in international communication and Teaching Assistant in the Department of Journalism, School of Communication, The University of Texas at Austin",Carol,Thurston,female,0.97,33721,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carol+Thurston
10.1111/j.1460-2466.1978.tb01568.x,https://academic.oup.com/joc/article/28/1/84/4371700,Does Information Really Work?,Journal of Communication,2006-02-07,Emile G. McAnany,1.0,1.0,"1 Emile G. McAnany is on the faculty of the Department of Communication, Institute for Communication Research, at Stanford University",Emile,McAnany,male,0.94,4740,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emile+McAnany
10.1111/j.1460-2466.1980.tb01767.x,https://academic.oup.com/joc/article/30/1/48/4371848,The Older Adult in Daytime Serial Drama,Journal of Communication,2006-02-07,Patricia A. Anderson,3.0,2.0,1 Project Daytime State University of New York at Buffalo,Patricia,Anderson,female,0.98,132232,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patricia+Anderson
10.1111/j.1460-2466.1989.tb01018.x,https://academic.oup.com/joc/article/39/1/8/4210512,The Impact of Television Deregulation on Private and Public Interests,Journal of Communication,2006-02-07,Victor E. Ferrall,1.0,1.0,"1 Victor E. Ferrall, Jr., is a partner in Crowell &amp; Moring, Washington, D.C. The author has been assisted by the comments, criticisms, and suggestions of a number of readers, especially his partner and friend, John I. Stewart, Jr",Victor,Ferrall,male,0.99,94927,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Ferrall
10.1111/j.1468-2958.1985.tb00057.x,https://academic.oup.com/hcr/article/11/4/481/4587793,Male/Female Language Differences and Attributional Consequences in Children's Television,Human Communication Research,2006-03-17,James J. Bradac,3.0,2.0,"2 James J. Bradac (Ph.D., Northwestern University, 1970) is also a professor of communication",James,Bradac,male,0.99,117309,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Bradac
10.1111/j.1083-6101.2009.01439.x,https://academic.oup.com/jcmc/article/14/2/244/4582955,"U.S. College Students’ Internet Use: Race, Gender and Digital Divides",Journal of Computer-Mediated Communication,2009-01-01,Francisco Seoane Pérez,4.0,4.0,"2 Institute of Communications Studies, University of Leeds",Francisco,Pérez,male,0.99,98797,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Francisco+Pérez
10.1111/j.1460-2466.2008.00389.x,https://academic.oup.com/joc/article/58/2/361/4098532,Television Exposure and Disordered Eating Among Children: A Longitudinal Panel Study,Journal of Communication,2008-07-09,Kristen Harrison,2.0,2.0,"1 Department of Communication, University of Illinois at Urbana–Champaign, Urbana, IL 61801",Kristen,Harrison,female,0.85,1525,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Harrison
10.1111/j.1460-2466.1975.tb00585.x,https://academic.oup.com/joc/article/25/2/106/4553673,The Spinster Detective,Journal of Communication,2006-02-07,Mary Jane Jones,1.0,1.0,1 Mary Jane Jones is Chairwoman of the Department of English at the University of Dubuque,Mary,Jones,female,0.99,142684,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Jones
10.1111/j.1460-2466.1977.tb01832.x,https://academic.oup.com/joc/article/27/2/92/4553916,Aspects of Communicative Interaction,Journal of Communication,2006-02-07,Marilyn Shatz,1.0,1.0,"1 Marilyn Shatz is an Assistant Professor in Psychology at the Graduate School, City University of New York",Marilyn,Shatz,female,0.97,6581,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marilyn+Shatz
10.1111/j.1083-6101.2009.01458.x,https://academic.oup.com/jcmc/article/14/3/682/4583568,Is There an Elite Hold? Traditional Media to Social Media Agenda Setting Influence in Blog Networks,Journal of Computer-Mediated Communication,2009-04-01,Sharon Meraz,1.0,1.0,"1 University of Illinois, Chicago",Sharon,Meraz,female,0.98,33532,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sharon+Meraz
10.1111/j.1468-2958.1975.tb00471.x,https://academic.oup.com/hcr/article/2/1/79/4637540,Distractability of Males and Females in Competing Aural Message Situations. A Research Note,Human Communication Research,2006-03-17,Richard D. Halley,1.0,1.0,1 University of New Hampshire,Richard,Halley,male,0.99,101928,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Halley
10.1111/j.1753-9137.2009.01032.x,https://academic.oup.com/ccc/article/2/2/137/4067385,Networked Activists in Search of Resistance: Exploring an Alternative Media Pilgrimage Across the Boundaries and Borderlands of Globalization,"Communication, Culture and Critique",2009-07-21,Joshua Atkinson,1.0,1.0,"1 School of Media and Communication, Bowling Green State University, Bowling Green, OH 43403",Joshua,Atkinson,male,0.99,20919,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joshua+Atkinson
10.1111/jcc4.12003,https://academic.oup.com/jcmc/article/18/2/137/4067487,Online Ideology: a Comparison of Website Communication and Media Use,Journal of Computer-Mediated Communication,2013-01-01,H. Dan O'Hair,13.0,12.0,12 The University of Kentucky,H.,O'Hair,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=H.+O'Hair
10.1111/j.1468-2958.1979.tb00287.x,https://academic.oup.com/hcr/article/6/1/3/4626799,Talk-Silence Sequences in Informal Conversations I,Human Communication Research,2006-03-17,Joseph N. Cappella,1.0,1.0,"1 Joseph N. Cappella (Ph.D., Michigan State University, 1974) is associate professor of communication arts at the University of Wisconsin, Madison, Wisconsin 53706. This study accepted for publication June 14, 1979",Joseph,Cappella,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella
10.1111/j.1460-2466.2004.tb02637.x,https://academic.oup.com/joc/article/54/3/421/4102918,The Efficacy of Inoculation in Televised Political Debates,Journal of Communication,2006-01-10,Michael Pfau,2.0,2.0,2 Michael Pfau is professor and chair of the Department of Communication at the University of Oklahoma,Michael,Pfau,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pfau
10.1111/j.1468-2958.1988.tb00172.x,https://academic.oup.com/hcr/article/15/1/91/4587725,Inoculation in Political Campaign Communication,Human Communication Research,2006-03-17,Michael Pfau,2.0,1.0,"1 Michael Pfau (Ph.D., University of Arizona, 1987) is associate professor and head of the Department of Speech Communication at Augustana College, Sioux Falls, South Dakota",Michael,Pfau,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pfau
10.1111/j.1460-2466.1973.tb00930.x,https://academic.oup.com/joc/article/23/1/47/4553568,Communication Technology: A Societal Perspective,Journal of Communication,2006-02-07,Gordon B. Thompson,2.0,2.0,"2 Gordon B. Thompson (B.A.Sc., University of Toronto, 1947) is Manager of Communication Studies at Bell Northern Research in Ottawa, Canada",Gordon,Thompson,male,0.99,6411,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gordon+Thompson
10.1111/j.1083-6101.2007.00337.x,https://academic.oup.com/jcmc/article/12/2/549/4583044,Exploring e-Science: An Introduction,Journal of Computer-Mediated Communication,2007-01-01,Nicholas W. Jankowski,1.0,1.0,1 Virtual Knowledge Studio for the Humanities and Social Sciences Royal Netherlands Academy of Arts and Sciences,Nicholas,Jankowski,male,0.99,16755,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Jankowski
10.1111/j.1468-2885.2000.tb00185.x,https://academic.oup.com/ct/article/10/2/156/4201754,Goal Detection and Efficiency: Neglected Aspects of Message Production,Communication Theory,2006-03-17,Charles R. Berger,1.0,1.0,"1 Charles R. Berger is a professor in the Department of Communication, University of California, Davis.",Charles,Berger,male,0.99,49331,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Berger
10.1111/j.1083-6101.2010.01501.x,https://academic.oup.com/jcmc/article/15/3/427/4067613,Use of Health-Related Online Support Groups: Population Data from the California Health Interview Survey Complementary and Alternative Medicine Study,Journal of Computer-Mediated Communication,2010-04-01,Laura Boxley,6.0,2.0,"1 Loma Linda University, Department of Psychology",Laura,Boxley,female,0.98,288403,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Boxley
10.1111/jcc4.12065,https://academic.oup.com/jcmc/article/19/4/1024/4067635,Investigating Participatory Dynamics Through Social Media Using a Multideterminant “Frame” Approach: The Case of Climategate on YouTube*,Journal of Computer-Mediated Communication,2014-07-01,Iina Hellsten,2.0,2.0,"1 Department of Organization Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands",Iina,Hellsten,female,0.92,342,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Iina+Hellsten
10.1093/hcr/hqy020,https://academic.oup.com/hcr/article/45/2/202/5310112,A Bottom-Up Approach to Examining Group-Level Communication Patterns: A Multilevel Latent Profile Analysis of Functional Group Interaction,Human Communication Research,2019-02-08,Joseph A Bonito,1.0,1.0,"Department of Communication, University of Arizona, 1103 E University Blvd, P.O.Box 210025, Tucson, AZ, USA",Joseph,Bonito,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Bonito
10.1111/j.1083-6101.2009.01490.x,https://academic.oup.com/jcmc/article/15/1/1/4067585,Blog Functions as Risk and Crisis Communication During Hurricane Katrina,Journal of Computer-Mediated Communication,2009-10-01,Wendy Macias,3.0,1.0,"1 Department of Advertising &amp; Public Relations, Grady College of Journalism and Mass Communication, University of Georgia, Athens, GA 30602, USA",Wendy,Macias,female,0.97,25729,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wendy+Macias
10.1111/j.1468-2958.1989.tb00191.x,https://academic.oup.com/hcr/article/15/3/407/4584132,Issue-Event Extensions and Interaction Involvement: Text-Based and Meaning-Based Discourse Strategies,Human Communication Research,2006-03-17,Tracy Goldsmith Schouten,3.0,3.0,"2 Tracy Goldsmith Schouten (M.A., Auburn University, 1987) is a doctoral student in the Department of Communication, Florida State University",Tracy,Schouten,female,0.92,13353,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tracy+Schouten
10.1111/j.1460-2466.2000.tb02854.x,https://academic.oup.com/joc/article/50/3/83/4110129,Golden Times for Golden Agers: Selling Holidays as Lifestyle for the Over 50s,Journal of Communication,2006-01-10,Virpi Ylänne-McEwen,1.0,1.0,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",Virpi,Ylänne-McEwen,female,0.93,657,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Virpi+Ylänne-McEwen
10.1111/j.1460-2466.2006.00292.x,https://academic.oup.com/joc/article/56/suppl_1/S238/4102617,Message Effects and Social Determinants of Health: Its Application to Cancer Disparities,Journal of Communication,2006-08-04,K. Viswanath,2.0,1.0,"1 Harvard School of Public Health, Dana Farber Cancer Institute, Boston, MA 02115",K.,Viswanath,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath
10.1093/hcr/hqz010,https://academic.oup.com/hcr/article/45/4/450/5586245,"An Internal Replication Examining the Role of Issue Involvement, Relevance, and Additional Requirements to Maintain an Established Freedom among Older Adults",Human Communication Research,2019-10-14,Kaitlyn E Nead,5.0,5.0,"University of Illinois at Urbana-Champaign , Department of Communication, Urbana, IL 61801",Kaitlyn,Nead,female,0.98,152,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kaitlyn+Nead
10.1093/hcr/hqaa015,https://academic.oup.com/hcr/article/47/2/105/6056783,Self-Conscious Emotions and Esteem Support: The Effectiveness of Esteem Support in Alleviating State Shame and Guilt,Human Communication Research,2020-12-31,Lu Zhang,7.0,5.0,"Department of Communication, Michigan State University , MI 48824,  USA",Lu,Zhang,female,0.57,4669,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lu+Zhang
10.1111/jcc4.12150,https://academic.oup.com/jcmc/article/21/2/140/4065368,Being a Serial Transnational Activist,Journal of Computer-Mediated Communication,2016-01-12,Dan Mercea,2.0,1.0,"1 Department of Sociology, City University London, 26-38 Whiskin Street, London, EC1R 0JD, UK",Dan,Mercea,male,0.95,55986,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dan+Mercea
10.1111/j.1460-2466.1981.tb01226.x,https://academic.oup.com/joc/article/31/2/37/4371905,How Do Jurors Reach a Verdict?,Journal of Communication,2006-02-07,David U. Strawn,4.0,4.0,"2 David U. Strawn is an attorney in Orlando, Florida",David,Strawn,male,0.99,501011,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Strawn
10.1111/j.1460-2466.2011.01555.x,https://academic.oup.com/joc/article/61/3/432/4098562,How Does Insightful and Emotional Disclosure Bring Potential Health Benefits? Study Based on Online Support Groups for Women With Breast Cancer,Journal of Communication,2011-06-01,Joseph N. Cappella,3.0,2.0,"2 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA",Joseph,Cappella,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Cappella
10.1111/j.1460-2466.1951.tb00092.x,https://academic.oup.com/joc/article/1/1/11/4609462,Human Relations-Key to a New Era,Journal of Communication,2006-02-07,W. Howard Chase,1.0,1.0,"1 Director of Public Relations, General Foods Corporation",W.,Chase,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Chase
10.1093/hcr/hqab011,https://academic.oup.com/hcr/article/47/4/338/6363933,Do Audiences Judge the Morality of Characters Relativistically? How Interdependence Affects Perceptions of Characters’ Temporal Moral Descent,Human Communication Research,2021-09-04,Nicholas L Matthews,4.0,2.0,"School of Communication, The Ohio State University, Columbus, OH, USA",Nicholas,Matthews,male,0.99,16755,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Matthews
10.1111/j.1460-2466.2008.00412.x,https://academic.oup.com/joc/article/58/4/749/4098445,The Intersection of Communication and Social Psychology: Points of Contact and Points of Difference,Journal of Communication,2008-12-29,Julie M. Duck,3.0,3.0,"1 School of Psychology, University of Queensland, Brisbane 4072, Australia",Julie,Duck,female,0.98,116926,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Julie+Duck
10.1111/j.1468-2958.1991.tb00245.x,https://academic.oup.com/hcr/article/17/4/584/4575851,The Effects of Stress and Gender on Nonverbal Decoding Accuracy in Kinesic and Vocalic Channels,Human Communication Research,2006-03-17,William Bailey,3.0,3.0,2 Judee K. Burgoon is Professor and William Bailey is Lecturer of Communication at the University of Arizona,William,Bailey,male,0.99,64097,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Bailey
10.1111/j.1460-2466.1991.tb02324.x,https://academic.oup.com/joc/article/41/3/65/4210091,The Conscience of Society: Leo Lowenthal and Communication Research,Journal of Communication,2006-02-07,Hanno Hardt,1.0,1.0,"1 Hanno Hardt is Professor in the School of Journalism and Mass Communication, University of Iowa.",Hanno,Hardt,male,0.88,499,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hanno+Hardt
10.1111/j.1468-2958.1988.tb00164.x,https://academic.oup.com/hcr/article/14/4/429/4587703,Item Desirability Effects in Compliance-Gaining Research: Seven Studies Documenting Artifacts in the Strategy Selection Procedure,Human Communication Research,2006-03-17,Brant R. Burleson,6.0,1.0,"1 Brant R. Burleson (Ph.D., University of Illinois at Urbana-Champaign, 1982) is an associate professor in the Department of Communication, Purdue University, West Lafayette, IN 47907",Brant,Burleson,male,0.98,250,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brant+Burleson
10.1111/jcc4.12065,https://academic.oup.com/jcmc/article/19/4/1024/4067635,Investigating Participatory Dynamics Through Social Media Using a Multideterminant “Frame” Approach: The Case of Climategate on YouTube*,Journal of Computer-Mediated Communication,2014-07-01,Amanda J. Porter,2.0,1.0,"1 Department of Organization Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands",Amanda,Porter,female,0.98,49026,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Porter
10.1111/comt.12035,https://academic.oup.com/ct/article/24/2/165/4061185,Communicating Imperfection: The Ethical Principles of News Corrections,Communication Theory,2014-04-08,Zohar Kampf,2.0,1.0,"1 Department of Communication and Journalism, The Hebrew University of Jerusalem, Jerusalem, Israel",Zohar,Kampf,male,0.79,127,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Zohar+Kampf
10.1111/j.1460-2466.2007.00350.x,https://academic.oup.com/joc/article/57/3/415/4102615,The Emergence of Clusters in the Global Telecommunications Network,Journal of Communication,2007-08-13,Peter Monge,4.0,2.0,"1 Annenberg School for Communication, University of Southern California, Los Angeles, CA 90089   2 Marshall School of Business, University of Southern California, Los Angeles, CA 90089",Peter,Monge,male,0.99,165452,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Monge
10.1093/joc/jqaa036,https://academic.oup.com/joc/article/71/1/27/6010467,Latina/o/x Immigrant Youth’s Motivations for Disclosing their Family-Undocumented Experiences to a Teacher(s): A Latent Transition Analysis,Journal of Communication,2021-02-10,Monica Cornejo,5.0,5.0,"Department of Communication, University of California, Santa Barbara (UCSB) , CA 93106-4020,  USA",Monica,Cornejo,female,0.99,81357,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Monica+Cornejo
10.1111/j.1083-6101.2009.01497.x,https://academic.oup.com/jcmc/article/15/1/138/4064818,Internet in the Daily Life of Journalists: Explaining the use of the Internet by Work-Related Characteristics and Professional Opinions,Journal of Computer-Mediated Communication,2009-10-01,Maurice Vergeer,3.0,2.0,"1 Radboud University, Department of Communication, POBox 9104, 6500HE Nijmegen, The Netherlands",Maurice,Vergeer,male,0.98,16593,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maurice+Vergeer
10.1111/comt.12116,https://academic.oup.com/ct/article/27/3/269/4651866,Reconceptualizing Communication Overload and Building a Theoretical Foundation,Communication Theory,2017-03-10,Ignacio Cruz,6.0,6.0,"3 Annenberg School for Communication, University of Southern California, Los Angeles, CA, USA",Ignacio,Cruz,male,0.99,9789,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ignacio+Cruz
10.1111/j.1460-2466.2002.tb02583.x,https://academic.oup.com/joc/article/52/4/955/4110057,Young Females' Images of Motherhood in Relation to Television Viewing,Journal of Communication,2006-01-10,Carine T. G. M. Ex,3.0,1.0,"1 Carine T. G. M. Ex is a researcher at the University of Nijmegen Institute of Family Studies, where Jan M. A. M. Janssens is a professor. Hubert P. L. M. Korzilius is an assistant professor in statistics and methodology in the Department of Business Communication Studies at the University of Nijmegen",Carine,Ex,female,0.98,22815,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carine+Ex
10.1111/jcom.12166,https://academic.oup.com/joc/article/65/4/619/4082315,"In Related News, That was Wrong: The Correction of Misinformation Through Related Stories Functionality in Social Media",Journal of Communication,2015-06-23,Emily K. Vraga,2.0,2.0,"2 School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI 53703, USA",Emily,Vraga,female,0.98,16379,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emily+Vraga
10.1111/j.1083-6101.2005.tb00259.x,https://academic.oup.com/jcmc/article/10/3/JCMC1034/4614509,"Researching Internet-Based Populations: Advantages and Disadvantages of Online Survey Research, Online Questionnaire Authoring Software Packages, and Web Survey Services",Journal of Computer-Mediated Communication,2017-07-17,Kevin B. Wright,1.0,1.0,"1 (Ph.D. University of Oklahoma 1999) is an assistant professor in the Department of Communication at the University of Oklahoma. The majority of his research has focused on computer-mediated support groups and health outcomes for people with health concerns, interpersonal communication issues within the context of computer-mediated interaction, and online survey methodology. More information is available at: http://www.ou.edu/cas/deptcomm/facpages/wright.html",Kevin,Wright,male,0.99,157365,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Wright
10.1111/j.1468-2958.2009.01346.x,https://academic.oup.com/hcr/article/35/2/248/4107485,Introduction to the Colloquy,Human Communication Research,2009-04-01,Joseph A. Bonito,1.0,1.0,1 University of Arizona,Joseph,Bonito,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Bonito
10.1111/j.1460-2466.1976.tb01915.x,https://academic.oup.com/joc/article/26/3/124/4553836,The Social Contexts of Humor,Journal of Communication,2006-02-07,Charles Winick,1.0,1.0,"1 Charles Winick is Professor of Sociology at the City College, CUNY",Charles,Winick,male,0.99,49331,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Winick
10.1111/j.1083-6101.2006.00028.x,https://academic.oup.com/jcmc/article/11/2/577/4617734,"Iming, Text Messaging, and Adolescent Social Networks",Journal of Computer-Mediated Communication,2017-07-17,J. Alison Bryant,3.0,1.0,1 Department of Telecommunications Indiana University,J.,Bryant,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Bryant
10.1111/j.1083-6101.2007.00369.x,https://academic.oup.com/jcmc/article/12/4/1183/4582976,"Configurations of Relationships in Different Media: FtF, Email, Instant Messenger, Mobile Phone, and SMS",Journal of Computer-Mediated Communication,2007-07-01,Ronald E. Rice,4.0,4.0,"4 Department of Communication University of California, Santa Barbara",Ronald,Rice,male,0.99,23684,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ronald+Rice
10.1111/j.1468-2958.1984.tb00039.x,https://academic.oup.com/hcr/article/11/1/85/4587798,Power Strategies in Organizations: Communication Techniques and Messages,Human Communication Research,2006-03-17,Leonard M. Davis,4.0,2.0,"2 Leonard M. Davis (Ph.D., Northwestern University, 1958) is a professor of speech communication at West Virginia University",Leonard,Davis,male,0.99,7781,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leonard+Davis
10.1111/j.1460-2466.1985.tb01891.x,https://academic.oup.com/joc/article/35/1/149/4282876,Religious Communication and Popular Piety,Journal of Communication,2006-02-07,Gregor Goethals,1.0,1.0,1 Gregor Goethals is Professor of Art History and Director of Graduate Studies at the Rhode Island School of Design,Gregor,Goethals,male,0.99,4834,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gregor+Goethals
10.1111/j.1468-2958.1989.tb00188.x,https://academic.oup.com/hcr/article/15/3/323/4587707,Decision Development in Small Groups IV: A Typology of Group Decision Paths,Human Communication Research,2006-03-17,Marshall Scott Poole,2.0,1.0,"1 Marshall Scott Poole (Ph.D., University of Wisconsin) is associate professor of speech-communication at the University of Minnesota, Twin Cities",Marshall,Poole,male,0.96,1693,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marshall+Poole
10.1111/j.1460-2466.1975.tb00636.x,https://academic.oup.com/joc/article/25/4/35/4553757,The Developing Child as Viewer,Journal of Communication,2006-02-07,W. Andrew Collins,1.0,1.0,"1 W. Andrew Collins is Associate Professor at the Institute of Child Development, University of Minnesota",W.,Collins,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Collins
10.1111/j.1460-2466.2011.01571.x,https://academic.oup.com/joc/article/61/4/689/4098481,A Communicative Approach to Social Capital,Journal of Communication,2011-08-04,Hernando Rojas,3.0,1.0,"1 School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI 53706, USA",Hernando,Rojas,male,0.98,555,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hernando+Rojas
10.1111/j.1468-2885.2002.tb00277.x,https://academic.oup.com/ct/article/12/4/423/4110774,Humorous Communication: Finding a Place for Humor in Communication Research,Communication Theory,2006-01-10,Owen H. Lynch,1.0,1.0,1 Owen Hanley Lynch is a doctoral candidate at Texas A&amp;M University in the Department of Speech Communication.,Owen,Lynch,male,0.98,4067,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Owen+Lynch
10.1111/j.1083-6101.2000.tb00114.x,https://academic.oup.com/jcmc/article/6/1/JCMC615/4584255,Community Development among Distance Learners: Temporal and Technological Dimensions,Journal of Computer-Mediated Communication,2000-09-01,Michelle M. Kazmer,4.0,2.0,"2 Doctoral student in the Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign. Her research area is knowledge-building communities in which members communicate primarily through computer media and are not physically collocated. Currently, she is focusing on how individuals enter into and “disengage” from these communities.",Michelle,Kazmer,female,0.98,66334,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michelle+Kazmer
10.1111/j.1468-2958.1990.tb00224.x,https://academic.oup.com/hcr/article/16/4/603/4575803,Training Observers to Detect Deception: Effects of Self-Monitoring and Rehearsal,Human Communication Research,2006-03-17,Gerald R. Miller,2.0,2.0,2 Gerald R. Miller is Professor of Communication at Michigan State University,Gerald,Miller,male,0.99,13923,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Miller
10.1093/hcr/hqaa015,https://academic.oup.com/hcr/article/47/2/105/6056783,Self-Conscious Emotions and Esteem Support: The Effectiveness of Esteem Support in Alleviating State Shame and Guilt,Human Communication Research,2020-12-31,Amanda Allard,7.0,6.0,"Department of Communication, Michigan State University , MI 48824,  USA",Amanda,Allard,female,0.98,49026,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Allard
10.1111/hcre.12090,https://academic.oup.com/hcr/article/42/4/619/4064734,Do Our Facebook Friends Make Us Feel Worse? A Study of Social Comparison and Emotion,Human Communication Research,2016-10-01,Cong Li,4.0,2.0,"1 School of Communication, University of Miami, Coral Gables, FL 33146, USA,",Cong,Li,male,0.84,368,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cong+Li
10.1111/jcom.12108,https://academic.oup.com/joc/article/64/4/590/4086023,The Mutual Reinforcement of Media Selectivity and Effects: Testing the Reinforcing Spirals Framework in the Context of Global Warming,Journal of Communication,2014-07-18,Lauren Feldman,4.0,1.0,"1 School of Communication and Information, Rutgers University, New Brunswick, NJ, 08901, USA",Lauren,Feldman,female,0.9,8924,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lauren+Feldman
